"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isSubstitution","isBaseRunningPlay","details.disengagementNum","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link"
717264,"2023-07-25",5,"2023-07-26T01:25:34.037Z","2023-07-26T01:25:38.167Z",TRUE,"pitch","31fceed0-3493-465f-a1dc-d7fee5249553",6,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",4,2,1,NA,NA,3.3001,1.5878,NA,133.28,202.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47","atBat","Walk","walk","Ryan Jeffers walks.",0,2,5,47,"bottom",6,"2023-07-26T01:23:57.988Z","2023-07-26T01:25:38.167Z",TRUE,FALSE,FALSE,FALSE,0,4,2,1,680777,"Ryan Jeffers","/api/v1/people/680777","R","Right",663462,"Isaiah Campbell","/api/v1/people/663462","R","Right","vs_RHP","vs_RHB","RISP",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Seattle Mariners","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.8,88.2,13,2,0.3929,6.6838,29.3794,-9.8982,-1.9222,11.3045,-0.4272,1.3273,3.6471,-139.0594,-11.6215,-1.5023,50.0041,6.2033,-3.7885,14.4,2.4,24,2573,206,NA,NA,NA,NA,NA,NA,FALSE,-11.4,18.4,2.8,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,650489,"Willi Castro","/api/v1/people/650489",680777,"Ryan Jeffers","/api/v1/people/680777"
717264,"2023-07-25",4,"2023-07-26T01:25:13.995Z","2023-07-26T01:25:17.620Z",TRUE,"pitch","2224e3b3-c65c-4047-a7df-bc7c747fb407",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,2,1,NA,NA,3.2418,1.6228,NA,40.7,199.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47","atBat","Walk","walk","Ryan Jeffers walks.",0,2,5,47,"bottom",6,"2023-07-26T01:23:57.988Z","2023-07-26T01:25:38.167Z",TRUE,FALSE,FALSE,FALSE,0,4,2,1,680777,"Ryan Jeffers","/api/v1/people/680777","R","Right",663462,"Isaiah Campbell","/api/v1/people/663462","R","Right","vs_RHP","vs_RHB","RISP",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Seattle Mariners","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.8,88.6,14,2,0.3927,6.6931,27.9313,-10.9877,-2.0777,10.7279,2.0016,1.4366,9.4661,-138.8875,-11.2415,-1.1648,50.0028,6.2423,-4.1038,9.6,2.4,24,2587,209,NA,NA,NA,NA,NA,NA,FALSE,-12.4,17.5,2,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717264,"2023-07-25",3,"2023-07-26T01:24:55.836Z","2023-07-26T01:24:59.523Z",TRUE,"pitch","354b2909-1531-4cec-9c46-9332e489edb5",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,1,NA,NA,3.2418,1.6228,NA,57.23,210.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47","atBat","Walk","walk","Ryan Jeffers walks.",0,2,5,47,"bottom",6,"2023-07-26T01:23:57.988Z","2023-07-26T01:25:38.167Z",TRUE,FALSE,FALSE,FALSE,0,4,2,1,680777,"Ryan Jeffers","/api/v1/people/680777","R","Right",663462,"Isaiah Campbell","/api/v1/people/663462","R","Right","vs_RHP","vs_RHB","RISP",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Seattle Mariners","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87.5,81.1,14,2,0.4301,6.2704,25.295,-33.358,1.7886,-0.7149,1.568,1.0522,6.5394,-127.1779,-6.3859,-1.2659,50.0061,6.2311,2.9403,7.2,8.4,24,2891,59,NA,NA,NA,NA,NA,NA,FALSE,-38.3,-2.5,-4.7,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717264,"2023-07-25",2,"2023-07-26T01:24:34.971Z","2023-07-26T01:24:39.846Z",TRUE,"pitch","add6a76c-dbdc-4701-b865-893221815252",3,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,2,1,NA,NA,3.3874,1.6228,NA,99.63,164.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47","atBat","Walk","walk","Ryan Jeffers walks.",0,2,5,47,"bottom",6,"2023-07-26T01:23:57.988Z","2023-07-26T01:25:38.167Z",TRUE,FALSE,FALSE,FALSE,0,4,2,1,680777,"Ryan Jeffers","/api/v1/people/680777","R","Right",663462,"Isaiah Campbell","/api/v1/people/663462","R","Right","vs_RHP","vs_RHB","RISP",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Seattle Mariners","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.7,87.5,6,2,0.3938,6.6431,30.9701,-9.7075,-1.8539,11.465,0.4558,2.7372,5.4961,-139.0436,-8.2408,-1.305,50.0035,6.3825,-3.634,12,2.4,24,2534,209,NA,NA,NA,NA,NA,NA,FALSE,-10.7,19.2,2.3,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717264,"2023-07-25",1,"2023-07-26T01:24:18.117Z","2023-07-26T01:24:21.910Z",TRUE,"pitch","bff0b062-baa2-4c9e-a7c4-c2943513e5d1",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,1,NA,NA,3.3874,1.6228,NA,72.85,209.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47","atBat","Walk","walk","Ryan Jeffers walks.",0,2,5,47,"bottom",6,"2023-07-26T01:23:57.988Z","2023-07-26T01:25:38.167Z",TRUE,FALSE,FALSE,FALSE,0,4,2,1,680777,"Ryan Jeffers","/api/v1/people/680777","R","Right",663462,"Isaiah Campbell","/api/v1/people/663462","R","Right","vs_RHP","vs_RHB","RISP",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Seattle Mariners","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.5,88.8,14,2,0.3907,6.6397,29.9124,-8.1713,-2.103,12.0415,1.1581,1.09,7.4198,-139.9018,-12.7389,-1.2486,50.002,6.2248,-4.1922,13.2,2.4,24,2608,207,NA,NA,NA,NA,NA,NA,FALSE,-10,19.4,2.4,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717264,"2023-07-25",0,"2023-07-26T01:23:57.988Z","2023-07-26T01:24:01.463Z",TRUE,"pitch","28a4f324-1eb1-4fd7-a112-f907f12ad939",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,1,NA,NA,3.33,1.63,NA,139.94,196.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47","atBat","Walk","walk","Ryan Jeffers walks.",0,2,5,47,"bottom",6,"2023-07-26T01:23:57.988Z","2023-07-26T01:25:38.167Z",TRUE,FALSE,FALSE,FALSE,0,4,2,1,680777,"Ryan Jeffers","/api/v1/people/680777","R","Right",663462,"Isaiah Campbell","/api/v1/people/663462","R","Right","vs_RHP","vs_RHB","RISP",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Seattle Mariners","false",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",81.6,76.1,7,2,0.4594,6.3198,21.1688,-36.5334,4.8637,-3.0232,-0.6018,1.5777,1.269,-118.8903,-3.2648,-1.7734,50.0017,6.259,7.0152,10.8,10.8,24,2743,41,NA,NA,NA,NA,NA,NA,FALSE,-46.7,-6,-9.1,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717264,"2023-07-25",9,"2023-07-26T01:23:22.479Z","2023-07-26T01:23:33.170Z",TRUE,"pitch","bc5e9eae-55b0-4b29-9533-c157de06ae82",6,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",3,3,0,NA,NA,3.62,1.75,NA,132.83,173.91,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,"46","atBat","Strikeout","strikeout","Trevor Larnach strikes out swinging. Willi Castro steals (25) 3rd base.",0,2,5,46,"bottom",6,"2023-07-26T01:20:48.275Z","2023-07-26T01:23:33.170Z",TRUE,FALSE,FALSE,TRUE,14,3,3,1,663616,"Trevor Larnach","/api/v1/people/663616","L","Left",663462,"Isaiah Campbell","/api/v1/people/663462","R","Right","vs_RHP","vs_LHB","RISP",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Seattle Mariners",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.9,81.2,4,2,0.4298,6.3214,21.7738,-31.5525,1.3641,0.3812,-0.4152,2.4025,2.841,-126.6256,-3.5632,-1.7217,50.0062,6.3077,2.2528,4.8,8.4,24,2761,61,NA,NA,NA,NA,NA,NA,TRUE,-35.4,0.2,-3,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,650489,"Willi Castro","/api/v1/people/650489",NA,NA,NA
717264,"2023-07-25",7,"2023-07-26T01:22:46.254Z","2023-07-26T01:22:51.351Z",TRUE,"pitch","2ca61ff1-16c6-413b-ada6-93da36d765ec",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,2,0,NA,NA,3.7078,1.7427,NA,162.65,134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"46","atBat","Strikeout","strikeout","Trevor Larnach strikes out swinging. Willi Castro steals (25) 3rd base.",0,2,5,46,"bottom",6,"2023-07-26T01:20:48.275Z","2023-07-26T01:23:33.170Z",TRUE,FALSE,FALSE,TRUE,14,3,3,1,663616,"Trevor Larnach","/api/v1/people/663616","L","Left",663462,"Isaiah Campbell","/api/v1/people/663462","R","Right","vs_RHP","vs_LHB","RISP",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Seattle Mariners",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.2,89.3,11,2,0.3882,6.2639,26.9215,-15.3193,-1.9606,8.332,-1.1976,3.8807,3.0485,-140.2225,-4.1434,-2.0361,50.0055,6.3539,-3.9676,12,3.6,24,2600,203,NA,NA,NA,NA,NA,NA,FALSE,-14.5,14.6,3,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717264,"2023-07-25",5,"2023-07-26T01:22:16.480Z","2023-07-26T01:22:26.200Z",TRUE,"pitch","ec7a372e-53b9-4988-99b7-615efdf78e9d",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,0,NA,NA,3.6495,1.7427,NA,103.46,214.23,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,"46","atBat","Strikeout","strikeout","Trevor Larnach strikes out swinging. Willi Castro steals (25) 3rd base.",0,2,5,46,"bottom",6,"2023-07-26T01:20:48.275Z","2023-07-26T01:23:33.170Z",TRUE,FALSE,FALSE,TRUE,14,3,3,1,663616,"Trevor Larnach","/api/v1/people/663616","L","Left",663462,"Isaiah Campbell","/api/v1/people/663462","R","Right","vs_RHP","vs_LHB","RISP",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Seattle Mariners",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.2,80.8,14,2,0.4339,6.3305,21.7036,-31.6081,2.8077,0.3449,0.3553,0.9092,4.1102,-125.5015,-6.8797,-1.6586,50.0001,6.2097,4.5466,8.4,8.4,24,2768,58,NA,NA,NA,NA,NA,NA,FALSE,-36.8,-0.5,-5.9,NA,NA,1,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717264,"2023-07-25",4,"2023-07-26T01:21:52.620Z","2023-07-26T01:21:56.683Z",TRUE,"pitch","d5256a17-496c-4e24-9c36-ac63491c1164",3,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,2,0,NA,NA,3.6708,1.7547,NA,153.88,156.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"46","atBat","Strikeout","strikeout","Trevor Larnach strikes out swinging. Willi Castro steals (25) 3rd base.",0,2,5,46,"bottom",6,"2023-07-26T01:20:48.275Z","2023-07-26T01:23:33.170Z",TRUE,FALSE,FALSE,TRUE,14,3,3,1,663616,"Trevor Larnach","/api/v1/people/663616","L","Left",663462,"Isaiah Campbell","/api/v1/people/663462","R","Right","vs_RHP","vs_LHB","RISP",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Seattle Mariners",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.1,88,11,2,0.3958,6.393,23.5502,-15.658,-1.2514,8.4684,-0.9675,3.0421,2.5646,-137.1354,-6.151,-1.7424,50.0026,6.3395,-2.4408,7.2,3.6,24,2466,200,NA,NA,NA,NA,NA,NA,FALSE,-15.6,14.6,1.9,NA,NA,1,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717264,"2023-07-25",3,"2023-07-26T01:21:33.307Z","2023-07-26T01:21:37.067Z",TRUE,"pitch","ae9661d3-5cd1-4657-b508-7069709ffdcb",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,0,NA,NA,3.7078,1.7427,NA,175.93,174.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"46","atBat","Strikeout","strikeout","Trevor Larnach strikes out swinging. Willi Castro steals (25) 3rd base.",0,2,5,46,"bottom",6,"2023-07-26T01:20:48.275Z","2023-07-26T01:23:33.170Z",TRUE,FALSE,FALSE,TRUE,14,3,3,1,663616,"Trevor Larnach","/api/v1/people/663616","L","Left",663462,"Isaiah Campbell","/api/v1/people/663462","R","Right","vs_RHP","vs_LHB","RISP",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Seattle Mariners",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87,82.2,13,2,0.4268,6.0307,19.0898,-29.8608,1.5513,1.379,-1.546,2.3687,0.8698,-126.9851,-4.0922,-2.0915,50.004,6.3033,2.6054,4.8,7.2,24,2725,83,NA,NA,NA,NA,NA,NA,FALSE,-33.1,2,-3,NA,NA,1,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717264,"2023-07-25",1,"2023-07-26T01:20:50.500Z","2023-07-26T01:20:54.753Z",TRUE,"pitch","d3e1d6c1-915a-4ac7-9bb8-529f9b2d16f3",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,0,NA,NA,3.7952,1.8782,NA,135.17,179.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"46","atBat","Strikeout","strikeout","Trevor Larnach strikes out swinging. Willi Castro steals (25) 3rd base.",0,2,5,46,"bottom",6,"2023-07-26T01:20:48.275Z","2023-07-26T01:23:33.170Z",TRUE,FALSE,FALSE,TRUE,14,3,3,1,663616,"Trevor Larnach","/api/v1/people/663616","L","Left",663462,"Isaiah Campbell","/api/v1/people/663462","R","Right","vs_RHP","vs_LHB","RISP",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Seattle Mariners",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",80.7,75.2,7,2,0.464,6.2961,20.3626,-34.5891,6.1365,-1.7055,-0.4767,2.1774,1.6969,-117.6212,-2.1642,-2.0033,50.0054,6.2887,8.6784,14.4,10.8,24,2716,54,NA,NA,NA,NA,NA,NA,FALSE,-44.9,-3.4,-11.5,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717264,"2023-07-25",0,"2023-07-26T01:20:24.028Z","2023-07-26T01:20:50.500Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",2,5,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"46","atBat","Strikeout","strikeout","Trevor Larnach strikes out swinging. Willi Castro steals (25) 3rd base.",0,2,5,46,"bottom",6,"2023-07-26T01:20:48.275Z","2023-07-26T01:23:33.170Z",TRUE,FALSE,FALSE,TRUE,14,3,3,1,663616,"Trevor Larnach","/api/v1/people/663616","L","Left",663462,"Isaiah Campbell","/api/v1/people/663462","R","Right","vs_RHP","vs_LHB","RISP",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Seattle Mariners",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717264,"2023-07-25",2,"2023-07-26T01:21:11.064Z","2023-07-26T01:21:15.768Z",FALSE,"pickoff","d5a685ea-d8d7-4229-8bb2-6aaa0b563498",NA,"Pickoff Attempt 1B",NA,NA,NA,NA,FALSE,"1",NA,NA,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"46","atBat","Strikeout","strikeout","Trevor Larnach strikes out swinging. Willi Castro steals (25) 3rd base.",0,2,5,46,"bottom",6,"2023-07-26T01:20:48.275Z","2023-07-26T01:23:33.170Z",TRUE,FALSE,FALSE,TRUE,14,3,3,1,663616,"Trevor Larnach","/api/v1/people/663616","L","Left",663462,"Isaiah Campbell","/api/v1/people/663462","R","Right","vs_RHP","vs_LHB","RISP",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Seattle Mariners",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,1,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717264,"2023-07-25",6,"2023-07-26T01:22:32.426Z","2023-07-26T01:22:46.254Z",FALSE,"action",NA,NA,"Willi Castro steals (24) 2nd base.","Stolen Base 2B",2,5,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,2,2,0,650489,"/api/v1/people/650489",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ec7a372e-53b9-4988-99b7-615efdf78e9d","stolen_base_2b",NA,NA,NA,NA,NA,NA,"46","atBat","Strikeout","strikeout","Trevor Larnach strikes out swinging. Willi Castro steals (25) 3rd base.",0,2,5,46,"bottom",6,"2023-07-26T01:20:48.275Z","2023-07-26T01:23:33.170Z",TRUE,FALSE,FALSE,TRUE,14,3,3,1,663616,"Trevor Larnach","/api/v1/people/663616","L","Left",663462,"Isaiah Campbell","/api/v1/people/663462","R","Right","vs_RHP","vs_LHB","RISP",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Seattle Mariners",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,TRUE,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717264,"2023-07-25",8,"2023-07-26T01:23:06.803Z","2023-07-26T01:23:11.803Z",FALSE,"stepoff","8b5b5a1b-6b5b-4924-8399-1e51d0f35b86",NA,"Pitcher Step Off",NA,NA,NA,NA,FALSE,"PSO",NA,NA,NA,NA,NA,NA,3,2,0,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"46","atBat","Strikeout","strikeout","Trevor Larnach strikes out swinging. Willi Castro steals (25) 3rd base.",0,2,5,46,"bottom",6,"2023-07-26T01:20:48.275Z","2023-07-26T01:23:33.170Z",TRUE,FALSE,FALSE,TRUE,14,3,3,1,663616,"Trevor Larnach","/api/v1/people/663616","L","Left",663462,"Isaiah Campbell","/api/v1/people/663462","R","Right","vs_RHP","vs_LHB","RISP",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Seattle Mariners",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,1,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717264,"2023-07-25",8,"2023-07-26T01:19:47.558Z","2023-07-26T01:19:51.220Z",TRUE,"pitch","4e279790-e767-49db-834a-e85e1ce15198",6,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",4,2,0,NA,NA,3.6495,1.7911,NA,130.3,217.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45","atBat","Walk","walk","Willi Castro walks.",0,2,5,45,"bottom",6,"2023-07-26T01:17:39.094Z","2023-07-26T01:19:51.220Z",TRUE,FALSE,FALSE,FALSE,0,4,2,0,650489,"Willi Castro","/api/v1/people/650489","L","Left",663462,"Isaiah Campbell","/api/v1/people/663462","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Seattle Mariners",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.2,87.8,13,2,0.3953,6.5481,28.3112,-10.3021,-2.9182,11.2264,-0.349,0.7758,4.0726,-138.1135,-12.6961,-1.4578,50.0052,6.1041,-5.6868,20.4,2.4,24,2516,209,NA,NA,NA,NA,NA,NA,FALSE,-12,18.1,4.6,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,650489,"Willi Castro","/api/v1/people/650489"
