"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","isSubstitution","details.disengagementNum","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
717450,"2023-07-08",1,"2023-07-08T22:20:51.085Z","2023-07-08T22:20:55.122Z",TRUE,"pitch","23622043-cf05-4861-9486-2970461516d7",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,1,NA,NA,3.6507,1.7752,NA,156,129.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"33","atBat","Flyout","field_out","Travis Jankowski flies out to center fielder Alex Call.",0,2,8,33,"top",4,"2023-07-08T22:20:25.467Z","2023-07-08T22:21:44.565Z",TRUE,FALSE,FALSE,TRUE,0,3,1,2,608671,"Travis Jankowski","/api/v1/people/608671","L","Left",663623,"Jake Irvin","/api/v1/people/663623","R","Right","vs_RHP","vs_LHB","Empty",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Washington Nationals","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.2,87.9,11,2,0.3911,6.8073,31.3303,-16.6839,-6.5776,7.7958,-1.0232,4.0595,4.6088,-140.0103,-2.4436,-1.8352,50.0048,6.0343,-13.0727,34.8,4.8,24,2363,227,NA,NA,NA,NA,NA,NA,FALSE,-15.7,13.8,10.9,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717450,"2023-07-08",0,"2023-07-08T22:20:34.554Z","2023-07-08T22:20:39.348Z",TRUE,"pitch","08eda6d4-017a-4708-b804-b46eca7f5f9d",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.6507,1.801,NA,78.11,204.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"33","atBat","Flyout","field_out","Travis Jankowski flies out to center fielder Alex Call.",0,2,8,33,"top",4,"2023-07-08T22:20:25.467Z","2023-07-08T22:21:44.565Z",TRUE,FALSE,FALSE,TRUE,0,3,1,2,608671,"Travis Jankowski","/api/v1/people/608671","L","Left",663623,"Jake Irvin","/api/v1/people/663623","R","Right","vs_RHP","vs_LHB","Empty",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Washington Nationals","false",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",81.7,75.6,14,2,0.4611,6.604,23.6643,-37.0353,8.5446,-3.4073,1.0201,1.2619,4.553,-118.9702,-2.7793,-2.0309,50.0026,5.8151,12.1976,19.2,10.8,24,2586,54,NA,NA,NA,NA,NA,NA,FALSE,-47.6,-6.6,-16.6,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717450,"2023-07-08",2,"2023-07-08T22:19:59.228Z","2023-07-08T22:20:07.198Z",TRUE,"pitch","d91148bb-9746-4a05-b057-26b2a209f5c6",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,2,0,NA,NA,3.47,1.67,NA,128.62,205.15,"ground_ball","medium","4",142.55,148.56,NA,NA,NA,NA,NA,NA,NA,NA,"32","atBat","Groundout","field_out","Jonah Heim grounds out, second baseman Luis Garcia to first baseman Joey Meneses.",0,2,8,32,"top",4,"2023-07-08T22:19:11.208Z","2023-07-08T22:20:07.198Z",TRUE,FALSE,FALSE,TRUE,0,0,2,1,641680,"Jonah Heim","/api/v1/people/641680","L","Left",663623,"Jake Irvin","/api/v1/people/663623","R","Right","vs_RHP","vs_LHB","Empty",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Washington Nationals","true",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",82,75.7,13,2,0.4594,6.7821,24.1876,-39.6514,7.5611,-5.198,-0.3049,1.2454,1.8486,-119.4717,-2.1653,-2.072,50.0041,5.7454,10.8713,15.6,12,24,2451,51,95.2,-10,8,NA,NA,NA,TRUE,-50.4,-9.7,-14.2,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717450,"2023-07-08",1,"2023-07-08T22:19:45.982Z","2023-07-08T22:19:50.351Z",TRUE,"pitch","e9102a4c-855d-4def-bfab-4068d739ff35",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,2,0,NA,NA,3.5723,1.7968,NA,112.55,163.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"32","atBat","Groundout","field_out","Jonah Heim grounds out, second baseman Luis Garcia to first baseman Joey Meneses.",0,2,8,32,"top",4,"2023-07-08T22:19:11.208Z","2023-07-08T22:20:07.198Z",TRUE,FALSE,FALSE,TRUE,0,0,2,1,641680,"Jonah Heim","/api/v1/people/641680","L","Left",663623,"Jake Irvin","/api/v1/people/663623","R","Right","vs_RHP","vs_LHB","Empty",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Washington Nationals","false",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",81.9,75.3,5,2,0.4601,6.8138,23.7176,-37.0553,7.9927,-3.4088,0.1167,2.7893,2.7187,-119.2046,0.7508,-2.0779,50.001,5.8256,11.4566,18,10.8,24,2477,57,NA,NA,NA,NA,NA,NA,FALSE,-46.6,-5.6,-15.1,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717450,"2023-07-08",0,"2023-07-08T22:19:23.377Z","2023-07-08T22:19:31.809Z",TRUE,"pitch","211e0114-6252-4048-8359-112744338446",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,0,NA,NA,3.5462,1.7194,NA,117.75,162.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"32","atBat","Groundout","field_out","Jonah Heim grounds out, second baseman Luis Garcia to first baseman Joey Meneses.",0,2,8,32,"top",4,"2023-07-08T22:19:11.208Z","2023-07-08T22:20:07.198Z",TRUE,FALSE,FALSE,TRUE,0,0,2,1,641680,"Jonah Heim","/api/v1/people/641680","L","Left",663623,"Jake Irvin","/api/v1/people/663623","R","Right","vs_RHP","vs_LHB","Empty",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Washington Nationals","false",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",81.5,75.1,5,2,0.4617,6.6721,23.1258,-36.6033,7.5883,-3.1116,-0.0198,2.8276,2.2064,-118.707,0.3434,-1.9475,50.0008,6.0184,10.8078,16.8,10.8,24,2455,50,NA,NA,NA,NA,NA,NA,FALSE,-46.4,-5.3,-14.3,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717450,"2023-07-08",2,"2023-07-08T22:18:37.419Z","2023-07-08T22:19:01.934Z",TRUE,"pitch","8753018b-7089-4d7e-ac32-70ce78f8ec6c",3,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",1,1,0,NA,NA,3.72,1.79,NA,108.8,167.96,"fly_ball","medium","89",178.29,45.49,NA,NA,NA,NA,NA,NA,NA,NA,"31","atBat","Home Run","home_run","Josh Jung homers (18) on a fly ball to right center field. Adolis Garcia scores.",2,2,8,31,"top",4,"2023-07-08T22:17:33.222Z","2023-07-08T22:19:01.934Z",TRUE,TRUE,FALSE,FALSE,38,1,1,0,673962,"Josh Jung","/api/v1/people/673962","R","Right",663623,"Jake Irvin","/api/v1/people/663623","R","Right","vs_RHP","vs_RHB","Empty",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Washington Nationals","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",94.5,86.7,5,2,0.3983,6.9677,29.248,-20.2864,-8.8181,6.1987,0.2152,2.6228,8.4932,-137.3077,-4.7991,-1.7663,50.002,5.7661,-16.906,36,6,24,2371,215,103.6,32,401,NA,NA,NA,FALSE,-20.2,10.4,14.3,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717450,"2023-07-08",1,"2023-07-08T22:18:17.890Z","2023-07-08T22:18:22.519Z",TRUE,"pitch","84359e73-06e2-4ba0-86f4-49940baa81a5",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,0,NA,NA,3.8225,1.7363,NA,47,204.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"31","atBat","Home Run","home_run","Josh Jung homers (18) on a fly ball to right center field. Adolis Garcia scores.",2,2,8,31,"top",4,"2023-07-08T22:17:33.222Z","2023-07-08T22:19:01.934Z",TRUE,TRUE,FALSE,FALSE,38,1,1,0,673962,"Josh Jung","/api/v1/people/673962","R","Right",663623,"Jake Irvin","/api/v1/people/663623","R","Right","vs_RHP","vs_RHB","Empty",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Washington Nationals","false",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",82.5,75.9,14,2,0.4581,6.8918,24.8622,-36.1278,5.3215,-2.7398,1.8365,1.2719,6.7903,-119.9108,-2.8992,-1.7315,50.0003,5.7446,7.6877,13.2,10.8,24,2577,55,NA,NA,NA,NA,NA,NA,FALSE,-46,-5.4,-11.4,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717450,"2023-07-08",0,"2023-07-08T22:17:53.605Z","2023-07-08T22:18:02.300Z",TRUE,"pitch","4fefa17a-00e8-49b5-9870-1be2aeb53155",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,0,NA,NA,3.72,1.79,NA,142.7,181.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"31","atBat","Home Run","home_run","Josh Jung homers (18) on a fly ball to right center field. Adolis Garcia scores.",2,2,8,31,"top",4,"2023-07-08T22:17:33.222Z","2023-07-08T22:19:01.934Z",TRUE,TRUE,FALSE,FALSE,38,1,1,0,673962,"Josh Jung","/api/v1/people/673962","R","Right",663623,"Jake Irvin","/api/v1/people/663623","R","Right","vs_RHP","vs_RHB","Empty",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Washington Nationals","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95.6,87.2,7,2,0.3949,6.8556,32.3915,-23.226,-10.0243,4.5951,-0.6741,2.1178,6.5475,-138.9266,-5.7279,-1.7645,50.0005,5.7594,-19.5067,36,6,24,2419,221,NA,NA,NA,NA,NA,NA,FALSE,-22.8,7.2,16.7,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717450,"2023-07-08",8,"2023-07-08T22:17:22.528Z","2023-07-08T22:17:28.634Z",TRUE,"pitch","1068469a-eb40-4ef2-9430-f98cdb396e7e",6,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",4,2,0,NA,NA,3.3095,1.6205,NA,173.74,191.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30","atBat","Walk","walk","Adolis Garcia walks.",0,0,8,30,"top",4,"2023-07-08T22:15:51.022Z","2023-07-08T22:17:28.634Z",TRUE,FALSE,FALSE,FALSE,0,4,2,0,666969,"Adolis García","/api/v1/people/666969","R","Right",663623,"Jake Irvin","/api/v1/people/663623","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Washington Nationals",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",94.6,87,13,2,0.3974,6.9518,29.9126,-22.3342,-8.8073,5.1121,-1.4885,1.7423,3.9853,-137.6995,-6.8203,-1.8084,50.0038,5.7571,-16.953,33.6,6,24,2366,216,NA,NA,NA,NA,NA,NA,FALSE,-22.4,8,15.1,NA,NA,NA,NA,NA,FALSE,TRUE,666969,"Adolis García","/api/v1/people/666969",NA,NA,NA,NA,NA,NA,NA
717450,"2023-07-08",6,"2023-07-08T22:16:45.176Z","2023-07-08T22:16:49.282Z",TRUE,"pitch","9072cf6b-2327-4ed5-a272-4693779dea10",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,2,0,NA,NA,3.44,1.5948,NA,103.97,134.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30","atBat","Walk","walk","Adolis Garcia walks.",0,0,8,30,"top",4,"2023-07-08T22:15:51.022Z","2023-07-08T22:17:28.634Z",TRUE,FALSE,FALSE,FALSE,0,4,2,0,666969,"Adolis García","/api/v1/people/666969","R","Right",663623,"Jake Irvin","/api/v1/people/663623","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Washington Nationals",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.2,87.9,12,2,0.3914,6.9499,31.2113,-14.9798,-5.4817,8.668,0.3418,3.86,7.6775,-139.8649,-3.1286,-1.725,50.0001,5.9739,-10.8713,30,3.6,24,2395,222,NA,NA,NA,NA,NA,NA,FALSE,-14.3,15.2,8.4,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717450,"2023-07-08",5,"2023-07-08T22:16:30.301Z","2023-07-08T22:16:35.270Z",TRUE,"pitch","dad91738-af2f-4e77-90c9-f87d75832023",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,0,NA,NA,3.3878,1.5175,NA,139.75,108.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30","atBat","Walk","walk","Adolis Garcia walks.",0,0,8,30,"top",4,"2023-07-08T22:15:51.022Z","2023-07-08T22:17:28.634Z",TRUE,FALSE,FALSE,FALSE,0,4,2,0,666969,"Adolis García","/api/v1/people/666969","R","Right",663623,"Jake Irvin","/api/v1/people/663623","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Washington Nationals",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.1,86.8,11,2,0.3955,6.7239,30.7185,-14.7009,-4.9111,8.995,-0.5967,4.8221,5.0754,-138.4465,-0.8686,-1.815,50.0012,6.1232,-9.5391,30,3.6,24,2452,218,NA,NA,NA,NA,NA,NA,FALSE,-13.9,16.3,7.8,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717450,"2023-07-08",4,"2023-07-08T22:16:16.851Z","2023-07-08T22:16:21.725Z",TRUE,"pitch","91d300e1-bb89-4b95-95a4-2789ff13f50d",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,0,NA,NA,3.2567,1.4397,NA,115.93,123.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30","atBat","Walk","walk","Adolis Garcia walks.",0,0,8,30,"top",4,"2023-07-08T22:15:51.022Z","2023-07-08T22:17:28.634Z",TRUE,FALSE,FALSE,FALSE,0,4,2,0,666969,"Adolis García","/api/v1/people/666969","R","Right",663623,"Jake Irvin","/api/v1/people/663623","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Washington Nationals",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.1,87.2,12,2,0.3951,6.8551,29.9619,-18.9742,-4.6664,6.7755,0.0282,4.262,6.5573,-138.4603,-1.6982,-1.7608,50.0022,6.1486,-9.0905,21.6,4.8,24,2451,218,NA,NA,NA,NA,NA,NA,FALSE,-18,12.1,7.1,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717450,"2023-07-08",3,"2023-07-08T22:16:04.898Z","2023-07-08T22:16:09.602Z",TRUE,"pitch","9fae9438-188c-48d6-936d-187fcc61a4f6",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,2,0,NA,NA,3.39,1.7,NA,137.28,143.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30","atBat","Walk","walk","Adolis Garcia walks.",0,0,8,30,"top",4,"2023-07-08T22:15:51.022Z","2023-07-08T22:17:28.634Z",TRUE,FALSE,FALSE,FALSE,0,4,2,0,666969,"Adolis García","/api/v1/people/666969","R","Right",663623,"Jake Irvin","/api/v1/people/663623","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Washington Nationals",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.3,88,11,2,0.3909,6.6376,31.7367,-15.1081,-5.1977,8.5815,-0.5321,3.5274,4.9955,-140.1357,-4.3472,-1.6627,50.0009,6.0861,-10.3345,30,3.6,24,2472,221,NA,NA,NA,NA,NA,NA,FALSE,-14.6,14.9,8.4,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717450,"2023-07-08",2,"2023-07-08T22:15:53.407Z","2023-07-08T22:15:58.388Z",TRUE,"pitch","14119169-6e9c-4665-bc33-b694b1d7dbb5",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,0,NA,NA,3.3852,1.5116,NA,115.62,163.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30","atBat","Walk","walk","Adolis Garcia walks.",0,0,8,30,"top",4,"2023-07-08T22:15:51.022Z","2023-07-08T22:17:28.634Z",TRUE,FALSE,FALSE,FALSE,0,4,2,0,666969,"Adolis García","/api/v1/people/666969","R","Right",663623,"Jake Irvin","/api/v1/people/663623","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Washington Nationals",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95.8,87.8,5,2,0.3929,6.9123,30.3711,-21.5094,-9.6143,5.4183,0.0361,2.7976,8.4297,-139.2284,-4.5377,-1.7772,50.006,5.8665,-18.9361,37.2,6,24,2434,219,NA,NA,NA,NA,NA,NA,FALSE,-20.8,9.1,15.7,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717450,"2023-07-08",0,"2023-07-08T20:58:47.716Z","2023-07-08T22:15:26.379Z",FALSE,"action",NA,NA,"Status Change - Delayed: Rain","Game Advisory",0,8,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,666969,"/api/v1/people/666969",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"game_advisory",NA,NA,NA,NA,NA,NA,"30","atBat","Walk","walk","Adolis Garcia walks.",0,0,8,30,"top",4,"2023-07-08T22:15:51.022Z","2023-07-08T22:17:28.634Z",TRUE,FALSE,FALSE,FALSE,0,4,2,0,666969,"Adolis García","/api/v1/people/666969","R","Right",663623,"Jake Irvin","/api/v1/people/663623","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Washington Nationals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717450,"2023-07-08",1,"2023-07-08T22:15:26.379Z","2023-07-08T22:15:53.407Z",FALSE,"action",NA,NA,"Status Change - In Progress","Game Advisory",0,8,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,666969,"/api/v1/people/666969",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"game_advisory",NA,NA,NA,NA,NA,NA,"30","atBat","Walk","walk","Adolis Garcia walks.",0,0,8,30,"top",4,"2023-07-08T22:15:51.022Z","2023-07-08T22:17:28.634Z",TRUE,FALSE,FALSE,FALSE,0,4,2,0,666969,"Adolis García","/api/v1/people/666969","R","Right",663623,"Jake Irvin","/api/v1/people/663623","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Washington Nationals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717450,"2023-07-08",7,"2023-07-08T22:17:03.108Z","2023-07-08T22:17:22.528Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",0,8,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,3,2,0,666969,"/api/v1/people/666969",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"30","atBat","Walk","walk","Adolis Garcia walks.",0,0,8,30,"top",4,"2023-07-08T22:15:51.022Z","2023-07-08T22:17:28.634Z",TRUE,FALSE,FALSE,FALSE,0,4,2,0,666969,"Adolis García","/api/v1/people/666969","R","Right",663623,"Jake Irvin","/api/v1/people/663623","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Washington Nationals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
