"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","details.disengagementNum","isSubstitution","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
716585,"2023-09-14",4,"2023-09-14T19:30:21.275Z","2023-09-14T19:30:34.944Z",TRUE,"pitch","ed907b3e-021b-4da1-a0db-c75ea56193d2",4,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",1,2,1,NA,NA,3.21,1.51,NA,145.18,173.51,"fly_ball","medium","7",80.41,56.95,NA,NA,NA,NA,NA,NA,NA,NA,"36","atBat","Double","double","Tyrone Taylor doubles (11) on a fly ball to left fielder Bryan De La Cruz. Andruw Monasterio scores.",1,2,2,36,"bottom",5,"2023-09-14T19:28:39.823Z","2023-09-14T19:30:34.944Z",TRUE,TRUE,FALSE,FALSE,71,1,2,1,621438,"Tyrone Taylor","/api/v1/people/621438","R","Right",691587,"Eury Pérez","/api/v1/people/691587","R","Right","vs_RHP","vs_RHB","RISP",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Miami Marlins",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96,87.1,4,0.84,0.3938,7.042,34.0473,-12.5676,-6.8119,10.0282,-0.7393,2.4172,4.244,-139.5737,-6.7604,-1.4016,50.0022,5.7137,-13.3187,40.8,3.6,24,2412,208,94.5,31,370,NA,NA,NA,FALSE,-13.2,16.8,11.4,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,621438,"Tyrone Taylor","/api/v1/people/621438",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716585,"2023-09-14",3,"2023-09-14T19:29:41.058Z","2023-09-14T19:29:45.177Z",TRUE,"pitch","d57540dd-d2f6-42cc-be35-f6a715d68aeb",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,1,NA,NA,3.21,1.51,NA,108.11,179.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"36","atBat","Double","double","Tyrone Taylor doubles (11) on a fly ball to left fielder Bryan De La Cruz. Andruw Monasterio scores.",1,2,2,36,"bottom",5,"2023-09-14T19:28:39.823Z","2023-09-14T19:30:34.944Z",TRUE,TRUE,FALSE,FALSE,71,1,2,1,621438,"Tyrone Taylor","/api/v1/people/621438","R","Right",691587,"Eury Pérez","/api/v1/people/691587","R","Right","vs_RHP","vs_RHB","RISP",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Miami Marlins",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",85.8,78.2,5,0.89,0.4403,6.8232,26.9591,-25.1578,-1.8176,4.485,0.2333,2.1846,6.0125,-124.7779,-2.9272,-1.9798,50.0026,5.4634,-2.8439,3.6,7.2,24,2324,191,NA,NA,NA,NA,NA,NA,FALSE,-29.8,7.7,1.8,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,621438,"Tyrone Taylor","/api/v1/people/621438",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716585,"2023-09-14",2,"2023-09-14T19:29:20.691Z","2023-09-14T19:29:25.224Z",TRUE,"pitch","69b83bfa-4384-4f71-ba64-47464aeb57bd",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,1,1,NA,NA,3.2371,1.5025,NA,136.38,186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"36","atBat","Double","double","Tyrone Taylor doubles (11) on a fly ball to left fielder Bryan De La Cruz. Andruw Monasterio scores.",1,2,2,36,"bottom",5,"2023-09-14T19:28:39.823Z","2023-09-14T19:30:34.944Z",TRUE,TRUE,FALSE,FALSE,71,1,2,1,621438,"Tyrone Taylor","/api/v1/people/621438","R","Right",691587,"Eury Pérez","/api/v1/people/691587","R","Right","vs_RHP","vs_RHB","RISP",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Miami Marlins",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",82,75.4,7,0.53,0.4587,6.9631,23.2368,-29.3997,-0.1324,1.9248,-0.5085,1.9548,3.5478,-119.4702,-2.133,-1.9962,50.0054,5.5042,-0.1915,1.2,8.4,24,2238,160,NA,NA,NA,NA,NA,NA,FALSE,-37.4,3.2,-0.6,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,621438,"Tyrone Taylor","/api/v1/people/621438",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716585,"2023-09-14",0,"2023-09-14T19:28:46.696Z","2023-09-14T19:28:54.861Z",TRUE,"pitch","514ae85a-67d9-4d61-8b51-407ac7c13389",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.1527,1.4273,NA,64.72,233.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"36","atBat","Double","double","Tyrone Taylor doubles (11) on a fly ball to left fielder Bryan De La Cruz. Andruw Monasterio scores.",1,2,2,36,"bottom",5,"2023-09-14T19:28:39.823Z","2023-09-14T19:30:34.944Z",TRUE,TRUE,FALSE,FALSE,71,1,2,1,621438,"Tyrone Taylor","/api/v1/people/621438","R","Right",691587,"Eury Pérez","/api/v1/people/691587","R","Right","vs_RHP","vs_RHB","RISP",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Miami Marlins",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",83.5,76.8,14,0.88,0.4527,7.1583,24.4103,-27.8844,-3.5431,2.8934,1.3717,0.2041,8.2027,-121.1569,-6.596,-1.6024,50.0007,5.4092,-5.2493,7.2,8.4,24,2295,181,NA,NA,NA,NA,NA,NA,FALSE,-35.8,3.8,4.4,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,621438,"Tyrone Taylor","/api/v1/people/621438",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716585,"2023-09-14",1,"2023-09-14T19:29:00.726Z","2023-09-14T19:29:20.691Z",FALSE,"action",NA,NA,"Wild pitch by pitcher Eury Perez. Andruw Monasterio to 3rd.","Wild Pitch",2,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,1,0,1,655316,"/api/v1/people/655316",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"514ae85a-67d9-4d61-8b51-407ac7c13389","wild_pitch",NA,NA,NA,NA,NA,NA,"36","atBat","Double","double","Tyrone Taylor doubles (11) on a fly ball to left fielder Bryan De La Cruz. Andruw Monasterio scores.",1,2,2,36,"bottom",5,"2023-09-14T19:28:39.823Z","2023-09-14T19:30:34.944Z",TRUE,TRUE,FALSE,FALSE,71,1,2,1,621438,"Tyrone Taylor","/api/v1/people/621438","R","Right",691587,"Eury Pérez","/api/v1/people/691587","R","Right","vs_RHP","vs_RHB","RISP",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Miami Marlins",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,621438,"Tyrone Taylor","/api/v1/people/621438",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716585,"2023-09-14",0,"2023-09-14T19:28:05.365Z","2023-09-14T19:28:14.380Z",TRUE,"pitch","82f726b6-b4e2-47b5-af6e-538bca3d709a",1,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,0,0,NA,NA,3.23,1.46,NA,108.31,147.3,"bunt_grounder","medium","5",117.53,188.52,NA,NA,NA,NA,NA,NA,NA,NA,"35","atBat","Sac Bunt","sac_bunt","Brice Turang out on a sacrifice bunt, third baseman Jake Burger to first baseman Luis Arraez. Andruw Monasterio to 2nd.",0,2,1,35,"bottom",5,"2023-09-14T19:27:57.415Z","2023-09-14T19:28:14.380Z",TRUE,FALSE,FALSE,TRUE,4,0,0,1,668930,"Brice Turang","/api/v1/people/668930","L","Left",691587,"Eury Pérez","/api/v1/people/691587","R","Right","vs_RHP","vs_LHB","RISP",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Miami Marlins","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.8,86.3,12,0.84,0.3957,6.9057,35.5327,-11.4209,-5.3043,10.7322,0.228,3.3883,6.4956,-139.2168,-4.7079,-1.4626,50.0053,5.8772,-10.2603,34.8,3.6,24,2587,210,26.7,13,33,NA,NA,NA,TRUE,-11.8,18.5,8,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,655316,"Andruw Monasterio","/api/v1/people/655316",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716585,"2023-09-14",5,"2023-09-14T19:27:28.233Z","2023-09-14T19:27:39.303Z",TRUE,"pitch","63f15113-d076-487d-a916-3d6943945550",6,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",2,2,0,NA,NA,3.14,1.4,NA,145.32,159.57,"line_drive","medium","7",86.78,133.48,NA,NA,NA,NA,NA,NA,NA,NA,"34","atBat","Single","single","Andruw Monasterio singles on a line drive to left fielder Bryan De La Cruz.",0,2,1,34,"bottom",5,"2023-09-14T19:26:07.432Z","2023-09-14T19:27:39.303Z",TRUE,FALSE,FALSE,FALSE,33,2,2,0,655316,"Andruw Monasterio","/api/v1/people/655316","R","Right",691587,"Eury Pérez","/api/v1/people/691587","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Miami Marlins","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97,87.5,1,0.89,0.3904,7.0329,36.3529,-10.4027,-5.9049,10.9588,-0.7429,2.9339,4.2001,-141.0716,-5.8512,-1.4947,50.0066,5.7263,-11.7348,42,3.6,24,2674,212,82.8,11,151,NA,NA,NA,FALSE,-10.8,18.6,9.7,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,655316,"Andruw Monasterio","/api/v1/people/655316",655316,"Andruw Monasterio","/api/v1/people/655316",NA,NA,NA,NA,NA,NA,NA
716585,"2023-09-14",4,"2023-09-14T19:27:11.598Z","2023-09-14T19:27:15.112Z",TRUE,"pitch","1abb0cb3-3156-4892-86d8-ae01e9f654bb",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,0,NA,NA,3.1808,1.3925,NA,70.18,148.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34","atBat","Single","single","Andruw Monasterio singles on a line drive to left fielder Bryan De La Cruz.",0,2,1,34,"bottom",5,"2023-09-14T19:26:07.432Z","2023-09-14T19:27:39.303Z",TRUE,FALSE,FALSE,FALSE,33,2,2,0,655316,"Andruw Monasterio","/api/v1/people/655316","R","Right",691587,"Eury Pérez","/api/v1/people/691587","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Miami Marlins","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.1,86.6,12,0.87,0.3945,7.0686,35.6058,-9.6474,-3.2334,11.5751,1.2284,3.361,7.838,-139.6089,-5.3525,-1.2133,50.0001,5.9572,-6.2924,21.6,2.4,24,2584,203,NA,NA,NA,NA,NA,NA,FALSE,-10.2,19.8,4,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,655316,"Andruw Monasterio","/api/v1/people/655316",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716585,"2023-09-14",3,"2023-09-14T19:26:54.303Z","2023-09-14T19:26:57.849Z",TRUE,"pitch","8848882e-b7b8-41af-a403-88da54200b38",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,0,NA,NA,3.14,1.4,NA,104.62,167.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34","atBat","Single","single","Andruw Monasterio singles on a line drive to left fielder Bryan De La Cruz.",0,2,1,34,"bottom",5,"2023-09-14T19:26:07.432Z","2023-09-14T19:27:39.303Z",TRUE,FALSE,FALSE,FALSE,33,2,2,0,655316,"Andruw Monasterio","/api/v1/people/655316","R","Right",691587,"Eury Pérez","/api/v1/people/691587","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Miami Marlins","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.7,86.8,3,0.81,0.395,7.0493,33.4283,-12.1099,-5.2106,10.3247,0.3249,2.6466,6.5973,-139.0597,-6.6124,-1.4099,50.0031,5.8716,-10.1265,32.4,3.6,24,2607,208,NA,NA,NA,NA,NA,NA,FALSE,-12.7,17.4,7.9,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,655316,"Andruw Monasterio","/api/v1/people/655316",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716585,"2023-09-14",2,"2023-09-14T19:26:41.303Z","2023-09-14T19:26:45.014Z",TRUE,"pitch","9e67d304-fe0a-47f6-9566-e8a83ca65034",3,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,2,0,NA,NA,3.1808,1.3925,NA,87.08,187.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34","atBat","Single","single","Andruw Monasterio singles on a line drive to left fielder Bryan De La Cruz.",0,2,1,34,"bottom",5,"2023-09-14T19:26:07.432Z","2023-09-14T19:27:39.303Z",TRUE,FALSE,FALSE,FALSE,33,2,2,0,655316,"Andruw Monasterio","/api/v1/people/655316","R","Right",691587,"Eury Pérez","/api/v1/people/691587","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Miami Marlins","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",85.2,77.8,9,0.89,0.4433,6.8043,26.0321,-22.1598,-1.6711,6.4853,0.785,1.9012,7.0625,-123.8357,-4.3533,-1.8937,50.003,5.5486,-2.581,2.4,6,24,2351,190,NA,NA,NA,NA,NA,NA,FALSE,-27,10.9,1.3,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,655316,"Andruw Monasterio","/api/v1/people/655316",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716585,"2023-09-14",1,"2023-09-14T19:26:27.986Z","2023-09-14T19:26:30.986Z",TRUE,"pitch","b215c9d7-f2d1-49cd-9b99-938f203934ce",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,1,0,NA,NA,3.14,1.4,NA,106.71,202.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34","atBat","Single","single","Andruw Monasterio singles on a line drive to left fielder Bryan De La Cruz.",0,2,1,34,"bottom",5,"2023-09-14T19:26:07.432Z","2023-09-14T19:27:39.303Z",TRUE,FALSE,FALSE,FALSE,33,2,2,0,655316,"Andruw Monasterio","/api/v1/people/655316","R","Right",691587,"Eury Pérez","/api/v1/people/691587","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Miami Marlins","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",85.5,78,8,0.89,0.442,6.8801,26.6392,-22.3607,-1.6941,6.3206,0.27,1.3616,5.3614,-124.2822,-5.4989,-1.7022,50.0045,5.4787,-2.6316,3.6,6,24,2376,193,NA,NA,NA,NA,NA,NA,FALSE,-27.4,10.3,1.7,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,655316,"Andruw Monasterio","/api/v1/people/655316",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716585,"2023-09-14",0,"2023-09-14T19:26:12.569Z","2023-09-14T19:26:16.428Z",TRUE,"pitch","322e547b-301b-4abc-819b-e70380ee5655",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,0,NA,NA,3.012,1.343,NA,109.74,207.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34","atBat","Single","single","Andruw Monasterio singles on a line drive to left fielder Bryan De La Cruz.",0,2,1,34,"bottom",5,"2023-09-14T19:26:07.432Z","2023-09-14T19:27:39.303Z",TRUE,FALSE,FALSE,FALSE,33,2,2,0,655316,"Andruw Monasterio","/api/v1/people/655316","R","Right",691587,"Eury Pérez","/api/v1/people/691587","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Miami Marlins","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.4,86.9,14,0.79,0.3963,6.9855,32.0949,-11.5733,-5.8184,10.6592,0.1905,1.1445,6.3619,-138.4172,-10.2279,-1.3863,50.0019,5.6717,-11.2434,34.8,3.6,24,2535,212,NA,NA,NA,NA,NA,NA,FALSE,-13.1,17.2,9.1,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,655316,"Andruw Monasterio","/api/v1/people/655316",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716585,"2023-09-14",2,"2023-09-14T19:23:52.769Z","2023-09-14T19:24:02.432Z",TRUE,"pitch","6565219a-4e30-4d39-b0c2-4f5302679ed5",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,1,2,NA,NA,3.81,1.81,NA,125.65,169.33,"fly_ball","medium","7",65.61,94.98,NA,NA,NA,NA,NA,NA,NA,NA,"33","atBat","Flyout","field_out","Josh Bell flies out to left fielder Tyrone Taylor.",0,2,1,33,"top",5,"2023-09-14T19:23:11.016Z","2023-09-14T19:24:02.432Z",TRUE,FALSE,FALSE,TRUE,0,1,1,3,605137,"Josh Bell","/api/v1/people/605137","L","Left",605288,"Adrian Houser","/api/v1/people/605288","R","Right","vs_RHP","vs_LHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","Milwaukee Brewers","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",91.8,83.8,5,0.9,0.4105,6.8871,29.7744,-16.304,-3.6367,8.8084,-0.2269,2.5722,3.8585,-133.6255,-5.1713,-1.2196,50.0046,5.7106,-6.5537,18,3.6,24,2161,219,96.3,44,299,NA,NA,NA,TRUE,-17.5,15,5.8,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,655316,"Andruw Monasterio","/api/v1/people/655316",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716585,"2023-09-14",1,"2023-09-14T19:23:34.676Z","2023-09-14T19:23:38.360Z",TRUE,"pitch","1db95cde-b43a-4919-be82-63804db7ee59",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,1,2,NA,NA,3.6874,1.7367,NA,108.28,177.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"33","atBat","Flyout","field_out","Josh Bell flies out to left fielder Tyrone Taylor.",0,2,1,33,"top",5,"2023-09-14T19:23:11.016Z","2023-09-14T19:24:02.432Z",TRUE,FALSE,FALSE,TRUE,0,1,1,3,605137,"Josh Bell","/api/v1/people/605137","L","Left",605288,"Adrian Houser","/api/v1/people/605288","R","Right","vs_RHP","vs_LHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","Milwaukee Brewers","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",90.8,83,8,0.93,0.4153,6.8632,28.9536,-29.0591,-9.9986,1.7736,0.2288,2.2655,7.3616,-132.0616,-3.0726,-1.3002,50.0066,5.5888,-17.6089,28.8,7.2,24,2065,222,NA,NA,NA,NA,NA,NA,FALSE,-30.6,2.8,16.4,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,655316,"Andruw Monasterio","/api/v1/people/655316",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716585,"2023-09-14",0,"2023-09-14T19:23:18.399Z","2023-09-14T19:23:22.237Z",TRUE,"pitch","537021c6-c5b9-4a4c-9c51-f0b8635ba120",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.7436,1.8211,NA,127.69,204.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"33","atBat","Flyout","field_out","Josh Bell flies out to left fielder Tyrone Taylor.",0,2,1,33,"top",5,"2023-09-14T19:23:11.016Z","2023-09-14T19:24:02.432Z",TRUE,FALSE,FALSE,TRUE,0,1,1,3,605137,"Josh Bell","/api/v1/people/605137","L","Left",605288,"Adrian Houser","/api/v1/people/605288","R","Right","vs_RHP","vs_LHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","Milwaukee Brewers","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",91.2,84.7,13,0.88,0.4108,7.0267,24.9136,-25.7474,-8.2665,3.5563,-0.2804,1.2812,5.709,-132.6774,-6.2298,-1.3719,50.0014,5.5031,-14.9292,27.6,7.2,24,2173,223,NA,NA,NA,NA,NA,NA,FALSE,-27.1,5.4,13.9,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,655316,"Andruw Monasterio","/api/v1/people/655316",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716585,"2023-09-14",7,"2023-09-14T19:22:38.972Z","2023-09-14T19:22:47.540Z",TRUE,"pitch","3a17db86-6351-4e60-bbc8-338485f6595c",7,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",3,2,1,NA,NA,3.12,1.48,NA,141.27,174.36,"fly_ball","medium","9",186.02,69.18,NA,NA,NA,NA,NA,NA,NA,NA,"32","atBat","Flyout","field_out","Luis Arraez flies out to right fielder Sal Frelick.",0,2,1,32,"top",5,"2023-09-14T19:20:28.618Z","2023-09-14T19:22:47.540Z",TRUE,FALSE,FALSE,TRUE,0,3,2,2,650333,"Luis Arraez","/api/v1/people/650333","L","Left",605288,"Adrian Houser","/api/v1/people/605288","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","Milwaukee Brewers",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",80.3,74.1,4,0.91,0.4676,6.8459,21.416,-29.4921,3.804,1.9265,-0.6367,2.386,0.8837,-116.996,-1.0376,-1.5132,50.0016,5.5913,5.2894,10.8,8.4,24,2038,97,93.2,31,354,NA,NA,NA,TRUE,-38.6,3.5,-7.1,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,655316,"Andruw Monasterio","/api/v1/people/655316",607732,"Jacob Stallings","/api/v1/people/607732",NA,NA,NA,NA,NA,NA,NA
