"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isSubstitution","base","replacedPlayer.id","replacedPlayer.link","isBaseRunningPlay","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link"
745668,"2024-05-07",7,"2024-05-07T22:04:22.401Z","2024-05-07T22:04:26.076Z",TRUE,"pitch","09aab1fa-e94f-4cb6-a0cf-c1df8e28f6db",7,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",3,2,0,NA,NA,3.65,1.76,NA,104.53,182.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80","atBat","Walk","walk","Leody Taveras walks.",0,15,5,80,"top",8,"2024-05-07T22:02:42.116Z","2024-05-07T22:04:58.623Z",TRUE,FALSE,FALSE,FALSE,0,4,2,0,665750,"Leody Taveras","/api/v1/people/665750","L","Left",621053,"Tyler Ferguson","/api/v1/people/621053","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Oakland Athletics",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.5,88.9,9,2,0.39,5.9634,28.8826,-14.7402,-7.0512,8.7093,0.3273,2.0786,12.2678,-139.9592,-7.2928,-3.1786,50.0062,5.6664,-14.1209,36,3.6,24,2224,224,NA,NA,NA,NA,NA,NA,FALSE,-14.9,14.5,10.6,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745668,"2024-05-07",6,"2024-05-07T22:04:00.915Z","2024-05-07T22:04:04.089Z",TRUE,"pitch","87ee3c97-432f-4e37-93f7-9cefbf630031",6,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",3,2,0,NA,NA,3.65,1.76,NA,102.67,205.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80","atBat","Walk","walk","Leody Taveras walks.",0,15,5,80,"top",8,"2024-05-07T22:02:42.116Z","2024-05-07T22:04:58.623Z",TRUE,FALSE,FALSE,FALSE,0,4,2,0,665750,"Leody Taveras","/api/v1/people/665750","L","Left",621053,"Tyler Ferguson","/api/v1/people/621053","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Oakland Athletics",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",92.7,85.4,14,2,0.4066,5.9509,28.0644,-21.9324,-2.75,5.5693,0.376,1.2189,10.8073,-134.5096,-7.4003,-3.3296,50.0049,5.5509,-5.0598,7.2,4.8,24,2292,236,NA,NA,NA,NA,NA,NA,FALSE,-23.3,8.6,2.8,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745668,"2024-05-07",5,"2024-05-07T22:03:42.003Z","2024-05-07T22:03:46.387Z",TRUE,"pitch","ab6a7a13-e05f-4cc4-8121-7cd24b568450",5,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",3,2,0,NA,NA,3.65,1.76,NA,141.21,169.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80","atBat","Walk","walk","Leody Taveras walks.",0,15,5,80,"top",8,"2024-05-07T22:02:42.116Z","2024-05-07T22:04:58.623Z",TRUE,FALSE,FALSE,FALSE,0,4,2,0,665750,"Leody Taveras","/api/v1/people/665750","L","Left",621053,"Tyler Ferguson","/api/v1/people/621053","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Oakland Athletics",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.9,84.8,4,2,0.4039,6.0499,33.1295,-15.55,-6.5727,8.9547,-0.635,2.5839,9.8611,-136.1947,-5.3723,-3.4682,50.0057,5.6776,-12.2072,30,4.8,24,2272,229,NA,NA,NA,NA,NA,NA,FALSE,-16.4,15,9.5,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745668,"2024-05-07",4,"2024-05-07T22:03:27.508Z","2024-05-07T22:03:31.968Z",TRUE,"pitch","9d1e3ba8-1979-4e92-ad4d-7f27d8118736",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,1,0,NA,NA,3.6365,1.7515,NA,159.11,154.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80","atBat","Walk","walk","Leody Taveras walks.",0,15,5,80,"top",8,"2024-05-07T22:02:42.116Z","2024-05-07T22:04:58.623Z",TRUE,FALSE,FALSE,FALSE,0,4,2,0,665750,"Leody Taveras","/api/v1/people/665750","L","Left",621053,"Tyler Ferguson","/api/v1/people/621053","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Oakland Athletics",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.5,86,11,2,0.3971,5.8057,34.9441,-11.0564,-7.8302,10.992,-1.1048,3.1385,9.0883,-138.6735,-4.8582,-3.4285,50.0008,5.6691,-15.0414,45.6,3.6,24,2445,230,NA,NA,NA,NA,NA,NA,FALSE,-11.5,18.8,12,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745668,"2024-05-07",3,"2024-05-07T22:03:13.293Z","2024-05-07T22:03:17.562Z",TRUE,"pitch","b990bf0e-3b4e-4781-a95f-2daf0c6495e2",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,0,NA,NA,3.7062,1.6951,NA,85.76,199.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80","atBat","Walk","walk","Leody Taveras walks.",0,15,5,80,"top",8,"2024-05-07T22:02:42.116Z","2024-05-07T22:04:58.623Z",TRUE,FALSE,FALSE,FALSE,0,4,2,0,665750,"Leody Taveras","/api/v1/people/665750","L","Left",621053,"Tyler Ferguson","/api/v1/people/621053","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Oakland Athletics",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.3,85,14,2,0.4061,5.9678,30.1911,-15.0112,-7.8096,9.3188,0.8196,1.4612,13.4578,-135.0322,-8.1055,-3.2206,50.0008,5.5641,-14.3806,34.8,4.8,24,2328,233,NA,NA,NA,NA,NA,NA,FALSE,-16.7,15.1,11.2,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745668,"2024-05-07",2,"2024-05-07T22:03:00.484Z","2024-05-07T22:03:05.545Z",TRUE,"pitch","0975c7e1-7fed-4688-948e-f0ab483737c5",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,0,NA,NA,3.6365,1.8073,NA,98.96,201.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80","atBat","Walk","walk","Leody Taveras walks.",0,15,5,80,"top",8,"2024-05-07T22:02:42.116Z","2024-05-07T22:04:58.623Z",TRUE,FALSE,FALSE,FALSE,0,4,2,0,665750,"Leody Taveras","/api/v1/people/665750","L","Left",621053,"Tyler Ferguson","/api/v1/people/621053","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Oakland Athletics",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",82,76,14,2,0.459,5.6797,21.9913,-28.0714,2.6924,2.8443,0.4732,1.3783,8.2034,-119.152,-4.0048,-3.3585,50.0051,5.6056,3.8874,10.8,8.4,24,2442,79,NA,NA,NA,NA,NA,NA,FALSE,-36.2,4.4,-6.8,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745668,"2024-05-07",1,"2024-05-07T22:02:44.314Z","2024-05-07T22:02:48.724Z",TRUE,"pitch","46b7b1fc-0e44-4bbd-8b31-7ec9654e66db",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,0,NA,NA,3.7484,1.7515,NA,145.82,189.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80","atBat","Walk","walk","Leody Taveras walks.",0,15,5,80,"top",8,"2024-05-07T22:02:42.116Z","2024-05-07T22:04:58.623Z",TRUE,FALSE,FALSE,FALSE,0,4,2,0,665750,"Leody Taveras","/api/v1/people/665750","L","Left",621053,"Tyler Ferguson","/api/v1/people/621053","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Oakland Athletics",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96,88.1,7,2,0.3922,5.8067,30.1046,-16.6171,-8.2512,7.8678,-0.7562,1.8365,9.5777,-139.4258,-7.5467,-3.157,50.0014,5.6661,-16.3129,38.4,4.8,24,2246,229,NA,NA,NA,NA,NA,NA,FALSE,-16.8,12.8,13.1,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745668,"2024-05-07",0,"2024-05-07T22:01:29.876Z","2024-05-07T22:02:44.314Z",FALSE,"action",NA,NA,"Pitching Change: Tyler Ferguson replaces Hogan Harris.","Pitching Substitution",15,5,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,621053,"/api/v1/people/621053",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pitching_substitution",NA,"1","Pitcher","Pitcher","P",NA,"80","atBat","Walk","walk","Leody Taveras walks.",0,15,5,80,"top",8,"2024-05-07T22:02:42.116Z","2024-05-07T22:04:58.623Z",TRUE,FALSE,FALSE,FALSE,0,4,2,0,665750,"Leody Taveras","/api/v1/people/665750","L","Left",621053,"Tyler Ferguson","/api/v1/people/621053","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Oakland Athletics",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745668,"2024-05-07",8,"2024-05-07T22:04:36.214Z","2024-05-07T22:04:52.066Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",15,5,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,3,2,0,665750,"/api/v1/people/665750",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"80","atBat","Walk","walk","Leody Taveras walks.",0,15,5,80,"top",8,"2024-05-07T22:02:42.116Z","2024-05-07T22:04:58.623Z",TRUE,FALSE,FALSE,FALSE,0,4,2,0,665750,"Leody Taveras","/api/v1/people/665750","L","Left",621053,"Tyler Ferguson","/api/v1/people/621053","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Oakland Athletics",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745668,"2024-05-07",4,"2024-05-07T22:00:29.130Z","2024-05-07T22:00:37.161Z",TRUE,"pitch","de75f81f-07df-4afa-b96f-dd2b6032086e",5,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,2,2,NA,NA,3.467,1.589,NA,114.84,182.8,"popup","medium","6",97.63,154.69,NA,NA,NA,NA,NA,NA,NA,NA,"79","atBat","Pop Out","field_out","Brett Harris pops out to shortstop Josh Smith.",0,15,5,79,"bottom",7,"2024-05-07T21:58:48.325Z","2024-05-07T22:00:37.161Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,695391,"Brett Harris","/api/v1/people/695391","R","Right",666720,"Yerry Rodríguez","/api/v1/people/666720","R","Right","vs_RHP","vs_RHB","Empty",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Texas Rangers","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",83.7,77.9,8,0.91,0.4468,6.8053,21.1153,-27.906,5.3652,2.8005,0.0566,2.0734,3.0201,-121.98,-2.6691,-1.8896,50.005,5.5565,8.19,16.8,8.4,24,2629,98,61.4,56,137,NA,NA,NA,TRUE,-33.8,4.8,-10.3,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745668,"2024-05-07",3,"2024-05-07T22:00:12.189Z","2024-05-07T22:00:17.235Z",TRUE,"pitch","56cdaa9b-337d-4ac1-88bd-d308880ae964",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,2,NA,NA,3.3846,1.5839,NA,85.78,218.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"79","atBat","Pop Out","field_out","Brett Harris pops out to shortstop Josh Smith.",0,15,5,79,"bottom",7,"2024-05-07T21:58:48.325Z","2024-05-07T22:00:37.161Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,695391,"Brett Harris","/api/v1/people/695391","R","Right",666720,"Yerry Rodríguez","/api/v1/people/666720","R","Right","vs_RHP","vs_RHB","Empty",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Texas Rangers","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",84.1,78.6,14,0.9,0.4451,6.7433,21.0605,-26.9073,2.8459,3.4203,0.8191,0.7441,5.4995,-122.4291,-5.7946,-1.814,50.0024,5.4051,4.3778,10.8,7.2,24,2459,96,NA,NA,NA,NA,NA,NA,FALSE,-33,5.3,-6.2,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745668,"2024-05-07",2,"2024-05-07T21:59:51.580Z","2024-05-07T21:59:56.595Z",TRUE,"pitch","83252abe-1ed9-4830-b73c-13a41ff81859",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,2,NA,NA,3.467,1.589,NA,98.38,166.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"79","atBat","Pop Out","field_out","Brett Harris pops out to shortstop Josh Smith.",0,15,5,79,"bottom",7,"2024-05-07T21:58:48.325Z","2024-05-07T22:00:37.161Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,695391,"Brett Harris","/api/v1/people/695391","R","Right",666720,"Yerry Rodríguez","/api/v1/people/666720","R","Right","vs_RHP","vs_RHB","Empty",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Texas Rangers","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.9,87.7,6,2,0.3931,6.5634,30.8466,-18.8936,-8.9581,6.7536,0.4886,2.6799,9.4827,-139.2574,-4.452,-1.7945,50.0064,5.5469,-17.6241,38.4,4.8,24,2374,229,NA,NA,NA,NA,NA,NA,FALSE,-18.4,11.5,14.3,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745668,"2024-05-07",1,"2024-05-07T21:59:24.028Z","2024-05-07T21:59:27.586Z",TRUE,"pitch","3573c8eb-f29f-45d6-aebf-58f67aa30440",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,2,NA,NA,3.4406,1.528,NA,49.83,152.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"79","atBat","Pop Out","field_out","Brett Harris pops out to shortstop Josh Smith.",0,15,5,79,"bottom",7,"2024-05-07T21:58:48.325Z","2024-05-07T22:00:37.161Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,695391,"Brett Harris","/api/v1/people/695391","R","Right",666720,"Yerry Rodríguez","/api/v1/people/666720","R","Right","vs_RHP","vs_RHB","Empty",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Texas Rangers","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96,88.7,12,2,0.391,6.632,27.4367,-18.0086,-6.4441,7.1039,1.7623,3.2066,11.8516,-139.3973,-3.5895,-1.6817,50.003,5.6798,-12.8514,30,4.8,24,2324,225,NA,NA,NA,NA,NA,NA,FALSE,-17.2,12.4,9.6,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745668,"2024-05-07",0,"2024-05-07T21:59:05.643Z","2024-05-07T21:59:09.222Z",TRUE,"pitch","8038b5da-5850-4de6-b26e-0e5b35a3efc9",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,2,NA,NA,3.467,1.589,NA,128.49,156.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"79","atBat","Pop Out","field_out","Brett Harris pops out to shortstop Josh Smith.",0,15,5,79,"bottom",7,"2024-05-07T21:58:48.325Z","2024-05-07T22:00:37.161Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,695391,"Brett Harris","/api/v1/people/695391","R","Right",666720,"Yerry Rodríguez","/api/v1/people/666720","R","Right","vs_RHP","vs_RHB","Empty",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Texas Rangers","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",84.4,78,1,0.9,0.4441,6.543,22.4345,-25.8673,0.923,4.086,-0.3015,3.0463,3.8291,-122.9472,-1.246,-1.9937,50.0028,5.7376,1.4252,4.8,7.2,24,2441,117,NA,NA,NA,NA,NA,NA,FALSE,-30.7,7.3,-2.5,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745668,"2024-05-07",6,"2024-05-07T21:58:34.456Z","2024-05-07T21:58:39.119Z",TRUE,"pitch","29b3179c-72b1-4c83-b40c-cff61a85be4a",6,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",4,2,2,NA,NA,3.2727,1.5559,NA,100.73,136.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Walk","walk","Max Schuemann walks.",0,15,5,78,"bottom",7,"2024-05-07T21:57:06.025Z","2024-05-07T21:58:39.119Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,680474,"Max Schuemann","/api/v1/people/680474","R","Right",666720,"Yerry Rodríguez","/api/v1/people/666720","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Texas Rangers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.5,88,12,2,0.3904,6.5989,32.1443,-19.0957,-7.4396,6.5639,0.427,3.805,8.4078,-140.3503,-1.5291,-1.6428,50.0014,5.602,-14.8218,33.6,4.8,24,2352,227,NA,NA,NA,NA,NA,NA,FALSE,-17.6,11.8,11.8,NA,NA,NA,NA,NA,NA,FALSE,FALSE,680474,"Max Schuemann","/api/v1/people/680474",NA,NA,NA,NA,NA,NA
745668,"2024-05-07",5,"2024-05-07T21:58:17.380Z","2024-05-07T21:58:21.776Z",TRUE,"pitch","56c11432-744a-4ad3-8284-f4d680879b16",5,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",3,2,2,NA,NA,3.2727,1.5559,NA,89.4,177.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Walk","walk","Max Schuemann walks.",0,15,5,78,"bottom",7,"2024-05-07T21:57:06.025Z","2024-05-07T21:58:39.119Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,680474,"Max Schuemann","/api/v1/people/680474","R","Right",666720,"Yerry Rodríguez","/api/v1/people/666720","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Texas Rangers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.5,87.7,6,2,0.3939,6.6684,29.5738,-15.0423,-7.4047,8.7386,0.724,2.2617,9.2207,-138.7897,-5.9231,-1.6714,50.0058,5.4166,-14.5226,37.2,4.8,24,2312,228,NA,NA,NA,NA,NA,NA,FALSE,-15.1,14.8,11.6,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745668,"2024-05-07",3,"2024-05-07T21:57:51.493Z","2024-05-07T21:57:55.916Z",TRUE,"pitch","b9843372-9471-42c2-b2f4-d03b9ad2d8c6",4,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",3,1,2,NA,NA,3.2167,1.528,NA,106.63,187.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Walk","walk","Max Schuemann walks.",0,15,5,78,"bottom",7,"2024-05-07T21:57:06.025Z","2024-05-07T21:58:39.119Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,680474,"Max Schuemann","/api/v1/people/680474","R","Right",666720,"Yerry Rodríguez","/api/v1/people/666720","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Texas Rangers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.5,88.9,8,2,0.3892,6.7135,29.0996,-13.9592,-7.8662,9.0626,0.2721,1.8828,8.4822,-140.2586,-7.2061,-1.7565,50.0045,5.3796,-15.8133,42,4.8,24,2358,232,NA,NA,NA,NA,NA,NA,FALSE,-14,15.2,12.7,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
