"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isSubstitution","replacedPlayer.id","replacedPlayer.link","details.disengagementNum","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link"
745267,"2024-04-17",4,"2024-04-17T22:01:38.221Z","2024-04-17T22:01:42.034Z",TRUE,"pitch","6493d46c-5df7-4433-8d2e-fd83b85686ec",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",4,1,2,NA,NA,3.4233,1.5916,NA,121,131.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53","atBat","Walk","walk","Mitch Garver walks. Mitch Haniger to 2nd.",0,1,4,53,"bottom",7,"2024-04-17T22:00:36.694Z","2024-04-17T22:01:42.034Z",TRUE,FALSE,FALSE,FALSE,0,4,1,2,641598,"Mitch Garver","/api/v1/people/641598","R","Right",608371,"Lucas Sims","/api/v1/people/608371","R","Right","vs_RHP","vs_RHB","RISP",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Seattle Mariners","Cincinnati Reds","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",90.9,83.8,11,0.8,0.412,5.84,25.6873,-14.5843,-1.5433,9.8043,-0.105,3.9632,5.8849,-132.4427,-1.3602,-2.1457,50.0014,5.5393,-2.7694,6,3.6,24,2533,206,NA,NA,NA,NA,NA,NA,FALSE,-15,17.8,1.7,NA,NA,NA,NA,FALSE,FALSE,641598,"Mitch Garver","/api/v1/people/641598",NA,NA,NA,571745,"Mitch Haniger","/api/v1/people/571745"
745267,"2024-04-17",3,"2024-04-17T22:01:22.845Z","2024-04-17T22:01:27.575Z",TRUE,"pitch","a4d3df9b-babb-49c6-8050-b6e3a26915b9",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,1,2,NA,NA,3.4233,1.5665,NA,104.61,208.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53","atBat","Walk","walk","Mitch Garver walks. Mitch Haniger to 2nd.",0,1,4,53,"bottom",7,"2024-04-17T22:00:36.694Z","2024-04-17T22:01:42.034Z",TRUE,FALSE,FALSE,FALSE,0,4,1,2,641598,"Mitch Garver","/api/v1/people/641598","R","Right",608371,"Lucas Sims","/api/v1/people/608371","R","Right","vs_RHP","vs_RHB","RISP",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Seattle Mariners","Cincinnati Reds","false",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",81.6,74.9,14,2,0.4621,5.7732,24.1069,-24.8511,8.3468,5.1548,0.325,1.1192,3.6352,-118.8144,-4.4349,-2.3121,50.0024,5.2851,11.8578,26.4,8.4,24,3096,65,NA,NA,NA,NA,NA,NA,FALSE,-32.8,8.4,-16.1,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745267,"2024-04-17",2,"2024-04-17T22:01:08.107Z","2024-04-17T22:01:12.821Z",TRUE,"pitch","2b5d6533-0e35-4889-bb5e-34d83e0175b2",3,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",2,1,2,NA,NA,3.3814,1.5581,NA,102.23,157.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53","atBat","Walk","walk","Mitch Garver walks. Mitch Haniger to 2nd.",0,1,4,53,"bottom",7,"2024-04-17T22:00:36.694Z","2024-04-17T22:01:42.034Z",TRUE,FALSE,FALSE,FALSE,0,4,1,2,641598,"Mitch Garver","/api/v1/people/641598","R","Right",608371,"Lucas Sims","/api/v1/people/608371","R","Right","vs_RHP","vs_RHB","RISP",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Seattle Mariners","Cincinnati Reds","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.4,84.8,3,0.89,0.4068,6.0205,27.7816,-12.1245,-2.7758,10.9058,0.3875,3.0267,7.4477,-134.3916,-4.1421,-2.0529,50.0011,5.4424,-5.1036,15.6,2.4,24,2515,198,NA,NA,NA,NA,NA,NA,FALSE,-12.8,19.1,3.5,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745267,"2024-04-17",1,"2024-04-17T22:00:51.613Z","2024-04-17T22:00:57.717Z",TRUE,"pitch","78854bf4-e628-4cc0-9e40-4739427d1c79",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,2,NA,NA,3.3145,1.5414,NA,173.67,123.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53","atBat","Walk","walk","Mitch Garver walks. Mitch Haniger to 2nd.",0,1,4,53,"bottom",7,"2024-04-17T22:00:36.694Z","2024-04-17T22:01:42.034Z",TRUE,FALSE,FALSE,FALSE,0,4,1,2,641598,"Mitch Garver","/api/v1/people/641598","R","Right",608371,"Lucas Sims","/api/v1/people/608371","R","Right","vs_RHP","vs_RHB","RISP",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Seattle Mariners","Cincinnati Reds","false",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",81.6,74.1,11,2,0.4627,5.7094,24.8054,-24.1005,9.5384,5.7021,-1.4867,4.2528,-0.1424,-118.8069,2.0689,-2.6629,50.0029,5.5753,13.5032,30,8.4,24,2976,148,NA,NA,NA,NA,NA,NA,FALSE,-30.2,11.2,-17.2,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745267,"2024-04-17",0,"2024-04-17T22:00:37.196Z","2024-04-17T22:00:41.225Z",TRUE,"pitch","431ffcd7-e65c-4b1e-ae87-ead9b6865c63",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.3982,1.5916,NA,56.84,200.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53","atBat","Walk","walk","Mitch Garver walks. Mitch Haniger to 2nd.",0,1,4,53,"bottom",7,"2024-04-17T22:00:36.694Z","2024-04-17T22:01:42.034Z",TRUE,FALSE,FALSE,FALSE,0,4,1,2,641598,"Mitch Garver","/api/v1/people/641598","R","Right",608371,"Lucas Sims","/api/v1/people/608371","R","Right","vs_RHP","vs_RHB","RISP",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Seattle Mariners","Cincinnati Reds","false",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",84.3,76.9,14,2,0.4491,5.9459,27.173,-22.4425,9.665,6.476,1.5782,1.4033,6.389,-122.5831,-4.6465,-2.3289,50.0006,5.2708,14.5137,33.6,7.2,24,3243,66,NA,NA,NA,NA,NA,NA,FALSE,-28.2,10.7,-19.1,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745267,"2024-04-17",3,"2024-04-17T22:00:03.516Z","2024-04-17T22:00:15.603Z",TRUE,"pitch","768b54cd-f2f2-4353-a7cc-2f0b3be3a41e",4,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,2,1,NA,NA,3.37,1.62,NA,109.01,165.85,"fly_ball","medium","9",148.69,106.64,NA,NA,NA,NA,NA,NA,NA,NA,"52","atBat","Flyout","field_out","Jorge Polanco flies out to right fielder Jake Fraley.",0,1,4,52,"bottom",7,"2024-04-17T21:59:11.839Z","2024-04-17T22:00:15.603Z",TRUE,FALSE,FALSE,TRUE,0,1,2,2,593871,"Jorge Polanco","/api/v1/people/593871","L","Left",608371,"Lucas Sims","/api/v1/people/608371","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Seattle Mariners","Cincinnati Reds","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.7,86.8,5,0.89,0.3993,5.8694,25.8019,-13.7979,-3.8779,9.6095,0.2097,2.7011,8.2755,-136.389,-4.3521,-2.3398,50.0027,5.2475,-7.4167,21.6,3.6,24,2575,206,91,49,241,NA,NA,NA,TRUE,-13.9,16.8,5.5,NA,NA,NA,NA,TRUE,FALSE,571745,"Mitch Haniger","/api/v1/people/571745",NA,NA,NA,NA,NA,NA
745267,"2024-04-17",2,"2024-04-17T21:59:44.355Z","2024-04-17T21:59:48.321Z",TRUE,"pitch","aa8203f2-b578-45d2-bdb6-7b3194d82cab",3,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,2,1,NA,NA,3.2944,1.662,NA,133.55,165.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"52","atBat","Flyout","field_out","Jorge Polanco flies out to right fielder Jake Fraley.",0,1,4,52,"bottom",7,"2024-04-17T21:59:11.839Z","2024-04-17T22:00:15.603Z",TRUE,FALSE,FALSE,TRUE,0,1,2,2,593871,"Jorge Polanco","/api/v1/people/593871","L","Left",608371,"Lucas Sims","/api/v1/people/608371","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Seattle Mariners","Cincinnati Reds","false",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",81.8,75.6,4,2,0.4584,5.7877,21.9492,-27.5027,9.1081,3.2316,-0.4342,2.6983,1.8515,-119.2722,-0.7478,-2.4036,50.0056,5.4859,13.1854,26.4,8.4,24,2927,67,NA,NA,NA,NA,NA,NA,FALSE,-34.7,5.9,-16.9,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745267,"2024-04-17",1,"2024-04-17T21:59:28.720Z","2024-04-17T21:59:33.015Z",TRUE,"pitch","d482905f-8f42-4944-9d09-aa5ae2224829",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,1,1,NA,NA,3.2996,1.6811,NA,145.42,167.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"52","atBat","Flyout","field_out","Jorge Polanco flies out to right fielder Jake Fraley.",0,1,4,52,"bottom",7,"2024-04-17T21:59:11.839Z","2024-04-17T22:00:15.603Z",TRUE,FALSE,FALSE,TRUE,0,1,2,2,593871,"Jorge Polanco","/api/v1/people/593871","L","Left",608371,"Lucas Sims","/api/v1/people/608371","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Seattle Mariners","Cincinnati Reds","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.9,87.3,4,0.9,0.3976,6.0547,25.0306,-13.6009,-4.3505,9.6256,-0.7455,2.6506,5.8597,-136.7983,-4.8504,-2.3321,50.0051,5.3518,-8.3971,26.4,3.6,24,2560,209,NA,NA,NA,NA,NA,NA,FALSE,-13.7,16.8,7,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745267,"2024-04-17",0,"2024-04-17T21:59:12.459Z","2024-04-17T21:59:16.146Z",TRUE,"pitch","c9866906-3973-4b9f-ad49-482d9b324350",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.286,1.6116,NA,131.67,112.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"52","atBat","Flyout","field_out","Jorge Polanco flies out to right fielder Jake Fraley.",0,1,4,52,"bottom",7,"2024-04-17T21:59:11.839Z","2024-04-17T22:00:15.603Z",TRUE,FALSE,FALSE,TRUE,0,1,2,2,593871,"Jorge Polanco","/api/v1/people/593871","L","Left",608371,"Lucas Sims","/api/v1/people/608371","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Seattle Mariners","Cincinnati Reds","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93,86.3,11,0.86,0.4014,5.9212,24.5991,-15.5741,-2.1459,8.7674,-0.3849,4.6692,6.2762,-135.5162,0.6778,-2.4338,50.0029,5.4895,-4.0634,10.8,3.6,24,2625,200,NA,NA,NA,NA,NA,NA,FALSE,-14.9,16.2,2.8,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745267,"2024-04-17",6,"2024-04-17T21:58:26.357Z","2024-04-17T21:58:35.951Z",TRUE,"pitch","b725aa13-4b4e-4589-aef7-4d644510edd0",5,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",3,1,1,NA,NA,3.33,1.53,NA,135.58,170.85,"line_drive","medium","7",73.44,119.64,NA,NA,NA,NA,NA,NA,NA,NA,"51","atBat","Single","single","Mitch Haniger singles on a line drive to left fielder Will Benson. Jonatan Clase scores.",1,1,4,51,"bottom",7,"2024-04-17T21:57:00.858Z","2024-04-17T21:58:35.951Z",TRUE,TRUE,FALSE,FALSE,70,3,1,1,571745,"Mitch Haniger","/api/v1/people/571745","R","Right",608371,"Lucas Sims","/api/v1/people/608371","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Seattle Mariners","Cincinnati Reds",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",82.2,75.2,4,2,0.4586,5.6623,24.3454,-27.81,8.0437,3.0238,-0.4874,2.5161,1.9477,-119.6935,-1.0924,-2.3575,50.001,5.4816,11.6027,22.8,8.4,24,3035,69,94.2,14,208,NA,NA,NA,FALSE,-35.2,5.5,-15,NA,NA,NA,NA,FALSE,FALSE,571745,"Mitch Haniger","/api/v1/people/571745",NA,NA,NA,NA,NA,NA
745267,"2024-04-17",5,"2024-04-17T21:58:09.078Z","2024-04-17T21:58:13.657Z",TRUE,"pitch","cb86402d-00b3-4ea1-89a5-80976b3bbfbe",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,1,1,NA,NA,3.3216,1.5887,NA,92.64,214.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51","atBat","Single","single","Mitch Haniger singles on a line drive to left fielder Will Benson. Jonatan Clase scores.",1,1,4,51,"bottom",7,"2024-04-17T21:57:00.858Z","2024-04-17T21:58:35.951Z",TRUE,TRUE,FALSE,FALSE,70,3,1,1,571745,"Mitch Haniger","/api/v1/people/571745","R","Right",608371,"Lucas Sims","/api/v1/people/608371","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Seattle Mariners","Cincinnati Reds",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",83.2,76.7,14,2,0.453,5.9141,24.326,-27.4782,7.7738,3.1762,0.6391,0.8885,4.4411,-121.0575,-4.6532,-2.2312,50.0043,5.2497,11.5025,22.8,8.4,24,3066,63,NA,NA,NA,NA,NA,NA,FALSE,-34.8,4.8,-15.1,NA,NA,NA,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745267,"2024-04-17",4,"2024-04-17T21:57:52.035Z","2024-04-17T21:57:55.796Z",TRUE,"pitch","a00ff74e-534d-4e02-8313-c732373f37b7",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,1,NA,NA,3.3132,1.5971,NA,97.73,127.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51","atBat","Single","single","Mitch Haniger singles on a line drive to left fielder Will Benson. Jonatan Clase scores.",1,1,4,51,"bottom",7,"2024-04-17T21:57:00.858Z","2024-04-17T21:58:35.951Z",TRUE,TRUE,FALSE,FALSE,70,3,1,1,571745,"Mitch Haniger","/api/v1/people/571745","R","Right",608371,"Lucas Sims","/api/v1/people/608371","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Seattle Mariners","Cincinnati Reds",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",91.9,84.8,12,0.65,0.4077,5.914,26.0287,-16.9163,0.5411,8.3268,0.5056,4.1047,6.4848,-133.796,-0.8053,-2.0091,50.0001,5.61,0.9901,7.2,3.6,24,2511,194,NA,NA,NA,NA,NA,NA,FALSE,-16.9,15.1,-2.3,NA,NA,NA,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745267,"2024-04-17",3,"2024-04-17T21:57:35.154Z","2024-04-17T21:57:39.552Z",TRUE,"pitch","ac04e134-52b9-41db-8afa-6ef624e31543",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,1,NA,NA,3.1864,1.53,NA,154.42,174.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51","atBat","Single","single","Mitch Haniger singles on a line drive to left fielder Will Benson. Jonatan Clase scores.",1,1,4,51,"bottom",7,"2024-04-17T21:57:00.858Z","2024-04-17T21:58:35.951Z",TRUE,TRUE,FALSE,FALSE,70,3,1,1,571745,"Mitch Haniger","/api/v1/people/571745","R","Right",608371,"Lucas Sims","/api/v1/people/608371","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Seattle Mariners","Cincinnati Reds",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",83.5,77,11,2,0.4498,5.7341,23.1998,-29.0141,9.8227,2.1023,-0.9817,2.3865,0.4695,-121.6419,-1.2834,-2.4537,50.0031,5.4297,14.7629,26.4,8.4,24,3090,70,NA,NA,NA,NA,NA,NA,FALSE,-35.3,3.7,-17.9,NA,NA,NA,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745267,"2024-04-17",2,"2024-04-17T21:57:18.372Z","2024-04-17T21:57:22.363Z",TRUE,"pitch","0ee02c1a-1e70-4a53-8189-07baa63bd45b",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.444,1.7275,NA,103.44,187.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51","atBat","Single","single","Mitch Haniger singles on a line drive to left fielder Will Benson. Jonatan Clase scores.",1,1,4,51,"bottom",7,"2024-04-17T21:57:00.858Z","2024-04-17T21:58:35.951Z",TRUE,TRUE,FALSE,FALSE,70,3,1,1,571745,"Mitch Haniger","/api/v1/people/571745","R","Right",608371,"Lucas Sims","/api/v1/people/608371","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Seattle Mariners","Cincinnati Reds",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",83.2,77.2,9,2,0.451,5.8729,22.6318,-30.9351,8.8585,0.8297,0.3558,1.8824,3.9436,-121.2368,-2.3756,-2.4406,50.0045,5.5622,13.2504,24,9.6,24,3137,59,NA,NA,NA,NA,NA,NA,FALSE,-38,1.2,-16.9,NA,NA,NA,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745267,"2024-04-17",0,"2024-04-17T21:56:51.221Z","2024-04-17T21:57:00.858Z",FALSE,"action",NA,NA,"On-field Delay.","Game Advisory",1,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,1,571745,"/api/v1/people/571745",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"game_advisory",NA,NA,NA,NA,NA,NA,"51","atBat","Single","single","Mitch Haniger singles on a line drive to left fielder Will Benson. Jonatan Clase scores.",1,1,4,51,"bottom",7,"2024-04-17T21:57:00.858Z","2024-04-17T21:58:35.951Z",TRUE,TRUE,FALSE,FALSE,70,3,1,1,571745,"Mitch Haniger","/api/v1/people/571745","R","Right",608371,"Lucas Sims","/api/v1/people/608371","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Seattle Mariners","Cincinnati Reds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745267,"2024-04-17",1,"2024-04-17T21:57:00.858Z","2024-04-17T21:57:05.858Z",FALSE,"stepoff","bf58f57f-f0a5-44c6-a1f6-61f55145f162",NA,"Pitcher Step Off",NA,NA,NA,NA,FALSE,"PSO",NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51","atBat","Single","single","Mitch Haniger singles on a line drive to left fielder Will Benson. Jonatan Clase scores.",1,1,4,51,"bottom",7,"2024-04-17T21:57:00.858Z","2024-04-17T21:58:35.951Z",TRUE,TRUE,FALSE,FALSE,70,3,1,1,571745,"Mitch Haniger","/api/v1/people/571745","R","Right",608371,"Lucas Sims","/api/v1/people/608371","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Seattle Mariners","Cincinnati Reds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745267,"2024-04-17",4,"2024-04-17T21:55:56.137Z","2024-04-17T21:56:02.836Z",TRUE,"pitch","9ee2ef74-642b-4ab8-9dc8-ba499f40d792",4,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,3,0,NA,NA,3.39,1.57,NA,138.36,155.79,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,"50","atBat","Strikeout","strikeout","Julio Rodríguez strikes out swinging. Jonatan Clase steals (1) 2nd base.",0,1,3,50,"bottom",7,"2024-04-17T21:54:29.233Z","2024-04-17T21:56:02.836Z",TRUE,FALSE,FALSE,TRUE,14,1,3,1,677594,"Julio Rodríguez","/api/v1/people/677594","R","Right",608371,"Lucas Sims","/api/v1/people/608371","R","Right","vs_RHP","vs_RHB","RISP",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Seattle Mariners","Cincinnati Reds",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.3,86,1,0.89,0.4016,5.6837,27.342,-12.1401,-2.6305,10.6133,-0.5603,3.0735,5.1077,-135.9269,-4.1531,-2.1146,50.0024,5.4524,-4.9656,16.8,2.4,24,2561,204,NA,NA,NA,NA,NA,NA,TRUE,-12.5,18.6,3.8,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,682729,"Jonatan Clase","/api/v1/people/682729"
