"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isSubstitution","replacedPlayer.id","replacedPlayer.link","details.disengagementNum","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link"
745267,"2024-04-17",4,"2024-04-17T20:29:07.129Z","2024-04-17T20:29:11.022Z",TRUE,"pitch","9532968e-1b38-4d5e-98d9-881ca73931d7",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,2,NA,NA,3.24,1.55,NA,139.49,177.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9","atBat","Walk","walk","Tyler Stephenson walks.",0,1,0,9,"top",2,"2024-04-17T20:28:04.553Z","2024-04-17T20:31:00.179Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,663886,"Tyler Stephenson","/api/v1/people/663886","R","Right",682243,"Bryce Miller","/api/v1/people/682243","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Seattle Mariners",NA,NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",84.3,77.8,4,0.92,0.4459,6.5511,23.7087,-39.2335,-4.6854,-4.6142,-0.5899,2.278,3.0203,-122.7201,0.093,-1.2263,50.0042,5.5745,-7.1652,9.6,10.8,24,993,253,NA,NA,NA,NA,NA,NA,FALSE,-46.4,-8,7.8,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745267,"2024-04-17",2,"2024-04-17T20:28:41.258Z","2024-04-17T20:28:44.931Z",TRUE,"pitch","25b5454c-4b0a-4513-ae0a-d3def09b0ccb",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,2,2,NA,NA,3.24,1.55,NA,120.34,157.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9","atBat","Walk","walk","Tyler Stephenson walks.",0,1,0,9,"top",2,"2024-04-17T20:28:04.553Z","2024-04-17T20:31:00.179Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,663886,"Tyler Stephenson","/api/v1/people/663886","R","Right",682243,"Bryce Miller","/api/v1/people/682243","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Seattle Mariners",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.3,86,2,0.91,0.3972,6.4184,34.9142,-8.2939,-2.7452,12.4414,-0.0877,3.0023,3.5176,-138.6078,-5.5483,-1.0247,50.0016,5.6017,-5.2689,24,2.4,24,2480,195,NA,NA,NA,NA,NA,NA,FALSE,-9.1,21.4,4.1,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745267,"2024-04-17",1,"2024-04-17T20:28:24.603Z","2024-04-17T20:28:28.593Z",TRUE,"pitch","cd0b0905-1f61-47b0-b111-cfe46ed0b025",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,2,NA,NA,3.3426,1.6021,NA,71.86,175.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9","atBat","Walk","walk","Tyler Stephenson walks.",0,1,0,9,"top",2,"2024-04-17T20:28:04.553Z","2024-04-17T20:31:00.179Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,663886,"Tyler Stephenson","/api/v1/people/663886","R","Right",682243,"Bryce Miller","/api/v1/people/682243","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Seattle Mariners",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",94.6,87.1,14,0.91,0.3972,6.4654,28.0341,-20.7467,-8.4914,5.9243,1.1841,2.347,9.1989,-137.4447,-4.7451,-1.0894,50.0053,5.4887,-16.3872,33.6,6,24,2268,209,NA,NA,NA,NA,NA,NA,FALSE,-20.5,10,13.7,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745267,"2024-04-17",0,"2024-04-17T20:28:07.489Z","2024-04-17T20:28:11.256Z",TRUE,"pitch","a6e21def-8a9b-483b-84d3-0cadcb3647bd",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.4385,1.6455,NA,84.95,174.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9","atBat","Walk","walk","Tyler Stephenson walks.",0,1,0,9,"top",2,"2024-04-17T20:28:04.553Z","2024-04-17T20:31:00.179Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,663886,"Tyler Stephenson","/api/v1/people/663886","R","Right",682243,"Bryce Miller","/api/v1/people/682243","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Seattle Mariners",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",94.9,86.7,14,0.92,0.3973,6.5122,30.7839,-22.1955,-10.267,5.1846,0.8409,2.363,8.9824,-137.8839,-4.5097,-1.1257,50.004,5.5184,-19.7622,37.2,6,24,2413,206,NA,NA,NA,NA,NA,NA,FALSE,-21.8,8.6,16.7,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745267,"2024-04-17",3,"2024-04-17T20:28:52.963Z","2024-04-17T20:29:07.129Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",1,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,1,2,2,663886,"/api/v1/people/663886",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"9","atBat","Walk","walk","Tyler Stephenson walks.",0,1,0,9,"top",2,"2024-04-17T20:28:04.553Z","2024-04-17T20:31:00.179Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,663886,"Tyler Stephenson","/api/v1/people/663886","R","Right",682243,"Bryce Miller","/api/v1/people/682243","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Seattle Mariners",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745267,"2024-04-17",1,"2024-04-17T20:27:17.930Z","2024-04-17T20:27:44.434Z",TRUE,"pitch","a33471c7-84b0-4c7b-96e5-85c4f29582bb",2,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",1,0,2,NA,NA,3.73,1.79,NA,90.49,184.22,"fly_ball","medium","89",185.59,52.24,NA,NA,NA,NA,NA,NA,NA,NA,"8","atBat","Home Run","home_run","Elly De La Cruz homers (5) on a fly ball to right center field.",1,1,0,8,"top",2,"2024-04-17T20:26:57.357Z","2024-04-17T20:27:44.434Z",TRUE,TRUE,FALSE,FALSE,65,1,0,2,682829,"Elly De La Cruz","/api/v1/people/682829","L","Left",682243,"Bryce Miller","/api/v1/people/682243","R","Right","vs_RHP","vs_LHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Seattle Mariners","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",88,80.8,9,0.9,0.4278,6.4315,26.4075,-27.3942,-0.1478,2.8786,0.6954,2.0209,4.9819,-128.0268,-3.2708,-1.2564,50.0033,5.4589,-0.2464,1.2,7.2,24,2523,151,103.8,25,391,NA,NA,NA,FALSE,-30.6,4.7,-0.8,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745267,"2024-04-17",0,"2024-04-17T20:27:01.946Z","2024-04-17T20:27:06.534Z",TRUE,"pitch","5566babd-b794-403b-a397-edf5ee823bc2",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.799,1.8159,NA,42.93,167.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8","atBat","Home Run","home_run","Elly De La Cruz homers (5) on a fly ball to right center field.",1,1,0,8,"top",2,"2024-04-17T20:26:57.357Z","2024-04-17T20:27:44.434Z",TRUE,TRUE,FALSE,FALSE,65,1,0,2,682829,"Elly De La Cruz","/api/v1/people/682829","L","Left",682243,"Bryce Miller","/api/v1/people/682243","R","Right","vs_RHP","vs_LHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Seattle Mariners","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95,86.4,14,0.9,0.3977,6.4817,32.3214,-12.4163,-3.0399,10.2968,1.9432,2.6244,8.8243,-138.0235,-5.8235,-0.9081,50.0004,5.6066,-5.8327,15.6,3.6,24,2432,199,NA,NA,NA,NA,NA,NA,FALSE,-13.1,17.5,3.6,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745267,"2024-04-17",4,"2024-04-17T20:26:29.622Z","2024-04-17T20:26:33.817Z",TRUE,"pitch","d95448b3-c49d-49a8-af6c-431dfa3a8fcf",5,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,3,1,NA,NA,3.33,1.56,NA,93.7,190.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7","atBat","Strikeout","strikeout","Jake Fraley strikes out swinging.",0,0,0,7,"top",2,"2024-04-17T20:24:42.128Z","2024-04-17T20:26:33.817Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,641584,"Jake Fraley","/api/v1/people/641584","L","Left",682243,"Bryce Miller","/api/v1/people/682243","R","Right","vs_RHP","vs_LHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Seattle Mariners","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87.5,81.1,9,0.91,0.4285,6.3538,24.2346,-30.2886,0.9129,1.139,0.6112,1.8007,4.5766,-127.4299,-3.1546,-1.3209,50.005,5.4278,1.5125,4.8,7.2,24,2492,110,NA,NA,NA,NA,NA,NA,TRUE,-33.8,1.6,-2.6,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745267,"2024-04-17",3,"2024-04-17T20:26:10.151Z","2024-04-17T20:26:14.075Z",TRUE,"pitch","306a1422-0c69-4e36-b738-37e6cae74d96",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,1,NA,NA,3.373,1.5686,NA,158.2,147.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7","atBat","Strikeout","strikeout","Jake Fraley strikes out swinging.",0,0,0,7,"top",2,"2024-04-17T20:24:42.128Z","2024-04-17T20:26:33.817Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,641584,"Jake Fraley","/api/v1/people/641584","L","Left",682243,"Bryce Miller","/api/v1/people/682243","R","Right","vs_RHP","vs_LHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Seattle Mariners","false",NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",81.8,73.8,11,0.93,0.464,6.235,26.7596,-39.4843,-1.4908,-5.1978,-1.0809,3.3767,2.1799,-118.9076,3.2579,-1.8237,50.0045,5.6168,-2.0953,2.4,10.8,24,1056,278,NA,NA,NA,NA,NA,NA,FALSE,-49.7,-8.2,2,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745267,"2024-04-17",2,"2024-04-17T20:25:49.493Z","2024-04-17T20:25:52.796Z",TRUE,"pitch","7ea99745-e4bb-4acc-8cd4-69ecdd37779e",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,1,NA,NA,3.33,1.56,NA,143.85,195.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7","atBat","Strikeout","strikeout","Jake Fraley strikes out swinging.",0,0,0,7,"top",2,"2024-04-17T20:24:42.128Z","2024-04-17T20:26:33.817Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,641584,"Jake Fraley","/api/v1/people/641584","L","Left",682243,"Bryce Miller","/api/v1/people/682243","R","Right","vs_RHP","vs_LHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Seattle Mariners","false",NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",84.6,77.6,7,0.93,0.4458,6.3877,26.0472,-40.2503,-3.1351,-5.2869,-0.7045,1.5917,2.6305,-123.1866,-1.1791,-1.3824,50.0046,5.5001,-4.7856,6,10.8,24,917,261,NA,NA,NA,NA,NA,NA,FALSE,-48,-9.6,5,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745267,"2024-04-17",1,"2024-04-17T20:25:01.701Z","2024-04-17T20:25:08.151Z",TRUE,"pitch","e0b35969-e14c-4ef4-b2d3-92f23f8b9b83",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,1,NA,NA,3.33,1.56,NA,113.98,163.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7","atBat","Strikeout","strikeout","Jake Fraley strikes out swinging.",0,0,0,7,"top",2,"2024-04-17T20:24:42.128Z","2024-04-17T20:26:33.817Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,641584,"Jake Fraley","/api/v1/people/641584","L","Left",682243,"Bryce Miller","/api/v1/people/682243","R","Right","vs_RHP","vs_LHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Seattle Mariners","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.4,88.6,2,0.9,0.3893,6.3952,30.0137,-12.5985,-4.0682,9.7468,0.0793,2.799,4.5485,-140.394,-5.5821,-1.0287,50.001,5.624,-8.169,27.6,3.6,24,2546,204,NA,NA,NA,NA,NA,NA,FALSE,-12.5,16.8,6.5,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745267,"2024-04-17",0,"2024-04-17T20:24:44.042Z","2024-04-17T20:24:51.141Z",TRUE,"pitch","58d035c6-fc92-4468-b7ee-83c61aba180a",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.3989,1.5686,NA,131.88,153.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7","atBat","Strikeout","strikeout","Jake Fraley strikes out swinging.",0,0,0,7,"top",2,"2024-04-17T20:24:42.128Z","2024-04-17T20:26:33.817Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,641584,"Jake Fraley","/api/v1/people/641584","L","Left",682243,"Bryce Miller","/api/v1/people/682243","R","Right","vs_RHP","vs_LHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Seattle Mariners","false",NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",83.5,76.4,1,0.92,0.4516,6.4182,24.6452,-37.2387,-2.8124,-3.4029,-0.3905,3.1669,3.6123,-121.4571,2.1252,-1.5342,50.0024,5.5278,-4.1857,6,9.6,24,871,305,NA,NA,NA,NA,NA,NA,FALSE,-44.8,-5.4,4.2,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745267,"2024-04-17",4,"2024-04-17T20:24:07.476Z","2024-04-17T20:24:15.531Z",TRUE,"pitch","07884c79-0643-4b0b-b8c3-66877cb6f05f",5,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",3,1,0,NA,NA,3.34,1.58,NA,103.47,189.59,"ground_ball","medium","3",150.5,167.3,NA,NA,NA,NA,NA,NA,NA,NA,"6","atBat","Groundout","field_out","Spencer Steer grounds out to first baseman Ty France.",0,0,0,6,"top",2,"2024-04-17T20:22:49.385Z","2024-04-17T20:24:15.531Z",TRUE,FALSE,FALSE,TRUE,0,3,1,1,668715,"Spencer Steer","/api/v1/people/668715","R","Right",682243,"Bryce Miller","/api/v1/people/682243","R","Right","vs_RHP","vs_RHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Seattle Mariners","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95.1,87.4,9,0.89,0.3953,6.5248,29.0664,-17.2337,-8.3573,7.6694,0.3549,1.8219,7.4279,-138.2447,-6.3535,-1.273,50.0007,5.2951,-16.2731,38.4,4.8,24,2319,216,82.9,-27,3,NA,NA,NA,TRUE,-17.4,12.8,13.7,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745267,"2024-04-17",3,"2024-04-17T20:23:51.053Z","2024-04-17T20:23:55.063Z",TRUE,"pitch","c15f4189-c092-4e8c-8ff8-83096d58b7b9",4,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",3,1,0,NA,NA,3.3314,1.6231,NA,124.03,165.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","atBat","Groundout","field_out","Spencer Steer grounds out to first baseman Ty France.",0,0,0,6,"top",2,"2024-04-17T20:22:49.385Z","2024-04-17T20:24:15.531Z",TRUE,FALSE,FALSE,TRUE,0,3,1,1,668715,"Spencer Steer","/api/v1/people/668715","R","Right",682243,"Bryce Miller","/api/v1/people/682243","R","Right","vs_RHP","vs_RHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Seattle Mariners","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",94.6,86.9,5,0.91,0.3971,6.4634,29.4278,-20.066,-9.2886,6.2756,-0.1844,2.6989,6.1388,-137.7261,-3.837,-1.2309,50.0017,5.4603,-17.9153,38.4,6,24,2389,208,NA,NA,NA,NA,NA,NA,FALSE,-19.7,10.8,15.6,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745267,"2024-04-17",2,"2024-04-17T20:23:37.092Z","2024-04-17T20:23:41.053Z",TRUE,"pitch","24f1d567-14ba-41ef-8abe-968383a80dd9",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,0,0,NA,NA,3.2539,1.58,NA,80.97,215.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","atBat","Groundout","field_out","Spencer Steer grounds out to first baseman Ty France.",0,0,0,6,"top",2,"2024-04-17T20:22:49.385Z","2024-04-17T20:24:15.531Z",TRUE,FALSE,FALSE,TRUE,0,3,1,1,668715,"Spencer Steer","/api/v1/people/668715","R","Right",682243,"Bryce Miller","/api/v1/people/682243","R","Right","vs_RHP","vs_RHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Seattle Mariners","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.3,87.6,14,0.91,0.3951,6.6591,29.256,-8.879,-3.772,11.9504,0.9452,0.8529,6.7156,-138.3466,-10.5555,-1.0175,50.0053,5.3016,-7.3548,28.8,2.4,24,2492,204,NA,NA,NA,NA,NA,NA,FALSE,-10.4,19.7,5.5,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745267,"2024-04-17",1,"2024-04-17T20:23:20.574Z","2024-04-17T20:23:24.833Z",TRUE,"pitch","eccc3e5b-f097-4cae-87e1-f10ff11d50bd",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,0,NA,NA,3.3486,1.6489,NA,70,182.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","atBat","Groundout","field_out","Spencer Steer grounds out to first baseman Ty France.",0,0,0,6,"top",2,"2024-04-17T20:22:49.385Z","2024-04-17T20:24:15.531Z",TRUE,FALSE,FALSE,TRUE,0,3,1,1,668715,"Spencer Steer","/api/v1/people/668715","R","Right",682243,"Bryce Miller","/api/v1/people/682243","R","Right","vs_RHP","vs_RHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Seattle Mariners","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.3,86.7,14,0.93,0.3985,6.6075,28.3219,-8.936,-4.9059,12.1264,1.233,2.0969,7.978,-137.0781,-7.6223,-1.0685,50.0028,5.512,-9.4018,36,2.4,24,2529,201,NA,NA,NA,NA,NA,NA,FALSE,-10,20.6,7.3,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745267,"2024-04-17",0,"2024-04-17T20:23:02.827Z","2024-04-17T20:23:07.278Z",TRUE,"pitch","8ae1d177-735f-47c1-b8aa-b83aa78702a5",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,0,NA,NA,3.3486,1.6403,NA,76.48,183.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","atBat","Groundout","field_out","Spencer Steer grounds out to first baseman Ty France.",0,0,0,6,"top",2,"2024-04-17T20:22:49.385Z","2024-04-17T20:24:15.531Z",TRUE,FALSE,FALSE,TRUE,0,3,1,1,668715,"Spencer Steer","/api/v1/people/668715","R","Right",682243,"Bryce Miller","/api/v1/people/682243","R","Right","vs_RHP","vs_RHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Seattle Mariners","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",94.8,87.6,14,0.91,0.3958,6.4831,27.0197,-17.7831,-9.302,7.3987,1.063,2.0424,9.5534,-137.7444,-6.0444,-1.2211,50.0042,5.4437,-18.0993,40.8,4.8,24,2323,209,NA,NA,NA,NA,NA,NA,FALSE,-17.8,12.5,15.1,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
