"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isBaseRunningPlay","isSubstitution","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link"
717184,"2023-08-01",4,"2023-08-01T02:19:24.095Z","2023-08-01T02:19:28.706Z",TRUE,"pitch","5e47d8c3-15b6-44ec-a55d-19a260a33a61",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,1,0,NA,NA,3.1004,1.4759,NA,165.14,139.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61","atBat","Strikeout","strikeout","Andres Gimenez called out on strikes.",0,2,5,61,"top",8,"2023-08-01T02:18:27.460Z","2023-08-01T02:20:02.581Z",TRUE,FALSE,FALSE,TRUE,14,3,3,1,665926,"Andrés Giménez","/api/v1/people/665926","L","Left",650556,"Bryan Abreu","/api/v1/people/650556","R","Right","vs_RHP","vs_LHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Houston Astros",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95,85.5,11,2,0.3988,6.303,35.1893,-11.8744,-4.8984,10.6642,-1.263,3.6844,4.2177,-138.152,-2.6905,-2.1847,50.0009,5.4858,-9.3223,33.6,3.6,24,2344,217,NA,NA,NA,NA,NA,NA,FALSE,-11.9,18.8,7.8,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717184,"2023-08-01",3,"2023-08-01T02:18:59.525Z","2023-08-01T02:19:05.349Z",TRUE,"pitch","3f455262-0149-4ada-969d-1ad74da45ba7",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,1,0,NA,NA,3.11,1.43,NA,123.01,158.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61","atBat","Strikeout","strikeout","Andres Gimenez called out on strikes.",0,2,5,61,"top",8,"2023-08-01T02:18:27.460Z","2023-08-01T02:20:02.581Z",TRUE,FALSE,FALSE,TRUE,14,3,3,1,665926,"Andrés Giménez","/api/v1/people/665926","L","Left",650556,"Bryan Abreu","/api/v1/people/650556","R","Right","vs_RHP","vs_LHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Houston Astros",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.3,86.3,2,2,0.3967,6.5864,33.7067,-15.3277,-6.3919,8.7467,-0.1577,2.968,7.5833,-138.5677,-4.1691,-2.1118,50.0024,5.5302,-12.3116,32.4,3.6,24,2278,215,NA,NA,NA,NA,NA,NA,FALSE,-15.4,15,9.8,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717184,"2023-08-01",2,"2023-08-01T02:18:43.098Z","2023-08-01T02:18:47.915Z",TRUE,"pitch","4f2e505e-5234-4947-a836-d150320e689a",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,0,NA,NA,3.1568,1.4759,NA,156.91,109.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61","atBat","Strikeout","strikeout","Andres Gimenez called out on strikes.",0,2,5,61,"top",8,"2023-08-01T02:18:27.460Z","2023-08-01T02:20:02.581Z",TRUE,FALSE,FALSE,TRUE,14,3,3,1,665926,"Andrés Giménez","/api/v1/people/665926","L","Left",650556,"Bryan Abreu","/api/v1/people/650556","R","Right","vs_RHP","vs_LHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Houston Astros",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.3,86.3,11,2,0.3963,6.528,33.4198,-14.2675,-4.774,9.2755,-1.047,4.7883,4.492,-138.6596,-0.0333,-2.0743,50.0067,5.7592,-9.2208,30,3.6,24,2371,208,NA,NA,NA,NA,NA,NA,FALSE,-13.3,16.9,7.6,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717184,"2023-08-01",1,"2023-08-01T02:18:29.750Z","2023-08-01T02:18:33.732Z",TRUE,"pitch","46fb593b-10e0-4ee8-a1e8-54ca88e290e9",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,0,NA,NA,3.2413,1.533,NA,148.33,119.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61","atBat","Strikeout","strikeout","Andres Gimenez called out on strikes.",0,2,5,61,"top",8,"2023-08-01T02:18:27.460Z","2023-08-01T02:20:02.581Z",TRUE,FALSE,FALSE,TRUE,14,3,3,1,665926,"Andrés Giménez","/api/v1/people/665926","L","Left",650556,"Bryan Abreu","/api/v1/people/650556","R","Right","vs_RHP","vs_LHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Houston Astros",NA,NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",81.1,73.6,11,2,0.4663,6.0706,25.0015,-36.1714,2.6755,-2.8718,-0.8218,4.3996,2.0172,-118.0185,3.3349,-2.0388,50.0006,6.3264,3.7276,7.2,10.8,24,2681,57,NA,NA,NA,NA,NA,NA,FALSE,-46,-4,-5.4,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717184,"2023-08-01",0,"2023-08-01T02:16:50.638Z","2023-08-01T02:18:29.750Z",FALSE,"action",NA,NA,"Pitching Change: Bryan Abreu replaces J. P. France.","Pitching Substitution",2,5,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,650556,"/api/v1/people/650556",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pitching_substitution",NA,"1","Pitcher","Pitcher","P",NA,"61","atBat","Strikeout","strikeout","Andres Gimenez called out on strikes.",0,2,5,61,"top",8,"2023-08-01T02:18:27.460Z","2023-08-01T02:20:02.581Z",TRUE,FALSE,FALSE,TRUE,14,3,3,1,665926,"Andrés Giménez","/api/v1/people/665926","L","Left",650556,"Bryan Abreu","/api/v1/people/650556","R","Right","vs_RHP","vs_LHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Houston Astros",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717184,"2023-08-01",6,"2023-08-01T02:15:36.698Z","2023-08-01T02:15:42.714Z",TRUE,"pitch","d45382fd-1acb-44f9-bf47-3d045a2f4377",5,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,2,2,NA,NA,3.27,1.53,NA,43.15,149.51,"line_drive","medium","3",157.03,167.09,NA,NA,NA,NA,NA,NA,NA,NA,"60","atBat","Lineout","field_out","Jose Abreu lines out to first baseman Josh Naylor.",0,2,5,60,"bottom",7,"2023-08-01T02:14:22.426Z","2023-08-01T02:15:42.714Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,547989,"José Abreu","/api/v1/people/547989","R","Right",596057,"Daniel Norris","/api/v1/people/596057","L","Left","vs_LHP","vs_RHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Cleveland Guardians",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",89.7,80.5,12,0.89,0.4232,5.8866,32.1336,-17.1407,8.0594,8.904,1.9374,3.3062,-5.367,-130.3486,-2.2418,2.9955,50.006,5.4987,13.6141,34.8,4.8,24,2362,130,85.3,8,150,NA,NA,NA,TRUE,-18.8,15.7,-13.1,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717184,"2023-08-01",5,"2023-08-01T02:15:12.447Z","2023-08-01T02:15:16.002Z",TRUE,"pitch","7a206759-70db-4249-956c-de33beb90141",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,2,NA,NA,3.27,1.53,NA,111.97,172.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"60","atBat","Lineout","field_out","Jose Abreu lines out to first baseman Josh Naylor.",0,2,5,60,"bottom",7,"2023-08-01T02:14:22.426Z","2023-08-01T02:15:42.714Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,547989,"José Abreu","/api/v1/people/547989","R","Right",596057,"Daniel Norris","/api/v1/people/596057","L","Left","vs_LHP","vs_RHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Cleveland Guardians",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",86.4,78.3,5,0.89,0.4382,5.8866,27.4732,-17.9795,8.3719,8.9905,0.132,2.4454,-9.5441,-125.4277,-3.5123,2.9148,50.0048,5.3462,13.2225,31.2,6,24,2350,131,NA,NA,NA,NA,NA,NA,FALSE,-21.5,15.6,-12.7,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717184,"2023-08-01",4,"2023-08-01T02:14:55.196Z","2023-08-01T02:14:59.091Z",TRUE,"pitch","6e4ac04a-a10e-4e42-b89d-742b8a588786",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,2,NA,NA,3.2695,1.533,NA,52.56,214.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"60","atBat","Lineout","field_out","Jose Abreu lines out to first baseman Josh Naylor.",0,2,5,60,"bottom",7,"2023-08-01T02:14:22.426Z","2023-08-01T02:15:42.714Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,547989,"José Abreu","/api/v1/people/547989","R","Right",596057,"Daniel Norris","/api/v1/people/596057","L","Left","vs_LHP","vs_RHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Cleveland Guardians",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",82.5,75.5,14,2,0.4578,5.6729,25.0787,-29.3802,3.9352,1.9289,1.6904,0.9141,-4.4234,-120.0431,-4.3158,3.0531,50.0022,5.3759,5.6947,9.6,8.4,24,1474,117,NA,NA,NA,NA,NA,NA,FALSE,-37.8,2.6,-6,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717184,"2023-08-01",3,"2023-08-01T02:14:39.093Z","2023-08-01T02:14:43.735Z",TRUE,"pitch","0e976079-b3d7-4527-8431-39ccd742137f",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,1,2,NA,NA,3.2132,1.4759,NA,88.5,173.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"60","atBat","Lineout","field_out","Jose Abreu lines out to first baseman Josh Naylor.",0,2,5,60,"bottom",7,"2023-08-01T02:14:22.426Z","2023-08-01T02:15:42.714Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,547989,"José Abreu","/api/v1/people/547989","R","Right",596057,"Daniel Norris","/api/v1/people/596057","L","Left","vs_LHP","vs_RHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Cleveland Guardians",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",89.1,80.9,6,0.88,0.4243,5.9435,29.0514,-17.781,7.1841,8.5423,0.7478,2.4161,-7.6544,-129.4871,-4.2147,2.82,50.0016,5.4399,12.1021,28.8,4.8,24,2340,133,NA,NA,NA,NA,NA,NA,FALSE,-20.2,14.6,-11.2,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717184,"2023-08-01",2,"2023-08-01T02:14:24.739Z","2023-08-01T02:14:29.136Z",TRUE,"pitch","44190505-35f4-4cb8-8291-058c5b3e420f",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.3258,1.533,NA,74.04,184.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"60","atBat","Lineout","field_out","Jose Abreu lines out to first baseman Josh Naylor.",0,2,5,60,"bottom",7,"2023-08-01T02:14:22.426Z","2023-08-01T02:15:42.714Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,547989,"José Abreu","/api/v1/people/547989","R","Right",596057,"Daniel Norris","/api/v1/people/596057","L","Left","vs_LHP","vs_RHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Cleveland Guardians",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",87.4,79.5,14,0.85,0.4321,5.8878,27.6701,-18.9083,7.3734,8.1627,1.1272,2.0283,-6.5916,-127.0876,-4.4361,2.8049,50.0023,5.3117,11.9809,27.6,6,24,2257,124,NA,NA,NA,NA,NA,NA,FALSE,-22.1,13.9,-11.8,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717184,"2023-08-01",0,"2023-08-01T02:11:34.509Z","2023-08-01T02:12:52.059Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",2,5,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"60","atBat","Lineout","field_out","Jose Abreu lines out to first baseman Josh Naylor.",0,2,5,60,"bottom",7,"2023-08-01T02:14:22.426Z","2023-08-01T02:15:42.714Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,547989,"José Abreu","/api/v1/people/547989","R","Right",596057,"Daniel Norris","/api/v1/people/596057","L","Left","vs_LHP","vs_RHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Cleveland Guardians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717184,"2023-08-01",1,"2023-08-01T02:12:52.059Z","2023-08-01T02:14:24.739Z",FALSE,"action",NA,NA,"Pitching Change: Daniel Norris replaces Michael Kelly.","Pitching Substitution",2,5,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,596057,"/api/v1/people/596057",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pitching_substitution",NA,"1","Pitcher","Pitcher","P",NA,"60","atBat","Lineout","field_out","Jose Abreu lines out to first baseman Josh Naylor.",0,2,5,60,"bottom",7,"2023-08-01T02:14:22.426Z","2023-08-01T02:15:42.714Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,547989,"José Abreu","/api/v1/people/547989","R","Right",596057,"Daniel Norris","/api/v1/people/596057","L","Left","vs_LHP","vs_RHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Cleveland Guardians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717184,"2023-08-01",4,"2023-08-01T02:11:07.689Z","2023-08-01T02:11:13.614Z",TRUE,"pitch","6aff1548-9b33-40be-86e0-280f1e2d54b6",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",4,0,2,NA,NA,3.4383,1.6187,NA,44.25,193.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59","atBat","Walk","walk","Yordan Alvarez walks. Alex Bregman to 2nd.",0,2,5,59,"bottom",7,"2023-08-01T02:10:11.532Z","2023-08-01T02:11:13.614Z",TRUE,FALSE,FALSE,FALSE,0,4,0,2,670541,"Yordan Alvarez","/api/v1/people/670541","L","Left",547184,"Michael Kelly","/api/v1/people/547184","R","Right","vs_RHP","vs_LHB","Loaded",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Cleveland Guardians",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",88.6,81.3,14,2,0.4261,6.1256,27.9504,-29.104,1.4902,1.8392,1.9085,1.6688,6.7572,-128.7834,-5.1696,-0.9483,50.0054,5.9666,2.4907,7.2,7.2,24,2843,130,NA,NA,NA,NA,NA,NA,FALSE,-32.8,2.3,-4.3,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,670541,"Yordan Alvarez","/api/v1/people/670541",665161,"Jeremy Peña","/api/v1/people/665161",608324,"Alex Bregman","/api/v1/people/608324"
717184,"2023-08-01",3,"2023-08-01T02:10:50.488Z","2023-08-01T02:10:54.768Z",TRUE,"pitch","f1b920a3-c393-43ea-825e-aa22e3f91c2a",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,0,2,NA,NA,3.4383,1.6472,NA,68.22,181.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59","atBat","Walk","walk","Yordan Alvarez walks. Alex Bregman to 2nd.",0,2,5,59,"bottom",7,"2023-08-01T02:10:11.532Z","2023-08-01T02:11:13.614Z",TRUE,FALSE,FALSE,FALSE,0,4,0,2,670541,"Yordan Alvarez","/api/v1/people/670541","L","Left",547184,"Michael Kelly","/api/v1/people/547184","R","Right","vs_RHP","vs_LHB","Loaded",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Cleveland Guardians",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",89.4,82.1,14,2,0.4213,6.2292,27.997,-27.5939,1.169,2.6765,1.2797,2.1377,5.5413,-130.138,-4.4972,-1.0314,50.0015,5.9849,1.9992,6,7.2,24,2767,162,NA,NA,NA,NA,NA,NA,FALSE,-30.2,4.1,-3.4,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717184,"2023-08-01",2,"2023-08-01T02:10:33.157Z","2023-08-01T02:10:37.779Z",TRUE,"pitch","b8f43ccb-e8b9-4b96-b3d2-d80512b889c4",2,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",2,0,2,NA,NA,3.4383,1.5616,NA,82.84,219.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59","atBat","Walk","walk","Yordan Alvarez walks. Alex Bregman to 2nd.",0,2,5,59,"bottom",7,"2023-08-01T02:10:11.532Z","2023-08-01T02:11:13.614Z",TRUE,FALSE,FALSE,FALSE,0,4,0,2,670541,"Yordan Alvarez","/api/v1/people/670541","L","Left",547184,"Michael Kelly","/api/v1/people/547184","R","Right","vs_RHP","vs_LHB","Loaded",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Cleveland Guardians",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",94.6,85.9,14,2,0.401,6.218,33.5078,-18.9223,-9.4389,7.0288,0.8961,0.7253,7.891,-137.1883,-10.2845,-0.8072,50.0019,5.8423,-17.7906,37.2,6,24,2066,215,NA,NA,NA,NA,NA,NA,FALSE,-20.6,10.4,15.2,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717184,"2023-08-01",1,"2023-08-01T02:10:13.886Z","2023-08-01T02:10:19.807Z",TRUE,"pitch","65ed6691-2a51-476e-baed-4640c61aa73d",1,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",1,0,2,NA,NA,3.4944,1.6187,NA,112.11,221.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59","atBat","Walk","walk","Yordan Alvarez walks. Alex Bregman to 2nd.",0,2,5,59,"bottom",7,"2023-08-01T02:10:11.532Z","2023-08-01T02:11:13.614Z",TRUE,FALSE,FALSE,FALSE,0,4,0,2,670541,"Yordan Alvarez","/api/v1/people/670541","L","Left",547184,"Michael Kelly","/api/v1/people/547184","R","Right","vs_RHP","vs_LHB","Loaded",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Cleveland Guardians",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",93.9,85.6,14,2,0.4032,6.1957,31.7883,-17.6276,-7.7459,7.7922,0.1283,0.6361,5.3177,-136.201,-10.5259,-0.8498,50,5.7875,-14.453,33.6,4.8,24,2082,217,NA,NA,NA,NA,NA,NA,FALSE,-19.4,11.9,12.8,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717184,"2023-08-01",0,"2023-08-01T02:09:08.537Z","2023-08-01T02:10:13.886Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",2,5,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"59","atBat","Walk","walk","Yordan Alvarez walks. Alex Bregman to 2nd.",0,2,5,59,"bottom",7,"2023-08-01T02:10:11.532Z","2023-08-01T02:11:13.614Z",TRUE,FALSE,FALSE,FALSE,0,4,0,2,670541,"Yordan Alvarez","/api/v1/people/670541","L","Left",547184,"Michael Kelly","/api/v1/people/547184","R","Right","vs_RHP","vs_LHB","Loaded",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Cleveland Guardians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
