"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isSubstitution","details.disengagementNum","isBaseRunningPlay","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
746711,"2024-05-26",1,"2024-05-26T17:32:44.653Z","2024-05-26T17:32:47.961Z",TRUE,"pitch","c0ca51a8-a4ef-467f-8521-e30b625c15f9",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,1,NA,NA,3.37,1.61,NA,121.39,167.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"38","atBat","Forceout","force_out","Jake Fraley grounds into a force out, first baseman Freddie Freeman to shortstop Mookie Betts. Spencer Steer out at 2nd. Jake Fraley to 1st.",0,0,4,38,"bottom",5,"2024-05-26T17:32:16.210Z","2024-05-26T17:34:13.746Z",TRUE,FALSE,FALSE,TRUE,0,1,2,2,641584,"Jake Fraley","/api/v1/people/641584","L","Left",808967,"Yoshinobu Yamamoto","/api/v1/people/808967","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Los Angeles Dodgers",NA,NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",73.6,66.8,5,0.91,0.5168,6.6013,22.3234,-45.2051,6.0986,-11.5206,-0.1152,2.6232,-0.0856,-106.9169,3.8871,-0.8635,50.0016,5.9346,6.8997,8.4,15.6,24,2469,22,NA,NA,NA,NA,NA,NA,FALSE,-70.6,-19,-10.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,641584,"Jake Fraley","/api/v1/people/641584",NA,NA,NA,NA,NA,NA
746711,"2024-05-26",0,"2024-05-26T17:32:23.164Z","2024-05-26T17:32:26.766Z",TRUE,"pitch","fdd8b990-9571-4dab-8b15-1ccc22a91fac",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,1,NA,NA,3.37,1.61,NA,68.28,170.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"38","atBat","Forceout","force_out","Jake Fraley grounds into a force out, first baseman Freddie Freeman to shortstop Mookie Betts. Spencer Steer out at 2nd. Jake Fraley to 1st.",0,0,4,38,"bottom",5,"2024-05-26T17:32:16.210Z","2024-05-26T17:34:13.746Z",TRUE,FALSE,FALSE,TRUE,0,1,2,2,641584,"Jake Fraley","/api/v1/people/641584","L","Left",808967,"Yoshinobu Yamamoto","/api/v1/people/808967","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Los Angeles Dodgers",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87.7,79.9,12,2,0.4306,6.426,28.6164,-24.4642,3.6443,4.7156,1.2781,2.5254,5.1317,-127.6595,-2.8705,-1.2389,50.0016,5.61,5.9571,15.6,6,24,2283,179,NA,NA,NA,NA,NA,NA,FALSE,-27.7,8,-7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,641584,"Jake Fraley","/api/v1/people/641584",NA,NA,NA,NA,NA,NA
746711,"2024-05-26",2,"2024-05-26T17:33:13.897Z","2024-05-26T17:33:23.858Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",0,4,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,2,1,641584,"/api/v1/people/641584",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"38","atBat","Forceout","force_out","Jake Fraley grounds into a force out, first baseman Freddie Freeman to shortstop Mookie Betts. Spencer Steer out at 2nd. Jake Fraley to 1st.",0,0,4,38,"bottom",5,"2024-05-26T17:32:16.210Z","2024-05-26T17:34:13.746Z",TRUE,FALSE,FALSE,TRUE,0,1,2,2,641584,"Jake Fraley","/api/v1/people/641584","L","Left",808967,"Yoshinobu Yamamoto","/api/v1/people/808967","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Los Angeles Dodgers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,641584,"Jake Fraley","/api/v1/people/641584",NA,NA,NA,NA,NA,NA
746711,"2024-05-26",8,"2024-05-26T17:31:52.519Z","2024-05-26T17:31:57.336Z",TRUE,"pitch","82117b90-d208-4b9a-b879-022390e6dba2",8,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",4,2,1,NA,NA,3.0748,1.4474,NA,156.44,169.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"37","atBat","Walk","walk","Spencer Steer walks.",0,0,4,37,"bottom",5,"2024-05-26T17:29:06.784Z","2024-05-26T17:31:57.336Z",TRUE,FALSE,FALSE,FALSE,0,4,2,1,668715,"Spencer Steer","/api/v1/people/668715","R","Right",808967,"Yoshinobu Yamamoto","/api/v1/people/808967","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Los Angeles Dodgers",NA,NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",73.3,67,11,0.9,0.5169,6.422,20.6804,-43.2014,7.1803,-9.738,-1.0346,2.5552,-2.0309,-106.5249,3.197,-0.9939,50.0005,5.9675,8.1355,10.8,15.6,24,2493,36,NA,NA,NA,NA,NA,NA,FALSE,-67.8,-16.2,-12.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,668715,"Spencer Steer","/api/v1/people/668715",NA,NA,NA,NA,NA,NA
746711,"2024-05-26",7,"2024-05-26T17:31:36.303Z","2024-05-26T17:31:39.494Z",TRUE,"pitch","c82a7339-f711-4dfd-bacc-db74ff780892",7,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",3,2,1,NA,NA,3.35,1.62,NA,92.25,161.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"37","atBat","Walk","walk","Spencer Steer walks.",0,0,4,37,"bottom",5,"2024-05-26T17:29:06.784Z","2024-05-26T17:31:57.336Z",TRUE,FALSE,FALSE,FALSE,0,4,2,1,668715,"Spencer Steer","/api/v1/people/668715","R","Right",808967,"Yoshinobu Yamamoto","/api/v1/people/808967","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Los Angeles Dodgers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95,86,3,0.9,0.3982,6.5785,33.6737,-15.4028,-4.1229,8.7713,0.6494,2.858,5.7242,-138.1051,-4.3689,-0.9243,50.0034,5.5122,-7.884,21.6,3.6,24,1928,210,NA,NA,NA,NA,NA,NA,FALSE,-15.6,15,6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,668715,"Spencer Steer","/api/v1/people/668715",NA,NA,NA,NA,NA,NA
746711,"2024-05-26",6,"2024-05-26T17:31:22.832Z","2024-05-26T17:31:27.556Z",TRUE,"pitch","bfd44d7e-a74d-417b-9761-03f40f3234ff",6,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,2,1,NA,NA,3.0489,1.3159,NA,159.8,168.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"37","atBat","Walk","walk","Spencer Steer walks.",0,0,4,37,"bottom",5,"2024-05-26T17:29:06.784Z","2024-05-26T17:31:57.336Z",TRUE,FALSE,FALSE,FALSE,0,4,2,1,668715,"Spencer Steer","/api/v1/people/668715","R","Right",808967,"Yoshinobu Yamamoto","/api/v1/people/808967","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Los Angeles Dodgers",NA,NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",72.7,65.6,11,0.91,0.5246,6.6004,22.75,-44.1703,5.9785,-10.9346,-1.1229,2.6162,-2.2008,-105.5626,3.72,-0.827,50.0051,6.0183,6.5555,8.4,16.8,24,2419,23,NA,NA,NA,NA,NA,NA,FALSE,-71,-17.9,-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,668715,"Spencer Steer","/api/v1/people/668715",NA,NA,NA,NA,NA,NA
746711,"2024-05-26",5,"2024-05-26T17:31:09.538Z","2024-05-26T17:31:13.118Z",TRUE,"pitch","c2071842-1c07-447d-8bf5-1e15e8b925d5",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,1,NA,NA,3.23,1.4999,NA,39.31,227.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"37","atBat","Walk","walk","Spencer Steer walks.",0,0,4,37,"bottom",5,"2024-05-26T17:29:06.784Z","2024-05-26T17:31:57.336Z",TRUE,FALSE,FALSE,FALSE,0,4,2,1,668715,"Spencer Steer","/api/v1/people/668715","R","Right",808967,"Yoshinobu Yamamoto","/api/v1/people/808967","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Los Angeles Dodgers",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",84.9,77.8,14,0.96,0.4454,6.5089,26.7567,-28.6178,3.1888,2.3275,2.0381,0.4339,5.7791,-123.42,-6.4192,-0.757,50.0033,5.5086,4.8717,10.8,8.4,24,2743,60,NA,NA,NA,NA,NA,NA,FALSE,-35.5,2.8,-7.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,668715,"Spencer Steer","/api/v1/people/668715",NA,NA,NA,NA,NA,NA
746711,"2024-05-26",3,"2024-05-26T17:30:06.495Z","2024-05-26T17:30:09.693Z",TRUE,"pitch","630218fb-bb4d-4b78-bc34-d6dcc43e8787",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,1,NA,NA,3.35,1.62,NA,137.22,203.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"37","atBat","Walk","walk","Spencer Steer walks.",0,0,4,37,"bottom",5,"2024-05-26T17:29:06.784Z","2024-05-26T17:31:57.336Z",TRUE,FALSE,FALSE,FALSE,0,4,2,1,668715,"Spencer Steer","/api/v1/people/668715","R","Right",808967,"Yoshinobu Yamamoto","/api/v1/people/808967","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Los Angeles Dodgers",NA,NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",89.8,82.3,13,0.91,0.42,6.6129,28.6891,-30.562,-6.295,0.939,-0.5304,1.3078,3.5929,-130.6321,-4.7843,-1.109,50.0041,5.4728,-10.8309,18,8.4,24,1321,232,NA,NA,NA,NA,NA,NA,FALSE,-33.2,0.8,10.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,668715,"Spencer Steer","/api/v1/people/668715",NA,NA,NA,NA,NA,NA
746711,"2024-05-26",2,"2024-05-26T17:29:51.330Z","2024-05-26T17:29:55.371Z",TRUE,"pitch","4b4ee09a-1733-40cb-8c64-38f771181566",3,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,2,1,NA,NA,3.023,1.3159,NA,128.62,175.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"37","atBat","Walk","walk","Spencer Steer walks.",0,0,4,37,"bottom",5,"2024-05-26T17:29:06.784Z","2024-05-26T17:31:57.336Z",TRUE,FALSE,FALSE,FALSE,0,4,2,1,668715,"Spencer Steer","/api/v1/people/668715","R","Right",808967,"Yoshinobu Yamamoto","/api/v1/people/808967","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Los Angeles Dodgers",NA,NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",74.7,67.4,4,0.91,0.5102,6.6198,23.985,-43.5905,5.6749,-9.8449,-0.3048,2.3524,-0.0272,-108.5438,2.6083,-1.0258,50.0035,5.9812,6.5805,8.4,15.6,24,2722,27,NA,NA,NA,NA,NA,NA,FALSE,-66.6,-16.3,-10.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,668715,"Spencer Steer","/api/v1/people/668715",NA,NA,NA,NA,NA,NA
746711,"2024-05-26",1,"2024-05-26T17:29:36.982Z","2024-05-26T17:29:41.656Z",TRUE,"pitch","f92a0ee2-a04e-4383-8bc5-1cc65b139f09",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,1,NA,NA,3.1477,1.4692,NA,147.06,200.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"37","atBat","Walk","walk","Spencer Steer walks.",0,0,4,37,"bottom",5,"2024-05-26T17:29:06.784Z","2024-05-26T17:31:57.336Z",TRUE,FALSE,FALSE,FALSE,0,4,2,1,668715,"Spencer Steer","/api/v1/people/668715","R","Right",808967,"Yoshinobu Yamamoto","/api/v1/people/808967","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Los Angeles Dodgers",NA,NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",87.5,79.9,7,0.9,0.4315,6.5377,28.0699,-25.3185,-6.0111,4.2042,-0.7886,1.4098,2.5194,-127.3264,-5.3625,-1.0144,50.0005,5.567,-9.7902,19.2,7.2,24,1408,227,NA,NA,NA,NA,NA,NA,FALSE,-29.4,6.6,10.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,668715,"Spencer Steer","/api/v1/people/668715",NA,NA,NA,NA,NA,NA
746711,"2024-05-26",0,"2024-05-26T17:29:22.096Z","2024-05-26T17:29:26.181Z",TRUE,"pitch","5a4da95b-47ae-4c29-b1cf-adcf1d5c7be8",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.2386,1.4737,NA,90.42,172.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"37","atBat","Walk","walk","Spencer Steer walks.",0,0,4,37,"bottom",5,"2024-05-26T17:29:06.784Z","2024-05-26T17:31:57.336Z",TRUE,FALSE,FALSE,FALSE,0,4,2,1,668715,"Spencer Steer","/api/v1/people/668715","R","Right",808967,"Yoshinobu Yamamoto","/api/v1/people/808967","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Los Angeles Dodgers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94,84.8,6,0.91,0.4033,6.4547,34.1472,-12.0986,-3.2461,10.787,0.6974,2.4586,5.6652,-136.5664,-5.8704,-0.9961,50.0066,5.4918,-6.0439,19.2,3.6,24,2111,211,NA,NA,NA,NA,NA,NA,FALSE,-13.2,18.2,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,668715,"Spencer Steer","/api/v1/people/668715",NA,NA,NA,NA,NA,NA
746711,"2024-05-26",4,"2024-05-26T17:30:58.771Z","2024-05-26T17:31:09.538Z",FALSE,"action",NA,NA,"Injury Delay.","Game Advisory",0,4,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,1,2,1,668715,"/api/v1/people/668715",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"game_advisory",NA,NA,NA,NA,NA,NA,"37","atBat","Walk","walk","Spencer Steer walks.",0,0,4,37,"bottom",5,"2024-05-26T17:29:06.784Z","2024-05-26T17:31:57.336Z",TRUE,FALSE,FALSE,FALSE,0,4,2,1,668715,"Spencer Steer","/api/v1/people/668715","R","Right",808967,"Yoshinobu Yamamoto","/api/v1/people/808967","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Los Angeles Dodgers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,668715,"Spencer Steer","/api/v1/people/668715",NA,NA,NA,NA,NA,NA
746711,"2024-05-26",0,"2024-05-26T17:28:41.511Z","2024-05-26T17:28:47.043Z",TRUE,"pitch","13ea3564-de9b-4c67-b06b-265aed7ffa5d",1,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,0,0,NA,NA,3.74,1.83,NA,93.93,166.24,"ground_ball","medium","3",159.33,169.65,NA,NA,NA,NA,NA,NA,NA,NA,"36","atBat","Groundout","field_out","Elly De La Cruz grounds out to first baseman Freddie Freeman.",0,0,4,36,"bottom",5,"2024-05-26T17:28:39.065Z","2024-05-26T17:28:47.043Z",TRUE,FALSE,FALSE,TRUE,0,0,0,1,682829,"Elly De La Cruz","/api/v1/people/682829","L","Left",808967,"Yoshinobu Yamamoto","/api/v1/people/808967","R","Right","vs_RHP","vs_LHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Los Angeles Dodgers","true",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",90.2,82.3,6,0.93,0.418,6.5578,28.9311,-21.0274,0.4961,6.4159,0.6053,2.6868,4.3285,-131.2698,-3.6343,-1.1325,50.004,5.663,0.8612,4.8,4.8,24,2329,193,83.3,-28,7,NA,NA,NA,TRUE,-22.7,11,-1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,668715,"Spencer Steer","/api/v1/people/668715",NA,NA,NA,NA,NA,NA
746711,"2024-05-26",5,"2024-05-26T17:26:25.169Z","2024-05-26T17:26:32.466Z",TRUE,"pitch","3616d2f5-5e52-4343-aab4-960eb6ff4496",6,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,2,2,NA,NA,3.46,1.71,NA,126.19,187.21,"ground_ball","medium","6",114.48,149.05,NA,NA,NA,NA,NA,NA,NA,NA,"35","atBat","Groundout","field_out","Enrique Hernández grounds out, shortstop Elly De La Cruz to first baseman Spencer Steer.",0,0,4,35,"top",5,"2024-05-26T17:24:53.563Z","2024-05-26T17:26:32.466Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,571771,"Enrique Hernández","/api/v1/people/571771","R","Right",607259,"Nick Martinez","/api/v1/people/607259","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","Cincinnati Reds","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",92.6,84,8,0.9,0.4089,5.9083,32.0154,-19.0053,-10.3645,7.2629,-0.2411,1.9101,6.9133,-134.5033,-7.0991,-1.5119,50.0039,5.955,-18.7933,39.6,6,24,2229,208,86.3,-18,7,NA,NA,NA,TRUE,-20.6,11.6,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,668715,"Spencer Steer","/api/v1/people/668715",NA,NA,NA,NA,NA,NA
746711,"2024-05-26",4,"2024-05-26T17:26:08.919Z","2024-05-26T17:26:12.890Z",TRUE,"pitch","c193406b-b873-44a9-be48-edb0f19d6f8f",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,2,NA,NA,3.1783,1.4211,NA,104.93,129.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35","atBat","Groundout","field_out","Enrique Hernández grounds out, shortstop Elly De La Cruz to first baseman Spencer Steer.",0,0,4,35,"top",5,"2024-05-26T17:24:53.563Z","2024-05-26T17:26:32.466Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,571771,"Enrique Hernández","/api/v1/people/571771","R","Right",607259,"Nick Martinez","/api/v1/people/607259","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","Cincinnati Reds","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.7,84,12,0.9,0.4077,5.6942,31.778,-14.6067,-3.4331,9.6318,0.3167,4.0645,5.6885,-134.8229,-2.9158,-1.3833,50.0062,6.2028,-6.2645,18,3.6,24,2264,199,NA,NA,NA,NA,NA,NA,FALSE,-15.1,16.9,4.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,668715,"Spencer Steer","/api/v1/people/668715",NA,NA,NA,NA,NA,NA
746711,"2024-05-26",3,"2024-05-26T17:25:52.627Z","2024-05-26T17:25:57.681Z",TRUE,"pitch","1e34b23e-9772-4c8c-9f92-a126c833e9f4",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,2,NA,NA,3.1783,1.3685,NA,74.34,188.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35","atBat","Groundout","field_out","Enrique Hernández grounds out, shortstop Elly De La Cruz to first baseman Spencer Steer.",0,0,4,35,"top",5,"2024-05-26T17:24:53.563Z","2024-05-26T17:26:32.466Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,571771,"Enrique Hernández","/api/v1/people/571771","R","Right",607259,"Nick Martinez","/api/v1/people/607259","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","Cincinnati Reds","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",85.1,77.6,14,0.92,0.4447,5.7723,27.2457,-29.3623,-0.8585,1.8377,1.1191,1.8616,6.2882,-123.6952,-3.9688,-1.3568,50.0057,5.9796,-1.3166,0,8.4,24,2487,288,NA,NA,NA,NA,NA,NA,FALSE,-35.6,2.5,-0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,668715,"Spencer Steer","/api/v1/people/668715",NA,NA,NA,NA,NA,NA
