"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","isSubstitution","replacedPlayer.id","replacedPlayer.link","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
718472,"2023-04-22",2,"2023-04-23T00:56:00.336Z","2023-04-23T00:56:08.661Z",TRUE,"pitch","8f8917b6-882f-4363-989d-af1dc139620a",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,1,1,NA,NA,3.19,1.48,NA,152.92,163.49,"fly_ball","medium","4",113.09,112.06,NA,NA,NA,NA,NA,NA,NA,NA,"53","atBat","Flyout","field_out","Austin Hays flies out to second baseman Zach McKinstry.",0,1,5,53,"bottom",7,"2023-04-23T00:55:14.273Z","2023-04-23T00:56:08.661Z",TRUE,FALSE,FALSE,TRUE,0,1,1,2,669720,"Austin Hays","/api/v1/people/669720","R","Right",641302,"Tyler Alexander","/api/v1/people/641302","L","Left","vs_LHP","vs_RHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Detroit Tigers","true",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",85.9,79.6,11,0.91,0.4359,6.3349,23.0309,-23.0988,-1.5557,5.6623,-0.9424,2.7884,-4.5663,-125.1954,-2.8333,1.1003,50.0019,5.806,-2.4922,8.4,6,24,2457,164,70.3,44,223,NA,NA,NA,TRUE,-26.8,10,3.7,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718472,"2023-04-22",1,"2023-04-23T00:55:44.426Z","2023-04-23T00:55:47.823Z",TRUE,"pitch","348a2335-0c5f-4562-ba6e-fbb53f3aa17d",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,1,NA,NA,3.0682,1.4763,NA,95.8,207.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53","atBat","Flyout","field_out","Austin Hays flies out to second baseman Zach McKinstry.",0,1,5,53,"bottom",7,"2023-04-23T00:55:14.273Z","2023-04-23T00:56:08.661Z",TRUE,FALSE,FALSE,TRUE,0,1,1,2,669720,"Austin Hays","/api/v1/people/669720","R","Right",641302,"Tyler Alexander","/api/v1/people/641302","L","Left","vs_LHP","vs_RHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Detroit Tigers","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",90.1,82.3,14,0.91,0.419,6.5119,28.7621,-16.8714,8.178,8.8513,0.5561,1.1728,-4.1707,-130.9362,-7.9618,1.1109,50.0023,5.5254,14.138,36,4.8,24,2229,143,NA,NA,NA,NA,NA,NA,FALSE,-19.6,14.4,-13.8,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718472,"2023-04-22",0,"2023-04-23T00:55:29.676Z","2023-04-23T00:55:33.254Z",TRUE,"pitch","d349b9ed-44b8-4d92-8114-6afd75708bad",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.1384,1.4997,NA,135.95,185.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53","atBat","Flyout","field_out","Austin Hays flies out to second baseman Zach McKinstry.",0,1,5,53,"bottom",7,"2023-04-23T00:55:14.273Z","2023-04-23T00:56:08.661Z",TRUE,FALSE,FALSE,TRUE,0,1,1,2,669720,"Austin Hays","/api/v1/people/669720","R","Right",641302,"Tyler Alexander","/api/v1/people/641302","L","Left","vs_LHP","vs_RHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Detroit Tigers","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",85.5,78.9,7,0.91,0.4391,6.4263,24.2232,-23.7804,-2.1678,5.3242,-0.4971,1.983,-3.3697,-124.5691,-4.0644,1.1531,50.0044,5.5939,-3.4183,9.6,6,24,2391,173,NA,NA,NA,NA,NA,NA,FALSE,-28.2,9,4.7,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718472,"2023-04-22",5,"2023-04-23T00:54:56.343Z","2023-04-23T00:55:06.302Z",TRUE,"pitch","cc3dc136-8c17-4170-acd1-b16079886900",5,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,2,0,NA,NA,3.22,1.51,NA,123.05,183.15,"popup","medium","4",144.58,133.84,NA,NA,NA,NA,NA,NA,NA,NA,"52","atBat","Pop Out","field_out","Cedric Mullins pops out to second baseman Zach McKinstry.",0,1,5,52,"bottom",7,"2023-04-23T00:53:43.648Z","2023-04-23T00:55:06.302Z",TRUE,FALSE,FALSE,TRUE,0,1,2,1,656775,"Cedric Mullins","/api/v1/people/656775","L","Left",641302,"Tyler Alexander","/api/v1/people/641302","L","Left","vs_LHP","vs_LHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Detroit Tigers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",90.7,82.1,5,0.92,0.4175,6.5016,30.9721,-13.9667,5.3327,10.4703,-0.1587,2.0605,-4.6696,-131.7762,-6.6333,0.9533,50.0008,5.664,9.2712,27.6,3.6,24,2402,147,89.1,60,179,NA,NA,NA,TRUE,-16.1,17.5,-8.5,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718472,"2023-04-22",4,"2023-04-23T00:54:34.737Z","2023-04-23T00:54:38.899Z",TRUE,"pitch","0a4f5eeb-40b2-47f4-b6e7-97022cf18db2",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,0,NA,NA,3.22,1.51,NA,150.53,202.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"52","atBat","Pop Out","field_out","Cedric Mullins pops out to second baseman Zach McKinstry.",0,1,5,52,"bottom",7,"2023-04-23T00:53:43.648Z","2023-04-23T00:55:06.302Z",TRUE,FALSE,FALSE,TRUE,0,1,2,1,656775,"Cedric Mullins","/api/v1/people/656775","L","Left",641302,"Tyler Alexander","/api/v1/people/641302","L","Left","vs_LHP","vs_LHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Detroit Tigers",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",82.6,76.2,13,0.69,0.4557,6.4263,23.4502,-33.1947,-1.1253,-0.6969,-0.8797,1.3345,-3.8657,-120.2287,-3.3995,0.8957,50.0033,5.7148,-1.646,3.6,9.6,24,2287,268,NA,NA,NA,NA,NA,NA,FALSE,-41.9,-1.8,3,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718472,"2023-04-22",3,"2023-04-23T00:54:18.404Z","2023-04-23T00:54:21.638Z",TRUE,"pitch","f3c79b0f-6df1-43ed-a4c9-32c8515b2e07",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,0,NA,NA,3.0682,1.4295,NA,165.45,198.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"52","atBat","Pop Out","field_out","Cedric Mullins pops out to second baseman Zach McKinstry.",0,1,5,52,"bottom",7,"2023-04-23T00:53:43.648Z","2023-04-23T00:55:06.302Z",TRUE,FALSE,FALSE,TRUE,0,1,2,1,656775,"Cedric Mullins","/api/v1/people/656775","L","Left",641302,"Tyler Alexander","/api/v1/people/641302","L","Left","vs_LHP","vs_LHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Detroit Tigers",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",80.9,74.6,13,0.89,0.4656,6.3496,23.2234,-34.0894,-2.7131,-1.3706,-1.2712,1.5017,-4.1928,-117.83,-2.6477,0.8865,50.0021,5.8023,-3.7982,7.2,9.6,24,2237,268,NA,NA,NA,NA,NA,NA,FALSE,-44.8,-2.9,6,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718472,"2023-04-22",2,"2023-04-23T00:54:01.791Z","2023-04-23T00:54:05.518Z",TRUE,"pitch","518be3df-b3a2-4fb7-a742-2764a9be6c73",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,2,0,NA,NA,3.1618,1.4295,NA,133.3,195.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"52","atBat","Pop Out","field_out","Cedric Mullins pops out to second baseman Zach McKinstry.",0,1,5,52,"bottom",7,"2023-04-23T00:53:43.648Z","2023-04-23T00:55:06.302Z",TRUE,FALSE,FALSE,TRUE,0,1,2,1,656775,"Cedric Mullins","/api/v1/people/656775","L","Left",641302,"Tyler Alexander","/api/v1/people/641302","L","Left","vs_LHP","vs_LHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Detroit Tigers",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",88.9,81.1,7,0.86,0.4248,6.6469,27.8769,-19.5244,10.2963,7.524,-0.4276,1.6039,-6.9313,-129.1287,-6.2705,0.9589,50.0059,5.5749,17.3225,37.2,6,24,2150,143,NA,NA,NA,NA,NA,NA,FALSE,-22.4,12.4,-17,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718472,"2023-04-22",1,"2023-04-23T00:53:45.959Z","2023-04-23T00:53:49.558Z",TRUE,"pitch","3d2c181b-7d6d-48cf-b1d1-115bf00b8aeb",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,0,NA,NA,3.1384,1.4061,NA,136.12,177.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"52","atBat","Pop Out","field_out","Cedric Mullins pops out to second baseman Zach McKinstry.",0,1,5,52,"bottom",7,"2023-04-23T00:53:43.648Z","2023-04-23T00:55:06.302Z",TRUE,FALSE,FALSE,TRUE,0,1,2,1,656775,"Cedric Mullins","/api/v1/people/656775","L","Left",641302,"Tyler Alexander","/api/v1/people/641302","L","Left","vs_LHP","vs_LHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Detroit Tigers",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",89.1,81.2,4,0.91,0.4237,6.4055,28.0979,-17.8372,8.8475,8.4795,-0.5015,2.2624,-6.801,-129.4777,-5.0931,1.0152,50.0022,5.6281,14.9583,36,6,24,2175,144,NA,NA,NA,NA,NA,NA,FALSE,-20.3,14.4,-14.4,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718472,"2023-04-22",0,"2023-04-23T00:52:54.663Z","2023-04-23T00:53:45.959Z",FALSE,"action",NA,NA,"Pitching Change: Tyler Alexander replaces Will Vest.","Pitching Substitution",1,5,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,641302,"/api/v1/people/641302",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pitching_substitution",NA,"1","Pitcher","Pitcher","P",NA,"52","atBat","Pop Out","field_out","Cedric Mullins pops out to second baseman Zach McKinstry.",0,1,5,52,"bottom",7,"2023-04-23T00:53:43.648Z","2023-04-23T00:55:06.302Z",TRUE,FALSE,FALSE,TRUE,0,1,2,1,656775,"Cedric Mullins","/api/v1/people/656775","L","Left",641302,"Tyler Alexander","/api/v1/people/641302","L","Left","vs_LHP","vs_LHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Detroit Tigers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718472,"2023-04-22",3,"2023-04-23T00:50:02.084Z","2023-04-23T00:50:09.939Z",TRUE,"pitch","b5ecb2e4-06cf-4e85-a333-b7eb62827928",4,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,1,2,NA,NA,3.55,1.63,NA,133.7,174.53,"ground_ball","medium","1",123.26,174.45,NA,NA,NA,NA,NA,NA,NA,NA,"51","atBat","Groundout","field_out","Tyler Nevin grounds out, pitcher Yennier Cano to first baseman Ryan Mountcastle.",0,1,5,51,"top",7,"2023-04-23T00:49:00.879Z","2023-04-23T00:50:09.939Z",TRUE,FALSE,FALSE,TRUE,0,2,1,3,663527,"Tyler Nevin","/api/v1/people/663527","R","Right",666974,"Yennier Cano","/api/v1/people/666974","R","Right","vs_RHP","vs_RHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Baltimore Orioles","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95,86.9,4,0.89,0.3969,5.9359,31.3533,-35.9086,-11.4518,-1.9366,-0.438,2.3795,8.2871,-138.1022,-1.6951,-1.993,50.0044,5.4213,-22.0764,28.8,8.4,24,2221,252,74.8,-74,1,NA,NA,NA,TRUE,-34.1,-3.7,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718472,"2023-04-22",2,"2023-04-23T00:49:45.281Z","2023-04-23T00:49:48.281Z",TRUE,"pitch","cb984faa-9003-4e2e-ab60-ce9d53e16634",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,2,NA,NA,3.4427,1.5699,NA,55.37,192.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51","atBat","Groundout","field_out","Tyler Nevin grounds out, pitcher Yennier Cano to first baseman Ryan Mountcastle.",0,1,5,51,"top",7,"2023-04-23T00:49:00.879Z","2023-04-23T00:50:09.939Z",TRUE,FALSE,FALSE,TRUE,0,2,1,3,663527,"Tyler Nevin","/api/v1/people/663527","R","Right",666974,"Yennier Cano","/api/v1/people/666974","R","Right","vs_RHP","vs_RHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Baltimore Orioles","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.7,80.2,14,0.9,0.4335,5.5147,24.622,-33.4993,2.3625,-0.8197,1.6169,1.7076,8.4587,-126.1363,-1.6538,-2.081,50.0024,5.062,3.822,8.4,8.4,24,2379,42,NA,NA,NA,NA,NA,NA,FALSE,-37.9,-1.7,-6.1,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718472,"2023-04-22",1,"2023-04-23T00:49:29.443Z","2023-04-23T00:49:32.446Z",TRUE,"pitch","c621729e-e878-4713-8d6f-aca7dc05c24f",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,2,NA,NA,3.4661,1.5699,NA,71.45,217.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51","atBat","Groundout","field_out","Tyler Nevin grounds out, pitcher Yennier Cano to first baseman Ryan Mountcastle.",0,1,5,51,"top",7,"2023-04-23T00:49:00.879Z","2023-04-23T00:50:09.939Z",TRUE,FALSE,FALSE,TRUE,0,2,1,3,663527,"Tyler Nevin","/api/v1/people/663527","R","Right",666974,"Yennier Cano","/api/v1/people/666974","R","Right","vs_RHP","vs_RHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Baltimore Orioles","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87.1,80.7,14,0.9,0.4316,5.5808,24.6587,-31.9869,2.1879,0.115,1.1949,0.7906,7.707,-126.6534,-4.0798,-2.1656,50.0035,4.9665,3.5711,8.4,8.4,24,2437,58,NA,NA,NA,NA,NA,NA,FALSE,-36.5,-0.5,-5.6,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718472,"2023-04-22",0,"2023-04-23T00:49:15.083Z","2023-04-23T00:49:18.444Z",TRUE,"pitch","783afa97-b5e9-4ff6-b4ce-01233ae583aa",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.4661,1.5699,NA,112.16,160.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51","atBat","Groundout","field_out","Tyler Nevin grounds out, pitcher Yennier Cano to first baseman Ryan Mountcastle.",0,1,5,51,"top",7,"2023-04-23T00:49:00.879Z","2023-04-23T00:50:09.939Z",TRUE,FALSE,FALSE,TRUE,0,2,1,3,663527,"Tyler Nevin","/api/v1/people/663527","R","Right",666974,"Yennier Cano","/api/v1/people/666974","R","Right","vs_RHP","vs_RHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Baltimore Orioles","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95,86.8,2,0.9,0.397,6.2023,31.1288,-35.433,-11.8583,-1.6952,0.127,2.9015,10.107,-138.0315,-0.8142,-2.044,50.0009,5.5891,-22.8479,30,8.4,24,2238,256,NA,NA,NA,NA,NA,NA,FALSE,-33.5,-3,19.3,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718472,"2023-04-22",5,"2023-04-23T00:48:48.826Z","2023-04-23T00:48:53.623Z",TRUE,"pitch","29a52506-152f-4320-8eb2-ff3a13fe4a89",4,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,3,1,NA,NA,3.1521,1.5602,NA,144.67,189.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"50","atBat","Strikeout","strikeout","Akil Baddoo called out on strikes.",0,1,5,50,"top",7,"2023-04-23T00:47:58.029Z","2023-04-23T00:48:53.623Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,668731,"Akil Baddoo","/api/v1/people/668731","L","Left",666974,"Yennier Cano","/api/v1/people/666974","R","Right","vs_RHP","vs_LHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Baltimore Orioles",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",89.6,81.8,7,0.87,0.4217,5.8468,29.1295,-31.0383,-9.3358,0.6678,-0.7259,1.8082,6.5502,-130.2309,-4.3366,-2.0695,50.0047,5.8614,-15.9261,24,8.4,24,1675,267,NA,NA,NA,NA,NA,NA,TRUE,-34,0.4,15.4,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718472,"2023-04-22",4,"2023-04-23T00:48:31.910Z","2023-04-23T00:48:35.279Z",TRUE,"pitch","1b2192f9-c113-48a1-81fd-1cf61d716d79",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,2,1,NA,NA,3.24,1.56,NA,129.32,194.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"50","atBat","Strikeout","strikeout","Akil Baddoo called out on strikes.",0,1,5,50,"top",7,"2023-04-23T00:47:58.029Z","2023-04-23T00:48:53.623Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,668731,"Akil Baddoo","/api/v1/people/668731","L","Left",666974,"Yennier Cano","/api/v1/people/666974","R","Right","vs_RHP","vs_LHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Baltimore Orioles",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",89.9,82.3,7,0.89,0.42,5.9441,28.3604,-29.823,-9.9667,1.3635,-0.3233,1.6437,7.8756,-130.5821,-4.586,-2.0885,50.0003,5.675,-17.1519,26.4,8.4,24,1690,266,NA,NA,NA,NA,NA,NA,FALSE,-32.4,1.7,16.2,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718472,"2023-04-22",3,"2023-04-23T00:48:15.287Z","2023-04-23T00:48:18.692Z",TRUE,"pitch","a42f2c6e-3ecf-45af-89f8-e803f4a27753",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,1,NA,NA,3.2223,1.5602,NA,91.01,218.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"50","atBat","Strikeout","strikeout","Akil Baddoo called out on strikes.",0,1,5,50,"top",7,"2023-04-23T00:47:58.029Z","2023-04-23T00:48:53.623Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,668731,"Akil Baddoo","/api/v1/people/668731","L","Left",666974,"Yennier Cano","/api/v1/people/666974","R","Right","vs_RHP","vs_LHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Baltimore Orioles",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",89.6,82.1,14,0.92,0.4221,6.069,27.6325,-26.7777,-11.3927,3.1672,0.6818,0.7468,10.2591,-129.8613,-7.2409,-1.8431,50.0043,5.6132,-19.4265,31.2,8.4,24,1857,266,NA,NA,NA,NA,NA,NA,FALSE,-30.1,4.2,18.4,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
