"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isBaseRunningPlay","isSubstitution","replacedPlayer.id","replacedPlayer.link","base","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
718730,"2023-04-03",3,"2023-04-03T20:14:54.793Z","2023-04-03T20:14:57.810Z",TRUE,"pitch","85fce540-f041-4614-8c56-d8a297311921",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,1,NA,NA,3.512,1.6007,NA,137.58,121.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35","atBat","Flyout","field_out","Joc Pederson flies out to right fielder Oscar Colas.",0,5,0,35,"top",5,"2023-04-03T20:14:02.616Z","2023-04-03T20:15:29.262Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,592626,"Joc Pederson","/api/v1/people/592626","L","Left",656629,"Michael Kopech","/api/v1/people/656629","R","Right","vs_RHP","vs_LHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Chicago White Sox",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.2,86.8,11,0.9,0.3935,6.7554,34.6444,-13.0746,-6.9732,9.7574,-0.5398,4.3357,7.7564,-139.7735,-1.7089,-2.459,50.0036,5.824,-13.6514,40.8,3.6,24,2476,214,NA,NA,NA,NA,NA,NA,FALSE,-12.5,17.4,10.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718730,"2023-04-03",1,"2023-04-03T20:14:28.394Z","2023-04-03T20:14:31.519Z",TRUE,"pitch","0fe80f0a-4f9b-433d-9192-1e47239ee926",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,2,1,NA,NA,3.47,1.71,NA,160.94,167.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35","atBat","Flyout","field_out","Joc Pederson flies out to right fielder Oscar Colas.",0,5,0,35,"top",5,"2023-04-03T20:14:02.616Z","2023-04-03T20:15:29.262Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,592626,"Joc Pederson","/api/v1/people/592626","L","Left",656629,"Michael Kopech","/api/v1/people/656629","R","Right","vs_RHP","vs_LHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Chicago White Sox",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87.3,80.6,11,0.89,0.4298,6.7651,24.2144,-28.9636,-9.2093,1.9496,-1.1528,2.6369,6.2058,-127.0661,-1.7127,-2.4211,50.0045,5.6048,-15.1733,25.2,8.4,24,1741,212,NA,NA,NA,NA,NA,NA,FALSE,-32.3,3.4,15.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718730,"2023-04-03",0,"2023-04-03T20:14:15.703Z","2023-04-03T20:14:18.940Z",TRUE,"pitch","a0b21388-5255-4b7a-8763-039ca39c6da5",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.3183,1.6223,NA,120.6,189.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35","atBat","Flyout","field_out","Joc Pederson flies out to right fielder Oscar Colas.",0,5,0,35,"top",5,"2023-04-03T20:14:02.616Z","2023-04-03T20:15:29.262Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,592626,"Joc Pederson","/api/v1/people/592626","L","Left",656629,"Michael Kopech","/api/v1/people/656629","R","Right","vs_RHP","vs_LHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Chicago White Sox",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",89.8,82.9,8,0.45,0.4184,6.8666,25.3636,-25.2968,-8.4652,3.9544,-0.0944,1.8206,8.7256,-130.5124,-4.6227,-2.3682,50.0029,5.501,-14.7234,26.4,7.2,24,1859,218,NA,NA,NA,NA,NA,NA,FALSE,-27.4,6.4,13.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718730,"2023-04-03",2,"2023-04-03T20:14:43.479Z","2023-04-03T20:14:54.793Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",5,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,2,1,592626,"/api/v1/people/592626",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"35","atBat","Flyout","field_out","Joc Pederson flies out to right fielder Oscar Colas.",0,5,0,35,"top",5,"2023-04-03T20:14:02.616Z","2023-04-03T20:15:29.262Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,592626,"Joc Pederson","/api/v1/people/592626","L","Left",656629,"Michael Kopech","/api/v1/people/656629","R","Right","vs_RHP","vs_LHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Chicago White Sox",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718730,"2023-04-03",1,"2023-04-03T20:13:29.052Z","2023-04-03T20:13:54.377Z",TRUE,"pitch","a70588ae-ceb2-41fd-857a-584c4d5469b1",2,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",1,0,1,NA,NA,3.33,1.65,NA,134.41,184.32,"fly_ball","medium","7",26.05,59.41,NA,NA,NA,NA,NA,NA,NA,NA,"34","atBat","Home Run","home_run","Thairo Estrada homers (1) on a fly ball to left field.",1,5,0,34,"top",5,"2023-04-03T20:13:08.188Z","2023-04-03T20:13:54.377Z",TRUE,TRUE,FALSE,FALSE,38,1,0,1,642731,"Thairo Estrada","/api/v1/people/642731","R","Right",656629,"Michael Kopech","/api/v1/people/656629","R","Right","vs_RHP","vs_RHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Chicago White Sox","true",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",81.9,76.2,7,2,0.4574,6.6635,21.1405,-36.3093,4.3931,-2.8412,-0.4567,2.0171,3.3105,-119.3493,-1.0324,-2.4284,50.0031,5.7008,6.3915,10.8,10.8,24,2267,69,108.2,26,422,NA,NA,NA,FALSE,-45.5,-5.2,-8.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718730,"2023-04-03",0,"2023-04-03T20:13:17.828Z","2023-04-03T20:13:20.838Z",TRUE,"pitch","fab87e59-46c4-4418-b1f2-4bf5f8f93e6e",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.3505,1.6273,NA,139.72,120.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34","atBat","Home Run","home_run","Thairo Estrada homers (1) on a fly ball to left field.",1,5,0,34,"top",5,"2023-04-03T20:13:08.188Z","2023-04-03T20:13:54.377Z",TRUE,TRUE,FALSE,FALSE,38,1,0,1,642731,"Thairo Estrada","/api/v1/people/642731","R","Right",656629,"Michael Kopech","/api/v1/people/656629","R","Right","vs_RHP","vs_RHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Chicago White Sox","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.1,86.1,11,2,0.3994,6.7745,29.2983,-15.2388,-6.9929,8.8863,-0.5961,4.3938,6.5484,-136.9625,-1.1515,-2.1055,50.0056,5.8583,-13.3323,37.2,3.6,24,2324,210,NA,NA,NA,NA,NA,NA,FALSE,-14.8,16.1,11.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718730,"2023-04-03",3,"2023-04-03T20:12:40.571Z","2023-04-03T20:13:02.540Z",TRUE,"pitch","a716964e-557b-4292-8839-1b24c4f790e6",3,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",0,2,1,NA,NA,3.19,1.54,NA,115.08,150.52,"line_drive","medium","89",177.68,44.03,NA,NA,NA,NA,NA,NA,NA,NA,"33","atBat","Home Run","home_run","Michael Conforto homers (1) on a line drive to right center field.",1,4,0,33,"top",5,"2023-04-03T20:11:53.333Z","2023-04-03T20:13:02.540Z",TRUE,TRUE,FALSE,FALSE,38,0,2,1,624424,"Michael Conforto","/api/v1/people/624424","L","Left",656629,"Michael Kopech","/api/v1/people/656629","R","Right","vs_RHP","vs_LHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Chicago White Sox",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.5,85.3,2,0.88,0.4033,6.7663,29.7341,-14.9612,-6.7591,9.2155,0.0502,3.2689,8.8846,-135.8164,-3.668,-2.3852,50.0051,5.6774,-12.6294,34.8,3.6,24,2437,217,108.9,18,404,NA,NA,NA,FALSE,-15.4,16.1,10.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718730,"2023-04-03",1,"2023-04-03T20:12:16.313Z","2023-04-03T20:12:19.545Z",TRUE,"pitch","aec2892e-25cc-4350-9dde-cac154f8d87b",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,2,1,NA,NA,3.19,1.54,NA,106.5,159.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"33","atBat","Home Run","home_run","Michael Conforto homers (1) on a line drive to right center field.",1,4,0,33,"top",5,"2023-04-03T20:11:53.333Z","2023-04-03T20:13:02.540Z",TRUE,TRUE,FALSE,FALSE,38,0,2,1,624424,"Michael Conforto","/api/v1/people/624424","L","Left",656629,"Michael Kopech","/api/v1/people/656629","R","Right","vs_RHP","vs_LHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Chicago White Sox",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.2,85.8,2,0.89,0.4006,6.8759,30.9496,-10.5432,-5.4566,11.4316,0.2756,2.934,8.1711,-136.8612,-5.5971,-2.0433,50.0003,5.7314,-10.3234,36,3.6,24,2487,205,NA,NA,NA,NA,NA,NA,FALSE,-11.4,19.7,8.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718730,"2023-04-03",0,"2023-04-03T20:12:02.321Z","2023-04-03T20:12:05.394Z",TRUE,"pitch","b274d203-78c8-47a0-89f1-2a3a1104e5bf",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.0597,1.4306,NA,122.93,187.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"33","atBat","Home Run","home_run","Michael Conforto homers (1) on a line drive to right center field.",1,4,0,33,"top",5,"2023-04-03T20:11:53.333Z","2023-04-03T20:13:02.540Z",TRUE,TRUE,FALSE,FALSE,38,0,2,1,624424,"Michael Conforto","/api/v1/people/624424","L","Left",656629,"Michael Kopech","/api/v1/people/656629","R","Right","vs_RHP","vs_LHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Chicago White Sox",NA,NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",76.1,70.2,8,2,0.4959,6.5276,20.8145,-41.4421,2.7333,-7.5124,-0.1557,1.9152,3.8744,-110.7019,0.8763,-2.2874,50.0019,5.8721,3.3724,6,13.2,24,2139,33,NA,NA,NA,NA,NA,NA,FALSE,-60.5,-13,-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718730,"2023-04-03",2,"2023-04-03T20:12:27.698Z","2023-04-03T20:12:40.571Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",3,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,2,1,624424,"/api/v1/people/624424",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"33","atBat","Home Run","home_run","Michael Conforto homers (1) on a line drive to right center field.",1,4,0,33,"top",5,"2023-04-03T20:11:53.333Z","2023-04-03T20:13:02.540Z",TRUE,TRUE,FALSE,FALSE,38,0,2,1,624424,"Michael Conforto","/api/v1/people/624424","L","Left",656629,"Michael Kopech","/api/v1/people/656629","R","Right","vs_RHP","vs_LHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Chicago White Sox",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718730,"2023-04-03",0,"2023-04-03T20:11:32.360Z","2023-04-03T20:11:39.872Z",TRUE,"pitch","38eb6a5b-bc77-495b-a836-eaabac78fa1a",1,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,0,0,NA,NA,3.22,1.53,NA,139.77,177.31,"ground_ball","soft","5",111.62,169.3,NA,NA,NA,NA,NA,NA,NA,NA,"32","atBat","Groundout","field_out","LaMonte Wade Jr. grounds out softly, third baseman Yoan Moncada to first baseman Andrew Vaughn.",0,3,0,32,"top",5,"2023-04-03T20:11:06.637Z","2023-04-03T20:11:39.872Z",TRUE,FALSE,FALSE,TRUE,0,0,0,1,664774,"LaMonte Wade Jr.","/api/v1/people/664774","L","Left",656629,"Michael Kopech","/api/v1/people/656629","R","Right","vs_RHP","vs_LHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Chicago White Sox","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87.9,80.8,4,0.77,0.4278,6.9713,25.3018,-23.1407,-9.6497,5.4392,-0.5974,2.2767,7.3624,-127.8177,-3.8636,-2.2554,50.0047,5.6158,-16.036,31.2,7.2,24,1746,217,46.9,-13,12,NA,NA,NA,TRUE,-26.2,9.2,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718730,"2023-04-03",1,"2023-04-03T20:09:18.999Z","2023-04-03T20:09:26.829Z",TRUE,"pitch","47eb0bd0-fb3f-4bec-be0c-efaa15ed3a23",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,0,1,NA,NA,3.31,1.47,NA,123.6,184.83,"ground_ball","hard","4",148.95,153.85,NA,NA,NA,NA,NA,NA,NA,NA,"31","atBat","Grounded Into DP","grounded_into_double_play","Yoan Moncada grounds into a double play, second baseman Thairo Estrada to shortstop Brandon Crawford to first baseman LaMonte Wade Jr. Eloy Jimenez out at 2nd. Yoan Moncada out at 1st.",0,3,0,31,"bottom",4,"2023-04-03T20:08:38.583Z","2023-04-03T20:09:26.829Z",TRUE,FALSE,FALSE,TRUE,24,1,0,3,660162,"Yoán Moncada","/api/v1/people/660162","L","Left",543101,"Anthony DeSclafani","/api/v1/people/543101","R","Right","vs_RHP","vs_LHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Chicago White Sox","San Francisco Giants","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.7,80.3,8,0.9,0.4325,6.4775,24.0261,-28.9698,2.2008,1.9684,-0.1732,1.9981,4.239,-126.3121,-2.7854,-2.1544,50.0036,5.4277,3.58,8.4,7.2,24,2279,189,101,-5,21,NA,NA,NA,TRUE,-32.9,3.2,-4.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718730,"2023-04-03",0,"2023-04-03T20:08:58.519Z","2023-04-03T20:09:01.575Z",TRUE,"pitch","6ec613db-95f8-449d-88eb-fc7dae2f81f5",1,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",1,0,1,NA,NA,3.2659,1.4039,NA,107.33,219.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"31","atBat","Grounded Into DP","grounded_into_double_play","Yoan Moncada grounds into a double play, second baseman Thairo Estrada to shortstop Brandon Crawford to first baseman LaMonte Wade Jr. Eloy Jimenez out at 2nd. Yoan Moncada out at 1st.",0,3,0,31,"bottom",4,"2023-04-03T20:08:38.583Z","2023-04-03T20:09:26.829Z",TRUE,FALSE,FALSE,TRUE,24,1,0,3,660162,"Yoán Moncada","/api/v1/people/660162","L","Left",543101,"Anthony DeSclafani","/api/v1/people/543101","R","Right","vs_RHP","vs_LHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Chicago White Sox","San Francisco Giants","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",87.5,80.2,14,0.91,0.4318,6.5211,26.6482,-30.0033,-11.5474,1.3344,0.2538,0.7178,9.1999,-126.9831,-5.252,-1.9206,50.005,5.2076,-18.8105,28.8,8.4,24,1561,245,NA,NA,NA,NA,NA,NA,FALSE,-34.7,1.3,18.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718730,"2023-04-03",1,"2023-04-03T20:08:09.419Z","2023-04-03T20:08:19.974Z",TRUE,"pitch","409b9464-570c-44c3-a77f-78bdf2062947",2,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",1,0,1,NA,NA,3.47,1.7,NA,108.01,179.19,"line_drive","hard","9",177.41,71.47,NA,NA,NA,NA,NA,NA,NA,NA,"30","atBat","Single","single","Eloy Jimenez singles on a sharp line drive to right fielder Michael Conforto. Andrew Benintendi to 3rd.",0,3,0,30,"bottom",4,"2023-04-03T20:07:33.789Z","2023-04-03T20:08:19.974Z",TRUE,FALSE,FALSE,FALSE,33,1,0,1,650391,"Eloy Jiménez","/api/v1/people/650391","R","Right",543101,"Anthony DeSclafani","/api/v1/people/543101","R","Right","vs_RHP","vs_RHB","RISP",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Chicago White Sox","San Francisco Giants","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",91.3,83.5,8,0.87,0.4129,6.5687,28.5957,-19.8792,-8.5913,6.8954,0.2358,2.2072,8.0359,-132.7022,-4.5745,-1.7165,50.0001,5.403,-15.3095,33.6,6,24,2161,222,112.3,15,303,NA,NA,NA,FALSE,-21.2,11.6,13.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,650391,"Eloy Jiménez","/api/v1/people/650391",NA,NA,NA,643217,"Andrew Benintendi","/api/v1/people/643217"
718730,"2023-04-03",0,"2023-04-03T20:07:49.815Z","2023-04-03T20:07:53.046Z",TRUE,"pitch","ee0ab80b-445e-4131-a1a3-eb50daf66091",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.4475,1.6556,NA,68.52,212.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30","atBat","Single","single","Eloy Jimenez singles on a sharp line drive to right fielder Michael Conforto. Andrew Benintendi to 3rd.",0,3,0,30,"bottom",4,"2023-04-03T20:07:33.789Z","2023-04-03T20:08:19.974Z",TRUE,FALSE,FALSE,FALSE,33,1,0,1,650391,"Eloy Jiménez","/api/v1/people/650391","R","Right",543101,"Anthony DeSclafani","/api/v1/people/543101","R","Right","vs_RHP","vs_RHB","RISP",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Chicago White Sox","San Francisco Giants","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.3,79.9,14,0.9,0.4357,6.5602,24.263,-26.1908,1.8016,3.7375,1.2719,0.9682,7.158,-125.4823,-5.5641,-1.8464,50.0061,5.3355,2.8864,8.4,7.2,24,2325,169,NA,NA,NA,NA,NA,NA,FALSE,-31,5.8,-4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718730,"2023-04-03",1,"2023-04-03T20:07:13.555Z","2023-04-03T20:07:22.933Z",TRUE,"pitch","52fb7afe-7987-45ff-8a32-291d74a14282",2,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",1,0,1,NA,NA,3.26,1.5,NA,117.32,178.73,"line_drive","hard","9",166.33,97.62,NA,NA,NA,NA,NA,NA,NA,NA,"29","atBat","Single","single","Andrew Benintendi singles on a sharp line drive to right fielder Michael Conforto.",0,3,0,29,"bottom",4,"2023-04-03T20:06:44.049Z","2023-04-03T20:07:22.933Z",TRUE,FALSE,FALSE,FALSE,33,1,0,1,643217,"Andrew Benintendi","/api/v1/people/643217","L","Left",543101,"Anthony DeSclafani","/api/v1/people/543101","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Chicago White Sox","San Francisco Giants","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.9,84.5,5,0.89,0.4066,6.5514,30.7532,-17.5905,-7.3871,7.9443,-0.0084,2.224,7.6486,-134.9696,-4.979,-1.9261,50.002,5.3404,-13.5602,32.4,4.8,24,2307,222,105.7,12,274,NA,NA,NA,FALSE,-18.5,13.4,11.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,643217,"Andrew Benintendi","/api/v1/people/643217",NA,NA,NA,NA,NA,NA
