"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isSubstitution","isBaseRunningPlay","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link"
717025,"2023-08-12",4,"2023-08-12T21:52:36.434Z","2023-08-12T21:52:51.718Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",1,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,2,2,2,665862,"/api/v1/people/665862",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"53","atBat","Strikeout","strikeout","Jazz Chisholm Jr. strikes out swinging.",0,1,3,53,"bottom",7,"2023-08-12T21:51:23.586Z","2023-08-12T21:52:55.238Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,665862,"Jazz Chisholm Jr.","/api/v1/people/665862","L","Left",666745,"Jhony Brito","/api/v1/people/666745","R","Right","vs_RHP","vs_LHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Miami Marlins","New York Yankees",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA
717025,"2023-08-12",4,"2023-08-12T21:51:07.258Z","2023-08-12T21:51:11.985Z",TRUE,"pitch","01f8ed67-0629-40eb-a8c3-0a95ed9e5d15",5,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",2,3,1,NA,NA,3.2794,1.456,NA,82.24,184.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"52","atBat","Strikeout","strikeout","Jacob Stallings called out on strikes.",0,1,3,52,"bottom",7,"2023-08-12T21:49:53.052Z","2023-08-12T21:51:11.985Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,607732,"Jacob Stallings","/api/v1/people/607732","R","Right",666745,"Jhony Brito","/api/v1/people/666745","R","Right","vs_RHP","vs_RHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Miami Marlins","New York Yankees","true",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",88.9,81.8,14,2,0.4231,6.5947,26.1474,-23.3302,-8.915,5.2076,0.9118,2.0285,6.2061,-129.2864,-5.2346,-0.3577,50.0035,5.8626,-15.1408,30,7.2,24,1564,236,NA,NA,NA,NA,NA,NA,TRUE,-26,8.5,14.9,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA
717025,"2023-08-12",3,"2023-08-12T21:50:52.690Z","2023-08-12T21:50:56.374Z",TRUE,"pitch","5b5c565b-d676-4baa-9366-e09c7a619e8c",4,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,2,1,NA,NA,3.25,1.47,NA,116.97,201.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"52","atBat","Strikeout","strikeout","Jacob Stallings called out on strikes.",0,1,3,52,"bottom",7,"2023-08-12T21:49:53.052Z","2023-08-12T21:51:11.985Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,607732,"Jacob Stallings","/api/v1/people/607732","R","Right",666745,"Jhony Brito","/api/v1/people/666745","R","Right","vs_RHP","vs_RHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Miami Marlins","New York Yankees","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",89.4,82.2,8,2,0.4212,6.6222,26.982,-22.6119,-8.7031,5.5849,8e-04,1.3738,4.9568,-129.9825,-6.8745,-0.7991,50.0055,5.7673,-14.9099,30,6,24,1487,239,NA,NA,NA,NA,NA,NA,FALSE,-25.4,8.8,14.6,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA
717025,"2023-08-12",2,"2023-08-12T21:50:36.424Z","2023-08-12T21:50:40.796Z",TRUE,"pitch","2d82c04e-67d8-4534-958c-75fa8c2f869f",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,1,NA,NA,3.2384,1.4347,NA,49.67,169.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"52","atBat","Strikeout","strikeout","Jacob Stallings called out on strikes.",0,1,3,52,"bottom",7,"2023-08-12T21:49:53.052Z","2023-08-12T21:51:11.985Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,607732,"Jacob Stallings","/api/v1/people/607732","R","Right",666745,"Jhony Brito","/api/v1/people/666745","R","Right","vs_RHP","vs_RHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Miami Marlins","New York Yankees","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95.3,87,12,2,0.3959,6.4854,31.1995,-15.5256,-8.5709,8.5907,1.7663,2.5706,9.5059,-138.3995,-6.332,-0.6011,50.002,5.9299,-16.6087,40.8,4.8,24,2096,222,NA,NA,NA,NA,NA,NA,FALSE,-16,14.4,13.6,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA
717025,"2023-08-12",1,"2023-08-12T21:50:22.029Z","2023-08-12T21:50:25.567Z",TRUE,"pitch","5539e11f-d93f-4ae5-a2ea-21647fe629d6",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,1,1,NA,NA,3.299,1.4708,NA,119.01,169.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"52","atBat","Strikeout","strikeout","Jacob Stallings called out on strikes.",0,1,3,52,"bottom",7,"2023-08-12T21:49:53.052Z","2023-08-12T21:51:11.985Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,607732,"Jacob Stallings","/api/v1/people/607732","R","Right",666745,"Jhony Brito","/api/v1/people/666745","R","Right","vs_RHP","vs_RHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Miami Marlins","New York Yankees","false",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",82.1,75.2,5,2,0.4594,6.2716,24.5149,-34.8527,7.1431,-1.867,-0.0527,2.5747,0.5748,-119.5436,-0.0734,-1.2237,50.0002,5.7523,10.266,16.8,10.8,24,2151,59,NA,NA,NA,NA,NA,NA,FALSE,-43.8,-3.1,-13.1,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA
717025,"2023-08-12",0,"2023-08-12T21:50:06.738Z","2023-08-12T21:50:10.256Z",TRUE,"pitch","2b4b6e07-46d6-48d7-a975-3befb72a57d5",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.299,1.5169,NA,46.74,161.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"52","atBat","Strikeout","strikeout","Jacob Stallings called out on strikes.",0,1,3,52,"bottom",7,"2023-08-12T21:49:53.052Z","2023-08-12T21:51:11.985Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,607732,"Jacob Stallings","/api/v1/people/607732","R","Right",666745,"Jhony Brito","/api/v1/people/666745","R","Right","vs_RHP","vs_RHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Miami Marlins","New York Yankees","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.3,86.7,12,2,0.3964,6.6372,32.2048,-12.5553,-4.0247,10.156,1.8431,2.8596,8.4383,-138.4248,-5.7371,-0.7281,50.0023,5.8067,-7.7748,22.8,3.6,24,2129,223,NA,NA,NA,NA,NA,NA,FALSE,-13.1,17.3,5.4,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA
717025,"2023-08-12",3,"2023-08-12T21:49:34.801Z","2023-08-12T21:49:41.896Z",TRUE,"pitch","2874e1a3-3687-4cb8-b3d2-4b2774cd900a",4,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,2,0,NA,NA,3.26,1.55,NA,147.21,172.34,"ground_ball","medium","6",129.47,144.96,NA,NA,NA,NA,NA,NA,NA,NA,"51","atBat","Groundout","field_out","Joey Wendle grounds out, shortstop Anthony Volpe to first baseman Jake Bauers.",0,1,3,51,"bottom",7,"2023-08-12T21:48:38.675Z","2023-08-12T21:49:41.896Z",TRUE,FALSE,FALSE,TRUE,0,1,2,1,621563,"Joey Wendle","/api/v1/people/621563","L","Left",666745,"Jhony Brito","/api/v1/people/666745","R","Right","vs_RHP","vs_LHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Miami Marlins","New York Yankees","true",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",88.9,81.7,4,2,0.423,6.4246,26.9946,-28.9229,-9.5532,1.9126,-0.7926,2.4609,3.4483,-129.4896,-3.0277,-0.9002,50.0026,5.8578,-16.2251,27.6,8.4,24,1423,240,92.4,-18,8,NA,NA,NA,TRUE,-31.6,3,16.6,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA
717025,"2023-08-12",2,"2023-08-12T21:49:20.404Z","2023-08-12T21:49:24.062Z",TRUE,"pitch","d79240fb-4524-4995-a3fb-442d55d9c731",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,0,NA,NA,3.3596,1.558,NA,167.54,172.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51","atBat","Groundout","field_out","Joey Wendle grounds out, shortstop Anthony Volpe to first baseman Jake Bauers.",0,1,3,51,"bottom",7,"2023-08-12T21:48:38.675Z","2023-08-12T21:49:41.896Z",TRUE,FALSE,FALSE,TRUE,0,1,2,1,621563,"Joey Wendle","/api/v1/people/621563","L","Left",666745,"Jhony Brito","/api/v1/people/666745","R","Right","vs_RHP","vs_LHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Miami Marlins","New York Yankees","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",88.7,81.5,13,2,0.424,6.4205,26.8508,-28.0018,-9.9448,2.4728,-1.326,2.4366,2.3715,-129.1649,-3.175,-0.9636,50.0063,5.8345,-16.8103,30,8.4,24,1568,237,NA,NA,NA,NA,NA,NA,FALSE,-30.7,4,17.5,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA
717025,"2023-08-12",1,"2023-08-12T21:49:00.624Z","2023-08-12T21:49:03.639Z",TRUE,"pitch","17ec074a-31a2-4203-80f9-8a7f4ed3573d",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,0,NA,NA,3.26,1.55,NA,101.08,139.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51","atBat","Groundout","field_out","Joey Wendle grounds out, shortstop Anthony Volpe to first baseman Jake Bauers.",0,1,3,51,"bottom",7,"2023-08-12T21:48:38.675Z","2023-08-12T21:49:41.896Z",TRUE,FALSE,FALSE,TRUE,0,1,2,1,621563,"Joey Wendle","/api/v1/people/621563","L","Left",666745,"Jhony Brito","/api/v1/people/666745","R","Right","vs_RHP","vs_LHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Miami Marlins","New York Yankees","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95,86,12,2,0.3978,6.3666,33.7112,-15.5638,-5.7335,8.674,0.4177,3.678,5.4321,-138.2288,-3.3646,-0.8377,50.0063,5.9699,-10.9854,30,3.6,24,2228,222,NA,NA,NA,NA,NA,NA,FALSE,-15.5,15.1,9.1,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA
717025,"2023-08-12",0,"2023-08-12T21:48:45.909Z","2023-08-12T21:48:49.735Z",TRUE,"pitch","7252b443-3516-4f9b-bdda-f53f80ebaf94",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,0,NA,NA,3.4,1.5991,NA,146.28,185.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51","atBat","Groundout","field_out","Joey Wendle grounds out, shortstop Anthony Volpe to first baseman Jake Bauers.",0,1,3,51,"bottom",7,"2023-08-12T21:48:38.675Z","2023-08-12T21:49:41.896Z",TRUE,FALSE,FALSE,TRUE,0,1,2,1,621563,"Joey Wendle","/api/v1/people/621563","L","Left",666745,"Jhony Brito","/api/v1/people/666745","R","Right","vs_RHP","vs_LHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Miami Marlins","New York Yankees","false",NA,"rgba(153, 171, 0, 1.0)","KC","Knuckle Curve",80.7,73.9,7,2,0.4676,6.2834,24.1171,-35.3315,2.8204,-2.2805,-0.7683,1.9705,0.1848,-117.5298,-1.6417,-1.214,50.0007,5.9862,3.9101,6,10.8,24,2257,47,NA,NA,NA,NA,NA,NA,FALSE,-46.4,-4.2,-5.2,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA
717025,"2023-08-12",5,"2023-08-12T21:46:33.485Z","2023-08-12T21:46:37.413Z",TRUE,"pitch","0b5f002f-9176-400a-9890-957bdeed97fa",6,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,3,2,NA,NA,3.2,1.55,NA,98.11,144.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"50","atBat","Strikeout","strikeout","Anthony Volpe strikes out swinging.",0,1,3,50,"top",7,"2023-08-12T21:44:49.647Z","2023-08-12T21:46:37.413Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,683011,"Anthony Volpe","/api/v1/people/683011","R","Right",645261,"Sandy Alcantara","/api/v1/people/645261","R","Right","vs_RHP","vs_RHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Miami Marlins","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",98.9,89.6,12,0.92,0.3823,6.3678,35.3772,-15.9655,-7.7675,7.8123,0.4955,3.4778,9.1351,-143.6266,-3.3401,-1.7274,50.0036,5.6576,-16.1185,39.6,4.8,24,2126,235,NA,NA,NA,NA,NA,NA,TRUE,-14.6,13.6,12.1,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA
717025,"2023-08-12",4,"2023-08-12T21:46:07.411Z","2023-08-12T21:46:10.688Z",TRUE,"pitch","6fc24f09-3aff-42ce-a0ee-90f4fcd0f835",5,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,2,NA,NA,3.2,1.55,NA,156.7,180.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"50","atBat","Strikeout","strikeout","Anthony Volpe strikes out swinging.",0,1,3,50,"top",7,"2023-08-12T21:44:49.647Z","2023-08-12T21:46:37.413Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,683011,"Anthony Volpe","/api/v1/people/683011","R","Right",645261,"Sandy Alcantara","/api/v1/people/645261","R","Right","vs_RHP","vs_RHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Miami Marlins","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",91.7,83.7,13,0.9,0.4115,5.9594,30.3032,-26.25,-9.5808,3.3057,-1.0414,2.1498,5.4076,-133.4107,-4.3971,-1.8562,50.0033,5.7251,-17.1673,30,7.2,24,2078,242,NA,NA,NA,NA,NA,NA,FALSE,-27.5,5.2,16.1,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA
717025,"2023-08-12",3,"2023-08-12T21:45:49.922Z","2023-08-12T21:45:53.440Z",TRUE,"pitch","4d3c51bd-0b3d-4d9f-945d-ba7a91b43103",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,2,NA,NA,3.1777,1.558,NA,161.95,207.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"50","atBat","Strikeout","strikeout","Anthony Volpe strikes out swinging.",0,1,3,50,"top",7,"2023-08-12T21:44:49.647Z","2023-08-12T21:46:37.413Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,683011,"Anthony Volpe","/api/v1/people/683011","R","Right",645261,"Sandy Alcantara","/api/v1/people/645261","R","Right","vs_RHP","vs_RHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Miami Marlins","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",92.6,84.3,13,0.86,0.4087,7.1422,31.88,-27.3038,-12.0046,2.6828,-1.1792,1.1425,6.0172,-134.5321,-6.5733,-1.8971,50.0033,5.5792,-21.7874,34.8,8.4,24,2165,239,NA,NA,NA,NA,NA,NA,FALSE,-28.8,3.5,20.3,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA
717025,"2023-08-12",2,"2023-08-12T21:45:29.135Z","2023-08-12T21:45:32.238Z",TRUE,"pitch","d353ffd0-e02a-4b0f-a6ba-08ebe9c6bf74",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,2,2,NA,NA,3.2,1.55,NA,155.43,208.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"50","atBat","Strikeout","strikeout","Anthony Volpe strikes out swinging.",0,1,3,50,"top",7,"2023-08-12T21:44:49.647Z","2023-08-12T21:46:37.413Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,683011,"Anthony Volpe","/api/v1/people/683011","R","Right",645261,"Sandy Alcantara","/api/v1/people/645261","R","Right","vs_RHP","vs_RHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Miami Marlins","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",92.1,84,13,0.89,0.4107,6.0531,31.4486,-30.6323,-11.2823,0.8571,-1.0081,1.1053,6.138,-133.8589,-5.9219,-1.8765,50.004,5.5658,-20.2814,31.2,8.4,24,1944,244,NA,NA,NA,NA,NA,NA,FALSE,-32.2,0.4,19,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA
717025,"2023-08-12",1,"2023-08-12T21:45:10.786Z","2023-08-12T21:45:14.343Z",TRUE,"pitch","6602c77f-5ea4-427a-8d1e-4caf8a5dd34c",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,1,2,NA,NA,3.2,1.55,NA,137.24,212.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"50","atBat","Strikeout","strikeout","Anthony Volpe strikes out swinging.",0,1,3,50,"top",7,"2023-08-12T21:44:49.647Z","2023-08-12T21:46:37.413Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,683011,"Anthony Volpe","/api/v1/people/683011","R","Right",645261,"Sandy Alcantara","/api/v1/people/645261","R","Right","vs_RHP","vs_RHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Miami Marlins","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",92.1,84.1,13,0.89,0.4106,6.9841,31.0846,-31.4117,-11.1441,0.4237,-0.5311,0.9685,7.0654,-133.8271,-6.2824,-1.7687,50.0033,5.62,-20.0493,30,8.4,24,1966,243,NA,NA,NA,NA,NA,NA,FALSE,-33,-0.5,18.5,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA
717025,"2023-08-12",0,"2023-08-12T21:44:51.390Z","2023-08-12T21:44:55.479Z",TRUE,"pitch","c6d88faa-7167-401f-9e1f-83736f4247fb",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.2182,1.5787,NA,93.08,206.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"50","atBat","Strikeout","strikeout","Anthony Volpe strikes out swinging.",0,1,3,50,"top",7,"2023-08-12T21:44:49.647Z","2023-08-12T21:46:37.413Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,683011,"Anthony Volpe","/api/v1/people/683011","R","Right",645261,"Sandy Alcantara","/api/v1/people/645261","R","Right","vs_RHP","vs_RHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Miami Marlins","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",98.3,89.3,14,0.9,0.3856,6.7821,35.0087,-21.6841,-12.8977,5.1397,0.6276,1.1996,11.0681,-142.4625,-8.3469,-1.6466,50.0025,5.556,-26.3136,45.6,7.2,24,2387,231,NA,NA,NA,NA,NA,NA,FALSE,-21.1,7.6,20.9,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA
717025,"2023-08-12",5,"2023-08-12T21:44:12.488Z","2023-08-12T21:44:19.940Z",TRUE,"pitch","d04ec363-2233-40f5-ac64-e6275f37e6b6",4,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,1,1,NA,NA,3.03,1.44,NA,106.28,180.47,"ground_ball","medium","6",108.62,160.05,NA,NA,NA,NA,NA,NA,NA,NA,"49","atBat","Groundout","field_out","Harrison Bader grounds out, shortstop Joey Wendle to first baseman Yuli Gurriel. Isiah Kiner-Falefa to 2nd.",0,1,3,49,"top",7,"2023-08-12T21:42:55.186Z","2023-08-12T21:44:19.940Z",TRUE,FALSE,FALSE,TRUE,0,2,1,2,664056,"Harrison Bader","/api/v1/people/664056","R","Right",645261,"Sandy Alcantara","/api/v1/people/645261","R","Right","vs_RHP","vs_RHB","RISP",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Miami Marlins",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",97,88.5,6,0.92,0.3891,6.1834,32.9981,-24.5631,-10.5622,3.7963,0.2813,2.1596,9.3043,-140.9363,-5.3476,-1.6957,50.0052,5.6751,-21.1827,36,6,24,2436,229,81,-44,4,NA,NA,NA,TRUE,-23.4,5.9,17.2,NA,NA,NA,TRUE,TRUE,NA,NA,NA,643396,"Isiah Kiner-Falefa","/api/v1/people/643396"
