"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","isSubstitution","replacedPlayer.id","replacedPlayer.link","isBaseRunningPlay","details.disengagementNum","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link"
717575,"2023-06-29",1,"2023-06-29T03:15:13.723Z","2023-06-29T03:15:18.206Z",TRUE,"pitch","2421e1ca-09f8-4368-97f4-7ed23dcb712e",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,1,2,NA,NA,3.2,1.49,NA,144.69,171.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"54","atBat","Groundout","field_out","Vidal Brujan grounds out, second baseman Ketel Marte to first baseman Christian Walker.",0,0,2,54,"top",8,"2023-06-29T03:14:51.915Z","2023-06-29T03:15:55.427Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,660644,"Vidal Bruján","/api/v1/people/660644","L","Left",612434,"Miguel Castro","/api/v1/people/612434","R","Right","vs_RHP","vs_LHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Arizona Diamondbacks","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",99,90.8,4,0.9,0.3799,7.289,32.104,-26.7311,-10.6795,2.5833,-0.7264,2.4849,8.124,-143.9494,-2.5423,-2.1917,50.0043,5.0272,-22.5084,37.2,6,24,2253,241,NA,NA,NA,NA,NA,NA,FALSE,-23.5,4.3,17.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,682998,"Corbin Carroll","/api/v1/people/682998",NA,NA,NA,NA,NA,NA
717575,"2023-06-29",0,"2023-06-29T03:15:00.095Z","2023-06-29T03:15:09.303Z",TRUE,"pitch","66040a90-5015-49f4-98c9-679d977efb55",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.3034,1.5343,NA,180.19,169.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"54","atBat","Groundout","field_out","Vidal Brujan grounds out, second baseman Ketel Marte to first baseman Christian Walker.",0,0,2,54,"top",8,"2023-06-29T03:14:51.915Z","2023-06-29T03:15:55.427Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,660644,"Vidal Bruján","/api/v1/people/660644","L","Left",612434,"Miguel Castro","/api/v1/people/612434","R","Right","vs_RHP","vs_LHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Arizona Diamondbacks","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",97.2,89,11,0.9,0.3871,7.201,32.4891,-29.0223,-10.8413,1.5514,-1.6579,2.5792,5.4328,-141.5437,-1.585,-2.1944,50.0002,5.0059,-21.9808,34.8,7.2,24,2118,245,NA,NA,NA,NA,NA,NA,FALSE,-26.3,2.6,18.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,682998,"Corbin Carroll","/api/v1/people/682998",NA,NA,NA,NA,NA,NA
717575,"2023-06-29",2,"2023-06-29T03:14:27.369Z","2023-06-29T03:14:37.233Z",TRUE,"pitch","ae714175-a90f-40a3-a783-ac7e62bd7aa2",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,1,1,NA,NA,3.23,1.47,NA,140.41,183.55,"fly_ball","medium","8",130.93,76.08,NA,NA,NA,NA,NA,NA,NA,NA,"53","atBat","Flyout","field_out","Francisco Mejia flies out to center fielder Alek Thomas.",0,0,2,53,"top",8,"2023-06-29T03:14:10.770Z","2023-06-29T03:14:37.233Z",TRUE,FALSE,FALSE,TRUE,0,0,1,2,642336,"Francisco Mejía","/api/v1/people/642336","L","Left",612434,"Miguel Castro","/api/v1/people/612434","R","Right","vs_RHP","vs_LHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Arizona Diamondbacks",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",82.8,76.8,4,0.9,0.4525,7.0163,21.4063,-29.0516,5.3837,2.0976,-0.6141,2.0455,2.9337,-120.6289,-0.8943,-2.5417,50.0022,4.9611,8.007,15.6,8.4,24,2829,70,86.4,40,308,NA,NA,NA,TRUE,-35.6,3.8,-10.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,682998,"Corbin Carroll","/api/v1/people/682998",NA,NA,NA,NA,NA,NA
717575,"2023-06-29",1,"2023-06-29T03:14:13.155Z","2023-06-29T03:14:17.147Z",TRUE,"pitch","a65c5d67-3c32-4e45-b193-85b7138e599a",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.3701,1.5012,NA,118.61,182.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53","atBat","Flyout","field_out","Francisco Mejia flies out to center fielder Alek Thomas.",0,0,2,53,"top",8,"2023-06-29T03:14:10.770Z","2023-06-29T03:14:37.233Z",TRUE,FALSE,FALSE,TRUE,0,0,1,2,642336,"Francisco Mejía","/api/v1/people/642336","L","Left",612434,"Miguel Castro","/api/v1/people/612434","R","Right","vs_RHP","vs_LHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Arizona Diamondbacks",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",98.7,90.4,5,0.9,0.3817,7.1865,32.3391,-24.0128,-10.7278,3.9119,-0.0423,2.1017,9.9935,-143.3688,-3.6387,-2.1749,50.0063,4.8816,-22.3957,39.6,6,24,2055,254,NA,NA,NA,NA,NA,NA,FALSE,-21.6,6.5,17.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,682998,"Corbin Carroll","/api/v1/people/682998",NA,NA,NA,NA,NA,NA
717575,"2023-06-29",0,"2023-06-29T03:14:00.433Z","2023-06-29T03:14:13.155Z",FALSE,"action",NA,NA,"Offensive Substitution: Pinch-hitter Francisco Mejia replaces Christian Bethancourt.","Offensive Substitution",0,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,1,642336,"/api/v1/people/642336",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"offensive_substitution",NA,"11","Pinch Hitter","Hitter","PH","801","53","atBat","Flyout","field_out","Francisco Mejia flies out to center fielder Alek Thomas.",0,0,2,53,"top",8,"2023-06-29T03:14:10.770Z","2023-06-29T03:14:37.233Z",TRUE,FALSE,FALSE,TRUE,0,0,1,2,642336,"Francisco Mejía","/api/v1/people/642336","L","Left",612434,"Miguel Castro","/api/v1/people/612434","R","Right","vs_RHP","vs_LHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Arizona Diamondbacks",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,TRUE,542194,"/api/v1/people/542194",NA,NA,NA,NA,NA,NA,TRUE,TRUE,682998,"Corbin Carroll","/api/v1/people/682998",NA,NA,NA,NA,NA,NA
717575,"2023-06-29",4,"2023-06-29T03:13:26.202Z","2023-06-29T03:13:33.606Z",TRUE,"pitch","f6029c37-fcfb-4d77-98d2-b4daaf065cf8",4,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,1,0,NA,NA,3.44,1.66,NA,120.38,166.04,"ground_ball","medium","6",116.53,142.46,NA,NA,NA,NA,NA,NA,NA,NA,"52","atBat","Groundout","field_out","Jose Siri grounds out, shortstop Nick Ahmed to first baseman Christian Walker.",0,0,2,52,"top",8,"2023-06-29T03:12:37.470Z","2023-06-29T03:13:33.606Z",TRUE,FALSE,FALSE,TRUE,0,2,1,1,642350,"Jose Siri","/api/v1/people/642350","R","Right",612434,"Miguel Castro","/api/v1/people/612434","R","Right","vs_RHP","vs_RHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Arizona Diamondbacks",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",98.7,90.3,5,0.9,0.3816,7.188,32.8159,-27.7474,-11.0148,2.1189,-0.0887,2.6942,9.3305,-143.487,-1.2909,-1.9496,50.0024,4.8769,-22.996,37.2,7.2,24,2146,251,91.8,-17,10,NA,NA,NA,TRUE,-24.4,3.7,18.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,682998,"Corbin Carroll","/api/v1/people/682998",NA,NA,NA,NA,NA,NA
717575,"2023-06-29",3,"2023-06-29T03:13:08.741Z","2023-06-29T03:13:15.606Z",TRUE,"pitch","8f53a504-e288-47af-8dbd-6fefafc61923",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,0,NA,NA,3.3701,1.6334,NA,74.74,230.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"52","atBat","Groundout","field_out","Jose Siri grounds out, shortstop Nick Ahmed to first baseman Christian Walker.",0,0,2,52,"top",8,"2023-06-29T03:12:37.470Z","2023-06-29T03:13:33.606Z",TRUE,FALSE,FALSE,TRUE,0,2,1,1,642350,"Jose Siri","/api/v1/people/642350","R","Right",612434,"Miguel Castro","/api/v1/people/612434","R","Right","vs_RHP","vs_RHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Arizona Diamondbacks",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",84.2,78.5,14,0.9,0.4454,7.4163,22.0897,-28.4568,6.0306,2.4221,1.1086,0.3036,5.8928,-122.5462,-4.9665,-2.1025,50.0029,4.7606,9.2581,19.2,8.4,24,2939,66,NA,NA,NA,NA,NA,NA,FALSE,-34.7,3.6,-12.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,682998,"Corbin Carroll","/api/v1/people/682998",NA,NA,NA,NA,NA,NA
717575,"2023-06-29",2,"2023-06-29T03:12:53.846Z","2023-06-29T03:12:57.948Z",TRUE,"pitch","50f5c3ec-04d0-4b64-b648-f2f978e4cec2",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,0,NA,NA,3.4386,1.6665,NA,55.44,182.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"52","atBat","Groundout","field_out","Jose Siri grounds out, shortstop Nick Ahmed to first baseman Christian Walker.",0,0,2,52,"top",8,"2023-06-29T03:12:37.470Z","2023-06-29T03:13:33.606Z",TRUE,FALSE,FALSE,TRUE,0,2,1,1,642350,"Jose Siri","/api/v1/people/642350","R","Right",612434,"Miguel Castro","/api/v1/people/612434","R","Right","vs_RHP","vs_RHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Arizona Diamondbacks",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",85.1,78.6,14,0.9,0.4419,6.9855,23.9144,-31.0007,3.9544,0.7574,1.6151,2.0869,7.7781,-123.7826,-0.6662,-2.0776,50.0049,4.9473,6.1586,13.2,8.4,24,2894,63,NA,NA,NA,NA,NA,NA,FALSE,-36.2,1.4,-8.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,682998,"Corbin Carroll","/api/v1/people/682998",NA,NA,NA,NA,NA,NA
717575,"2023-06-29",1,"2023-06-29T03:12:39.782Z","2023-06-29T03:12:44.952Z",TRUE,"pitch","34bc3956-5606-4786-9059-7f35348b42b3",1,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,1,0,NA,NA,3.44,1.66,NA,47.75,201.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"52","atBat","Groundout","field_out","Jose Siri grounds out, shortstop Nick Ahmed to first baseman Christian Walker.",0,0,2,52,"top",8,"2023-06-29T03:12:37.470Z","2023-06-29T03:13:33.606Z",TRUE,FALSE,FALSE,TRUE,0,2,1,1,642350,"Jose Siri","/api/v1/people/642350","R","Right",612434,"Miguel Castro","/api/v1/people/612434","R","Right","vs_RHP","vs_RHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Arizona Diamondbacks",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",85.5,79.1,14,0.9,0.44,7.4459,23.7494,-30.646,3.8488,0.9687,1.8169,1.3727,8.654,-124.2588,-2.2641,-2.2039,50.0011,4.8297,6.0445,13.2,8.4,24,2693,68,NA,NA,NA,NA,NA,NA,FALSE,-35.9,1.4,-8.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,682998,"Corbin Carroll","/api/v1/people/682998",NA,NA,NA,NA,NA,NA
717575,"2023-06-29",0,"2023-06-29T03:11:18.460Z","2023-06-29T03:12:39.782Z",FALSE,"action",NA,NA,"Pitching Change: Miguel Castro replaces Zach Davies.","Pitching Substitution",0,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,612434,"/api/v1/people/612434",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pitching_substitution",NA,"1","Pitcher","Pitcher","P",NA,"52","atBat","Groundout","field_out","Jose Siri grounds out, shortstop Nick Ahmed to first baseman Christian Walker.",0,0,2,52,"top",8,"2023-06-29T03:12:37.470Z","2023-06-29T03:13:33.606Z",TRUE,FALSE,FALSE,TRUE,0,2,1,1,642350,"Jose Siri","/api/v1/people/642350","R","Right",612434,"Miguel Castro","/api/v1/people/612434","R","Right","vs_RHP","vs_RHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Arizona Diamondbacks",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,682998,"Corbin Carroll","/api/v1/people/682998",NA,NA,NA,NA,NA,NA
717575,"2023-06-29",4,"2023-06-29T03:09:57.020Z","2023-06-29T03:10:10.307Z",TRUE,"pitch","65dcd169-fe75-4404-99f7-3fffab9817dc",4,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,2,2,NA,NA,3.34,1.65,NA,145.18,191.36,"line_drive","medium","8",109.28,82.63,NA,NA,NA,NA,NA,NA,NA,NA,"51","atBat","Lineout","field_out","Jake McCarthy lines out to center fielder Jose Siri.",0,0,2,51,"bottom",7,"2023-06-29T03:08:39.710Z","2023-06-29T03:10:10.307Z",TRUE,FALSE,FALSE,TRUE,0,0,2,3,664983,"Jake McCarthy","/api/v1/people/664983","L","Left",621107,"Zach Eflin","/api/v1/people/621107","R","Right","vs_RHP","vs_LHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Arizona Diamondbacks","Tampa Bay Rays",NA,NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",80.6,74.6,7,2,0.4661,6.3703,22.0411,-33.0729,6.6768,-0.6447,-0.7392,1.7564,1.6941,-117.4735,-2.6775,-2.3369,50.0022,5.9824,9.3399,15.6,9.6,24,2498,66,92.8,17,295,NA,NA,NA,TRUE,-43.4,-1.6,-12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,682998,"Corbin Carroll","/api/v1/people/682998",NA,NA,NA,NA,NA,NA
717575,"2023-06-29",3,"2023-06-29T03:09:35.512Z","2023-06-29T03:09:38.726Z",TRUE,"pitch","6e963e6a-698b-4ae0-a740-757a3abe8966",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,2,NA,NA,3.34,1.65,NA,131.06,146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51","atBat","Lineout","field_out","Jake McCarthy lines out to center fielder Jose Siri.",0,0,2,51,"bottom",7,"2023-06-29T03:08:39.710Z","2023-06-29T03:10:10.307Z",TRUE,FALSE,FALSE,TRUE,0,0,2,3,664983,"Jake McCarthy","/api/v1/people/664983","L","Left",621107,"Zach Eflin","/api/v1/people/621107","R","Right","vs_RHP","vs_LHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Arizona Diamondbacks","Tampa Bay Rays",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",92.6,85.5,1,2,0.4048,7.0682,26.8361,-25.2532,-7.6858,3.7239,-0.3688,3.4365,6.7594,-134.8506,-1.8556,-1.8983,50.0019,5.899,-14.2826,26.4,6,24,2031,227,NA,NA,NA,NA,NA,NA,FALSE,-25.1,6.6,12.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,682998,"Corbin Carroll","/api/v1/people/682998",NA,NA,NA,NA,NA,NA
717575,"2023-06-29",1,"2023-06-29T03:09:05.837Z","2023-06-29T03:09:11.391Z",TRUE,"pitch","d2a4e64d-33f5-4676-bc10-6434f3e9f45f",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,2,NA,NA,3.34,1.65,NA,127.99,212.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51","atBat","Lineout","field_out","Jake McCarthy lines out to center fielder Jose Siri.",0,0,2,51,"bottom",7,"2023-06-29T03:08:39.710Z","2023-06-29T03:10:10.307Z",TRUE,FALSE,FALSE,TRUE,0,0,2,3,664983,"Jake McCarthy","/api/v1/people/664983","L","Left",621107,"Zach Eflin","/api/v1/people/621107","R","Right","vs_RHP","vs_LHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Arizona Diamondbacks","Tampa Bay Rays",NA,NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",79.9,74.5,13,2,0.4696,6.2937,20.6658,-37.6712,4.5434,-3.986,-0.2883,0.9874,3.3093,-116.3728,-3.2195,-2.3162,50.0022,5.9369,6.2667,9.6,10.8,24,2450,58,NA,NA,NA,NA,NA,NA,FALSE,-50.3,-7.7,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,682998,"Corbin Carroll","/api/v1/people/682998",NA,NA,NA,NA,NA,NA
717575,"2023-06-29",0,"2023-06-29T03:08:46.407Z","2023-06-29T03:08:52.046Z",TRUE,"pitch","2b459e6f-f9bc-4f85-9843-3dd71f48ae2e",1,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,1,2,NA,NA,3.34,1.65,NA,105.2,201.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51","atBat","Lineout","field_out","Jake McCarthy lines out to center fielder Jose Siri.",0,0,2,51,"bottom",7,"2023-06-29T03:08:39.710Z","2023-06-29T03:10:10.307Z",TRUE,FALSE,FALSE,TRUE,0,0,2,3,664983,"Jake McCarthy","/api/v1/people/664983","L","Left",621107,"Zach Eflin","/api/v1/people/621107","R","Right","vs_RHP","vs_LHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Arizona Diamondbacks","Tampa Bay Rays",NA,NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",79.9,74.5,14,2,0.4692,6.59,20.1447,-33.3868,4.4988,-0.879,0.3095,1.3795,4.1692,-116.3623,-3.2422,-2.0844,50.0022,5.9277,6.2189,10.8,9.6,24,2403,65,NA,NA,NA,NA,NA,NA,FALSE,-44.6,-2,-9.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,682998,"Corbin Carroll","/api/v1/people/682998",NA,NA,NA,NA,NA,NA
717575,"2023-06-29",2,"2023-06-29T03:09:20.365Z","2023-06-29T03:09:35.512Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",0,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,2,2,664983,"/api/v1/people/664983",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"51","atBat","Lineout","field_out","Jake McCarthy lines out to center fielder Jose Siri.",0,0,2,51,"bottom",7,"2023-06-29T03:08:39.710Z","2023-06-29T03:10:10.307Z",TRUE,FALSE,FALSE,TRUE,0,0,2,3,664983,"Jake McCarthy","/api/v1/people/664983","L","Left",621107,"Zach Eflin","/api/v1/people/621107","R","Right","vs_RHP","vs_LHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Arizona Diamondbacks","Tampa Bay Rays",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,682998,"Corbin Carroll","/api/v1/people/682998",NA,NA,NA,NA,NA,NA
717575,"2023-06-29",1,"2023-06-29T03:08:09.836Z","2023-06-29T03:08:17.195Z",TRUE,"pitch","c112f956-2c1f-434a-a2fa-2d79f29fb89c",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,1,1,NA,NA,3.2,1.49,NA,135.05,200.88,"ground_ball","hard","4",141.06,147.03,NA,NA,NA,NA,NA,NA,NA,NA,"50","atBat","Groundout","field_out","Alek Thomas grounds out sharply, second baseman Vidal Brujan to first baseman Yandy Diaz. Nick Ahmed to 3rd.",0,0,2,50,"bottom",7,"2023-06-29T03:07:01.832Z","2023-06-29T03:08:17.195Z",TRUE,FALSE,FALSE,TRUE,0,0,1,2,677950,"Alek Thomas","/api/v1/people/677950","L","Left",621107,"Zach Eflin","/api/v1/people/621107","R","Right","vs_RHP","vs_LHB","RISP",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Arizona Diamondbacks","Tampa Bay Rays","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",93.7,86.5,7,2,0.4012,6.7539,27.744,-25.607,-9.4243,3.4733,-0.4736,1.4038,8.0128,-136.1173,-6.7813,-2.22,50.0035,5.6813,-17.8204,31.2,7.2,24,2211,230,103.8,-19,4,NA,NA,NA,TRUE,-25.9,5.2,15.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,682998,"Corbin Carroll","/api/v1/people/682998",605113,"Nick Ahmed","/api/v1/people/605113",NA,NA,NA
