"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isSubstitution","base","replacedPlayer.id","replacedPlayer.link","details.disengagementNum","isBaseRunningPlay","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
718361,"2023-05-01",4,"2023-05-01T21:58:08.108Z","2023-05-01T21:58:19.890Z",TRUE,"pitch","e0a10125-03b7-40db-a944-bf84cd7027bc",4,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",1,2,0,NA,NA,3.58,1.67,NA,93.98,191.51,"line_drive","hard","9",222.59,105.08,NA,NA,NA,NA,NA,NA,NA,NA,"33","atBat","Double","double","Brett Baty doubles (2) on a sharp line drive to right fielder Kevin Pillar.",0,0,1,33,"bottom",5,"2023-05-01T21:57:26.261Z","2023-05-01T21:58:19.890Z",TRUE,FALSE,FALSE,FALSE,34,1,2,0,683146,"Brett Baty","/api/v1/people/683146","L","Left",450203,"Charlie Morton","/api/v1/people/450203","R","Right","vs_RHP","vs_LHB","RISP",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Atlanta Braves",NA,NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",82.3,75.8,9,0.9,0.4583,6.3915,24.0535,-38.9834,6.311,-4.712,0.6039,1.7509,4.9684,-119.72,-0.1031,-2.3214,50.002,5.2963,9.1206,14.4,10.8,24,3062,66,103.1,18,290,NA,NA,NA,FALSE,-48.8,-8.3,-12.7,NA,NA,NA,NA,NA,NA,FALSE,FALSE,607043,"Brandon Nimmo","/api/v1/people/607043",683146,"Brett Baty","/api/v1/people/683146",NA,NA,NA,NA,NA,NA,NA
718361,"2023-05-01",3,"2023-05-01T21:57:53.356Z","2023-05-01T21:57:56.601Z",TRUE,"pitch","9cafffd6-3818-4e31-b8f7-1e43e5055146",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,2,0,NA,NA,3.58,1.67,NA,143.14,166.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"33","atBat","Double","double","Brett Baty doubles (2) on a sharp line drive to right fielder Kevin Pillar.",0,0,1,33,"bottom",5,"2023-05-01T21:57:26.261Z","2023-05-01T21:58:19.890Z",TRUE,FALSE,FALSE,FALSE,34,1,2,0,683146,"Brett Baty","/api/v1/people/683146","L","Left",450203,"Charlie Morton","/api/v1/people/450203","R","Right","vs_RHP","vs_LHB","RISP",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Atlanta Braves",NA,NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",81.7,75.3,4,0.89,0.46,6.3919,22.8244,-36.2214,5.7167,-2.8242,-0.6858,2.6883,2.3176,-119.0526,1.3056,-2.4143,50.0004,5.4109,8.2049,13.2,10.8,24,2976,61,NA,NA,NA,NA,NA,NA,FALSE,-45.4,-4.6,-10.9,NA,NA,NA,NA,NA,NA,FALSE,FALSE,607043,"Brandon Nimmo","/api/v1/people/607043",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718361,"2023-05-01",2,"2023-05-01T21:57:40.371Z","2023-05-01T21:57:45.417Z",TRUE,"pitch","f8f9b8df-71d0-446d-851e-fd67d239effb",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,0,NA,NA,3.7474,1.6699,NA,150.27,168.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"33","atBat","Double","double","Brett Baty doubles (2) on a sharp line drive to right fielder Kevin Pillar.",0,0,1,33,"bottom",5,"2023-05-01T21:57:26.261Z","2023-05-01T21:58:19.890Z",TRUE,FALSE,FALSE,FALSE,34,1,2,0,683146,"Brett Baty","/api/v1/people/683146","L","Left",450203,"Charlie Morton","/api/v1/people/450203","R","Right","vs_RHP","vs_LHB","RISP",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Atlanta Braves",NA,NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",81,73.8,13,0.9,0.467,6.4456,24.7838,-39.6228,6.5959,-5.3654,-0.8729,2.5922,1.9267,-117.7994,2.0568,-2.5605,50.001,5.4019,9.1614,13.2,12,24,2967,65,NA,NA,NA,NA,NA,NA,FALSE,-50.9,-8.8,-12.5,NA,NA,NA,NA,NA,NA,FALSE,FALSE,607043,"Brandon Nimmo","/api/v1/people/607043",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718361,"2023-05-01",1,"2023-05-01T21:57:28.495Z","2023-05-01T21:57:33.080Z",TRUE,"pitch","35236fbd-569c-450c-aad1-8af6a5c334c4",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,0,NA,NA,3.8049,1.8231,NA,146.79,178.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"33","atBat","Double","double","Brett Baty doubles (2) on a sharp line drive to right fielder Kevin Pillar.",0,0,1,33,"bottom",5,"2023-05-01T21:57:26.261Z","2023-05-01T21:58:19.890Z",TRUE,FALSE,FALSE,FALSE,34,1,2,0,683146,"Brett Baty","/api/v1/people/683146","L","Left",450203,"Charlie Morton","/api/v1/people/450203","R","Right","vs_RHP","vs_LHB","RISP",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Atlanta Braves",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",84.7,77.4,7,0.9,0.4458,6.3547,25.6134,-33.076,-10.4777,-0.5945,-0.7815,2.2491,7.0139,-123.1181,-0.5979,-2.3134,50.0006,5.3069,-16.0008,24,9.6,24,2029,269,NA,NA,NA,NA,NA,NA,FALSE,-39.4,-1,17.2,NA,NA,NA,NA,NA,NA,FALSE,FALSE,607043,"Brandon Nimmo","/api/v1/people/607043",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718361,"2023-05-01",0,"2023-05-01T21:56:46.484Z","2023-05-01T21:57:28.495Z",FALSE,"action",NA,NA,"Braves right fielder Ronald Acuna Jr. left the game due to an injured shoulder.","Injury",0,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,660670,"/api/v1/people/660670",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"injury",NA,NA,NA,NA,NA,NA,"33","atBat","Double","double","Brett Baty doubles (2) on a sharp line drive to right fielder Kevin Pillar.",0,0,1,33,"bottom",5,"2023-05-01T21:57:26.261Z","2023-05-01T21:58:19.890Z",TRUE,FALSE,FALSE,FALSE,34,1,2,0,683146,"Brett Baty","/api/v1/people/683146","L","Left",450203,"Charlie Morton","/api/v1/people/450203","R","Right","vs_RHP","vs_LHB","RISP",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Atlanta Braves",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"shoulder",NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,607043,"Brandon Nimmo","/api/v1/people/607043",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718361,"2023-05-01",4,"2023-05-01T21:55:03.419Z","2023-05-01T21:55:10.579Z",TRUE,"pitch","cb19d7e3-37a4-450e-942f-fd28cae05ae8",5,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,2,2,NA,NA,3.2,1.55,NA,175,203.57,"ground_ball","soft","6",126,204.5,NA,NA,NA,NA,NA,NA,NA,NA,"32","atBat","Forceout","force_out","Ehire Adrianza grounds into a force out, fielded by shortstop Francisco Lindor. Eddie Rosario out at 2nd.",0,0,1,32,"top",5,"2023-05-01T21:53:07.101Z","2023-05-01T21:55:10.579Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,501303,"Ehire Adrianza","/api/v1/people/501303","L","Left",656731,"Tylor Megill","/api/v1/people/656731","R","Right","vs_RHP","vs_LHB","Empty",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves","New York Mets","true",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",89.4,81.6,13,0.79,0.4226,7.4966,29.3545,-29.3157,-9.9378,1.6844,-1.5215,1.3039,4.47,-130.0184,-5.0419,-1.9796,50.0043,5.5151,-16.8755,27.6,8.4,24,1725,229,53.5,-12,6,NA,NA,NA,TRUE,-32.4,2,16.9,NA,NA,NA,NA,NA,NA,TRUE,TRUE,607043,"Brandon Nimmo","/api/v1/people/607043",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718361,"2023-05-01",3,"2023-05-01T21:54:42.788Z","2023-05-01T21:54:47.633Z",TRUE,"pitch","314a23f1-c5e9-4b57-b210-45798c448e9c",4,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",1,2,2,NA,NA,3.2593,1.5499,NA,91.62,204.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"32","atBat","Forceout","force_out","Ehire Adrianza grounds into a force out, fielded by shortstop Francisco Lindor. Eddie Rosario out at 2nd.",0,0,1,32,"top",5,"2023-05-01T21:53:07.101Z","2023-05-01T21:55:10.579Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,501303,"Ehire Adrianza","/api/v1/people/501303","L","Left",656731,"Tylor Megill","/api/v1/people/656731","R","Right","vs_RHP","vs_LHB","Empty",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves","New York Mets","false",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",78,71.6,14,0.6,0.4851,7.3684,23.6146,-41.2371,6.0138,-7.0465,0.666,1.2554,4.1683,-113.539,-0.7005,-1.9844,50.0029,5.724,7.7355,12,13.2,24,2410,40,NA,NA,NA,NA,NA,NA,FALSE,-58,-12.6,-12,NA,NA,NA,NA,NA,NA,TRUE,TRUE,607043,"Brandon Nimmo","/api/v1/people/607043",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718361,"2023-05-01",2,"2023-05-01T21:54:16.691Z","2023-05-01T21:54:20.622Z",TRUE,"pitch","f00fa5e5-cf2e-4e38-8b64-c4e400328c97",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,2,NA,NA,3.2,1.55,NA,117.02,153.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"32","atBat","Forceout","force_out","Ehire Adrianza grounds into a force out, fielded by shortstop Francisco Lindor. Eddie Rosario out at 2nd.",0,0,1,32,"top",5,"2023-05-01T21:53:07.101Z","2023-05-01T21:55:10.579Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,501303,"Ehire Adrianza","/api/v1/people/501303","L","Left",656731,"Tylor Megill","/api/v1/people/656731","R","Right","vs_RHP","vs_LHB","Empty",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves","New York Mets","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.5,88.6,2,0.96,0.3892,7.4979,30.279,-16.0408,-5.9205,8.0359,-6e-04,3.1428,7.4468,-140.4434,-4.3146,-1.9109,50.0063,5.7347,-11.8911,31.2,3.6,24,2291,211,NA,NA,NA,NA,NA,NA,FALSE,-15.4,13.9,9.2,NA,NA,NA,NA,NA,NA,TRUE,TRUE,607043,"Brandon Nimmo","/api/v1/people/607043",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718361,"2023-05-01",1,"2023-05-01T21:53:51.953Z","2023-05-01T21:53:57.269Z",TRUE,"pitch","d5d22385-f202-4a91-8c0b-684a2f16aecf",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,2,2,NA,NA,3.2306,1.5499,NA,94.66,189.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"32","atBat","Forceout","force_out","Ehire Adrianza grounds into a force out, fielded by shortstop Francisco Lindor. Eddie Rosario out at 2nd.",0,0,1,32,"top",5,"2023-05-01T21:53:07.101Z","2023-05-01T21:55:10.579Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,501303,"Ehire Adrianza","/api/v1/people/501303","L","Left",656731,"Tylor Megill","/api/v1/people/656731","R","Right","vs_RHP","vs_LHB","Empty",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves","New York Mets","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.8,87,9,0.93,0.3972,7.537,29.8751,-15.9077,-5.0964,8.4422,0.5861,1.8134,8.0072,-137.7527,-7.6232,-1.6928,50.001,5.6867,-9.8183,25.2,3.6,24,2271,213,NA,NA,NA,NA,NA,NA,FALSE,-16.6,13.9,7.6,NA,NA,NA,NA,NA,NA,TRUE,TRUE,607043,"Brandon Nimmo","/api/v1/people/607043",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718361,"2023-05-01",0,"2023-05-01T21:53:30.933Z","2023-05-01T21:53:36.174Z",TRUE,"pitch","3767c20d-a41d-4344-ab29-a0fbfa084ed2",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.1732,1.5499,NA,146.52,177.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"32","atBat","Forceout","force_out","Ehire Adrianza grounds into a force out, fielded by shortstop Francisco Lindor. Eddie Rosario out at 2nd.",0,0,1,32,"top",5,"2023-05-01T21:53:07.101Z","2023-05-01T21:55:10.579Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,501303,"Ehire Adrianza","/api/v1/people/501303","L","Left",656731,"Tylor Megill","/api/v1/people/656731","R","Right","vs_RHP","vs_LHB","Empty",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves","New York Mets","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.6,87.4,4,0.96,0.3941,7.4343,31.1177,-14.3044,-5.5529,9.138,-0.7745,2.2861,5.3627,-138.9687,-6.8917,-2.0077,50.0068,5.7484,-10.8644,31.2,3.6,24,2354,211,NA,NA,NA,NA,NA,NA,FALSE,-14.6,15.2,9,NA,NA,NA,NA,NA,NA,TRUE,TRUE,607043,"Brandon Nimmo","/api/v1/people/607043",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718361,"2023-05-01",3,"2023-05-01T21:52:59.517Z","2023-05-01T21:53:02.786Z",TRUE,"pitch","2e47f9b9-ebe4-4835-b0f7-278763627418",4,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,3,1,NA,NA,3.62,1.77,NA,112,165.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"31","atBat","Strikeout","strikeout","Sam Hilliard strikes out swinging.",0,0,1,31,"top",5,"2023-05-01T21:51:23.174Z","2023-05-01T21:53:02.786Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,656541,"Sam Hilliard","/api/v1/people/656541","L","Left",656731,"Tylor Megill","/api/v1/people/656731","R","Right","vs_RHP","vs_LHB","RISP",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves","New York Mets","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.7,87.9,5,0.97,0.3905,7.497,33.4608,-11.9581,-5.8512,10.1614,0.1311,2.7209,7.4345,-140.5381,-6.1942,-1.7951,50.0019,5.7387,-11.6405,36,3.6,24,2332,218,NA,NA,NA,NA,NA,NA,TRUE,-12.2,17.2,9,NA,NA,NA,NA,NA,NA,TRUE,TRUE,592696,"Eddie Rosario","/api/v1/people/592696",669221,"Sean Murphy","/api/v1/people/669221",NA,NA,NA,NA,NA,NA,NA
718361,"2023-05-01",2,"2023-05-01T21:52:37.423Z","2023-05-01T21:52:43.913Z",TRUE,"pitch","14183003-ba16-4af7-a569-7212caafa8fa",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,2,1,NA,NA,3.62,1.77,NA,170.53,184.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"31","atBat","Strikeout","strikeout","Sam Hilliard strikes out swinging.",0,0,1,31,"top",5,"2023-05-01T21:51:23.174Z","2023-05-01T21:53:02.786Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,656541,"Sam Hilliard","/api/v1/people/656541","L","Left",656731,"Tylor Megill","/api/v1/people/656731","R","Right","vs_RHP","vs_LHB","RISP",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves","New York Mets","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",88,80.3,13,0.8,0.4287,7.2934,27.9821,-23.5129,-9.4418,5.247,-1.4043,2.0221,4.5066,-128.0619,-4.3484,-1.9661,50.0032,5.5954,-15.585,31.2,7.2,24,1599,237,NA,NA,NA,NA,NA,NA,FALSE,-26.8,8.6,16,NA,NA,NA,NA,NA,NA,TRUE,TRUE,592696,"Eddie Rosario","/api/v1/people/592696",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718361,"2023-05-01",1,"2023-05-01T21:52:10.692Z","2023-05-01T21:52:14.082Z",TRUE,"pitch","b945c106-ad41-415a-945c-98ba806f8887",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,1,1,NA,NA,3.62,1.77,NA,138.26,180.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"31","atBat","Strikeout","strikeout","Sam Hilliard strikes out swinging.",0,0,1,31,"top",5,"2023-05-01T21:51:23.174Z","2023-05-01T21:53:02.786Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,656541,"Sam Hilliard","/api/v1/people/656541","L","Left",656731,"Tylor Megill","/api/v1/people/656731","R","Right","vs_RHP","vs_LHB","RISP",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves","New York Mets","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.5,87.3,7,0.96,0.3946,7.5131,31.4162,-14.3752,-5.4024,9.1252,-0.5577,2.1511,5.483,-138.8594,-7.0119,-1.857,50.004,5.6675,-10.5392,30,3.6,24,2232,214,NA,NA,NA,NA,NA,NA,FALSE,-14.9,15.2,8.6,NA,NA,NA,NA,NA,NA,TRUE,TRUE,592696,"Eddie Rosario","/api/v1/people/592696",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718361,"2023-05-01",0,"2023-05-01T21:51:50.863Z","2023-05-01T21:51:55.490Z",TRUE,"pitch","c2d41cac-1f61-449e-af55-4d5ae1f2e80e",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.7761,1.8804,NA,157.18,211.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"31","atBat","Strikeout","strikeout","Sam Hilliard strikes out swinging.",0,0,1,31,"top",5,"2023-05-01T21:51:23.174Z","2023-05-01T21:53:02.786Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,656541,"Sam Hilliard","/api/v1/people/656541","L","Left",656731,"Tylor Megill","/api/v1/people/656731","R","Right","vs_RHP","vs_LHB","RISP",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves","New York Mets","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",89.1,81.9,13,0.73,0.4227,7.4314,27.2255,-25.7838,-7.7895,3.7601,-1.0541,1.0001,5.376,-129.5931,-6.5519,-2.144,50.0047,5.5323,-13.2432,24,7.2,24,1450,223,NA,NA,NA,NA,NA,NA,FALSE,-28.9,5.5,13,NA,NA,NA,NA,NA,NA,TRUE,TRUE,592696,"Eddie Rosario","/api/v1/people/592696",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718361,"2023-05-01",6,"2023-05-01T21:51:10.448Z","2023-05-01T21:51:22.446Z",TRUE,"pitch","ba49bc15-9558-4046-b6e3-5e68b5eda921",6,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,2,0,NA,NA,3.16,1.59,NA,138.49,173.66,"fly_ball","medium","7",50.42,117.37,NA,NA,NA,NA,NA,NA,NA,NA,"30","atBat","Flyout","field_out","Ozzie Albies flies out to left fielder Mark Canha.",0,0,1,30,"top",5,"2023-05-01T21:48:48.483Z","2023-05-01T21:51:22.446Z",TRUE,FALSE,FALSE,TRUE,0,2,2,1,645277,"Ozzie Albies","/api/v1/people/645277","L","Left",656731,"Tylor Megill","/api/v1/people/656731","R","Right","vs_RHP","vs_LHB","RISP",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves","New York Mets",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.8,88,4,0.94,0.3923,7.586,30.1191,-17.8699,-5.7159,7.2346,-0.5639,2.4118,6.358,-139.4131,-5.619,-2.1268,50.0004,5.6252,-11.2973,27.6,4.8,24,2057,213,83.9,36,276,NA,NA,NA,TRUE,-17.5,12.1,9.1,NA,NA,NA,NA,NA,NA,TRUE,TRUE,592696,"Eddie Rosario","/api/v1/people/592696",669221,"Sean Murphy","/api/v1/people/669221",NA,NA,NA,NA,NA,NA,NA
718361,"2023-05-01",5,"2023-05-01T21:50:36.790Z","2023-05-01T21:50:41.059Z",TRUE,"pitch","c137f617-d51d-43e1-84e6-d0c7631f1b1a",5,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",2,2,0,NA,NA,3.288,1.5899,NA,151.01,223.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30","atBat","Flyout","field_out","Ozzie Albies flies out to left fielder Mark Canha.",0,0,1,30,"top",5,"2023-05-01T21:48:48.483Z","2023-05-01T21:51:22.446Z",TRUE,FALSE,FALSE,TRUE,0,2,2,1,645277,"Ozzie Albies","/api/v1/people/645277","L","Left",656731,"Tylor Megill","/api/v1/people/656731","R","Right","vs_RHP","vs_LHB","RISP",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves","New York Mets",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",89,82.1,13,0.83,0.4229,7.4791,25.9484,-25.4637,-9.9754,3.9434,-0.8921,0.5654,6.228,-129.324,-7.3568,-2.0306,50.0013,5.3887,-16.9638,30,7.2,24,1679,233,NA,NA,NA,NA,NA,NA,FALSE,-28.8,5.8,16.8,NA,NA,NA,NA,NA,NA,TRUE,TRUE,592696,"Eddie Rosario","/api/v1/people/592696",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
