"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","details.disengagementNum","isBaseRunningPlay","isSubstitution","replacedPlayer.id","replacedPlayer.link","base","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
717433,"2023-07-09",5,"2023-07-09T19:13:19.103Z","2023-07-09T19:13:23.461Z",TRUE,"pitch","67b2bcf6-8e70-426b-bb91-e64c9e585fce",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,2,NA,NA,3.0248,1.4601,NA,98.13,221.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47","atBat","Groundout","field_out","Gleyber Torres grounds out, second baseman Christopher Morel to first baseman Jared Young.",0,1,4,47,"bottom",6,"2023-07-09T19:12:27.720Z","2023-07-09T19:13:47.149Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,650402,"Gleyber Torres","/api/v1/people/650402","R","Right",657240,"Julian Merryweather","/api/v1/people/657240","R","Right","vs_RHP","vs_RHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees","Chicago Cubs",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",88.3,82,14,0.89,0.4255,6.275,25.5589,-34.8046,1.3371,-1.5677,0.4951,0.6289,4.7693,-128.5104,-6.6004,-1.5552,50.0016,5.9198,2.2454,4.8,8.4,24,2495,34,NA,NA,NA,NA,NA,NA,FALSE,-39,-4.1,-3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717433,"2023-07-09",4,"2023-07-09T19:13:02.977Z","2023-07-09T19:13:06.242Z",TRUE,"pitch","331918d2-fae8-441c-ae3c-bd4ce2537053",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,2,2,NA,NA,3.13,1.46,NA,112.03,200.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47","atBat","Groundout","field_out","Gleyber Torres grounds out, second baseman Christopher Morel to first baseman Jared Young.",0,1,4,47,"bottom",6,"2023-07-09T19:12:27.720Z","2023-07-09T19:13:47.149Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,650402,"Gleyber Torres","/api/v1/people/650402","R","Right",657240,"Julian Merryweather","/api/v1/people/657240","R","Right","vs_RHP","vs_RHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees","Chicago Cubs",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",88.5,81.5,8,0.89,0.4257,6.1131,27.4662,-33.7864,1.467,-0.9604,0.1303,1.4358,3.9491,-128.816,-5.0269,-1.615,50.0036,6.033,2.4584,4.8,8.4,24,2486,36,NA,NA,NA,NA,NA,NA,FALSE,-37.7,-2.6,-3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717433,"2023-07-09",3,"2023-07-09T19:12:44.294Z","2023-07-09T19:12:49.180Z",TRUE,"pitch","d8025f50-f68b-48a6-808a-dcd57d0d496f",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,2,NA,NA,2.9984,1.4601,NA,116.68,208.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47","atBat","Groundout","field_out","Gleyber Torres grounds out, second baseman Christopher Morel to first baseman Jared Young.",0,1,4,47,"bottom",6,"2023-07-09T19:12:27.720Z","2023-07-09T19:13:47.149Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,650402,"Gleyber Torres","/api/v1/people/650402","R","Right",657240,"Julian Merryweather","/api/v1/people/657240","R","Right","vs_RHP","vs_RHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees","Chicago Cubs",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",89.9,83,14,0.91,0.4187,6.1235,27.5424,-33.8818,-0.2587,-0.983,0.0085,1.1081,4.3088,-130.8064,-6.0395,-1.6265,50.0059,5.9869,-0.4493,0,8.4,24,2400,32,NA,NA,NA,NA,NA,NA,FALSE,-36.7,-2.9,-0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717433,"2023-07-09",2,"2023-07-09T19:12:29.958Z","2023-07-09T19:12:34.063Z",TRUE,"pitch","08e85f2f-3d6e-42ec-b932-8e06233a08ae",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.1039,1.4601,NA,97.66,173.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47","atBat","Groundout","field_out","Gleyber Torres grounds out, second baseman Christopher Morel to first baseman Jared Young.",0,1,4,47,"bottom",6,"2023-07-09T19:12:27.720Z","2023-07-09T19:13:47.149Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,650402,"Gleyber Torres","/api/v1/people/650402","R","Right",657240,"Julian Merryweather","/api/v1/people/657240","R","Right","vs_RHP","vs_RHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees","Chicago Cubs",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",88.3,82.5,6,0.91,0.4232,6.0812,22.958,-35.9975,0.8165,-2.2444,0.5073,2.4325,4.8635,-128.6988,-2.4338,-1.5015,50.0048,6.1384,1.389,3.6,8.4,24,2458,53,NA,NA,NA,NA,NA,NA,FALSE,-38.9,-4.3,-2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717433,"2023-07-09",0,"2023-07-09T19:09:49.382Z","2023-07-09T19:11:03.877Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",1,4,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"47","atBat","Groundout","field_out","Gleyber Torres grounds out, second baseman Christopher Morel to first baseman Jared Young.",0,1,4,47,"bottom",6,"2023-07-09T19:12:27.720Z","2023-07-09T19:13:47.149Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,650402,"Gleyber Torres","/api/v1/people/650402","R","Right",657240,"Julian Merryweather","/api/v1/people/657240","R","Right","vs_RHP","vs_RHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees","Chicago Cubs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717433,"2023-07-09",1,"2023-07-09T19:11:03.877Z","2023-07-09T19:12:29.958Z",FALSE,"action",NA,NA,"Pitching Change: Julian Merryweather replaces Kyle Hendricks.","Pitching Substitution",1,4,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,657240,"/api/v1/people/657240",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pitching_substitution",NA,"1","Pitcher","Pitcher","P",NA,"47","atBat","Groundout","field_out","Gleyber Torres grounds out, second baseman Christopher Morel to first baseman Jared Young.",0,1,4,47,"bottom",6,"2023-07-09T19:12:27.720Z","2023-07-09T19:13:47.149Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,650402,"Gleyber Torres","/api/v1/people/650402","R","Right",657240,"Julian Merryweather","/api/v1/people/657240","R","Right","vs_RHP","vs_RHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees","Chicago Cubs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717433,"2023-07-09",3,"2023-07-09T19:09:16.196Z","2023-07-09T19:09:38.725Z",TRUE,"pitch","8d02aee5-e0e0-43fc-aaeb-c6f356bfa977",3,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",0,2,2,NA,NA,3.51,1.65,NA,92.89,185.33,"fly_ball","medium","89",197.51,75.16,NA,NA,NA,NA,NA,NA,NA,NA,"46","atBat","Home Run","home_run","Kyle Higashioka homers (5) on a fly ball to right center field.",1,1,4,46,"bottom",6,"2023-07-09T19:07:46.613Z","2023-07-09T19:09:38.725Z",TRUE,TRUE,FALSE,FALSE,75,0,2,2,543309,"Kyle Higashioka","/api/v1/people/543309","R","Right",543294,"Kyle Hendricks","/api/v1/people/543294","R","Right","vs_RHP","vs_RHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees","Chicago Cubs",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",80.4,74.3,9,0.91,0.4679,5.5766,20.608,-24.3761,-6.6797,5.6097,0.6326,1.9796,8.6574,-116.7718,-4.2002,-2.2437,50.0045,6.0773,-9.2885,18,7.2,24,2134,221,94.8,31,354,NA,NA,NA,FALSE,-32.9,9.5,10.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717433,"2023-07-09",1,"2023-07-09T19:08:49.975Z","2023-07-09T19:08:54.662Z",TRUE,"pitch","6093e9b1-fc13-4a96-b3be-0594ed1d29a4",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,2,2,NA,NA,3.511,1.5978,NA,84.44,178.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"46","atBat","Home Run","home_run","Kyle Higashioka homers (5) on a fly ball to right center field.",1,1,4,46,"bottom",6,"2023-07-09T19:07:46.613Z","2023-07-09T19:09:38.725Z",TRUE,TRUE,FALSE,FALSE,75,0,2,2,543309,"Kyle Higashioka","/api/v1/people/543309","R","Right",543294,"Kyle Hendricks","/api/v1/people/543294","R","Right","vs_RHP","vs_RHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees","Chicago Cubs",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",79,73.4,14,0.89,0.475,5.5269,19.1415,-24.7391,0.4256,5.507,0.8541,2.2407,7.4777,-114.849,-3.2247,-2.4848,50.004,6.0417,0.5731,3.6,7.2,24,2131,229,NA,NA,NA,NA,NA,NA,FALSE,-34.1,9.5,-2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717433,"2023-07-09",0,"2023-07-09T19:08:33.447Z","2023-07-09T19:08:37.570Z",TRUE,"pitch","bcb7de2d-6185-48c9-b3d2-e8ea487f323a",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,2,NA,NA,3.51,1.65,NA,135.82,145.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"46","atBat","Home Run","home_run","Kyle Higashioka homers (5) on a fly ball to right center field.",1,1,4,46,"bottom",6,"2023-07-09T19:07:46.613Z","2023-07-09T19:09:38.725Z",TRUE,TRUE,FALSE,FALSE,75,0,2,2,543309,"Kyle Higashioka","/api/v1/people/543309","R","Right",543294,"Kyle Hendricks","/api/v1/people/543294","R","Right","vs_RHP","vs_RHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees","Chicago Cubs",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",85.9,79.8,1,0.92,0.4353,5.8722,21.7003,-28.9883,-5.1684,1.9832,-0.4937,3.4683,6.7098,-125.1005,-0.6573,-2.5207,50.0051,6.0799,-8.316,14.4,7.2,24,2070,203,NA,NA,NA,NA,NA,NA,FALSE,-32.9,3.7,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717433,"2023-07-09",2,"2023-07-09T19:08:59.540Z","2023-07-09T19:09:16.196Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",1,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,2,2,543309,"/api/v1/people/543309",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"46","atBat","Home Run","home_run","Kyle Higashioka homers (5) on a fly ball to right center field.",1,1,4,46,"bottom",6,"2023-07-09T19:07:46.613Z","2023-07-09T19:09:38.725Z",TRUE,TRUE,FALSE,FALSE,75,0,2,2,543309,"Kyle Higashioka","/api/v1/people/543309","R","Right",543294,"Kyle Hendricks","/api/v1/people/543294","R","Right","vs_RHP","vs_RHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees","Chicago Cubs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717433,"2023-07-09",2,"2023-07-09T19:07:29.245Z","2023-07-09T19:07:52.768Z",TRUE,"pitch","73a84ed5-ea29-499c-9297-f1d36bce23e2",2,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",1,0,2,NA,NA,3.2,1.59,NA,147.11,161.99,"fly_ball","medium","7",34.49,89.05,NA,NA,NA,NA,NA,NA,NA,NA,"45","atBat","Home Run","home_run","Anthony Volpe homers (13) on a fly ball to left field. Billy McKinney scores.",2,1,3,45,"bottom",6,"2023-07-09T19:07:09.843Z","2023-07-09T19:07:52.768Z",TRUE,TRUE,FALSE,FALSE,75,1,0,2,683011,"Anthony Volpe","/api/v1/people/683011","R","Right",543294,"Kyle Hendricks","/api/v1/people/543294","R","Right","vs_RHP","vs_RHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees","Chicago Cubs",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",87.3,80.3,1,0.9,0.4303,5.4892,25.2599,-25.1335,-5.4955,4.288,-0.7899,2.8442,5.6832,-127.1253,-2.9086,-2.337,50.0026,5.9911,-9.0242,16.8,7.2,24,1973,210,99.4,29,384,NA,NA,NA,FALSE,-28.4,7.3,8.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717433,"2023-07-09",1,"2023-07-09T19:07:12.168Z","2023-07-09T19:07:16.308Z",TRUE,"pitch","690e403b-39b0-4fe1-ba5e-e1911e6d0321",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.042,1.5901,NA,59.11,172.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45","atBat","Home Run","home_run","Anthony Volpe homers (13) on a fly ball to left field. Billy McKinney scores.",2,1,3,45,"bottom",6,"2023-07-09T19:07:09.843Z","2023-07-09T19:07:52.768Z",TRUE,TRUE,FALSE,FALSE,75,1,0,2,683011,"Anthony Volpe","/api/v1/people/683011","R","Right",543294,"Kyle Hendricks","/api/v1/people/543294","R","Right","vs_RHP","vs_RHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees","Chicago Cubs",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",79.3,73.2,12,0.91,0.4746,5.4629,20.3293,-24.6258,-2.7752,5.5871,1.5188,2.4603,9.1861,-115.1822,-2.7791,-2.1512,50.0031,6.0506,-3.7505,4.8,7.2,24,2145,230,NA,NA,NA,NA,NA,NA,FALSE,-33.7,9.7,2.9,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717433,"2023-07-09",0,"2023-07-09T19:06:56.001Z","2023-07-09T19:06:59.001Z",FALSE,"pickoff","869e64ac-4000-4a7e-b2f4-869d8e9709c2",NA,"Pickoff Attempt 1B",NA,NA,NA,NA,FALSE,"1",NA,NA,NA,NA,NA,NA,0,0,2,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45","atBat","Home Run","home_run","Anthony Volpe homers (13) on a fly ball to left field. Billy McKinney scores.",2,1,3,45,"bottom",6,"2023-07-09T19:07:09.843Z","2023-07-09T19:07:52.768Z",TRUE,TRUE,FALSE,FALSE,75,1,0,2,683011,"Anthony Volpe","/api/v1/people/683011","R","Right",543294,"Kyle Hendricks","/api/v1/people/543294","R","Right","vs_RHP","vs_RHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees","Chicago Cubs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717433,"2023-07-09",3,"2023-07-09T19:06:11.954Z","2023-07-09T19:06:23.971Z",TRUE,"pitch","768ef3fa-f35e-43db-8875-81b81baf812f",4,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,2,1,NA,NA,3.33,1.6,NA,100.45,172.29,"fly_ball","medium","8",163.54,67.61,NA,NA,NA,NA,NA,NA,NA,NA,"44","atBat","Flyout","field_out","DJ LeMahieu flies out to center fielder Cody Bellinger.",0,1,1,44,"bottom",6,"2023-07-09T19:04:41.151Z","2023-07-09T19:06:23.971Z",TRUE,FALSE,FALSE,TRUE,0,1,2,2,518934,"DJ LeMahieu","/api/v1/people/518934","R","Right",543294,"Kyle Hendricks","/api/v1/people/543294","R","Right","vs_RHP","vs_RHB","Men_On",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees","Chicago Cubs","true",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",78.8,72.3,6,0.92,0.4787,5.6278,21.3402,-25.7288,-4.6884,4.8651,0.4343,2.4627,7.3903,-114.4724,-2.4342,-2.2284,50.0051,6.0614,-6.2167,10.8,8.4,24,2033,229,93.9,39,340,NA,NA,NA,TRUE,-35.8,8.4,6.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,641856,"Billy McKinney","/api/v1/people/641856",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717433,"2023-07-09",2,"2023-07-09T19:05:43.917Z","2023-07-09T19:05:50.282Z",TRUE,"pitch","0eb2809b-7290-47c4-bf5b-30ca42a9d5d9",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,1,NA,NA,3.33,1.6,NA,128.99,168.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44","atBat","Flyout","field_out","DJ LeMahieu flies out to center fielder Cody Bellinger.",0,1,1,44,"bottom",6,"2023-07-09T19:04:41.151Z","2023-07-09T19:06:23.971Z",TRUE,FALSE,FALSE,TRUE,0,1,2,2,518934,"DJ LeMahieu","/api/v1/people/518934","R","Right",543294,"Kyle Hendricks","/api/v1/people/543294","R","Right","vs_RHP","vs_RHB","Men_On",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees","Chicago Cubs","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",87.3,81.5,4,0.92,0.428,5.5231,21.3461,-27.6552,-6.3293,2.715,-0.3145,2.5911,7.1196,-127.0464,-3.1442,-2.3059,50.0052,5.9984,-10.5469,18,7.2,24,2068,209,NA,NA,NA,NA,NA,NA,FALSE,-30.8,4.6,10.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717433,"2023-07-09",1,"2023-07-09T19:05:25.680Z","2023-07-09T19:05:30.044Z",TRUE,"pitch","0d72b296-48cf-462c-9d57-a5b5500a0ae0",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,1,NA,NA,3.3567,1.6001,NA,72.84,204.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44","atBat","Flyout","field_out","DJ LeMahieu flies out to center fielder Cody Bellinger.",0,1,1,44,"bottom",6,"2023-07-09T19:04:41.151Z","2023-07-09T19:06:23.971Z",TRUE,FALSE,FALSE,TRUE,0,1,2,2,518934,"DJ LeMahieu","/api/v1/people/518934","R","Right",543294,"Kyle Hendricks","/api/v1/people/543294","R","Right","vs_RHP","vs_RHB","Men_On",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees","Chicago Cubs","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",79.3,74.8,14,0.91,0.4703,5.5468,15.8836,-22.6388,-2.2651,6.8958,1.1586,1.2826,8.4939,-115.2632,-5.7635,-2.2365,50.0024,5.9242,-3.1325,4.8,7.2,24,2014,226,NA,NA,NA,NA,NA,NA,FALSE,-31,11.6,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
