"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isSubstitution","base","replacedPlayer.id","replacedPlayer.link","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
716570,"2023-09-16",4,"2023-09-16T03:10:42.854Z","2023-09-16T03:10:46.973Z",TRUE,"pitch","4433b146-3656-499f-8237-66f0284343ff",5,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,2,NA,NA,3.28,1.57,NA,118.3,186.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"48","atBat","Strikeout","strikeout","Logan O'Hoppe called out on strikes.",0,4,0,48,"bottom",6,"2023-09-16T03:09:22.870Z","2023-09-16T03:12:22.857Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,681351,"Logan O'Hoppe","/api/v1/people/681351","R","Right",669373,"Tarik Skubal","/api/v1/people/669373","L","Left","vs_LHP","vs_RHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Detroit Tigers","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",83.3,76.4,8,0.78,0.453,6.531,24.4697,-29.3592,8.7014,1.9014,-0.0342,1.9387,-7.0412,-121.0892,-3.736,1.7861,50.0022,6.0807,12.8731,21.6,8.4,24,1422,128,NA,NA,NA,NA,NA,NA,FALSE,-36.8,2.8,-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716570,"2023-09-16",3,"2023-09-16T03:10:24.876Z","2023-09-16T03:10:28.545Z",TRUE,"pitch","640f004a-b86f-4571-aacc-f9b5db3ce14c",4,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,2,2,NA,NA,3.28,1.57,NA,113.92,203.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"48","atBat","Strikeout","strikeout","Logan O'Hoppe called out on strikes.",0,4,0,48,"bottom",6,"2023-09-16T03:09:22.870Z","2023-09-16T03:12:22.857Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,681351,"Logan O'Hoppe","/api/v1/people/681351","R","Right",669373,"Tarik Skubal","/api/v1/people/669373","L","Left","vs_LHP","vs_RHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Detroit Tigers","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",82.9,76.1,14,0.79,0.4552,6.5849,24.1357,-28.6229,9.3568,2.4284,0.0809,1.3066,-7.1171,-120.4674,-5.1215,1.8628,50.005,6.0004,13.7081,22.8,8.4,24,1504,131,NA,NA,NA,NA,NA,NA,FALSE,-36.6,3.4,-15.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716570,"2023-09-16",2,"2023-09-16T03:10:08.833Z","2023-09-16T03:10:12.349Z",TRUE,"pitch","1b080d79-c746-4238-9042-31b8142fedb4",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,2,NA,NA,3.1894,1.6177,NA,157.91,170.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"48","atBat","Strikeout","strikeout","Logan O'Hoppe called out on strikes.",0,4,0,48,"bottom",6,"2023-09-16T03:09:22.870Z","2023-09-16T03:12:22.857Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,681351,"Logan O'Hoppe","/api/v1/people/681351","R","Right",669373,"Tarik Skubal","/api/v1/people/669373","L","Left","vs_LHP","vs_RHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Detroit Tigers","false",NA,"rgba(153, 171, 0, 1.0)","KC","Knuckle Curve",77.6,71.4,11,0.87,0.4866,6.2851,21.8464,-39.8852,-0.9937,-6.0247,-1.0732,2.512,-5.7785,-112.8675,0.5166,1.6563,50.0004,6.319,-1.2715,3.6,13.2,24,2326,315,NA,NA,NA,NA,NA,NA,FALSE,-56.2,-10.4,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716570,"2023-09-16",1,"2023-09-16T03:09:52.796Z","2023-09-16T03:09:56.920Z",TRUE,"pitch","0489fb3d-0113-4aa1-b7cf-44970a81bb73",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,2,NA,NA,3.2821,1.6177,NA,121.74,141.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"48","atBat","Strikeout","strikeout","Logan O'Hoppe called out on strikes.",0,4,0,48,"bottom",6,"2023-09-16T03:09:22.870Z","2023-09-16T03:12:22.857Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,681351,"Logan O'Hoppe","/api/v1/people/681351","R","Right",669373,"Tarik Skubal","/api/v1/people/669373","L","Left","vs_LHP","vs_RHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Detroit Tigers","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",94.5,86.3,11,0.77,0.3988,6.3484,30.4587,-19.2845,9.247,6.7479,-0.1243,3.6128,-8.2627,-137.3394,-3.4049,1.722,50.0008,6.1803,17.6602,38.4,6,24,1969,139,NA,NA,NA,NA,NA,NA,FALSE,-19.1,11.6,-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716570,"2023-09-16",0,"2023-09-16T03:09:37.783Z","2023-09-16T03:09:41.492Z",TRUE,"pitch","45dbe747-9a31-4def-abbf-a457036f6061",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.3285,1.5715,NA,140.98,167.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"48","atBat","Strikeout","strikeout","Logan O'Hoppe called out on strikes.",0,4,0,48,"bottom",6,"2023-09-16T03:09:22.870Z","2023-09-16T03:12:22.857Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,681351,"Logan O'Hoppe","/api/v1/people/681351","R","Right",669373,"Tarik Skubal","/api/v1/people/669373","L","Left","vs_LHP","vs_RHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Detroit Tigers","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.6,86.1,4,0.85,0.3994,6.4231,31.8139,-12.3866,4.9966,10.4027,-0.6292,2.6344,-7.5238,-137.3892,-7.1789,1.5018,50.0052,6.1319,9.5072,28.8,3.6,24,2099,143,NA,NA,NA,NA,NA,NA,FALSE,-13.4,17.4,-7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716570,"2023-09-16",1,"2023-09-16T03:09:03.268Z","2023-09-16T03:09:08.902Z",TRUE,"pitch","ee83cf2a-3b4c-4be8-9c68-936d41fb2323",2,"Hit By Pitch",NA,NA,NA,NA,FALSE,"H","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"H","Hit By Pitch",2,0,2,NA,NA,3.56,1.76,NA,206.88,222.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47","atBat","Hit By Pitch","hit_by_pitch","Brandon Drury hit by pitch.",0,4,0,47,"bottom",6,"2023-09-16T03:08:38.964Z","2023-09-16T03:09:08.902Z",TRUE,FALSE,FALSE,FALSE,11,2,0,2,592273,"Brandon Drury","/api/v1/people/592273","R","Right",669373,"Tarik Skubal","/api/v1/people/669373","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Detroit Tigers","true",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",84.3,77.6,13,0.83,0.4485,6.476,23.8946,-25.5141,8.4444,4.4103,-2.3579,0.5938,-11.8809,-122.1078,-7.5999,1.4723,50.006,5.9399,12.7634,21.6,7.2,24,1431,129,NA,NA,NA,NA,NA,NA,FALSE,-32.5,6.2,-12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,592273,"Brandon Drury","/api/v1/people/592273",NA,NA,NA,NA,NA,NA
716570,"2023-09-16",0,"2023-09-16T03:08:42.652Z","2023-09-16T03:08:46.519Z",TRUE,"pitch","4ef1d59c-21f0-42a0-8464-caf2b36979e7",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.7015,1.9003,NA,155.41,226.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47","atBat","Hit By Pitch","hit_by_pitch","Brandon Drury hit by pitch.",0,4,0,47,"bottom",6,"2023-09-16T03:08:38.964Z","2023-09-16T03:09:08.902Z",TRUE,FALSE,FALSE,FALSE,11,2,0,2,592273,"Brandon Drury","/api/v1/people/592273","R","Right",669373,"Tarik Skubal","/api/v1/people/669373","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Detroit Tigers","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",83.9,77.3,13,0.82,0.4501,6.4488,23.7532,-27.2954,9.6624,3.2521,-1.0078,0.4386,-9.1826,-121.672,-7.5211,1.5588,50.0019,5.9332,14.4942,24,8.4,24,1434,127,NA,NA,NA,NA,NA,NA,FALSE,-34.8,4.3,-15.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716570,"2023-09-16",3,"2023-09-16T03:08:19.006Z","2023-09-16T03:08:22.608Z",TRUE,"pitch","5f63c88f-281e-4d2a-9d66-c709b5e886ec",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,3,1,NA,NA,3.5,1.6,NA,118.18,120.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"46","atBat","Strikeout","strikeout","Zach Neto strikes out swinging.",0,4,0,46,"bottom",6,"2023-09-16T03:07:31.084Z","2023-09-16T03:08:22.608Z",TRUE,FALSE,FALSE,TRUE,14,0,3,2,687263,"Zach Neto","/api/v1/people/687263","R","Right",669373,"Tarik Skubal","/api/v1/people/669373","L","Left","vs_LHP","vs_RHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Detroit Tigers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.7,88.7,11,0.92,0.3862,6.2841,34.1708,-12.8198,4.6348,9.5152,-0.0309,4.3936,-6.4171,-142.1066,-2.9465,1.66,50.0051,6.2642,9.4303,30,3.6,24,2326,138,NA,NA,NA,NA,NA,NA,TRUE,-12,16.8,-7,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716570,"2023-09-16",1,"2023-09-16T03:07:51.012Z","2023-09-16T03:07:55.086Z",TRUE,"pitch","ea5df20a-cacf-4c9f-8ac8-563f83431ac3",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,2,1,NA,NA,3.5,1.6,NA,110.8,206.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"46","atBat","Strikeout","strikeout","Zach Neto strikes out swinging.",0,4,0,46,"bottom",6,"2023-09-16T03:07:31.084Z","2023-09-16T03:08:22.608Z",TRUE,FALSE,FALSE,TRUE,14,0,3,2,687263,"Zach Neto","/api/v1/people/687263","R","Right",669373,"Tarik Skubal","/api/v1/people/669373","L","Left","vs_LHP","vs_RHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Detroit Tigers",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",84.9,78,14,0.83,0.4444,6.3462,24.8078,-24.6342,10.6054,4.9004,0.1626,1.1846,-6.5742,-123.3095,-6.7258,1.4872,50.0019,6.0296,16.3105,30,8.4,24,1609,131,NA,NA,NA,NA,NA,NA,FALSE,-30.6,7.4,-17.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716570,"2023-09-16",0,"2023-09-16T03:07:40.381Z","2023-09-16T03:07:44.188Z",TRUE,"pitch","425097d8-0bf1-48e5-a0c8-7cc77fc15fa9",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.6414,1.7401,NA,118.55,154.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"46","atBat","Strikeout","strikeout","Zach Neto strikes out swinging.",0,4,0,46,"bottom",6,"2023-09-16T03:07:31.084Z","2023-09-16T03:08:22.608Z",TRUE,FALSE,FALSE,TRUE,14,0,3,2,687263,"Zach Neto","/api/v1/people/687263","R","Right",669373,"Tarik Skubal","/api/v1/people/669373","L","Left","vs_LHP","vs_RHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Detroit Tigers",NA,NA,"rgba(153, 171, 0, 1.0)","KC","Knuckle Curve",75.3,69.1,2,0.91,0.5012,6.1992,20.8874,-40.2271,-3.3212,-6.6738,-0.0407,3.1289,-2.8277,-109.6289,2.0797,1.7013,50.0027,6.4885,-4.0079,6,13.2,24,2248,327,NA,NA,NA,NA,NA,NA,FALSE,-59.6,-11.2,6.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716570,"2023-09-16",2,"2023-09-16T03:08:02.414Z","2023-09-16T03:08:19.006Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",4,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,2,1,687263,"/api/v1/people/687263",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"46","atBat","Strikeout","strikeout","Zach Neto strikes out swinging.",0,4,0,46,"bottom",6,"2023-09-16T03:07:31.084Z","2023-09-16T03:08:22.608Z",TRUE,FALSE,FALSE,TRUE,14,0,3,2,687263,"Zach Neto","/api/v1/people/687263","R","Right",669373,"Tarik Skubal","/api/v1/people/669373","L","Left","vs_LHP","vs_RHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Detroit Tigers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716570,"2023-09-16",3,"2023-09-16T03:07:15.277Z","2023-09-16T03:07:19.489Z",TRUE,"pitch","4f33e051-6458-479b-b023-bed1541790c6",4,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,3,0,NA,NA,3.55,1.75,NA,81.81,192.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45","atBat","Strikeout","strikeout","Kyren Paris strikes out swinging.",0,4,0,45,"bottom",6,"2023-09-16T03:05:44.128Z","2023-09-16T03:07:19.489Z",TRUE,FALSE,FALSE,TRUE,14,1,3,1,677347,"Kyren Paris","/api/v1/people/677347","R","Right",669373,"Tarik Skubal","/api/v1/people/669373","L","Left","vs_LHP","vs_RHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Detroit Tigers","true",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",84.8,77.5,14,0.81,0.4456,6.2706,26.1504,-29.7005,10.094,1.6176,0.9232,1.7195,-4.8743,-123.2637,-4.4958,1.6226,50.0014,6.0953,15.4197,25.2,8.4,24,1272,123,NA,NA,NA,NA,NA,NA,TRUE,-36.2,2,-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716570,"2023-09-16",2,"2023-09-16T03:06:52.773Z","2023-09-16T03:06:56.252Z",TRUE,"pitch","d6f7fda1-66d2-4cd0-b644-c6de929f56d4",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,0,NA,NA,3.6915,1.9365,NA,31.08,228.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45","atBat","Strikeout","strikeout","Kyren Paris strikes out swinging.",0,4,0,45,"bottom",6,"2023-09-16T03:05:44.128Z","2023-09-16T03:07:19.489Z",TRUE,FALSE,FALSE,TRUE,14,1,3,1,677347,"Kyren Paris","/api/v1/people/677347","R","Right",669373,"Tarik Skubal","/api/v1/people/669373","L","Left","vs_LHP","vs_RHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Detroit Tigers","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",86.7,79.3,14,0.81,0.4367,6.2169,28.1741,-29.8443,9.3418,1.4631,2.254,0.3725,-2.3675,-125.9481,-7.8524,1.9991,50.0011,5.9805,14.8432,24,8.4,24,1351,130,NA,NA,NA,NA,NA,NA,FALSE,-35.9,1,-16.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716570,"2023-09-16",1,"2023-09-16T03:06:26.216Z","2023-09-16T03:06:30.399Z",TRUE,"pitch","68b02fd1-7fda-48b1-ab84-b828cf88cdde",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,0,NA,NA,3.55,1.75,NA,114.19,144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45","atBat","Strikeout","strikeout","Kyren Paris strikes out swinging.",0,4,0,45,"bottom",6,"2023-09-16T03:05:44.128Z","2023-09-16T03:07:19.489Z",TRUE,FALSE,FALSE,TRUE,14,1,3,1,677347,"Kyren Paris","/api/v1/people/677347","R","Right",669373,"Tarik Skubal","/api/v1/people/669373","L","Left","vs_LHP","vs_RHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Detroit Tigers","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95.5,87.1,2,0.79,0.3949,6.2074,31.3728,-19.2588,9.6064,6.6332,0.0736,3.5103,-8.6515,-138.7513,-3.5826,1.9857,50.0055,6.1035,18.7125,39.6,6,24,2146,142,NA,NA,NA,NA,NA,NA,FALSE,-18.7,11.4,-15.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716570,"2023-09-16",0,"2023-09-16T03:06:13.084Z","2023-09-16T03:06:17.323Z",TRUE,"pitch","fdab4f82-b4a5-4ba1-b00a-d762f6ed2faf",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,0,NA,NA,3.6915,1.844,NA,96.83,180.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45","atBat","Strikeout","strikeout","Kyren Paris strikes out swinging.",0,4,0,45,"bottom",6,"2023-09-16T03:05:44.128Z","2023-09-16T03:07:19.489Z",TRUE,FALSE,FALSE,TRUE,14,1,3,1,677347,"Kyren Paris","/api/v1/people/677347","R","Right",669373,"Tarik Skubal","/api/v1/people/669373","L","Left","vs_LHP","vs_RHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Detroit Tigers","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",83.3,76.3,9,0.78,0.4529,6.3778,24.6626,-28.6433,8.3967,2.3885,0.529,2.1629,-5.516,-121.158,-3.6685,1.7494,50.0059,6.2123,12.4296,21.6,8.4,24,1359,140,NA,NA,NA,NA,NA,NA,FALSE,-35.9,3.6,-13.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716570,"2023-09-16",2,"2023-09-16T03:04:01.397Z","2023-09-16T03:04:05.796Z",TRUE,"pitch","7d2f3cdd-af94-4291-b676-799fc7f0ea5e",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,3,2,NA,NA,3.45,1.63,NA,147.68,139.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44","atBat","Strikeout","strikeout","Parker Meadows strikes out swinging.",0,4,0,44,"top",6,"2023-09-16T03:03:27.506Z","2023-09-16T03:04:05.796Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,678009,"Parker Meadows","/api/v1/people/678009","L","Left",656288,"Griffin Canning","/api/v1/people/656288","R","Right","vs_RHP","vs_LHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Los Angeles Angels","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.8,86.1,11,0.92,0.3978,6.0245,32.6807,-16.7497,-4.1485,8.0486,-0.8048,3.6849,1.944,-138.0451,-2.4323,-0.9818,50.0046,5.7139,-7.9531,24,3.6,24,2052,209,NA,NA,NA,NA,NA,NA,TRUE,-16.3,14.2,7.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716570,"2023-09-16",1,"2023-09-16T03:03:44.343Z","2023-09-16T03:03:48.073Z",TRUE,"pitch","58ff9ac6-8ae2-4466-b108-b9c76fbca1d0",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,2,2,NA,NA,3.4986,1.6777,NA,135,154.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44","atBat","Strikeout","strikeout","Parker Meadows strikes out swinging.",0,4,0,44,"top",6,"2023-09-16T03:03:27.506Z","2023-09-16T03:04:05.796Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,678009,"Parker Meadows","/api/v1/people/678009","L","Left",656288,"Griffin Canning","/api/v1/people/656288","R","Right","vs_RHP","vs_LHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Los Angeles Angels","false",NA,"rgba(153, 171, 0, 1.0)","KC","Knuckle Curve",81.1,73.8,1,2,0.4668,6.0032,25.5312,-40.8222,9.0558,-6.2186,-0.4723,3.1128,-0.8833,-118.0042,2.1165,-1.2646,50.005,6.0059,12.5855,16.8,12,24,2516,27,NA,NA,NA,NA,NA,NA,FALSE,-52.3,-10.3,-16.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
