"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","reviewDetails.isOverturned.x","reviewDetails.inProgress.x","reviewDetails.reviewType.x","reviewDetails.challengeTeamId.x","details.disengagementNum","isBaseRunningPlay","isSubstitution","base","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned.y","reviewDetails.inProgress.y","reviewDetails.reviewType.y","reviewDetails.challengeTeamId.y"
716904,"2023-08-22",0,"2023-08-22T04:02:40.802Z","2023-08-22T04:02:40.836Z",FALSE,"action",NA,NA,"Michael Massey remains in the game as the second baseman.","Defensive Switch",4,4,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,686681,"/api/v1/people/686681",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"defensive_switch",NA,"4","Second Base","Infielder","2B","300","64","atBat","Strikeout","strikeout","Jordan Diaz strikes out swinging.",0,4,4,64,"bottom",8,"2023-08-22T04:03:02.256Z","2023-08-22T04:03:47.672Z",TRUE,FALSE,FALSE,TRUE,14,0,3,1,672478,"Jordan Diaz","/api/v1/people/672478","R","Right",664199,"Taylor Clarke","/api/v1/people/664199","R","Right","vs_RHP","vs_RHB","Empty",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Kansas City Royals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,TRUE,FALSE,671732,"Lawrence Butler","/api/v1/people/671732",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716904,"2023-08-22",1,"2023-08-22T04:02:40.836Z","2023-08-22T04:03:04.429Z",FALSE,"action",NA,NA,"Pitching Change: Taylor Clarke replaces Alec Marsh, batting 8th.","Pitching Substitution",4,4,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,664199,"/api/v1/people/664199",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pitching_substitution",NA,"1","Pitcher","Pitcher","P","802","64","atBat","Strikeout","strikeout","Jordan Diaz strikes out swinging.",0,4,4,64,"bottom",8,"2023-08-22T04:03:02.256Z","2023-08-22T04:03:47.672Z",TRUE,FALSE,FALSE,TRUE,14,0,3,1,672478,"Jordan Diaz","/api/v1/people/672478","R","Right",664199,"Taylor Clarke","/api/v1/people/664199","R","Right","vs_RHP","vs_RHB","Empty",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Kansas City Royals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,607461,"/api/v1/people/607461",TRUE,FALSE,671732,"Lawrence Butler","/api/v1/people/671732",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716904,"2023-08-22",4,"2023-08-22T04:03:37.818Z","2023-08-22T04:03:42.643Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",4,4,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,2,0,672478,"/api/v1/people/672478",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"64","atBat","Strikeout","strikeout","Jordan Diaz strikes out swinging.",0,4,4,64,"bottom",8,"2023-08-22T04:03:02.256Z","2023-08-22T04:03:47.672Z",TRUE,FALSE,FALSE,TRUE,14,0,3,1,672478,"Jordan Diaz","/api/v1/people/672478","R","Right",664199,"Taylor Clarke","/api/v1/people/664199","R","Right","vs_RHP","vs_RHB","Empty",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Kansas City Royals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,671732,"Lawrence Butler","/api/v1/people/671732",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716904,"2023-08-22",2,"2023-08-22T03:58:23.380Z","2023-08-22T03:58:29.597Z",TRUE,"pitch","4c9a2a4a-2471-4233-aab4-b03d603fa354",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.4643,1.5742,NA,113.23,166.38,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,"63","atBat","Caught Stealing 2B","caught_stealing_2b","Athletics challenged (tag play), call on the field was overturned: Michael Massey caught stealing 2nd base, catcher Shea Langeliers to second baseman Zack Gelof.",0,4,4,63,"top",8,"2023-08-22T03:58:21.290Z","2023-08-22T03:58:29.597Z",TRUE,FALSE,TRUE,TRUE,17,0,1,3,521692,"Salvador Perez","/api/v1/people/521692","R","Right",666204,"Dany Jiménez","/api/v1/people/666204","R","Right","vs_RHP","vs_RHB","Empty",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Oakland Athletics",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",79.6,73.6,5,0.9,0.4717,5.5702,20.7347,-29.8243,0.3388,1.7223,0.099,2.6816,2.5392,-115.918,-2.1058,-1.0526,50.005,6.4366,0.4632,1.2,8.4,24,2239,162,NA,NA,NA,NA,NA,NA,TRUE,-40.1,2.9,-1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,671732,"Lawrence Butler","/api/v1/people/671732",NA,NA,NA,NA,NA,NA,TRUE,FALSE,"MA",133
716904,"2023-08-22",0,"2023-08-22T03:56:10.932Z","2023-08-22T03:56:31.659Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",4,4,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"63","atBat","Caught Stealing 2B","caught_stealing_2b","Athletics challenged (tag play), call on the field was overturned: Michael Massey caught stealing 2nd base, catcher Shea Langeliers to second baseman Zack Gelof.",0,4,4,63,"top",8,"2023-08-22T03:58:21.290Z","2023-08-22T03:58:29.597Z",TRUE,FALSE,TRUE,TRUE,17,0,1,3,521692,"Salvador Perez","/api/v1/people/521692","R","Right",666204,"Dany Jiménez","/api/v1/people/666204","R","Right","vs_RHP","vs_RHB","Empty",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Oakland Athletics",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,671732,"Lawrence Butler","/api/v1/people/671732",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716904,"2023-08-22",1,"2023-08-22T03:56:31.659Z","2023-08-22T03:58:23.380Z",FALSE,"action",NA,NA,"Pitching Change: Dany Jimenez replaces Lucas Erceg.","Pitching Substitution",4,4,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,666204,"/api/v1/people/666204",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pitching_substitution",NA,"1","Pitcher","Pitcher","P",NA,"63","atBat","Caught Stealing 2B","caught_stealing_2b","Athletics challenged (tag play), call on the field was overturned: Michael Massey caught stealing 2nd base, catcher Shea Langeliers to second baseman Zack Gelof.",0,4,4,63,"top",8,"2023-08-22T03:58:21.290Z","2023-08-22T03:58:29.597Z",TRUE,FALSE,TRUE,TRUE,17,0,1,3,521692,"Salvador Perez","/api/v1/people/521692","R","Right",666204,"Dany Jiménez","/api/v1/people/666204","R","Right","vs_RHP","vs_RHB","Empty",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Oakland Athletics",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,TRUE,TRUE,671732,"Lawrence Butler","/api/v1/people/671732",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716904,"2023-08-22",3,"2023-08-22T03:55:28.634Z","2023-08-22T03:55:39.874Z",TRUE,"pitch","90734f11-2557-4d31-8949-0749b4775caa",4,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",1,2,2,NA,NA,3.43,1.66,NA,100.89,155.7,"line_drive","medium","9",151.78,101.97,NA,NA,NA,NA,NA,NA,NA,NA,"62","atBat","Single","single","Michael Massey singles on a line drive to right fielder Seth Brown. Kyle Isbel scores.",1,4,4,62,"top",8,"2023-08-22T03:54:09.074Z","2023-08-22T03:55:39.874Z",TRUE,TRUE,FALSE,FALSE,70,1,2,2,686681,"Michael Massey","/api/v1/people/686681","L","Left",668674,"Lucas Erceg","/api/v1/people/668674","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Oakland Athletics","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",98.6,89.6,3,0.9,0.3831,6.5716,34.7652,-12.9846,-7.0924,9.2836,0.4226,3.0772,8.7204,-143.2701,-5.9382,-1.747,50.007,5.9967,-14.6679,40.8,3.6,24,2292,219,75.1,24,253,NA,NA,NA,FALSE,-12.7,15.7,10.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,686681,"Michael Massey","/api/v1/people/686681",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716904,"2023-08-22",2,"2023-08-22T03:55:06.799Z","2023-08-22T03:55:11.251Z",TRUE,"pitch","8c6fde11-d94d-4a5c-9a8b-d5b5e9c0573c",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,2,NA,NA,3.43,1.66,NA,100.7,182.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62","atBat","Single","single","Michael Massey singles on a line drive to right fielder Seth Brown. Kyle Isbel scores.",1,4,4,62,"top",8,"2023-08-22T03:54:09.074Z","2023-08-22T03:55:39.874Z",TRUE,TRUE,FALSE,FALSE,70,1,2,2,686681,"Michael Massey","/api/v1/people/686681","L","Left",668674,"Lucas Erceg","/api/v1/people/668674","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Oakland Athletics","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",99.5,90.7,9,0.93,0.3795,6.6887,34.9109,-13.144,-5.7023,9.0286,0.4276,2.0934,8.0838,-144.5294,-8.629,-1.6698,50.0011,5.9324,-12.0166,33.6,3.6,24,2320,216,NA,NA,NA,NA,NA,NA,FALSE,-13.1,14.6,8.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,686681,"Michael Massey","/api/v1/people/686681",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716904,"2023-08-22",1,"2023-08-22T03:54:34.723Z","2023-08-22T03:54:40.174Z",TRUE,"pitch","b9ef661c-9efa-4e0a-bed2-34745b4b9b17",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,1,2,NA,NA,3.43,1.66,NA,120.21,180.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62","atBat","Single","single","Michael Massey singles on a line drive to right fielder Seth Brown. Kyle Isbel scores.",1,4,4,62,"top",8,"2023-08-22T03:54:09.074Z","2023-08-22T03:55:39.874Z",TRUE,TRUE,FALSE,FALSE,70,1,2,2,686681,"Michael Massey","/api/v1/people/686681","L","Left",668674,"Lucas Erceg","/api/v1/people/668674","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Oakland Athletics","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",91.3,83.8,8,0.9,0.4126,6.5699,28.0433,-24.509,-10.5285,4.2915,-0.0842,2.1473,8.2056,-132.6922,-5.1723,-1.8468,50.0014,5.9044,-18.7981,33.6,7.2,24,2044,231,NA,NA,NA,NA,NA,NA,FALSE,-26,6.8,17.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,686681,"Michael Massey","/api/v1/people/686681",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716904,"2023-08-22",0,"2023-08-22T03:54:14.014Z","2023-08-22T03:54:18.175Z",TRUE,"pitch","b5568e8a-e11c-4c38-bd03-90ca0ffb2b4b",1,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",1,0,2,NA,NA,3.3643,1.5625,NA,122.46,219.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62","atBat","Single","single","Michael Massey singles on a line drive to right fielder Seth Brown. Kyle Isbel scores.",1,4,4,62,"top",8,"2023-08-22T03:54:09.074Z","2023-08-22T03:55:39.874Z",TRUE,TRUE,FALSE,FALSE,70,1,2,2,686681,"Michael Massey","/api/v1/people/686681","L","Left",668674,"Lucas Erceg","/api/v1/people/668674","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Oakland Athletics","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",92.4,85.1,13,0.78,0.4078,6.7208,28.154,-22.7566,-10.4717,5.1483,-0.1433,0.7091,8.1795,-134.1404,-9.1471,-1.8667,50.002,5.777,-19.1434,36,7.2,24,2034,234,NA,NA,NA,NA,NA,NA,FALSE,-24.6,7.6,17.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,686681,"Michael Massey","/api/v1/people/686681",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716904,"2023-08-22",0,"2023-08-22T03:53:37.519Z","2023-08-22T03:53:48.972Z",TRUE,"pitch","a6d5ead2-2496-4c8e-9fd7-a77abd00302a",1,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,0,1,NA,NA,3.49,1.66,NA,123.4,175.14,"fly_ball","hard","9",208.14,92.78,NA,NA,NA,NA,NA,NA,NA,NA,"61","atBat","Flyout","field_out","Bobby Witt Jr. flies out sharply to right fielder Seth Brown.",0,3,4,61,"top",8,"2023-08-22T03:53:10.583Z","2023-08-22T03:53:48.972Z",TRUE,FALSE,FALSE,TRUE,0,0,0,2,677951,"Bobby Witt Jr.","/api/v1/people/677951","R","Right",668674,"Lucas Erceg","/api/v1/people/668674","R","Right","vs_RHP","vs_RHB","RISP",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Oakland Athletics","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",99.9,91.8,5,0.9,0.3764,6.6107,32.5383,-17.4421,-8.6524,6.859,-0.1678,2.3571,7.2633,-145.274,-7.532,-1.5705,50.0028,6.0345,-18.581,42,4.8,24,1908,225,100.7,24,332,NA,NA,NA,TRUE,-16.2,11.2,14.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,686681,"Michael Massey","/api/v1/people/686681",664728,"Kyle Isbel","/api/v1/people/664728",NA,NA,NA,NA,NA,NA,NA
716904,"2023-08-22",9,"2023-08-22T03:52:41.020Z","2023-08-22T03:52:54.675Z",TRUE,"pitch","d2cd25ff-54a5-4c58-b61e-7f7e2d91c183",8,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",2,2,0,NA,NA,3.5,1.69,NA,116.95,171.37,"fly_ball","medium","8",185.99,76.93,NA,NA,NA,NA,NA,NA,NA,NA,"60","atBat","Sac Fly","sac_fly","Maikel Garcia out on a sacrifice fly to center fielder Lawrence Butler. Matt Beaty scores. Kyle Isbel to 2nd.",1,3,4,60,"top",8,"2023-08-22T03:49:20.861Z","2023-08-22T03:52:54.675Z",TRUE,TRUE,FALSE,TRUE,0,2,2,1,672580,"Maikel Garcia","/api/v1/people/672580","R","Right",668674,"Lucas Erceg","/api/v1/people/668674","R","Right","vs_RHP","vs_RHB","RISP",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Oakland Athletics",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",100.4,92.1,5,0.9,0.3749,6.6909,33.1583,-16.8828,-9.524,7.0673,0.0012,2.4968,7.7363,-145.8892,-7.1661,-1.4428,50.0004,5.9956,-20.6012,45.6,4.8,24,1934,224,95.4,33,353,NA,NA,NA,TRUE,-15.6,11.5,15.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,686681,"Michael Massey","/api/v1/people/686681",664728,"Kyle Isbel","/api/v1/people/664728",NA,NA,NA,NA,NA,NA,NA
716904,"2023-08-22",8,"2023-08-22T03:52:16.178Z","2023-08-22T03:52:21.397Z",TRUE,"pitch","1548fd0b-52d1-4cef-94a3-fa5846ea66cb",7,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,0,NA,NA,3.5,1.69,NA,108.22,167.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"60","atBat","Sac Fly","sac_fly","Maikel Garcia out on a sacrifice fly to center fielder Lawrence Butler. Matt Beaty scores. Kyle Isbel to 2nd.",1,3,4,60,"top",8,"2023-08-22T03:49:20.861Z","2023-08-22T03:52:54.675Z",TRUE,TRUE,FALSE,TRUE,0,2,2,1,672580,"Maikel Garcia","/api/v1/people/672580","R","Right",668674,"Lucas Erceg","/api/v1/people/668674","R","Right","vs_RHP","vs_RHB","RISP",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Oakland Athletics",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",100.6,91.7,5,0.89,0.3752,6.5658,35.1562,-12.5363,-7.219,9.1024,0.2303,2.6331,7.511,-146.1203,-7.6038,-1.4383,50.0058,6.0265,-15.5785,44.4,3.6,24,2190,221,NA,NA,NA,NA,NA,NA,FALSE,-12.1,15.1,11.5,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,TRUE,TRUE,686681,"Michael Massey","/api/v1/people/686681",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716904,"2023-08-22",7,"2023-08-22T03:51:44.513Z","2023-08-22T03:51:48.106Z",TRUE,"pitch","0140a159-57f2-4e9b-895e-d24b2d46fc22",6,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,0,NA,NA,3.5,1.69,NA,107.97,180.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"60","atBat","Sac Fly","sac_fly","Maikel Garcia out on a sacrifice fly to center fielder Lawrence Butler. Matt Beaty scores. Kyle Isbel to 2nd.",1,3,4,60,"top",8,"2023-08-22T03:49:20.861Z","2023-08-22T03:52:54.675Z",TRUE,TRUE,FALSE,TRUE,0,2,2,1,672580,"Maikel Garcia","/api/v1/people/672580","R","Right",668674,"Lucas Erceg","/api/v1/people/668674","R","Right","vs_RHP","vs_RHB","RISP",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Oakland Athletics",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",100.4,92.1,8,0.9,0.3749,6.587,33.1032,-16.5039,-9.5018,7.2396,0.2369,2.1607,8.6621,-145.8972,-8.1488,-1.5305,50.0002,5.9768,-20.5593,45.6,4.8,24,1821,226,NA,NA,NA,NA,NA,NA,FALSE,-15.5,11.6,15.6,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,TRUE,TRUE,686681,"Michael Massey","/api/v1/people/686681",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716904,"2023-08-22",6,"2023-08-22T03:51:11.684Z","2023-08-22T03:51:17.066Z",TRUE,"pitch","212123fe-3324-432b-8fe0-2f819aa3216d",5,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,0,NA,NA,3.5,1.69,NA,153.9,190.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"60","atBat","Sac Fly","sac_fly","Maikel Garcia out on a sacrifice fly to center fielder Lawrence Butler. Matt Beaty scores. Kyle Isbel to 2nd.",1,3,4,60,"top",8,"2023-08-22T03:49:20.861Z","2023-08-22T03:52:54.675Z",TRUE,TRUE,FALSE,TRUE,0,2,2,1,672580,"Maikel Garcia","/api/v1/people/672580","R","Right",668674,"Lucas Erceg","/api/v1/people/668674","R","Right","vs_RHP","vs_RHB","RISP",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Oakland Athletics",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",99.2,91,13,0.9,0.3795,6.7194,33.0453,-17.4011,-10.0648,6.9993,-0.9681,1.805,5.7951,-144.2393,-8.7109,-1.6939,50.0031,5.9337,-21.2416,45.6,4.8,24,1860,222,NA,NA,NA,NA,NA,NA,FALSE,-16.7,11.2,17,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,TRUE,TRUE,686681,"Michael Massey","/api/v1/people/686681",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716904,"2023-08-22",5,"2023-08-22T03:50:47.357Z","2023-08-22T03:50:52.901Z",TRUE,"pitch","a44dfd50-2a43-436f-b01a-86d16395121e",4,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",2,2,0,NA,NA,3.4025,1.6242,NA,45.39,225.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"60","atBat","Sac Fly","sac_fly","Maikel Garcia out on a sacrifice fly to center fielder Lawrence Butler. Matt Beaty scores. Kyle Isbel to 2nd.",1,3,4,60,"top",8,"2023-08-22T03:49:20.861Z","2023-08-22T03:52:54.675Z",TRUE,TRUE,FALSE,TRUE,0,2,2,1,672580,"Maikel Garcia","/api/v1/people/672580","R","Right",668674,"Lucas Erceg","/api/v1/people/668674","R","Right","vs_RHP","vs_RHB","RISP",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Oakland Athletics",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",93.2,85.8,14,2,0.4053,6.6602,29.9757,-23.7404,0.894,4.56,1.8787,0.4946,8.7561,-135.2344,-9.9115,-1.5195,50.0011,5.8774,1.652,7.2,6,24,2092,204,NA,NA,NA,NA,NA,NA,FALSE,-25.4,6.2,-3.5,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,TRUE,TRUE,686681,"Michael Massey","/api/v1/people/686681",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
