"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isSubstitution","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","replacedPlayer.id","replacedPlayer.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
746794,"2024-05-25",4,"2024-05-25T19:42:20.186Z","2024-05-25T19:42:24.769Z",TRUE,"pitch","53abd6d9-a7c5-470d-ad9b-60e3d3e0a1a4",5,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,1,NA,NA,3.54,1.68,NA,163.91,185.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42","atBat","Flyout","field_out","Ryan O'Hearn flies out to left fielder Andrew Benintendi.",0,0,3,42,"top",6,"2024-05-25T19:41:04.555Z","2024-05-25T19:42:45.794Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,656811,"Ryan O'Hearn","/api/v1/people/656811","L","Left",607200,"Erick Fedde","/api/v1/people/607200","R","Right","vs_RHP","vs_LHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Chicago White Sox","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",92.3,85.6,13,0.94,0.4055,6.7986,25.8873,-21.4376,-4.3973,5.7967,-1.2308,1.982,1.6013,-134.474,-5.9175,-1.2584,50.0066,5.706,-8.1519,19.2,4.8,24,2029,199,NA,NA,NA,NA,NA,NA,FALSE,-22.2,9.6,7.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746794,"2024-05-25",3,"2024-05-25T19:42:05.443Z","2024-05-25T19:42:11.262Z",TRUE,"pitch","8aea73ce-d4ba-4a4a-8366-bd5bbce25f00",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,1,NA,NA,3.4959,1.6523,NA,120.53,200.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42","atBat","Flyout","field_out","Ryan O'Hearn flies out to left fielder Andrew Benintendi.",0,0,3,42,"top",6,"2024-05-25T19:41:04.555Z","2024-05-25T19:42:45.794Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,656811,"Ryan O'Hearn","/api/v1/people/656811","L","Left",607200,"Erick Fedde","/api/v1/people/607200","R","Right","vs_RHP","vs_LHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Chicago White Sox","false",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",83.1,77.4,13,0.9,0.4503,6.9438,21.2187,-26.8141,7.2064,3.5701,-0.0927,1.4001,1.1803,-121.1264,-4.3123,-1.5221,50.0039,5.5186,10.8269,21.6,8.4,24,2339,79,NA,NA,NA,NA,NA,NA,FALSE,-33.4,5.8,-13.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746794,"2024-05-25",2,"2024-05-25T19:41:48.427Z","2024-05-25T19:41:52.333Z",TRUE,"pitch","ad98a21f-49e2-448a-b635-81a9a010f52a",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,1,NA,NA,3.539,1.5657,NA,154.83,97.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42","atBat","Flyout","field_out","Ryan O'Hearn flies out to left fielder Andrew Benintendi.",0,0,3,42,"top",6,"2024-05-25T19:41:04.555Z","2024-05-25T19:42:45.794Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,656811,"Ryan O'Hearn","/api/v1/people/656811","L","Left",607200,"Erick Fedde","/api/v1/people/607200","R","Right","vs_RHP","vs_LHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Chicago White Sox","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",89.2,82.1,11,0.91,0.42,6.6598,25.1061,-27.2106,2.1788,2.8787,-0.9924,5.2246,0.4663,-129.9962,3.2767,-1.457,50.0058,6.0035,3.7606,8.4,6,24,2084,183,NA,NA,NA,NA,NA,NA,FALSE,-28,6.1,-4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746794,"2024-05-25",1,"2024-05-25T19:41:30.196Z","2024-05-25T19:41:33.627Z",TRUE,"pitch","5d80446b-cddb-4c75-b77d-b174cdc22eb1",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,1,NA,NA,3.54,1.68,NA,155.39,182.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42","atBat","Flyout","field_out","Ryan O'Hearn flies out to left fielder Andrew Benintendi.",0,0,3,42,"top",6,"2024-05-25T19:41:04.555Z","2024-05-25T19:42:45.794Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,656811,"Ryan O'Hearn","/api/v1/people/656811","L","Left",607200,"Erick Fedde","/api/v1/people/607200","R","Right","vs_RHP","vs_LHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Chicago White Sox","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",86.7,80.4,13,0.92,0.4319,6.4975,23.3985,-28.846,-7.1888,2.0364,-1.0071,2.0692,3.4426,-126.3515,-3.4027,-1.4463,50.0016,5.7272,-11.7356,20.4,8.4,24,1629,218,NA,NA,NA,NA,NA,NA,FALSE,-32.8,3.2,12.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746794,"2024-05-25",0,"2024-05-25T19:41:16.291Z","2024-05-25T19:41:20.270Z",TRUE,"pitch","ea785737-66cc-4510-8189-6e9e7804198b",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.5174,1.5657,NA,105.52,198.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42","atBat","Flyout","field_out","Ryan O'Hearn flies out to left fielder Andrew Benintendi.",0,0,3,42,"top",6,"2024-05-25T19:41:04.555Z","2024-05-25T19:42:45.794Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,656811,"Ryan O'Hearn","/api/v1/people/656811","L","Left",607200,"Erick Fedde","/api/v1/people/607200","R","Right","vs_RHP","vs_LHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Chicago White Sox","false",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",80.9,74.8,9,0.91,0.4641,6.5684,21.6602,-26.0964,4.655,4.3034,0.3012,1.506,3.1972,-117.8637,-3.8357,-1.6759,50.0011,5.5547,6.5718,14.4,8.4,24,2348,75,NA,NA,NA,NA,NA,NA,FALSE,-34.4,7.2,-9.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746794,"2024-05-25",2,"2024-05-25T19:40:47.148Z","2024-05-25T19:40:54.649Z",TRUE,"pitch","67cdc827-63db-4d96-bd3a-db1166d9d168",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,1,0,NA,NA,3.43,1.68,NA,152.41,182.73,"ground_ball","medium","4",143.41,163.75,NA,NA,NA,NA,NA,NA,NA,NA,"41","atBat","Groundout","field_out","Adley Rutschman grounds out, second baseman Nicky Lopez to first baseman Gavin Sheets.",0,0,3,41,"top",6,"2024-05-25T19:40:06.570Z","2024-05-25T19:40:54.649Z",TRUE,FALSE,FALSE,TRUE,0,1,1,1,668939,"Adley Rutschman","/api/v1/people/668939","L","Left",607200,"Erick Fedde","/api/v1/people/607200","R","Right","vs_RHP","vs_LHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Chicago White Sox","true",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",86.4,80.1,13,0.92,0.4337,6.7159,23.7699,-31.9091,-6.9046,0.1632,-0.9289,2.0759,3.6593,-125.9252,-2.7093,-1.4981,50.0028,5.7278,-11.172,18,8.4,24,1567,224,80.4,-39,3,NA,NA,NA,TRUE,-36.4,0,11.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746794,"2024-05-25",1,"2024-05-25T19:40:31.251Z","2024-05-25T19:40:35.049Z",TRUE,"pitch","92c398cb-f7e0-4548-85a7-6374819be1dc",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,0,NA,NA,3.4959,1.5657,NA,167.13,203.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"41","atBat","Groundout","field_out","Adley Rutschman grounds out, second baseman Nicky Lopez to first baseman Gavin Sheets.",0,0,3,41,"top",6,"2024-05-25T19:40:06.570Z","2024-05-25T19:40:54.649Z",TRUE,FALSE,FALSE,TRUE,0,1,1,1,668939,"Adley Rutschman","/api/v1/people/668939","L","Left",607200,"Erick Fedde","/api/v1/people/607200","R","Right","vs_RHP","vs_LHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Chicago White Sox","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",86,79.2,13,0.93,0.4376,6.6673,25.321,-29.1911,-8.6879,1.8763,-1.3152,1.2917,2.9189,-125.1862,-4.9279,-1.3678,50.0012,5.6759,-13.7845,24,8.4,24,1704,221,NA,NA,NA,NA,NA,NA,FALSE,-34.4,2.5,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746794,"2024-05-25",0,"2024-05-25T19:40:15.987Z","2024-05-25T19:40:19.692Z",TRUE,"pitch","8078d907-3c16-414b-9e4f-6311a653fa9b",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,0,NA,NA,3.5821,1.7389,NA,110.64,187.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"41","atBat","Groundout","field_out","Adley Rutschman grounds out, second baseman Nicky Lopez to first baseman Gavin Sheets.",0,0,3,41,"top",6,"2024-05-25T19:40:06.570Z","2024-05-25T19:40:54.649Z",TRUE,FALSE,FALSE,TRUE,0,1,1,1,668939,"Adley Rutschman","/api/v1/people/668939","L","Left",607200,"Erick Fedde","/api/v1/people/607200","R","Right","vs_RHP","vs_LHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Chicago White Sox","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",91.1,83.7,8,0.89,0.4129,6.6369,28.0138,-22.1898,-4.6407,5.6026,0.1669,1.8867,5.007,-132.5793,-5.9672,-1.1421,50.0031,5.7832,-8.2719,16.8,6,24,1810,202,NA,NA,NA,NA,NA,NA,FALSE,-23.9,9.1,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746794,"2024-05-25",5,"2024-05-25T19:37:58.500Z","2024-05-25T19:38:03.016Z",TRUE,"pitch","eaa5a3fa-a189-4c16-b085-5b287a52c6ca",5,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,3,2,NA,NA,3.32,1.58,NA,67.06,180.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"40","atBat","Strikeout","strikeout","Corey Julks strikes out swinging.",0,0,3,40,"bottom",5,"2024-05-25T19:36:37.547Z","2024-05-25T19:38:03.016Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,667452,"Corey Julks","/api/v1/people/667452","R","Right",669211,"Keegan Akin","/api/v1/people/669211","L","Left","vs_LHP","vs_RHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Baltimore Orioles",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",85.1,77,14,0.91,0.4453,5.7444,27.981,-23.2811,10.8181,5.8201,1.31,2.1765,-5.5167,-123.6822,-3.9272,2.1811,50.0003,5.7707,16.5164,32.4,7.2,24,1973,125,NA,NA,NA,NA,NA,NA,TRUE,-28.6,9.7,-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746794,"2024-05-25",4,"2024-05-25T19:37:32.808Z","2024-05-25T19:37:37.529Z",TRUE,"pitch","cdb7b7e0-05e8-414a-b8a9-a0fe9e4f7597",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,2,NA,NA,3.32,1.58,NA,118.99,168.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"40","atBat","Strikeout","strikeout","Corey Julks strikes out swinging.",0,0,3,40,"bottom",5,"2024-05-25T19:36:37.547Z","2024-05-25T19:38:03.016Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,667452,"Corey Julks","/api/v1/people/667452","R","Right",669211,"Keegan Akin","/api/v1/people/669211","L","Left","vs_LHP","vs_RHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Baltimore Orioles",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.4,85.3,5,0.9,0.4037,5.6839,29.7269,-12.1978,5.536,10.7154,-0.0523,2.5857,-7.5729,-135.678,-6.4826,2.0559,50.003,5.8564,10.3209,32.4,3.6,24,2441,145,NA,NA,NA,NA,NA,NA,FALSE,-13.3,18.2,-8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746794,"2024-05-25",3,"2024-05-25T19:37:14.479Z","2024-05-25T19:37:18.601Z",TRUE,"pitch","74a59cec-35cf-4fff-8c19-fdcea92eedac",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,2,2,NA,NA,3.32,1.58,NA,109.55,169.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"40","atBat","Strikeout","strikeout","Corey Julks strikes out swinging.",0,0,3,40,"bottom",5,"2024-05-25T19:36:37.547Z","2024-05-25T19:38:03.016Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,667452,"Corey Julks","/api/v1/people/667452","R","Right",669211,"Keegan Akin","/api/v1/people/669211","L","Left","vs_LHP","vs_RHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Baltimore Orioles",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",84.4,77.6,5,0.9,0.4457,5.8923,23.5827,-23.9572,8.8487,5.3663,0.1955,2.5635,-7.5279,-122.7527,-2.7906,2.1477,50.0021,5.7479,13.5462,26.4,7.2,24,2036,122,NA,NA,NA,NA,NA,NA,FALSE,-29,9.4,-14.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746794,"2024-05-25",2,"2024-05-25T19:36:56.692Z","2024-05-25T19:37:00.590Z",TRUE,"pitch","7fc9231a-6f2e-4338-a780-f5422b4b5f0c",2,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",1,1,2,NA,NA,3.2947,1.5874,NA,103.17,230.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"40","atBat","Strikeout","strikeout","Corey Julks strikes out swinging.",0,0,3,40,"bottom",5,"2024-05-25T19:36:37.547Z","2024-05-25T19:38:03.016Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,667452,"Corey Julks","/api/v1/people/667452","R","Right",669211,"Keegan Akin","/api/v1/people/669211","L","Left","vs_LHP","vs_RHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Baltimore Orioles",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",85.5,78.2,14,0.9,0.4426,5.8013,26.6037,-24.0981,9.5206,5.2181,0.3628,0.3004,-7.1624,-124.1166,-7.9691,2.0599,50.0045,5.5827,14.7426,27.6,7.2,24,2135,122,NA,NA,NA,NA,NA,NA,FALSE,-30.2,7.7,-15.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746794,"2024-05-25",1,"2024-05-25T19:36:39.916Z","2024-05-25T19:36:43.819Z",TRUE,"pitch","8560c4b3-4d1a-4d21-81b2-8e071e3ef81f",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.2731,1.6018,NA,98.7,168.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"40","atBat","Strikeout","strikeout","Corey Julks strikes out swinging.",0,0,3,40,"bottom",5,"2024-05-25T19:36:37.547Z","2024-05-25T19:38:03.016Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,667452,"Corey Julks","/api/v1/people/667452","R","Right",669211,"Keegan Akin","/api/v1/people/669211","L","Left","vs_LHP","vs_RHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Baltimore Orioles",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.7,85.2,6,0.91,0.4009,5.6596,34.9115,-12.0049,6.2373,10.7082,0.48,2.6053,-7.0335,-137.4496,-6.4963,2.2809,50.0028,5.8411,11.7482,36,3.6,24,2471,143,NA,NA,NA,NA,NA,NA,FALSE,-13.1,17.9,-9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746794,"2024-05-25",0,"2024-05-25T19:36:31.817Z","2024-05-25T19:36:39.916Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",0,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,667452,"/api/v1/people/667452",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"40","atBat","Strikeout","strikeout","Corey Julks strikes out swinging.",0,0,3,40,"bottom",5,"2024-05-25T19:36:37.547Z","2024-05-25T19:38:03.016Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,667452,"Corey Julks","/api/v1/people/667452","R","Right",669211,"Keegan Akin","/api/v1/people/669211","L","Left","vs_LHP","vs_RHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Baltimore Orioles",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746794,"2024-05-25",3,"2024-05-25T19:35:46.367Z","2024-05-25T19:36:00.222Z",TRUE,"pitch","9ccf10ed-3e6e-413b-89d5-d6112e40e50e",4,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",1,2,2,NA,NA,3.37,1.65,NA,110.06,177.91,"line_drive","hard","8",176.27,53.58,NA,NA,NA,NA,NA,NA,NA,NA,"39","atBat","Triple","triple","Gavin Sheets triples (1) on a sharp line drive to center fielder Colton Cowser. Andrew Benintendi scores. Nicky Lopez scores. Tommy Pham scores.",3,0,3,39,"bottom",5,"2024-05-25T19:34:39.212Z","2024-05-25T19:36:00.222Z",TRUE,TRUE,FALSE,FALSE,72,1,2,2,657757,"Gavin Sheets","/api/v1/people/657757","L","Left",669211,"Keegan Akin","/api/v1/people/669211","L","Left","vs_LHP","vs_LHB","RISP",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Baltimore Orioles","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.5,85.4,5,0.9,0.4034,5.817,30.3484,-12.9133,5.0156,10.3203,0.1822,2.2546,-6.3538,-135.8902,-7.2552,1.9013,50.0033,5.8601,9.3616,28.8,3.6,24,2416,146,104.1,21,381,NA,NA,NA,FALSE,-14.2,17.3,-7.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,657757,"Gavin Sheets","/api/v1/people/657757"
746794,"2024-05-25",2,"2024-05-25T19:35:24.606Z","2024-05-25T19:35:28.464Z",TRUE,"pitch","e7248357-ab19-4323-8cb5-cb99acfb2e44",3,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",1,2,2,NA,NA,3.3594,1.5585,NA,154.98,239.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39","atBat","Triple","triple","Gavin Sheets triples (1) on a sharp line drive to center fielder Colton Cowser. Andrew Benintendi scores. Nicky Lopez scores. Tommy Pham scores.",3,0,3,39,"bottom",5,"2024-05-25T19:34:39.212Z","2024-05-25T19:36:00.222Z",TRUE,TRUE,FALSE,FALSE,72,1,2,2,657757,"Gavin Sheets","/api/v1/people/657757","L","Left",669211,"Keegan Akin","/api/v1/people/669211","L","Left","vs_LHP","vs_LHB","RISP",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Baltimore Orioles","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",84.7,79.3,13,0.89,0.4429,5.7237,21.9737,-33.9476,-3.7112,-1.1455,-0.9965,-0.0318,-6.3794,-123.163,-6.9276,2.0984,50.0018,5.6499,-5.7611,10.8,9.6,24,2638,241,NA,NA,NA,NA,NA,NA,FALSE,-41.2,-3.4,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
