"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isSubstitution","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","replacedPlayer.id","replacedPlayer.link","isBaseRunningPlay","reviewDetails.isOverturned.x","reviewDetails.inProgress.x","reviewDetails.reviewType.x","reviewDetails.challengeTeamId.x","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","reviewDetails.isOverturned.y","reviewDetails.inProgress.y","reviewDetails.reviewType.y","reviewDetails.challengeTeamId.y"
718179,"2023-05-14",0,"2023-05-14T18:59:34.674Z","2023-05-14T18:59:41.650Z",TRUE,"pitch","80c75516-9166-448a-b3a0-08ec9de486bd",1,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,0,2,NA,NA,3.285,1.487,NA,145.65,173.35,"ground_ball","soft","1",122.09,195.87,NA,NA,NA,NA,NA,NA,NA,NA,"43","atBat","Groundout","field_out","Joey Ortiz grounds out softly, pitcher Mitch Keller to first baseman Carlos Santana.",0,4,0,43,"bottom",5,"2023-05-14T18:59:20.083Z","2023-05-14T18:59:41.650Z",TRUE,FALSE,FALSE,TRUE,0,0,0,3,687401,"Joey Ortiz","/api/v1/people/687401","R","Right",656605,"Mitch Keller","/api/v1/people/656605","R","Right","vs_RHP","vs_RHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Baltimore Orioles","Pittsburgh Pirates","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",93.5,85.5,4,0.88,0.4033,6.3606,30.128,-25.2304,-11.6646,3.7154,-0.7517,2.4235,7.2251,-135.8935,-4.5055,-1.9312,50.0026,5.8585,-21.7886,37.2,7.2,24,2348,215,54.9,-70,2,NA,NA,NA,TRUE,-25.4,6,19.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,595978,"Austin Hedges","/api/v1/people/595978",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718179,"2023-05-14",5,"2023-05-14T18:59:07.990Z","2023-05-14T18:59:13.735Z",TRUE,"pitch","5f3e2015-97d7-467e-a124-73649cc3834c",6,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,3,1,NA,NA,3.3291,1.5231,NA,93.42,187.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42","atBat","Strikeout","strikeout","James McCann called out on strikes.",0,4,0,42,"bottom",5,"2023-05-14T18:57:31.776Z","2023-05-14T18:59:13.735Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,543510,"James McCann","/api/v1/people/543510","R","Right",656605,"Mitch Keller","/api/v1/people/656605","R","Right","vs_RHP","vs_RHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Baltimore Orioles","Pittsburgh Pirates","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",96.2,87.9,9,0.91,0.3923,6.4963,31.1756,-16.4033,-10.9596,7.9882,0.6187,1.9083,10.5665,-139.5679,-7.4439,-1.7909,50.0031,5.6886,-21.6392,46.8,6,24,2410,215,NA,NA,NA,NA,NA,NA,TRUE,-16.7,13.1,17.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,595978,"Austin Hedges","/api/v1/people/595978",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718179,"2023-05-14",4,"2023-05-14T18:58:50.686Z","2023-05-14T18:58:54.206Z",TRUE,"pitch","1a680949-785b-4002-a9e9-8e2a4ae32ffd",5,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,1,NA,NA,3.31,1.54,NA,78.73,196.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42","atBat","Strikeout","strikeout","James McCann called out on strikes.",0,4,0,42,"bottom",5,"2023-05-14T18:57:31.776Z","2023-05-14T18:59:13.735Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,543510,"James McCann","/api/v1/people/543510","R","Right",656605,"Mitch Keller","/api/v1/people/656605","R","Right","vs_RHP","vs_RHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Baltimore Orioles","Pittsburgh Pirates","false",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",84.6,77.6,14,0.91,0.4467,6.3477,26.88,-33.1342,12.1723,-0.6346,1.0041,1.5592,3.2994,-123.1163,-3.5374,-1.9378,50.0008,5.8505,18.4838,28.8,10.8,24,2790,57,NA,NA,NA,NA,NA,NA,FALSE,-40.3,-1.8,-22.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,595978,"Austin Hedges","/api/v1/people/595978",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718179,"2023-05-14",3,"2023-05-14T18:58:31.726Z","2023-05-14T18:58:34.726Z",TRUE,"pitch","587f3645-fa73-4146-83d5-a3b710cc5945",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,1,NA,NA,3.31,1.54,NA,107.76,157.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42","atBat","Strikeout","strikeout","James McCann called out on strikes.",0,4,0,42,"bottom",5,"2023-05-14T18:57:31.776Z","2023-05-14T18:59:13.735Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,543510,"James McCann","/api/v1/people/543510","R","Right",656605,"Mitch Keller","/api/v1/people/656605","R","Right","vs_RHP","vs_RHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Baltimore Orioles","Pittsburgh Pirates","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.9,89.5,2,0.92,0.3867,6.5017,28.3468,-13.5813,-7.0513,9.1257,0.2425,2.9964,8.1839,-140.979,-5.4747,-1.765,50.0046,5.8213,-14.3704,40.8,3.6,24,2452,207,NA,NA,NA,NA,NA,NA,FALSE,-13.1,15.7,11.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,595978,"Austin Hedges","/api/v1/people/595978",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718179,"2023-05-14",2,"2023-05-14T18:58:19.300Z","2023-05-14T18:58:23.284Z",TRUE,"pitch","1e2853ac-b247-4302-b8fd-99cbbca26a80",3,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,2,1,NA,NA,3.4227,1.5735,NA,95.4,166.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42","atBat","Strikeout","strikeout","James McCann called out on strikes.",0,4,0,42,"bottom",5,"2023-05-14T18:57:31.776Z","2023-05-14T18:59:13.735Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,543510,"James McCann","/api/v1/people/543510","R","Right",656605,"Mitch Keller","/api/v1/people/656605","R","Right","vs_RHP","vs_RHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Baltimore Orioles","Pittsburgh Pirates","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",93.7,87.3,6,0.91,0.3989,6.4991,24.21,-22.838,-10.2729,4.8656,0.5666,2.672,9.9137,-136.2402,-4.478,-1.7493,50.0008,5.8751,-19.7036,37.2,6,24,2391,219,NA,NA,NA,NA,NA,NA,FALSE,-22.4,8.3,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,595978,"Austin Hedges","/api/v1/people/595978",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718179,"2023-05-14",1,"2023-05-14T18:58:05.383Z","2023-05-14T18:58:10.332Z",TRUE,"pitch","0601bdd6-8584-4c79-9c91-82cd58d2367e",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,1,1,NA,NA,3.31,1.54,NA,141.51,145.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42","atBat","Strikeout","strikeout","James McCann called out on strikes.",0,4,0,42,"bottom",5,"2023-05-14T18:57:31.776Z","2023-05-14T18:59:13.735Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,543510,"James McCann","/api/v1/people/543510","R","Right",656605,"Mitch Keller","/api/v1/people/656605","R","Right","vs_RHP","vs_RHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Baltimore Orioles","Pittsburgh Pirates","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",93.3,86.9,11,0.9,0.4001,6.1992,24.2503,-24.4948,-10.0609,4.0293,-0.643,3.4478,7.0284,-135.886,-2.1729,-1.9302,50.0056,5.9255,-19.1908,36,6,24,2356,214,NA,NA,NA,NA,NA,NA,FALSE,-23.8,7.1,17.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,595978,"Austin Hedges","/api/v1/people/595978",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718179,"2023-05-14",0,"2023-05-14T18:57:49.653Z","2023-05-14T18:57:54.286Z",TRUE,"pitch","2e4a948a-b9af-445b-a048-9baad0df1a21",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.4695,1.5501,NA,68.32,232.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42","atBat","Strikeout","strikeout","James McCann called out on strikes.",0,4,0,42,"bottom",5,"2023-05-14T18:57:31.776Z","2023-05-14T18:59:13.735Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,543510,"James McCann","/api/v1/people/543510","R","Right",656605,"Mitch Keller","/api/v1/people/656605","R","Right","vs_RHP","vs_RHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Baltimore Orioles","Pittsburgh Pirates","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",93.3,86.3,14,0.87,0.4035,6.3226,26.0504,-16.6778,-11.8449,8.2811,1.2771,0.2495,12.0874,-135.0988,-11.2066,-1.6901,50.001,5.5903,-22.1616,46.8,6,24,2355,221,NA,NA,NA,NA,NA,NA,FALSE,-18.5,13,19.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,595978,"Austin Hedges","/api/v1/people/595978",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718179,"2023-05-14",2,"2023-05-14T18:57:19.753Z","2023-05-14T18:57:23.856Z",TRUE,"pitch","c756f759-b7c4-40ab-9f88-cd429d13c582",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,3,0,NA,NA,3.59,1.75,NA,79.9,144.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"41","atBat","Strikeout","strikeout","Kyle Stowers strikes out swinging.",0,4,0,41,"bottom",5,"2023-05-14T18:56:50.999Z","2023-05-14T18:57:23.856Z",TRUE,FALSE,FALSE,TRUE,14,0,3,1,669065,"Kyle Stowers","/api/v1/people/669065","L","Left",656605,"Mitch Keller","/api/v1/people/656605","R","Right","vs_RHP","vs_LHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Baltimore Orioles","Pittsburgh Pirates","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.1,87.8,12,0.92,0.3921,6.4147,30.8849,-12.5198,-7.0146,9.94,0.9732,3.5042,10.3111,-139.5947,-4.2535,-1.8539,50.0015,5.8695,-13.8689,40.8,3.6,24,2364,218,NA,NA,NA,NA,NA,NA,TRUE,-12.4,17.3,10.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,595978,"Austin Hedges","/api/v1/people/595978",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718179,"2023-05-14",1,"2023-05-14T18:57:07.396Z","2023-05-14T18:57:10.436Z",TRUE,"pitch","b096ed14-093e-4a8c-91b2-ffd44c852451",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,2,0,NA,NA,3.59,1.75,NA,111.59,154.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"41","atBat","Strikeout","strikeout","Kyle Stowers strikes out swinging.",0,4,0,41,"bottom",5,"2023-05-14T18:56:50.999Z","2023-05-14T18:57:23.856Z",TRUE,FALSE,FALSE,TRUE,14,0,3,1,669065,"Kyle Stowers","/api/v1/people/669065","L","Left",656605,"Mitch Keller","/api/v1/people/656605","R","Right","vs_RHP","vs_LHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Baltimore Orioles","Pittsburgh Pirates","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.2,85.9,2,0.95,0.4003,6.3236,30.9875,-12.2942,-5.789,10.4911,0.142,3.1264,7.6795,-136.9675,-5.1533,-1.9494,50.0036,5.8769,-10.9712,34.8,3.6,24,2398,218,NA,NA,NA,NA,NA,NA,FALSE,-12.8,18,8.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,595978,"Austin Hedges","/api/v1/people/595978",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718179,"2023-05-14",0,"2023-05-14T18:56:57.139Z","2023-05-14T18:57:00.769Z",TRUE,"pitch","16230054-7518-4a64-b4c1-9e8a67d09d61",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,0,NA,NA,3.6918,1.8426,NA,94.06,182.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"41","atBat","Strikeout","strikeout","Kyle Stowers strikes out swinging.",0,4,0,41,"bottom",5,"2023-05-14T18:56:50.999Z","2023-05-14T18:57:23.856Z",TRUE,FALSE,FALSE,TRUE,14,0,3,1,669065,"Kyle Stowers","/api/v1/people/669065","L","Left",656605,"Mitch Keller","/api/v1/people/656605","R","Right","vs_RHP","vs_LHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Baltimore Orioles","Pittsburgh Pirates","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",88.5,81.5,9,0.93,0.4253,6.3414,25.3901,-27.0951,-9.765,3.0201,0.6017,2.0946,9.5923,-128.5298,-4.5058,-1.9011,50.002,5.962,-16.4193,27.6,7.2,24,1507,236,NA,NA,NA,NA,NA,NA,FALSE,-30.2,4.7,15.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,595978,"Austin Hedges","/api/v1/people/595978",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718179,"2023-05-14",4,"2023-05-14T18:54:36.282Z","2023-05-14T18:54:44.401Z",TRUE,"pitch","4706a7d8-15b0-488c-b090-6f6434b4e37e",4,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,2,2,NA,NA,2.84,1.37,NA,114.33,209.55,"ground_ball","medium","3",157.2,166.33,NA,NA,NA,NA,NA,NA,NA,NA,"40","atBat","Groundout","field_out","Ji Hwan Bae grounds out, first baseman Ryan Mountcastle to pitcher Kyle Gibson.",0,4,0,40,"top",5,"2023-05-14T18:53:25.598Z","2023-05-14T18:54:44.401Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,678225,"Ji Hwan Bae","/api/v1/people/678225","L","Left",502043,"Kyle Gibson","/api/v1/people/502043","R","Right","vs_RHP","vs_LHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Baltimore Orioles",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",83.6,76.9,14,0.92,0.4516,7.1614,24.403,-30.4729,-11.3882,1.1428,0.07,1.0826,8.7381,-121.4156,-5.6033,-2.101,50.0033,6.0812,-16.9552,26.4,9.6,24,1800,230,88.1,5,80,NA,NA,NA,TRUE,-38.5,0.8,18.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,595978,"Austin Hedges","/api/v1/people/595978",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718179,"2023-05-14",3,"2023-05-14T18:54:13.222Z","2023-05-14T18:54:19.015Z",TRUE,"pitch","fd449be4-5482-4a3e-ac7f-0edddfeb689d",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,2,2,NA,NA,2.84,1.37,NA,105.15,211.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"40","atBat","Groundout","field_out","Ji Hwan Bae grounds out, first baseman Ryan Mountcastle to pitcher Kyle Gibson.",0,4,0,40,"top",5,"2023-05-14T18:53:25.598Z","2023-05-14T18:54:44.401Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,678225,"Ji Hwan Bae","/api/v1/people/678225","L","Left",502043,"Kyle Gibson","/api/v1/people/502043","R","Right","vs_RHP","vs_LHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Baltimore Orioles",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",83.7,77.2,14,0.92,0.4506,6.8678,23.1399,-28.0017,-10.8489,2.7888,0.3108,1.0024,9.3275,-121.4179,-6.2202,-2.1658,50.0054,6.0255,-16.2472,26.4,8.4,24,1818,224,NA,NA,NA,NA,NA,NA,FALSE,-35.4,3.7,17.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,595978,"Austin Hedges","/api/v1/people/595978",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718179,"2023-05-14",2,"2023-05-14T18:53:47.670Z","2023-05-14T18:53:51.632Z",TRUE,"pitch","f619fbe1-8e2b-453e-8594-9a9fbaf98115",2,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",1,1,2,NA,NA,2.8728,1.4448,NA,84.53,223.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"40","atBat","Groundout","field_out","Ji Hwan Bae grounds out, first baseman Ryan Mountcastle to pitcher Kyle Gibson.",0,4,0,40,"top",5,"2023-05-14T18:53:25.598Z","2023-05-14T18:54:44.401Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,678225,"Ji Hwan Bae","/api/v1/people/678225","L","Left",502043,"Kyle Gibson","/api/v1/people/502043","R","Right","vs_RHP","vs_LHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Baltimore Orioles",NA,NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",77.8,72.1,14,0.92,0.4849,7.0504,21.4991,-36.1692,3.2714,-3.0983,0.8519,0.5714,5.7659,-113.1431,-4.4046,-2.1589,50.0009,6.1849,4.2217,8.4,12,24,2426,12,NA,NA,NA,NA,NA,NA,FALSE,-51.8,-6.5,-7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,595978,"Austin Hedges","/api/v1/people/595978",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718179,"2023-05-14",1,"2023-05-14T18:53:27.865Z","2023-05-14T18:53:32.028Z",TRUE,"pitch","e321785c-9138-4172-b70b-705497228ea6",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,2.9664,1.4214,NA,147.74,161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"40","atBat","Groundout","field_out","Ji Hwan Bae grounds out, first baseman Ryan Mountcastle to pitcher Kyle Gibson.",0,4,0,40,"top",5,"2023-05-14T18:53:25.598Z","2023-05-14T18:54:44.401Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,678225,"Ji Hwan Bae","/api/v1/people/678225","L","Left",502043,"Kyle Gibson","/api/v1/people/502043","R","Right","vs_RHP","vs_LHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Baltimore Orioles",NA,NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",78.1,72.9,1,0.89,0.4788,6.9973,18.6801,-35.8358,2.7668,-2.7512,-0.8066,2.8807,2.4292,-113.9048,0.0794,-2.242,50.0049,6.3554,3.6774,6,10.8,24,2397,70,NA,NA,NA,NA,NA,NA,FALSE,-49,-4.7,-5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,595978,"Austin Hedges","/api/v1/people/595978",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718179,"2023-05-14",0,"2023-05-14T18:52:47.715Z","2023-05-14T18:53:27.865Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",4,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"40","atBat","Groundout","field_out","Ji Hwan Bae grounds out, first baseman Ryan Mountcastle to pitcher Kyle Gibson.",0,4,0,40,"top",5,"2023-05-14T18:53:25.598Z","2023-05-14T18:54:44.401Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,678225,"Ji Hwan Bae","/api/v1/people/678225","L","Left",502043,"Kyle Gibson","/api/v1/people/502043","R","Right","vs_RHP","vs_LHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Baltimore Orioles",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,595978,"Austin Hedges","/api/v1/people/595978",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
