"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isSubstitution","replacedPlayer.id","replacedPlayer.link","base","details.disengagementNum","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
717333,"2023-07-20",3,"2023-07-20T01:45:27.259Z","2023-07-20T01:45:30.706Z",TRUE,"pitch","249f3bb4-27a2-4643-8d96-c36e94cbd109",4,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,2,2,NA,NA,3.73,1.75,NA,151.91,158.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"49","atBat","Groundout","field_out","Riley Greene grounds out, shortstop Bobby Witt Jr. to first baseman Matt Duffy.",0,3,2,49,"top",7,"2023-07-20T01:44:29.601Z","2023-07-20T01:45:54.264Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,682985,"Riley Greene","/api/v1/people/682985","L","Left",666721,"Max Castillo","/api/v1/people/666721","R","Right","vs_RHP","vs_LHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Kansas City Royals","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94,87,11,0.91,0.3981,7.2755,26.5295,-17.2199,-6.7799,7.7788,-0.9157,2.9901,5.6234,-136.8987,-4.3943,-2.1025,50.0068,5.7736,-13.04,33.6,4.8,24,2102,221,NA,NA,NA,NA,NA,NA,FALSE,-17.2,13.4,11.3,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717333,"2023-07-20",2,"2023-07-20T01:45:07.688Z","2023-07-20T01:45:11.140Z",TRUE,"pitch","ef9117e1-5aca-4419-8ac0-eb0e1a7c150e",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,2,NA,NA,3.5345,1.641,NA,200.63,116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"49","atBat","Groundout","field_out","Riley Greene grounds out, shortstop Bobby Witt Jr. to first baseman Matt Duffy.",0,3,2,49,"top",7,"2023-07-20T01:44:29.601Z","2023-07-20T01:45:54.264Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,682985,"Riley Greene","/api/v1/people/682985","L","Left",666721,"Max Castillo","/api/v1/people/666721","R","Right","vs_RHP","vs_LHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Kansas City Royals","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",86.3,79.7,11,0.91,0.4339,7.0196,23.144,-26.1945,-9.148,3.6957,-2.1939,4.5474,3.4184,-125.7649,1.9442,-2.3747,50.0027,5.8748,-14.7985,28.8,7.2,24,1771,249,NA,NA,NA,NA,NA,NA,FALSE,-29,7.3,16,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717333,"2023-07-20",1,"2023-07-20T01:44:46.979Z","2023-07-20T01:44:50.357Z",TRUE,"pitch","6ac54ca9-5ace-429c-aa43-3382b57ec6b7",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,2,NA,NA,3.5636,1.641,NA,92.2,219.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"49","atBat","Groundout","field_out","Riley Greene grounds out, shortstop Bobby Witt Jr. to first baseman Matt Duffy.",0,3,2,49,"top",7,"2023-07-20T01:44:29.601Z","2023-07-20T01:45:54.264Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,682985,"Riley Greene","/api/v1/people/682985","L","Left",666721,"Max Castillo","/api/v1/people/666721","R","Right","vs_RHP","vs_LHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Kansas City Royals","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",82.4,76.2,14,0.9,0.4571,6.833,22.8013,-24.3611,3.9259,5.3646,0.6505,0.7165,6.1008,-119.7715,-6.4697,-2.4379,50.0005,5.6268,5.7094,14.4,7.2,24,2499,74,NA,NA,NA,NA,NA,NA,FALSE,-31.9,8.4,-8.5,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717333,"2023-07-20",0,"2023-07-20T01:44:29.601Z","2023-07-20T01:44:33.077Z",TRUE,"pitch","9a567c71-6766-485b-a1c1-5f032e013960",1,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,1,2,NA,NA,3.73,1.75,NA,127.48,173.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"49","atBat","Groundout","field_out","Riley Greene grounds out, shortstop Bobby Witt Jr. to first baseman Matt Duffy.",0,3,2,49,"top",7,"2023-07-20T01:44:29.601Z","2023-07-20T01:45:54.264Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,682985,"Riley Greene","/api/v1/people/682985","L","Left",666721,"Max Castillo","/api/v1/people/666721","R","Right","vs_RHP","vs_LHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Kansas City Royals","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.6,86.3,5,0.91,0.3991,7.1031,30.976,-18.3036,-10.4061,7.2719,-0.275,2.4281,8.8838,-137.3528,-5.5527,-2.2024,50.0004,5.7241,-19.8416,42,6,24,2192,228,NA,NA,NA,NA,NA,NA,FALSE,-18.6,12.1,16.9,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717333,"2023-07-20",2,"2023-07-20T01:43:55.968Z","2023-07-20T01:44:03.565Z",TRUE,"pitch","b317eb38-9815-4c76-a6c8-4ab8464125b3",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,1,1,NA,NA,3.52,1.71,NA,121.93,180.95,"ground_ball","medium","6",111.58,154.75,NA,NA,NA,NA,NA,NA,NA,NA,"48","atBat","Groundout","field_out","Matt Vierling grounds out, shortstop Bobby Witt Jr. to first baseman Matt Duffy.",0,3,2,48,"top",7,"2023-07-20T01:43:18.213Z","2023-07-20T01:44:03.565Z",TRUE,FALSE,FALSE,TRUE,0,1,1,2,663837,"Matt Vierling","/api/v1/people/663837","R","Right",666721,"Max Castillo","/api/v1/people/666721","R","Right","vs_RHP","vs_RHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Kansas City Royals","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.1,86.4,8,0.91,0.3999,6.8579,29.07,-19.684,-10.2032,6.5688,-0.1294,2.1417,8.5865,-136.7547,-6.2208,-1.9783,50.0035,5.7882,-19.4015,39.6,6,24,2110,221,108.3,-11,11,NA,NA,NA,TRUE,-20,10.8,16.8,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717333,"2023-07-20",1,"2023-07-20T01:43:35.051Z","2023-07-20T01:43:38.606Z",TRUE,"pitch","8a00f50a-39e0-4b21-9bbf-59067fa6dd7e",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,1,1,NA,NA,3.52,1.71,NA,107.29,168.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"48","atBat","Groundout","field_out","Matt Vierling grounds out, shortstop Bobby Witt Jr. to first baseman Matt Duffy.",0,3,2,48,"top",7,"2023-07-20T01:43:18.213Z","2023-07-20T01:44:03.565Z",TRUE,FALSE,FALSE,TRUE,0,1,1,2,663837,"Matt Vierling","/api/v1/people/663837","R","Right",666721,"Max Castillo","/api/v1/people/666721","R","Right","vs_RHP","vs_RHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Kansas City Royals","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.8,87.5,5,0.91,0.3959,7.0271,27.5208,-15.1056,-6.9545,8.7825,0.2547,2.5932,8.9744,-137.7783,-5.8538,-2.1249,50.0014,5.7475,-13.5141,36,3.6,24,2245,229,NA,NA,NA,NA,NA,NA,FALSE,-15.2,15,10.9,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717333,"2023-07-20",0,"2023-07-20T01:43:18.213Z","2023-07-20T01:43:21.839Z",TRUE,"pitch","e3ec1afc-10dd-444a-b849-e64f1bc2d35c",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.3825,1.572,NA,66.86,197.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"48","atBat","Groundout","field_out","Matt Vierling grounds out, shortstop Bobby Witt Jr. to first baseman Matt Duffy.",0,3,2,48,"top",7,"2023-07-20T01:43:18.213Z","2023-07-20T01:44:03.565Z",TRUE,FALSE,FALSE,TRUE,0,1,1,2,663837,"Matt Vierling","/api/v1/people/663837","R","Right",666721,"Max Castillo","/api/v1/people/666721","R","Right","vs_RHP","vs_RHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Kansas City Royals","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.1,86.9,14,0.91,0.3996,6.9776,27.0178,-16.5057,-8.1522,8.2161,1.3154,1.5254,11.7051,-136.4983,-8.1424,-1.9481,50.0064,5.6604,-15.5533,36,4.8,24,2240,225,NA,NA,NA,NA,NA,NA,FALSE,-17.4,13.4,12.6,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717333,"2023-07-20",6,"2023-07-20T01:42:46.312Z","2023-07-20T01:42:53.228Z",TRUE,"pitch","34c94442-1119-4466-ab5a-bd0b02881ed3",6,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,2,0,NA,NA,3.21,1.5,NA,149.01,175.79,"line_drive","medium","6",108.75,133.09,NA,NA,NA,NA,NA,NA,NA,NA,"47","atBat","Lineout","field_out","Zack Short lines out to shortstop Bobby Witt Jr.",0,3,2,47,"top",7,"2023-07-20T01:40:51.790Z","2023-07-20T01:42:53.228Z",TRUE,FALSE,FALSE,TRUE,0,1,2,1,670097,"Zack Short","/api/v1/people/670097","R","Right",666721,"Max Castillo","/api/v1/people/666721","R","Right","vs_RHP","vs_RHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Kansas City Royals",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",87.1,80.4,13,0.91,0.431,7.8061,23.8626,-26.7943,-8.3794,3.2858,-0.8397,2.3331,6.8391,-126.675,-3.02,-2.4749,50.005,5.664,-13.7331,25.2,7.2,24,1589,252,76.5,14,176,NA,NA,NA,TRUE,-30.4,5.5,13.8,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717333,"2023-07-20",5,"2023-07-20T01:42:25.489Z","2023-07-20T01:42:29.804Z",TRUE,"pitch","c964aa3e-e3e5-43ec-ab21-efe7adee2e28",5,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,0,NA,NA,3.21,1.5,NA,104.8,162.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47","atBat","Lineout","field_out","Zack Short lines out to shortstop Bobby Witt Jr.",0,3,2,47,"top",7,"2023-07-20T01:40:51.790Z","2023-07-20T01:42:53.228Z",TRUE,FALSE,FALSE,TRUE,0,1,2,1,670097,"Zack Short","/api/v1/people/670097","R","Right",666721,"Max Castillo","/api/v1/people/666721","R","Right","vs_RHP","vs_RHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Kansas City Royals",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.1,86.8,3,0.91,0.3989,7.0067,27.0443,-16.7233,-8.7058,8.069,0.32,2.824,9.8325,-136.729,-4.9596,-2.173,50.0003,5.7903,-16.6635,39.6,4.8,24,2273,228,NA,NA,NA,NA,NA,NA,FALSE,-16.9,13.8,13.9,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717333,"2023-07-20",4,"2023-07-20T01:42:07.142Z","2023-07-20T01:42:11.858Z",TRUE,"pitch","87fea406-0d8b-4c5c-b61c-79385b5ca1b3",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,0,NA,NA,3.1015,1.4779,NA,80.6,150.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47","atBat","Lineout","field_out","Zack Short lines out to shortstop Bobby Witt Jr.",0,3,2,47,"top",7,"2023-07-20T01:40:51.790Z","2023-07-20T01:42:53.228Z",TRUE,FALSE,FALSE,TRUE,0,1,2,1,670097,"Zack Short","/api/v1/people/670097","R","Right",666721,"Max Castillo","/api/v1/people/666721","R","Right","vs_RHP","vs_RHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Kansas City Royals",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.4,86.7,12,0.91,0.3986,7.462,27.9545,-15.8211,-8.3057,8.5354,0.9549,3.254,11.5358,-136.9872,-3.8931,-2.2159,50.0045,5.7631,-15.9166,39.6,4.8,24,2220,228,NA,NA,NA,NA,NA,NA,FALSE,-15.8,14.9,12.8,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717333,"2023-07-20",3,"2023-07-20T01:41:44.841Z","2023-07-20T01:41:49.859Z",TRUE,"pitch","264e6910-f768-4797-b341-050a1ced19d4",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,0,NA,NA,3.21,1.5,NA,102.51,188.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47","atBat","Lineout","field_out","Zack Short lines out to shortstop Bobby Witt Jr.",0,3,2,47,"top",7,"2023-07-20T01:40:51.790Z","2023-07-20T01:42:53.228Z",TRUE,FALSE,FALSE,TRUE,0,1,2,1,670097,"Zack Short","/api/v1/people/670097","R","Right",666721,"Max Castillo","/api/v1/people/666721","R","Right","vs_RHP","vs_RHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Kansas City Royals",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",81.1,75,9,0.9,0.4634,6.7795,21.7311,-25.9388,3.2703,4.4017,0.3803,1.8651,5.7111,-118.0313,-3.2735,-2.4921,50.0009,5.6495,4.629,12,7.2,24,2557,79,NA,NA,NA,NA,NA,NA,FALSE,-34,7.4,-7.3,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717333,"2023-07-20",2,"2023-07-20T01:41:27.995Z","2023-07-20T01:41:32.445Z",TRUE,"pitch","75c34adb-756e-4d2e-85af-8a28fe71292f",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,2,0,NA,NA,3.1015,1.5069,NA,95.89,183.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47","atBat","Lineout","field_out","Zack Short lines out to shortstop Bobby Witt Jr.",0,3,2,47,"top",7,"2023-07-20T01:40:51.790Z","2023-07-20T01:42:53.228Z",TRUE,FALSE,FALSE,TRUE,0,1,2,1,670097,"Zack Short","/api/v1/people/670097","R","Right",666721,"Max Castillo","/api/v1/people/666721","R","Right","vs_RHP","vs_RHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Kansas City Royals",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",80.4,73.9,6,0.9,0.4689,6.9898,22.8736,-28.5093,2.8605,2.6524,0.5537,2.0477,6.2548,-116.9801,-2.1643,-2.5304,50.0023,5.6679,3.9468,9.6,8.4,24,2410,90,NA,NA,NA,NA,NA,NA,FALSE,-37.9,4.6,-6.7,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717333,"2023-07-20",1,"2023-07-20T01:40:53.978Z","2023-07-20T01:40:59.900Z",TRUE,"pitch","6d4a1d5b-75d7-441c-b4c8-0bc3abb6ac73",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,0,NA,NA,3.21,1.5,NA,103.82,182.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47","atBat","Lineout","field_out","Zack Short lines out to shortstop Bobby Witt Jr.",0,3,2,47,"top",7,"2023-07-20T01:40:51.790Z","2023-07-20T01:42:53.228Z",TRUE,FALSE,FALSE,TRUE,0,1,2,1,670097,"Zack Short","/api/v1/people/670097","R","Right",666721,"Max Castillo","/api/v1/people/666721","R","Right","vs_RHP","vs_RHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Kansas City Royals",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92,83.9,6,0.91,0.4106,7.2854,29.1223,-16.714,-9.5764,8.5802,0.3458,2.0952,9.9365,-133.4742,-6.4197,-2.1836,50.0017,5.738,-17.2528,39.6,4.8,24,2253,226,NA,NA,NA,NA,NA,NA,FALSE,-18.2,14.3,15.1,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717333,"2023-07-20",0,"2023-07-20T01:39:51.841Z","2023-07-20T01:40:53.978Z",FALSE,"action",NA,NA,"Pitching Change: Max Castillo replaces Carlos Hernandez.","Pitching Substitution",3,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,666721,"/api/v1/people/666721",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pitching_substitution",NA,"1","Pitcher","Pitcher","P",NA,"47","atBat","Lineout","field_out","Zack Short lines out to shortstop Bobby Witt Jr.",0,3,2,47,"top",7,"2023-07-20T01:40:51.790Z","2023-07-20T01:42:53.228Z",TRUE,FALSE,FALSE,TRUE,0,1,2,1,670097,"Zack Short","/api/v1/people/670097","R","Right",666721,"Max Castillo","/api/v1/people/666721","R","Right","vs_RHP","vs_RHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Kansas City Royals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,TRUE,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717333,"2023-07-20",0,"2023-07-20T01:38:14.020Z","2023-07-20T01:38:23.658Z",TRUE,"pitch","8d093c3d-f205-4afe-8903-60b00d03b387",1,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,0,2,NA,NA,3.36,1.6,NA,150.19,176.44,"fly_ball","medium","9",173.62,74.8,NA,NA,NA,NA,NA,NA,NA,NA,"46","atBat","Flyout","field_out","MJ Melendez flies out to right fielder Kerry Carpenter.",0,3,2,46,"bottom",6,"2023-07-20T01:38:12.269Z","2023-07-20T01:38:23.658Z",TRUE,FALSE,FALSE,TRUE,0,0,0,3,669004,"MJ Melendez","/api/v1/people/669004","L","Left",593958,"Eduardo Rodriguez","/api/v1/people/593958","L","Left","vs_LHP","vs_LHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Detroit Tigers","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",83.7,76.3,13,0.9,0.4519,6.407,26.2995,-33.1138,-0.5116,-0.6299,-0.8707,2.3087,-5.3008,-121.7226,-1.4774,1.4117,50.0051,5.8194,-0.7591,3.6,9.6,24,2121,287,90.4,39,331,NA,NA,NA,TRUE,-40.7,-1.2,2.3,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717333,"2023-07-20",1,"2023-07-20T01:37:40.749Z","2023-07-20T01:37:51.398Z",TRUE,"pitch","a03c17df-dd92-404d-aa60-2cec2bcc11b4",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,1,1,NA,NA,3.55,1.69,NA,110.57,156.12,"fly_ball","medium","8",109.14,89.77,NA,NA,NA,NA,NA,NA,NA,NA,"45","atBat","Flyout","field_out","Bobby Witt Jr. flies out to center fielder Riley Greene.",0,3,2,45,"bottom",6,"2023-07-20T01:37:20.586Z","2023-07-20T01:37:51.398Z",TRUE,FALSE,FALSE,TRUE,0,0,1,2,677951,"Bobby Witt Jr.","/api/v1/people/677951","R","Right",593958,"Eduardo Rodriguez","/api/v1/people/593958","L","Left","vs_LHP","vs_RHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Detroit Tigers","true",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",90.3,83.6,2,0.8,0.4143,6.5392,24.685,-20.9688,1.0956,6.3137,0.1688,3.0614,-4.4143,-131.576,-2.7858,1.7169,50.0035,5.6664,1.945,3.6,4.8,24,2149,159,95.5,49,278,NA,NA,NA,TRUE,-22,11.2,-1.2,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717333,"2023-07-20",0,"2023-07-20T01:37:24.003Z","2023-07-20T01:37:28.120Z",TRUE,"pitch","cac1bfd6-8a2b-4bef-8a4e-aca75f7eea8b",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,1,NA,NA,3.55,1.69,NA,81.43,179.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45","atBat","Flyout","field_out","Bobby Witt Jr. flies out to center fielder Riley Greene.",0,3,2,45,"bottom",6,"2023-07-20T01:37:20.586Z","2023-07-20T01:37:51.398Z",TRUE,FALSE,FALSE,TRUE,0,0,1,2,677951,"Bobby Witt Jr.","/api/v1/people/677951","R","Right",593958,"Eduardo Rodriguez","/api/v1/people/593958","L","Left","vs_LHP","vs_RHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Detroit Tigers","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",82.8,76.3,14,0.87,0.4542,6.624,23.0341,-29.5452,9.0231,1.7862,0.9332,2.1912,-4.7134,-120.5187,-2.5292,1.7402,50.0045,5.8591,13.2982,22.8,8.4,24,1667,127,NA,NA,NA,NA,NA,NA,FALSE,-37,2.9,-15.2,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
