"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isSubstitution","replacedPlayer.id","replacedPlayer.link","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","base","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
716747,"2023-09-03",1,"2023-09-03T01:37:34.542Z","2023-09-03T01:37:38.529Z",TRUE,"pitch","3dd44a11-0a67-4142-bfa1-1bc44de458bd",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,0,NA,NA,3.435,1.5893,NA,82.95,164.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"40","atBat","Groundout","field_out","Ryan O'Hearn grounds out, second baseman Ketel Marte to first baseman Pavin Smith.",0,6,2,40,"top",5,"2023-09-03T01:37:32.386Z","2023-09-03T01:38:09.441Z",TRUE,FALSE,FALSE,TRUE,0,2,0,1,656811,"Ryan O'Hearn","/api/v1/people/656811","L","Left",573009,"Joe Mantiply","/api/v1/people/573009","L","Left","vs_LHP","vs_LHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Arizona Diamondbacks",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",88.1,80.5,12,0.9,0.4283,6.4439,26.5047,-29.1998,11.4985,1.7933,0.8932,2.746,-9.5367,-127.9228,-0.3046,3.1765,50.0012,5.1566,19.0466,30,8.4,24,2168,107,NA,NA,NA,NA,NA,NA,FALSE,-31.9,3.5,-18.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716747,"2023-09-03",0,"2023-09-03T01:37:05.782Z","2023-09-03T01:37:34.542Z",FALSE,"action",NA,NA,"Defensive Substitution: Pavin Smith replaces first baseman Christian Walker, batting 4th, playing first base.","Defensive Sub",6,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,656976,"/api/v1/people/656976",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"defensive_substitution",NA,"3","First Base","Infielder","1B","401","40","atBat","Groundout","field_out","Ryan O'Hearn grounds out, second baseman Ketel Marte to first baseman Pavin Smith.",0,6,2,40,"top",5,"2023-09-03T01:37:32.386Z","2023-09-03T01:38:09.441Z",TRUE,FALSE,FALSE,TRUE,0,2,0,1,656811,"Ryan O'Hearn","/api/v1/people/656811","L","Left",573009,"Joe Mantiply","/api/v1/people/573009","L","Left","vs_LHP","vs_LHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Arizona Diamondbacks",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,TRUE,572233,"/api/v1/people/572233",NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716747,"2023-09-03",1,"2023-09-03T01:34:58.760Z","2023-09-03T01:35:07.592Z",TRUE,"pitch","9cbc53a5-9305-493b-9463-ceebaca5d3d3",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,1,2,NA,NA,3.15,1.54,NA,136.26,189.24,"fly_ball","medium","7",47.63,102.6,NA,NA,NA,NA,NA,NA,NA,NA,"39","atBat","Flyout","field_out","Corbin Carroll flies out to left fielder Austin Hays.",0,6,2,39,"bottom",4,"2023-09-03T01:34:32.137Z","2023-09-03T01:35:07.592Z",TRUE,FALSE,FALSE,TRUE,0,0,1,3,682998,"Corbin Carroll","/api/v1/people/682998","L","Left",680694,"Kyle Bradish","/api/v1/people/680694","R","Right","vs_RHP","vs_LHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Arizona Diamondbacks","Baltimore Orioles","true",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",86,78.6,7,0.9,0.4397,6.6248,28.6017,-42.7074,2.307,-6.7237,-0.5054,1.8347,0.8302,-125.2348,-2.1084,-1.1422,50.0048,6.2271,3.6132,4.8,10.8,24,2666,24,92.9,39,308,NA,NA,NA,TRUE,-49.7,-12.4,-4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716747,"2023-09-03",0,"2023-09-03T01:34:35.880Z","2023-09-03T01:34:39.664Z",TRUE,"pitch","810c2037-5346-4f8e-acfe-73f2b1b50ddb",1,"Swinging Strike (Blocked)",NA,NA,NA,NA,FALSE,"W","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"W","Swinging Strike (Blocked)",0,1,2,NA,NA,3.15,1.54,NA,89.1,211.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39","atBat","Flyout","field_out","Corbin Carroll flies out to left fielder Austin Hays.",0,6,2,39,"bottom",4,"2023-09-03T01:34:32.137Z","2023-09-03T01:35:07.592Z",TRUE,FALSE,FALSE,TRUE,0,0,1,3,682998,"Corbin Carroll","/api/v1/people/682998","L","Left",680694,"Kyle Bradish","/api/v1/people/680694","R","Right","vs_RHP","vs_LHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Arizona Diamondbacks","Baltimore Orioles","false",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",85.9,78.9,14,0.9,0.4402,6.5708,28.1162,-42.2239,1.0102,-6.4258,0.7321,1.012,4.0677,-125.0216,-4.1464,-1.0556,50.0054,6.2025,1.5787,3.6,10.8,24,2620,25,NA,NA,NA,NA,NA,NA,FALSE,-49.8,-12.4,-2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716747,"2023-09-03",6,"2023-09-03T01:34:06.653Z","2023-09-03T01:34:12.086Z",TRUE,"pitch","151547d0-8758-4235-88b1-1818bed6a745",6,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,3,1,NA,NA,3.41,1.55,NA,82.9,205.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"38","atBat","Strikeout","strikeout","Geraldo Perdomo strikes out swinging.",0,6,2,38,"bottom",4,"2023-09-03T01:32:01.269Z","2023-09-03T01:34:12.086Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,672695,"Geraldo Perdomo","/api/v1/people/672695","L","Left",680694,"Kyle Bradish","/api/v1/people/680694","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Arizona Diamondbacks","Baltimore Orioles",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",89.4,81.5,14,0.9,0.4232,6.634,30.3276,-27.8731,2.6565,2.5439,0.8946,1.2478,4.2504,-130.0202,-6.4502,-1.1141,50.003,5.9099,4.4936,10.8,7.2,24,2694,57,NA,NA,NA,NA,NA,NA,TRUE,-31.3,3.2,-5.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,672515,"Gabriel Moreno","/api/v1/people/672515",NA,NA,NA
716747,"2023-09-03",5,"2023-09-03T01:33:38.583Z","2023-09-03T01:33:41.768Z",TRUE,"pitch","10fac3f4-b9e4-43f3-ac15-f13c5d4cb690",5,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,1,NA,NA,3.41,1.55,NA,140.03,184.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"38","atBat","Strikeout","strikeout","Geraldo Perdomo strikes out swinging.",0,6,2,38,"bottom",4,"2023-09-03T01:32:01.269Z","2023-09-03T01:34:12.086Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,672695,"Geraldo Perdomo","/api/v1/people/672695","L","Left",680694,"Kyle Bradish","/api/v1/people/680694","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Arizona Diamondbacks","Baltimore Orioles",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95.5,87.4,7,0.91,0.3946,6.557,31.6457,-19.0221,-8.112,6.742,-0.6043,2.028,4.3179,-138.8983,-7.2232,-1.1266,50.0014,5.931,-15.8198,36,4.8,24,2279,200,NA,NA,NA,NA,NA,NA,FALSE,-19.2,10.9,13.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716747,"2023-09-03",3,"2023-09-03T01:33:08.237Z","2023-09-03T01:33:11.522Z",TRUE,"pitch","ea65cba5-158b-4695-878b-d26c11b5d89a",4,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",2,2,1,NA,NA,3.4082,1.4823,NA,134.5,153.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"38","atBat","Strikeout","strikeout","Geraldo Perdomo strikes out swinging.",0,6,2,38,"bottom",4,"2023-09-03T01:32:01.269Z","2023-09-03T01:34:12.086Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,672695,"Geraldo Perdomo","/api/v1/people/672695","L","Left",680694,"Kyle Bradish","/api/v1/people/680694","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Arizona Diamondbacks","Baltimore Orioles",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.4,87,1,0.9,0.3972,6.547,28.7377,-18.0939,2.2625,7.2976,-0.4592,3.1592,1.7691,-137.5707,-4.5791,-1.403,50.0001,6.0611,4.362,14.4,3.6,24,2417,181,NA,NA,NA,NA,NA,NA,FALSE,-17.9,12.5,-4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716747,"2023-09-03",2,"2023-09-03T01:32:48.409Z","2023-09-03T01:32:51.409Z",TRUE,"pitch","32f51ccf-474f-401c-92a2-e6952d0ff011",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,1,NA,NA,3.375,1.5152,NA,103.88,206.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"38","atBat","Strikeout","strikeout","Geraldo Perdomo strikes out swinging.",0,6,2,38,"bottom",4,"2023-09-03T01:32:01.269Z","2023-09-03T01:34:12.086Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,672695,"Geraldo Perdomo","/api/v1/people/672695","L","Left",680694,"Kyle Bradish","/api/v1/people/680694","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Arizona Diamondbacks","Baltimore Orioles",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",90.9,83.9,14,0.91,0.4138,6.3522,26.667,-21.2347,-7.6963,6.1573,0.3441,1.1922,6.846,-132.0979,-8.3068,-1.2741,50.0059,5.9244,-13.6803,28.8,6,24,1427,232,NA,NA,NA,NA,NA,NA,FALSE,-23.4,9.6,12.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716747,"2023-09-03",1,"2023-09-03T01:32:28.040Z","2023-09-03T01:32:31.406Z",TRUE,"pitch","9fd9f6a6-b1c5-4ed2-83d7-ecd088642a01",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,1,1,NA,NA,3.3085,1.4823,NA,119.44,190.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"38","atBat","Strikeout","strikeout","Geraldo Perdomo strikes out swinging.",0,6,2,38,"bottom",4,"2023-09-03T01:32:01.269Z","2023-09-03T01:34:12.086Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,672695,"Geraldo Perdomo","/api/v1/people/672695","L","Left",680694,"Kyle Bradish","/api/v1/people/680694","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Arizona Diamondbacks","Baltimore Orioles",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",91.4,84.3,8,0.91,0.4111,6.359,27.1741,-25.3328,-8.1121,3.8018,-0.0639,1.8044,5.8608,-132.99,-6.0813,-1.2367,50.005,5.9458,-14.606,26.4,7.2,24,1266,231,NA,NA,NA,NA,NA,NA,FALSE,-26.8,5.8,13.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716747,"2023-09-03",0,"2023-09-03T01:32:06.111Z","2023-09-03T01:32:10.004Z",TRUE,"pitch","62cc321e-1dae-4417-87af-1480510799c2",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.375,1.5482,NA,100.5,138.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"38","atBat","Strikeout","strikeout","Geraldo Perdomo strikes out swinging.",0,6,2,38,"bottom",4,"2023-09-03T01:32:01.269Z","2023-09-03T01:34:12.086Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,672695,"Geraldo Perdomo","/api/v1/people/672695","L","Left",680694,"Kyle Bradish","/api/v1/people/680694","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Arizona Diamondbacks","Baltimore Orioles",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.3,86.7,12,0.9,0.3982,6.4479,29.271,-21.2688,2.7171,5.683,0.433,3.7035,3.3827,-137.3515,-3.125,-1.1656,50.0004,6.2954,5.2111,15.6,4.8,24,2352,181,NA,NA,NA,NA,NA,NA,FALSE,-20.8,9.8,-5.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716747,"2023-09-03",4,"2023-09-03T01:33:18.490Z","2023-09-03T01:33:38.583Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",6,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,2,2,1,672695,"/api/v1/people/672695",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"38","atBat","Strikeout","strikeout","Geraldo Perdomo strikes out swinging.",0,6,2,38,"bottom",4,"2023-09-03T01:32:01.269Z","2023-09-03T01:34:12.086Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,672695,"Geraldo Perdomo","/api/v1/people/672695","L","Left",680694,"Kyle Bradish","/api/v1/people/680694","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Arizona Diamondbacks","Baltimore Orioles",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716747,"2023-09-03",5,"2023-09-03T01:31:34.791Z","2023-09-03T01:31:39.776Z",TRUE,"pitch","5ee222b5-69bb-4f0f-ac25-7fbc8568259c",6,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",2,3,0,NA,NA,3.195,1.4252,NA,112.95,194.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"37","atBat","Strikeout","strikeout","Jace Peterson called out on strikes.",0,6,2,37,"bottom",4,"2023-09-03T01:29:36.279Z","2023-09-03T01:31:39.776Z",TRUE,FALSE,FALSE,TRUE,14,2,3,1,607054,"Jace Peterson","/api/v1/people/607054","L","Left",680694,"Kyle Bradish","/api/v1/people/680694","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Arizona Diamondbacks","Baltimore Orioles","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",96.2,88.1,8,0.91,0.3917,6.4989,31.7241,-19.584,-7.7268,6.355,0.1062,1.6403,5.8026,-139.8766,-8.0798,-0.992,50.0005,5.8517,-15.3002,33.6,4.8,24,2345,195,NA,NA,NA,NA,NA,NA,TRUE,-19.6,10,12.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,672515,"Gabriel Moreno","/api/v1/people/672515",NA,NA,NA
716747,"2023-09-03",4,"2023-09-03T01:31:09.552Z","2023-09-03T01:31:12.552Z",TRUE,"pitch","88f592b2-c41c-4dba-98c9-cf3e93a8d670",5,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,0,NA,NA,3.23,1.46,NA,92.15,157.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"37","atBat","Strikeout","strikeout","Jace Peterson called out on strikes.",0,6,2,37,"bottom",4,"2023-09-03T01:29:36.279Z","2023-09-03T01:31:39.776Z",TRUE,FALSE,FALSE,TRUE,14,2,3,1,607054,"Jace Peterson","/api/v1/people/607054","L","Left",680694,"Kyle Bradish","/api/v1/people/680694","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Arizona Diamondbacks","Baltimore Orioles","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.8,80,3,0.9,0.4333,6.4218,25.7902,-35.1795,8.0862,-1.8623,0.652,3.0039,2.3855,-126.4075,-0.9157,-1.3543,50.0002,6.1955,13.0809,20.4,9.6,24,2620,27,NA,NA,NA,NA,NA,NA,FALSE,-39.6,-3.4,-15.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716747,"2023-09-03",3,"2023-09-03T01:30:47.489Z","2023-09-03T01:30:50.738Z",TRUE,"pitch","4c8a6aba-2a1e-4d96-9eba-eebd6a4f638f",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,0,NA,NA,3.161,1.4308,NA,94.21,134.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"37","atBat","Strikeout","strikeout","Jace Peterson called out on strikes.",0,6,2,37,"bottom",4,"2023-09-03T01:29:36.279Z","2023-09-03T01:31:39.776Z",TRUE,FALSE,FALSE,TRUE,14,2,3,1,607054,"Jace Peterson","/api/v1/people/607054","L","Left",680694,"Kyle Bradish","/api/v1/people/680694","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Arizona Diamondbacks","Baltimore Orioles","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",94.5,86.4,12,0.91,0.3981,6.5365,30.235,-18.7086,-5.1465,7.0212,0.5978,3.8607,6.2003,-137.5325,-2.5887,-1.0161,50.0012,6.0817,-9.868,24,4.8,24,2159,190,NA,NA,NA,NA,NA,NA,FALSE,-18.2,12.4,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716747,"2023-09-03",2,"2023-09-03T01:30:27.979Z","2023-09-03T01:30:31.506Z",TRUE,"pitch","f141cf09-eca2-40cb-805b-8dd5e767e001",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,0,NA,NA,3.1942,1.5296,NA,168.86,159.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"37","atBat","Strikeout","strikeout","Jace Peterson called out on strikes.",0,6,2,37,"bottom",4,"2023-09-03T01:29:36.279Z","2023-09-03T01:31:39.776Z",TRUE,FALSE,FALSE,TRUE,14,2,3,1,607054,"Jace Peterson","/api/v1/people/607054","L","Left",680694,"Kyle Bradish","/api/v1/people/680694","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Arizona Diamondbacks","Baltimore Orioles","false",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",85,78.4,11,0.91,0.4424,6.4755,24.6747,-42.9862,2.4357,-6.9659,-1.3606,2.9258,-1.0792,-123.8074,0.4651,-1.2355,50.0025,6.3327,3.7818,4.8,10.8,24,2406,43,NA,NA,NA,NA,NA,NA,FALSE,-50,-12.2,-4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716747,"2023-09-03",1,"2023-09-03T01:30:01.102Z","2023-09-03T01:30:05.420Z",TRUE,"pitch","8354890b-758e-4a07-b425-fc527c43af52",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,0,NA,NA,3.23,1.46,NA,101.23,191.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"37","atBat","Strikeout","strikeout","Jace Peterson called out on strikes.",0,6,2,37,"bottom",4,"2023-09-03T01:29:36.279Z","2023-09-03T01:31:39.776Z",TRUE,FALSE,FALSE,TRUE,14,2,3,1,607054,"Jace Peterson","/api/v1/people/607054","L","Left",680694,"Kyle Bradish","/api/v1/people/680694","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Arizona Diamondbacks","Baltimore Orioles","false",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",83,76.4,9,0.91,0.4547,6.4817,25.5802,-43.457,3.9947,-7.693,0.4138,1.7556,2.2774,-120.8725,-1.6736,-1.0625,50.0038,6.3047,5.857,8.4,12,24,2575,25,NA,NA,NA,NA,NA,NA,FALSE,-54,-14,-7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
