"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isBaseRunningPlay","isSubstitution","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType"
717704,"2023-06-18",3,"2023-06-18T21:55:02.115Z","2023-06-18T21:55:13.936Z",TRUE,"pitch","79753c92-d7a9-4545-bcc2-5a23e81a7c43",3,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",0,2,2,NA,NA,3.55,1.66,NA,159.29,189.45,"ground_ball","medium","8",145.93,97.84,NA,NA,NA,NA,NA,NA,NA,NA,"49","atBat","Single","single","Cal Raleigh singles on a ground ball to center fielder Luis Robert Jr.",0,1,2,49,"bottom",7,"2023-06-18T21:54:03.912Z","2023-06-18T21:55:13.936Z",TRUE,FALSE,FALSE,FALSE,33,0,2,2,663728,"Cal Raleigh","/api/v1/people/663728","L","Left",458681,"Lance Lynn","/api/v1/people/458681","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Chicago White Sox",NA,NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",82.1,75.9,13,2,0.4577,6.3888,22.6209,-36.2785,2.086,-2.8333,-1.1095,1.827,4.3097,-119.5805,-1.0298,-3.2045,50.0011,5.5121,3.0251,6,10.8,24,2346,56,85.3,4,69,NA,NA,NA,FALSE,-45.6,-5.2,-4.8,NA,NA,NA,FALSE,FALSE,663728,"Cal Raleigh","/api/v1/people/663728",NA,NA,NA,NA,NA,NA,NA,NA,NA
717704,"2023-06-18",2,"2023-06-18T21:54:34.034Z","2023-06-18T21:54:42.059Z",TRUE,"pitch","6dc079bf-9282-4e03-8537-de1a0354c2cb",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,2,NA,NA,3.55,1.66,NA,113.33,166.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"49","atBat","Single","single","Cal Raleigh singles on a ground ball to center fielder Luis Robert Jr.",0,1,2,49,"bottom",7,"2023-06-18T21:54:03.912Z","2023-06-18T21:55:13.936Z",TRUE,FALSE,FALSE,FALSE,33,0,2,2,663728,"Cal Raleigh","/api/v1/people/663728","L","Left",458681,"Lance Lynn","/api/v1/people/458681","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Chicago White Sox",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.2,85.2,5,2,0.4047,6.5524,29.85,-18.0593,-1.889,7.6132,0.0962,2.6688,9.3235,-135.3914,-4.0101,-3.1483,50.0048,5.4348,-3.5034,4.8,3.6,24,2335,217,NA,NA,NA,NA,NA,NA,FALSE,-18.5,13.1,1.4,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717704,"2023-06-18",0,"2023-06-18T21:54:04.669Z","2023-06-18T21:54:08.055Z",TRUE,"pitch","c263a680-7b6a-4bcd-930e-a202cad003d1",1,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,1,2,NA,NA,3.55,1.66,NA,146.15,186.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"49","atBat","Single","single","Cal Raleigh singles on a ground ball to center fielder Luis Robert Jr.",0,1,2,49,"bottom",7,"2023-06-18T21:54:03.912Z","2023-06-18T21:55:13.936Z",TRUE,FALSE,FALSE,FALSE,33,0,2,2,663728,"Cal Raleigh","/api/v1/people/663728","L","Left",458681,"Lance Lynn","/api/v1/people/458681","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Chicago White Sox",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",84.7,77.7,7,2,0.4449,7.2628,23.9856,-27.8794,-11.0385,2.7965,-0.7648,1.9439,9.0946,-123.0366,-2.2591,-3.0716,50.0041,5.2323,-16.9569,28.8,8.4,24,1794,228,NA,NA,NA,NA,NA,NA,FALSE,-33.5,4.8,17.9,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717704,"2023-06-18",1,"2023-06-18T21:54:16.980Z","2023-06-18T21:54:34.034Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",1,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,1,2,663728,"/api/v1/people/663728",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"49","atBat","Single","single","Cal Raleigh singles on a ground ball to center fielder Luis Robert Jr.",0,1,2,49,"bottom",7,"2023-06-18T21:54:03.912Z","2023-06-18T21:55:13.936Z",TRUE,FALSE,FALSE,FALSE,33,0,2,2,663728,"Cal Raleigh","/api/v1/people/663728","L","Left",458681,"Lance Lynn","/api/v1/people/458681","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Chicago White Sox",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717704,"2023-06-18",3,"2023-06-18T21:53:37.762Z","2023-06-18T21:53:43.627Z",TRUE,"pitch","1046a2cc-b21b-42fb-a42e-e6b72846aeda",4,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,3,1,NA,NA,3.45,1.62,NA,105.05,153.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"48","atBat","Strikeout","strikeout","Eugenio Suarez strikes out swinging.",0,1,2,48,"bottom",7,"2023-06-18T21:52:44.925Z","2023-06-18T21:53:43.627Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,553993,"Eugenio Suárez","/api/v1/people/553993","R","Right",458681,"Lance Lynn","/api/v1/people/458681","R","Right","vs_RHP","vs_RHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Chicago White Sox","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.9,84.9,3,2,0.4057,6.551,29.5887,-16.6406,-1.1356,8.4161,0.3134,3.162,8.9836,-135.0358,-3.2275,-2.9098,50.0012,5.5443,-2.0963,1.2,3.6,24,2322,216,NA,NA,NA,NA,NA,NA,TRUE,-17,14.8,0.1,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717704,"2023-06-18",2,"2023-06-18T21:53:18.982Z","2023-06-18T21:53:22.303Z",TRUE,"pitch","e0ce619c-a850-4be2-b60d-903d484dafe3",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,1,NA,NA,3.5633,1.6184,NA,72.47,232.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"48","atBat","Strikeout","strikeout","Eugenio Suarez strikes out swinging.",0,1,2,48,"bottom",7,"2023-06-18T21:52:44.925Z","2023-06-18T21:53:43.627Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,553993,"Eugenio Suárez","/api/v1/people/553993","R","Right",458681,"Lance Lynn","/api/v1/people/458681","R","Right","vs_RHP","vs_RHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Chicago White Sox","false",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",82.3,75.5,14,2,0.4606,6.5486,25.5411,-31.113,6.2669,0.7428,1.1683,0.2144,8.2056,-119.4595,-5.0718,-3.141,50.0041,5.2004,8.9489,18,9.6,24,2475,44,NA,NA,NA,NA,NA,NA,FALSE,-40.7,0.2,-13.6,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717704,"2023-06-18",1,"2023-06-18T21:53:00.714Z","2023-06-18T21:53:04.049Z",TRUE,"pitch","036ce6c6-a08f-4a4f-b201-843022a64617",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,1,NA,NA,3.45,1.62,NA,115.87,176.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"48","atBat","Strikeout","strikeout","Eugenio Suarez strikes out swinging.",0,1,2,48,"bottom",7,"2023-06-18T21:52:44.925Z","2023-06-18T21:53:43.627Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,553993,"Eugenio Suárez","/api/v1/people/553993","R","Right",458681,"Lance Lynn","/api/v1/people/458681","R","Right","vs_RHP","vs_RHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Chicago White Sox","false",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",83.4,76.6,5,2,0.452,6.3257,24.4117,-32.4876,1.5126,-0.2077,0.0297,2.293,7.2954,-121.3242,-0.9504,-3.2167,50.0058,5.5289,2.2471,6,8.4,24,2524,76,NA,NA,NA,NA,NA,NA,FALSE,-39.8,-0.4,-4.6,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717704,"2023-06-18",0,"2023-06-18T21:52:45.303Z","2023-06-18T21:52:49.832Z",TRUE,"pitch","c2b283dd-bad6-4ec7-9787-dca29abb1a6a",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.5342,1.6513,NA,131.39,197.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"48","atBat","Strikeout","strikeout","Eugenio Suarez strikes out swinging.",0,1,2,48,"bottom",7,"2023-06-18T21:52:44.925Z","2023-06-18T21:53:43.627Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,553993,"Eugenio Suárez","/api/v1/people/553993","R","Right",458681,"Lance Lynn","/api/v1/people/458681","R","Right","vs_RHP","vs_RHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Chicago White Sox","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",91.2,84.3,7,2,0.4118,6.4665,26.4017,-26.7777,-6.1686,3.0059,-0.3776,1.539,8.6611,-132.6258,-4.9462,-2.873,50.0025,5.3634,-11.0709,19.2,7.2,24,2116,212,NA,NA,NA,NA,NA,NA,FALSE,-28.1,4.6,9.5,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717704,"2023-06-18",1,"2023-06-18T21:52:08.459Z","2023-06-18T21:52:18.218Z",TRUE,"pitch","21348078-f8dd-4911-924a-bc837c29c484",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,1,0,NA,NA,3.56,1.66,NA,101.95,176.18,"fly_ball","medium","8",112.21,85.1,NA,NA,NA,NA,NA,NA,NA,NA,"47","atBat","Flyout","field_out","Jarred Kelenic flies out to center fielder Luis Robert Jr.",0,1,2,47,"bottom",7,"2023-06-18T21:51:42.503Z","2023-06-18T21:52:18.218Z",TRUE,FALSE,FALSE,TRUE,0,0,1,1,672284,"Jarred Kelenic","/api/v1/people/672284","L","Left",458681,"Lance Lynn","/api/v1/people/458681","R","Right","vs_RHP","vs_LHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Chicago White Sox","true",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",88.5,81.5,6,2,0.4253,6.4569,25.9275,-26.0651,0.7866,3.6343,0.3947,2.3187,8.8976,-128.6408,-2.7454,-3.2067,50.0034,5.4139,1.321,6,6,24,2495,187,88.5,44,288,NA,NA,NA,TRUE,-28.7,6.2,-3.4,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717704,"2023-06-18",0,"2023-06-18T21:51:50.398Z","2023-06-18T21:51:53.807Z",TRUE,"pitch","ddd08ef7-a6d0-4e98-b9e5-92126497b382",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,0,NA,NA,3.56,1.66,NA,114.28,159.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47","atBat","Flyout","field_out","Jarred Kelenic flies out to center fielder Luis Robert Jr.",0,1,2,47,"bottom",7,"2023-06-18T21:51:42.503Z","2023-06-18T21:52:18.218Z",TRUE,FALSE,FALSE,TRUE,0,0,1,1,672284,"Jarred Kelenic","/api/v1/people/672284","L","Left",458681,"Lance Lynn","/api/v1/people/458681","R","Right","vs_RHP","vs_LHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Chicago White Sox","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",91.7,84.3,5,2,0.4102,6.5299,27.1614,-21.9473,-3.0213,5.6548,0.0713,2.9366,9.157,-133.2589,-2.5793,-3.0086,50.0035,5.4932,-5.466,9.6,4.8,24,1972,216,NA,NA,NA,NA,NA,NA,FALSE,-22.6,10,3.6,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717704,"2023-06-18",4,"2023-06-18T21:47:43.898Z","2023-06-18T21:47:51.033Z",TRUE,"pitch","f92099c6-cd5a-4b0f-8702-5d4cebb33192",5,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,2,2,NA,NA,3.4,1.66,NA,85.2,146.16,"ground_ball","medium","3",158.1,162.73,NA,NA,NA,NA,NA,NA,NA,NA,"46","atBat","Groundout","field_out","Gavin Sheets grounds out, first baseman Ty France to pitcher Bryce Miller.",0,1,2,46,"top",7,"2023-06-18T21:46:17.883Z","2023-06-18T21:47:51.033Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,657757,"Gavin Sheets","/api/v1/people/657757","L","Left",682243,"Bryce Miller","/api/v1/people/682243","R","Right","vs_RHP","vs_LHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Seattle Mariners","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.6,88.6,12,0.9,0.3889,6.488,30.5396,-13.7967,-1.7798,9.1355,0.8342,3.4303,4.5813,-140.6082,-3.7391,-0.5817,50.0018,5.6667,-3.5807,9.6,2.4,24,2734,188,74.5,-2,35,NA,NA,NA,TRUE,-13.2,16,2.3,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717704,"2023-06-18",3,"2023-06-18T21:47:23.560Z","2023-06-18T21:47:27.612Z",TRUE,"pitch","3c3c5405-60bc-454c-ad24-50ed1c7b7112",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,2,NA,NA,3.5078,1.6584,NA,81.98,216.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"46","atBat","Groundout","field_out","Gavin Sheets grounds out, first baseman Ty France to pitcher Bryce Miller.",0,1,2,46,"top",7,"2023-06-18T21:46:17.883Z","2023-06-18T21:47:51.033Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,657757,"Gavin Sheets","/api/v1/people/657757","L","Left",682243,"Bryce Miller","/api/v1/people/682243","R","Right","vs_RHP","vs_LHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Seattle Mariners","false",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",79.6,72.9,14,0.85,0.4758,6.594,24.9383,-44.377,4.3021,-9.1334,0.9188,0.843,2.6518,-115.8343,-0.8236,-0.806,50.0009,5.507,5.7494,8.4,13.2,24,2286,29,NA,NA,NA,NA,NA,NA,FALSE,-60.1,-16.3,-8.5,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717704,"2023-06-18",2,"2023-06-18T21:47:02.006Z","2023-06-18T21:47:05.263Z",TRUE,"pitch","762855ba-76ff-449b-bf41-8f48a00f7bb8",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,2,NA,NA,3.4,1.66,NA,145.36,114.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"46","atBat","Groundout","field_out","Gavin Sheets grounds out, first baseman Ty France to pitcher Bryce Miller.",0,1,2,46,"top",7,"2023-06-18T21:46:17.883Z","2023-06-18T21:47:51.033Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,657757,"Gavin Sheets","/api/v1/people/657757","L","Left",682243,"Bryce Miller","/api/v1/people/682243","R","Right","vs_RHP","vs_LHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Seattle Mariners","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.1,87.4,11,0.9,0.392,6.071,32.7438,-11.6129,-2.0629,10.4105,-0.7439,4.5866,0.9652,-139.9343,-1.239,-0.8261,50.0059,5.7992,-4.0755,18,2.4,24,2727,194,NA,NA,NA,NA,NA,NA,FALSE,-10.9,18.7,3.5,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717704,"2023-06-18",1,"2023-06-18T21:46:38.161Z","2023-06-18T21:46:42.257Z",TRUE,"pitch","5afa9e91-1cb6-432f-a697-e0819c67c501",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,2,NA,NA,3.4,1.66,NA,112.55,158.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"46","atBat","Groundout","field_out","Gavin Sheets grounds out, first baseman Ty France to pitcher Bryce Miller.",0,1,2,46,"top",7,"2023-06-18T21:46:17.883Z","2023-06-18T21:47:51.033Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,657757,"Gavin Sheets","/api/v1/people/657757","L","Left",682243,"Bryce Miller","/api/v1/people/682243","R","Right","vs_RHP","vs_LHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Seattle Mariners","false",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",78.8,71.7,2,0.87,0.4808,6.3646,24.2859,-44.8602,6.3407,-9.6894,0.1167,2.9616,0.6579,-114.6104,3.7452,-0.9975,50.0028,5.7346,8.3021,10.8,14.4,24,2376,31,NA,NA,NA,NA,NA,NA,FALSE,-60.7,-16.1,-11.6,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717704,"2023-06-18",0,"2023-06-18T21:46:19.220Z","2023-06-18T21:46:28.028Z",TRUE,"pitch","793a1f78-ee94-4d31-829b-f81a95d93a28",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,2,NA,NA,3.4,1.66,NA,96.62,123.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"46","atBat","Groundout","field_out","Gavin Sheets grounds out, first baseman Ty France to pitcher Bryce Miller.",0,1,2,46,"top",7,"2023-06-18T21:46:17.883Z","2023-06-18T21:47:51.033Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,657757,"Gavin Sheets","/api/v1/people/657757","L","Left",682243,"Bryce Miller","/api/v1/people/682243","R","Right","vs_RHP","vs_LHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Seattle Mariners","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.1,86.5,12,0.9,0.3962,6.1003,32.0328,-12.3843,-1.2434,10.2311,0.5346,4.2737,4.7104,-138.4614,-1.3739,-1.0299,50.0005,5.6084,-2.4051,6,2.4,24,2575,200,NA,NA,NA,NA,NA,NA,FALSE,-11.9,18.4,1.2,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717704,"2023-06-18",3,"2023-06-18T21:45:33.050Z","2023-06-18T21:45:40.358Z",TRUE,"pitch","e225a7f7-21b0-423f-8e05-212712a5da45",4,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,2,1,NA,NA,3.08,1.46,NA,82.86,153.16,"line_drive","medium","1",132.24,176.42,NA,NA,NA,NA,NA,NA,NA,NA,"45","atBat","Lineout","field_out","Andrew Vaughn lines out, pitcher Bryce Miller to second baseman Kolten Wong to first baseman Ty France.",0,1,2,45,"top",7,"2023-06-18T21:44:34.540Z","2023-06-18T21:45:40.358Z",TRUE,FALSE,FALSE,TRUE,0,1,2,2,683734,"Andrew Vaughn","/api/v1/people/683734","R","Right",682243,"Bryce Miller","/api/v1/people/682243","R","Right","vs_RHP","vs_RHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Seattle Mariners","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.9,87.3,12,0.9,0.3932,6.2134,32.4523,-11.3962,-2.9792,10.5827,0.8956,3.1709,5.1641,-139.4904,-4.8612,-0.5957,50.0037,5.6927,-5.8502,20.4,2.4,24,2648,204,102.9,5,103,NA,NA,NA,TRUE,-11.5,18.2,4.3,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717704,"2023-06-18",2,"2023-06-18T21:45:12.696Z","2023-06-18T21:45:16.026Z",TRUE,"pitch","e33671ea-88cf-44aa-9640-5a13cd56cbc8",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,1,NA,NA,3.08,1.46,NA,118.57,174.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45","atBat","Lineout","field_out","Andrew Vaughn lines out, pitcher Bryce Miller to second baseman Kolten Wong to first baseman Ty France.",0,1,2,45,"top",7,"2023-06-18T21:44:34.540Z","2023-06-18T21:45:40.358Z",TRUE,FALSE,FALSE,TRUE,0,1,2,2,683734,"Andrew Vaughn","/api/v1/people/683734","R","Right",682243,"Bryce Miller","/api/v1/people/682243","R","Right","vs_RHP","vs_RHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Seattle Mariners","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.2,86.9,5,0.9,0.3957,6.235,31.2982,-10.8645,-1.41,10.9881,-0.0411,2.3937,2.4317,-138.4787,-6.782,-0.748,50.0065,5.6036,-2.7356,9.6,2.4,24,2734,198,NA,NA,NA,NA,NA,NA,FALSE,-11.5,18.6,2,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
