"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isSubstitution","isBaseRunningPlay","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","replacedPlayer.id","replacedPlayer.link","base","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
717805,"2023-06-11",0,"2023-06-11T19:26:02.423Z","2023-06-11T19:26:05.571Z",TRUE,"pitch","ed36492d-872e-4ab0-b5a6-3e2dc4172d11",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,1,NA,NA,3.7,1.7,NA,133.16,155.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45","atBat","Forceout","force_out","Vladimir Guerrero Jr. grounds into a force out, second baseman Edouard Julien to shortstop Carlos Correa. Cavan Biggio scores. George Springer out at 2nd. Vladimir Guerrero Jr. advances to 2nd, on a throwing error by shortstop Carlos Correa.",1,6,2,45,"bottom",5,"2023-06-11T19:25:58.083Z","2023-06-11T19:26:39.301Z",TRUE,TRUE,FALSE,TRUE,0,0,1,2,665489,"Vladimir Guerrero Jr.","/api/v1/people/665489","R","Right",686973,"Louis Varland","/api/v1/people/686973","R","Right","vs_RHP","vs_RHB","RISP",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Minnesota Twins","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.8,86.1,1,2,0.398,7.5429,32.6846,-14.4645,-5.9784,9.2522,-0.4239,3.0751,5.0044,-137.9766,-3.283,-1.4906,50.0068,5.2642,-11.4497,33.6,3.6,24,2259,217,NA,NA,NA,NA,NA,NA,FALSE,-14.4,16.2,9.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,665489,"Vladimir Guerrero Jr.","/api/v1/people/665489",NA,NA,NA,NA,NA,NA
717805,"2023-06-11",2,"2023-06-11T19:25:14.109Z","2023-06-11T19:25:27.116Z",TRUE,"pitch","80036e3d-e14d-4972-81a8-f37fb2d43205",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,1,0,NA,NA,3.69,1.73,NA,83.86,191.53,"fly_ball","medium","9",188.75,98.7,NA,NA,NA,NA,NA,NA,NA,NA,"44","atBat","Flyout","field_out","Bo Bichette flies out to right fielder Max Kepler. Cavan Biggio to 3rd.",0,6,1,44,"bottom",5,"2023-06-11T19:24:54.128Z","2023-06-11T19:25:27.116Z",TRUE,FALSE,FALSE,TRUE,0,0,1,1,666182,"Bo Bichette","/api/v1/people/666182","R","Right",686973,"Louis Varland","/api/v1/people/686973","R","Right","vs_RHP","vs_RHB","RISP",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Minnesota Twins",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",88.7,81.7,14,2,0.4238,7.2683,26.4423,-27.0191,1.1974,3.0484,0.8693,1.7498,5.4318,-129.1658,-3.7523,-1.415,50.0062,5.2948,2.0266,6,7.2,24,2404,158,87,33,294,NA,NA,NA,TRUE,-29.8,4.9,-3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,665489,"Vladimir Guerrero Jr.","/api/v1/people/665489",543807,"George Springer","/api/v1/people/543807",624415,"Cavan Biggio","/api/v1/people/624415"
717805,"2023-06-11",1,"2023-06-11T19:24:56.311Z","2023-06-11T19:24:59.557Z",TRUE,"pitch","f47c18f3-708f-4a0d-ac5e-eeb562170219",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,0,NA,NA,3.69,1.73,NA,91.6,183.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44","atBat","Flyout","field_out","Bo Bichette flies out to right fielder Max Kepler. Cavan Biggio to 3rd.",0,6,1,44,"bottom",5,"2023-06-11T19:24:54.128Z","2023-06-11T19:25:27.116Z",TRUE,FALSE,FALSE,TRUE,0,0,1,1,666182,"Bo Bichette","/api/v1/people/666182","R","Right",686973,"Louis Varland","/api/v1/people/686973","R","Right","vs_RHP","vs_RHB","RISP",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Minnesota Twins",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.2,86.9,9,2,0.3959,7.1285,31.2941,-13.8066,-5.4499,9.4752,0.6663,2.0316,7.1386,-138.4334,-6.0104,-1.2394,50.0007,5.1574,-10.5626,31.2,3.6,24,2183,212,NA,NA,NA,NA,NA,NA,FALSE,-14.2,16.1,8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,665489,"Vladimir Guerrero Jr.","/api/v1/people/665489",NA,NA,NA,NA,NA,NA
717805,"2023-06-11",0,"2023-06-11T19:24:09.153Z","2023-06-11T19:24:56.311Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",6,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"44","atBat","Flyout","field_out","Bo Bichette flies out to right fielder Max Kepler. Cavan Biggio to 3rd.",0,6,1,44,"bottom",5,"2023-06-11T19:24:54.128Z","2023-06-11T19:25:27.116Z",TRUE,FALSE,FALSE,TRUE,0,0,1,1,666182,"Bo Bichette","/api/v1/people/666182","R","Right",686973,"Louis Varland","/api/v1/people/686973","R","Right","vs_RHP","vs_RHB","RISP",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Minnesota Twins",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,665489,"Vladimir Guerrero Jr.","/api/v1/people/665489",NA,NA,NA,NA,NA,NA
717805,"2023-06-11",5,"2023-06-11T19:23:46.758Z","2023-06-11T19:23:51.615Z",TRUE,"pitch","c8621345-f585-469b-904f-e888b35a64d4",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",4,1,0,NA,NA,3.557,1.6386,NA,155.31,184.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"43","atBat","Walk","walk","George Springer walks.",0,6,1,43,"bottom",5,"2023-06-11T19:22:09.273Z","2023-06-11T19:23:51.615Z",TRUE,FALSE,FALSE,FALSE,0,4,1,0,543807,"George Springer","/api/v1/people/543807","R","Right",686973,"Louis Varland","/api/v1/people/686973","R","Right","vs_RHP","vs_RHB","RISP",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Minnesota Twins",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.6,79.7,13,2,0.4339,7.1692,25.3792,-27.5149,1.8121,2.8869,-1.0051,2.007,1.1382,-126.1649,-2.8172,-1.6973,50.002,5.3527,2.9248,6,7.2,24,2358,159,NA,NA,NA,NA,NA,NA,FALSE,-31.6,4.8,-3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,624415,"Cavan Biggio","/api/v1/people/624415",543807,"George Springer","/api/v1/people/543807",NA,NA,NA
717805,"2023-06-11",4,"2023-06-11T19:23:31.103Z","2023-06-11T19:23:34.965Z",TRUE,"pitch","596ae1a3-db47-42ca-b5bd-b5be3dbcfab0",4,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",3,1,0,NA,NA,3.635,1.6386,NA,95.95,175.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"43","atBat","Walk","walk","George Springer walks.",0,6,1,43,"bottom",5,"2023-06-11T19:22:09.273Z","2023-06-11T19:23:51.615Z",TRUE,FALSE,FALSE,FALSE,0,4,1,0,543807,"George Springer","/api/v1/people/543807","R","Right",686973,"Louis Varland","/api/v1/people/686973","R","Right","vs_RHP","vs_RHB","RISP",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Minnesota Twins",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87.3,79.8,6,2,0.432,7.3889,27.1106,-28.2727,2.6182,2.4004,0.5521,2.3511,4.4622,-127.0161,-1.8052,-1.5707,50.0035,5.3289,4.259,9.6,7.2,24,2341,184,NA,NA,NA,NA,NA,NA,FALSE,-31.9,4.2,-5.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,624415,"Cavan Biggio","/api/v1/people/624415",NA,NA,NA,NA,NA,NA
717805,"2023-06-11",3,"2023-06-11T19:23:10.934Z","2023-06-11T19:23:15.001Z",TRUE,"pitch","680d45a7-b631-4d2a-ad33-a2b9d778bf6e",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,0,0,NA,NA,3.5584,1.5469,NA,109.06,135.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"43","atBat","Walk","walk","George Springer walks.",0,6,1,43,"bottom",5,"2023-06-11T19:22:09.273Z","2023-06-11T19:23:51.615Z",TRUE,FALSE,FALSE,FALSE,0,4,1,0,543807,"George Springer","/api/v1/people/543807","R","Right",686973,"Louis Varland","/api/v1/people/686973","R","Right","vs_RHP","vs_RHB","RISP",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Minnesota Twins",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87.7,80.4,12,2,0.4285,7.4238,26.2423,-25.9419,1.7616,3.7693,0.2084,3.8166,3.6074,-127.7937,0.8346,-1.4503,50.0046,5.5229,2.9152,8.4,6,24,2298,192,NA,NA,NA,NA,NA,NA,FALSE,-28.2,7.2,-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,624415,"Cavan Biggio","/api/v1/people/624415",NA,NA,NA,NA,NA,NA
717805,"2023-06-11",1,"2023-06-11T19:22:42.706Z","2023-06-11T19:22:49.677Z",TRUE,"pitch","26ccbda1-4fd0-44d1-a5a4-1ffccb61e478",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,0,NA,NA,3.5051,1.5469,NA,61.4,209.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"43","atBat","Walk","walk","George Springer walks.",0,6,1,43,"bottom",5,"2023-06-11T19:22:09.273Z","2023-06-11T19:23:51.615Z",TRUE,FALSE,FALSE,FALSE,0,4,1,0,543807,"George Springer","/api/v1/people/543807","R","Right",686973,"Louis Varland","/api/v1/people/686973","R","Right","vs_RHP","vs_RHB","RISP",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Minnesota Twins",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",83.9,76.3,14,2,0.4516,6.9777,27.635,-28.0207,5.6769,2.8027,1.4587,1.0752,5.1747,-122.0302,-4.085,-1.4397,50.0054,5.2293,8.4242,18,8.4,24,2512,35,NA,NA,NA,NA,NA,NA,FALSE,-35.2,4.2,-11.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,624415,"Cavan Biggio","/api/v1/people/624415",NA,NA,NA,NA,NA,NA
717805,"2023-06-11",0,"2023-06-11T19:22:25.767Z","2023-06-11T19:22:28.938Z",TRUE,"pitch","c61ea05e-86bb-4c26-a97c-998cba3ac92b",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,0,NA,NA,3.583,1.6386,NA,176.84,211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"43","atBat","Walk","walk","George Springer walks.",0,6,1,43,"bottom",5,"2023-06-11T19:22:09.273Z","2023-06-11T19:23:51.615Z",TRUE,FALSE,FALSE,FALSE,0,4,1,0,543807,"George Springer","/api/v1/people/543807","R","Right",686973,"Louis Varland","/api/v1/people/686973","R","Right","vs_RHP","vs_RHB","RISP",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Minnesota Twins",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",84.5,77.4,13,0.89,0.4463,6.9343,25.6519,-28.2141,-8.1269,2.6034,-1.5698,1.0288,2.8235,-122.9802,-4.0722,-1.6804,50.0057,5.1143,-12.3814,21.6,8.4,24,1619,237,NA,NA,NA,NA,NA,NA,FALSE,-34.6,4,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,624415,"Cavan Biggio","/api/v1/people/624415",NA,NA,NA,NA,NA,NA
717805,"2023-06-11",2,"2023-06-11T19:23:02.184Z","2023-06-11T19:23:10.934Z",FALSE,"action",NA,NA,"Passed ball by catcher Christian Vazquez. Cavan Biggio to 2nd.","Passed Ball",6,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,2,0,0,624415,"/api/v1/people/624415",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"26ccbda1-4fd0-44d1-a5a4-1ffccb61e478","passed_ball",NA,NA,NA,NA,NA,NA,"43","atBat","Walk","walk","George Springer walks.",0,6,1,43,"bottom",5,"2023-06-11T19:22:09.273Z","2023-06-11T19:23:51.615Z",TRUE,FALSE,FALSE,FALSE,0,4,1,0,543807,"George Springer","/api/v1/people/543807","R","Right",686973,"Louis Varland","/api/v1/people/686973","R","Right","vs_RHP","vs_RHB","RISP",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Minnesota Twins",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,624415,"Cavan Biggio","/api/v1/people/624415",NA,NA,NA,NA,NA,NA
717805,"2023-06-11",2,"2023-06-11T19:21:54.248Z","2023-06-11T19:22:01.719Z",TRUE,"pitch","8ac04143-248e-40f4-a821-e04a6c4e8de9",3,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",0,2,0,NA,NA,3.38,1.6,NA,124.25,164.13,"line_drive","hard","9",183.58,104.09,NA,NA,NA,NA,NA,NA,NA,NA,"42","atBat","Single","single","Cavan Biggio singles on a sharp line drive to right fielder Max Kepler.",0,6,1,42,"bottom",5,"2023-06-11T19:21:30.214Z","2023-06-11T19:22:01.719Z",TRUE,FALSE,FALSE,FALSE,33,0,2,0,624415,"Cavan Biggio","/api/v1/people/624415","L","Left",686973,"Louis Varland","/api/v1/people/686973","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Minnesota Twins","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.2,86.1,5,2,0.3972,6.9695,34.2072,-13.6801,-5.78,9.6318,-0.1902,2.7648,5.7528,-138.4891,-4.0014,-1.5549,50.0052,5.1592,-11.1014,33.6,3.6,24,2249,220,103.5,13,223,NA,NA,NA,FALSE,-13.8,16.7,9.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,624415,"Cavan Biggio","/api/v1/people/624415",624415,"Cavan Biggio","/api/v1/people/624415",NA,NA,NA
717805,"2023-06-11",1,"2023-06-11T19:21:41.533Z","2023-06-11T19:21:45.627Z",TRUE,"pitch","098a6592-bf5c-4d08-a921-83be10d66980",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,2,0,NA,NA,3.3477,1.5972,NA,149.76,195.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42","atBat","Single","single","Cavan Biggio singles on a sharp line drive to right fielder Max Kepler.",0,6,1,42,"bottom",5,"2023-06-11T19:21:30.214Z","2023-06-11T19:22:01.719Z",TRUE,FALSE,FALSE,FALSE,33,0,2,0,624415,"Cavan Biggio","/api/v1/people/624415","L","Left",686973,"Louis Varland","/api/v1/people/686973","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Minnesota Twins","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",86.4,78.9,13,0.89,0.4366,7.3525,27.0369,-27.814,-8.5724,2.736,-0.8595,1.612,4.736,-125.758,-3.0647,-1.6598,50.0003,5.1181,-13.6401,24,8.4,24,1663,232,NA,NA,NA,NA,NA,NA,FALSE,-32.4,4.4,14.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,624415,"Cavan Biggio","/api/v1/people/624415",NA,NA,NA,NA,NA,NA
717805,"2023-06-11",0,"2023-06-11T19:21:30.214Z","2023-06-11T19:21:34.110Z",TRUE,"pitch","3b770705-27fc-4d36-b4b3-fd04d48a61fe",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,0,NA,NA,3.3752,1.5986,NA,131.6,176.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42","atBat","Single","single","Cavan Biggio singles on a sharp line drive to right fielder Max Kepler.",0,6,1,42,"bottom",5,"2023-06-11T19:21:30.214Z","2023-06-11T19:22:01.719Z",TRUE,FALSE,FALSE,FALSE,33,0,2,0,624415,"Cavan Biggio","/api/v1/people/624415","L","Left",686973,"Louis Varland","/api/v1/people/686973","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Minnesota Twins","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.1,85.9,4,0.91,0.3982,6.2783,34.4138,-14.4485,-5.0863,9.2805,-0.383,2.3201,4.8925,-138.214,-5.1528,-1.5262,50.0066,5.1992,-9.7192,28.8,3.6,24,2268,224,NA,NA,NA,NA,NA,NA,FALSE,-14.9,15.7,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,624415,"Cavan Biggio","/api/v1/people/624415",NA,NA,NA,NA,NA,NA
717805,"2023-06-11",2,"2023-06-11T19:19:12.487Z","2023-06-11T19:19:22.290Z",TRUE,"pitch","c57a37ec-0f0d-43fc-8406-7090f76c5b98",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,0,2,NA,NA,3.5,1.73,NA,119.53,175.88,"popup","medium","4",157.51,151.47,NA,NA,NA,NA,NA,NA,NA,NA,"41","atBat","Pop Out","field_out","Max Kepler pops out to second baseman Whit Merrifield.",0,6,1,41,"top",5,"2023-06-11T19:18:13.403Z","2023-06-11T19:19:22.290Z",TRUE,FALSE,FALSE,TRUE,0,2,0,3,596146,"Max Kepler","/api/v1/people/596146","L","Left",641672,"Thomas Hatch","/api/v1/people/641672","R","Right","vs_RHP","vs_LHB","Empty",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Toronto Blue Jays","true",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",84.6,78.4,5,0.92,0.4429,6.3768,22.2431,-26.2703,-4.2343,3.8055,-0.0663,2.3296,4.3122,-123.223,-2.8283,-1.2807,50.006,5.6893,-6.5767,12,7.2,24,2022,218,88.8,65,146,NA,NA,NA,TRUE,-31.3,6.5,6.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,624415,"Cavan Biggio","/api/v1/people/624415",NA,NA,NA,NA,NA,NA
717805,"2023-06-11",1,"2023-06-11T19:18:51.619Z","2023-06-11T19:18:54.743Z",TRUE,"pitch","d9afec9c-0b24-49e2-afed-eba69695cb2f",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,2,NA,NA,3.4531,1.6766,NA,195.96,154.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"41","atBat","Pop Out","field_out","Max Kepler pops out to second baseman Whit Merrifield.",0,6,1,41,"top",5,"2023-06-11T19:18:13.403Z","2023-06-11T19:19:22.290Z",TRUE,FALSE,FALSE,TRUE,0,2,0,3,596146,"Max Kepler","/api/v1/people/596146","L","Left",641672,"Thomas Hatch","/api/v1/people/641672","R","Right","vs_RHP","vs_LHB","Empty",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Toronto Blue Jays","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",83.9,76.4,11,0.89,0.4501,6.1571,26.0856,-32.6677,-4.7077,-0.3298,-2.0714,3.1192,-0.1283,-122.1151,0.4392,-1.4073,50.0035,5.7681,-7.045,12,9.6,24,1905,221,NA,NA,NA,NA,NA,NA,FALSE,-39.4,-0.2,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,624415,"Cavan Biggio","/api/v1/people/624415",NA,NA,NA,NA,NA,NA
717805,"2023-06-11",0,"2023-06-11T19:18:34.426Z","2023-06-11T19:18:37.572Z",TRUE,"pitch","42f302d3-cee9-4d54-bbf2-28f3860171ce",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.5051,1.6507,NA,175.13,118.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"41","atBat","Pop Out","field_out","Max Kepler pops out to second baseman Whit Merrifield.",0,6,1,41,"top",5,"2023-06-11T19:18:13.403Z","2023-06-11T19:19:22.290Z",TRUE,FALSE,FALSE,TRUE,0,2,0,3,596146,"Max Kepler","/api/v1/people/596146","L","Left",641672,"Thomas Hatch","/api/v1/people/641672","R","Right","vs_RHP","vs_LHB","Empty",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Toronto Blue Jays","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95,86,11,0.92,0.3972,6.1402,33.6797,-12.7852,-3.8642,10.0926,-1.525,4.4619,0.8472,-138.3963,-1.1798,-1.3351,50.0008,5.7587,-7.4224,28.8,3.6,24,2449,217,NA,NA,NA,NA,NA,NA,FALSE,-12.2,18.1,6.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,624415,"Cavan Biggio","/api/v1/people/624415",NA,NA,NA,NA,NA,NA
