"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","details.disengagementNum","isSubstitution","replacedPlayer.id","replacedPlayer.link","base","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
745517,"2024-04-09",3,"2024-04-09T18:34:46.031Z","2024-04-09T18:34:50.710Z",TRUE,"pitch","ea620f60-7f5f-4315-8a0f-75a386090c35",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,1,0,NA,NA,3.3667,1.6181,NA,94.87,161.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"63","atBat","Single","single","Pirates challenged (other), call on the field was overturned: Pirates challenged (stadium boundary call), call on the field was upheld: Gio Urshela singles on a line drive to center fielder Michael A. Taylor. Riley Greene scores. Zach McKinstry scores. Gio Urshela to 2nd. Throwing error by center fielder Michael A. Taylor.",1,3,3,63,"top",9,"2024-04-09T18:34:28.394Z","2024-04-09T18:35:37.162Z",TRUE,TRUE,TRUE,FALSE,70,2,1,0,570482,"Gio Urshela","/api/v1/people/570482","R","Right",670280,"David Bednar","/api/v1/people/670280","R","Right","vs_RHP","vs_RHB","RISP",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Pittsburgh Pirates",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.6,88.6,3,0.9,0.3892,6.672,30.5077,-10.5704,-2.7498,10.7609,0.5805,2.8582,7.1234,-140.493,-6.4286,-1.6257,50.0056,5.8564,-5.5223,18,2.4,24,2533,206,NA,NA,NA,NA,NA,NA,FALSE,-10.8,18.4,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,681481,"Kerry Carpenter","/api/v1/people/681481",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745517,"2024-04-09",2,"2024-04-09T18:34:30.616Z","2024-04-09T18:34:35.219Z",TRUE,"pitch","de4a812c-a25c-401e-afa3-708c38e50fe7",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,0,NA,NA,3.3116,1.522,NA,152.48,142.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"63","atBat","Single","single","Pirates challenged (other), call on the field was overturned: Pirates challenged (stadium boundary call), call on the field was upheld: Gio Urshela singles on a line drive to center fielder Michael A. Taylor. Riley Greene scores. Zach McKinstry scores. Gio Urshela to 2nd. Throwing error by center fielder Michael A. Taylor.",1,3,3,63,"top",9,"2024-04-09T18:34:28.394Z","2024-04-09T18:35:37.162Z",TRUE,TRUE,TRUE,FALSE,70,2,1,0,570482,"Gio Urshela","/api/v1/people/570482","R","Right",670280,"David Bednar","/api/v1/people/670280","R","Right","vs_RHP","vs_RHB","RISP",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Pittsburgh Pirates",NA,NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",76.7,70.9,11,0.91,0.49,6.283,19.5138,-40.531,5.8836,-6.6031,-0.9307,3.5604,0.8635,-111.6404,3.7868,-2.0867,50.0018,6.0055,7.4486,10.8,13.2,24,2511,52,NA,NA,NA,NA,NA,NA,FALSE,-57.1,-10.7,-10.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,681481,"Kerry Carpenter","/api/v1/people/681481",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745517,"2024-04-09",0,"2024-04-09T18:33:56.537Z","2024-04-09T18:34:02.683Z",FALSE,"action",NA,NA,"Offensive Substitution: Pinch-runner Zach McKinstry replaces Spencer Torkelson.","Offensive Substitution",1,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,656716,"/api/v1/people/656716",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"offensive_substitution",NA,"12","Pinch Runner","Runner","PR","401","63","atBat","Single","single","Pirates challenged (other), call on the field was overturned: Pirates challenged (stadium boundary call), call on the field was upheld: Gio Urshela singles on a line drive to center fielder Michael A. Taylor. Riley Greene scores. Zach McKinstry scores. Gio Urshela to 2nd. Throwing error by center fielder Michael A. Taylor.",1,3,3,63,"top",9,"2024-04-09T18:34:28.394Z","2024-04-09T18:35:37.162Z",TRUE,TRUE,TRUE,FALSE,70,2,1,0,570482,"Gio Urshela","/api/v1/people/570482","R","Right",670280,"David Bednar","/api/v1/people/670280","R","Right","vs_RHP","vs_RHB","RISP",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Pittsburgh Pirates",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,679529,"/api/v1/people/679529",1,FALSE,TRUE,681481,"Kerry Carpenter","/api/v1/people/681481",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745517,"2024-04-09",1,"2024-04-09T18:34:02.683Z","2024-04-09T18:34:30.616Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",1,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"63","atBat","Single","single","Pirates challenged (other), call on the field was overturned: Pirates challenged (stadium boundary call), call on the field was upheld: Gio Urshela singles on a line drive to center fielder Michael A. Taylor. Riley Greene scores. Zach McKinstry scores. Gio Urshela to 2nd. Throwing error by center fielder Michael A. Taylor.",1,3,3,63,"top",9,"2024-04-09T18:34:28.394Z","2024-04-09T18:35:37.162Z",TRUE,TRUE,TRUE,FALSE,70,2,1,0,570482,"Gio Urshela","/api/v1/people/570482","R","Right",670280,"David Bednar","/api/v1/people/670280","R","Right","vs_RHP","vs_RHB","RISP",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Pittsburgh Pirates",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,681481,"Kerry Carpenter","/api/v1/people/681481",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745517,"2024-04-09",0,"2024-04-09T18:33:01.566Z","2024-04-09T18:33:06.375Z",TRUE,"pitch","73036c36-4cb4-4d4e-a0e5-7f2d5cf65935",1,"Hit By Pitch",NA,NA,NA,NA,FALSE,"H","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"H","Hit By Pitch",1,0,0,NA,NA,3.39,1.55,NA,172.63,142.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62","atBat","Hit By Pitch","hit_by_pitch","Spencer Torkelson hit by pitch. Riley Greene to 2nd.",0,1,3,62,"top",9,"2024-04-09T18:32:39.160Z","2024-04-09T18:33:06.375Z",TRUE,FALSE,FALSE,FALSE,11,1,0,0,679529,"Spencer Torkelson","/api/v1/people/679529","R","Right",670280,"David Bednar","/api/v1/people/670280","R","Right","vs_RHP","vs_RHB","RISP",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Pittsburgh Pirates","true",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",76.2,70.7,11,0.91,0.4921,6.4676,18.2557,-38.6803,5.732,-5.1707,-1.4593,3.5584,-0.1655,-110.9447,3.3507,-2.1299,50.0047,6.0366,7.2074,10.8,12,24,2330,46,NA,NA,NA,NA,NA,NA,FALSE,-55.1,-8.3,-10.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,679529,"Spencer Torkelson","/api/v1/people/679529",NA,NA,NA,682985,"Riley Greene","/api/v1/people/682985",NA,NA,NA,NA
745517,"2024-04-09",6,"2024-04-09T18:32:32.306Z","2024-04-09T18:32:36.361Z",TRUE,"pitch","e181b261-1127-482a-985d-e04896b6ea36",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",4,1,0,NA,NA,3.54,1.7121,NA,73.86,122.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61","atBat","Walk","walk","Riley Greene walks.",0,1,3,61,"top",9,"2024-04-09T18:31:17.464Z","2024-04-09T18:32:36.361Z",TRUE,FALSE,FALSE,FALSE,0,4,1,0,682985,"Riley Greene","/api/v1/people/682985","L","Left",670280,"David Bednar","/api/v1/people/670280","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Pittsburgh Pirates",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.2,87.6,12,0.83,0.3942,6.9338,28.7075,-13.2828,-1.5932,9.6409,1.1319,4.3155,7.5771,-138.5542,-2.3558,-1.422,50.0004,6.0559,-3.1216,6,2.4,24,2441,201,NA,NA,NA,NA,NA,NA,FALSE,-12.7,17.2,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,682985,"Riley Greene","/api/v1/people/682985",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745517,"2024-04-09",5,"2024-04-09T18:32:12.694Z","2024-04-09T18:32:17.542Z",TRUE,"pitch","c40938a9-3ddc-4b9d-8384-25db1a35ce95",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,1,0,NA,NA,3.54,1.7053,NA,132.41,112.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61","atBat","Walk","walk","Riley Greene walks.",0,1,3,61,"top",9,"2024-04-09T18:31:17.464Z","2024-04-09T18:32:36.361Z",TRUE,FALSE,FALSE,FALSE,0,4,1,0,682985,"Riley Greene","/api/v1/people/682985","L","Left",670280,"David Bednar","/api/v1/people/670280","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Pittsburgh Pirates",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97,89.5,11,0.88,0.3859,6.7442,28.654,-14.0448,-3.1948,8.862,-0.4043,4.6736,4.8365,-141.297,-0.9821,-1.7139,50.0026,5.9177,-6.5361,21.6,3.6,24,2436,205,NA,NA,NA,NA,NA,NA,FALSE,-12.6,16.1,4.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,682985,"Riley Greene","/api/v1/people/682985",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745517,"2024-04-09",4,"2024-04-09T18:31:52.387Z","2024-04-09T18:31:57.431Z",TRUE,"pitch","83aae224-cb90-4310-8bfb-15f6e3720477",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,1,0,NA,NA,3.54,1.67,NA,107.85,171.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61","atBat","Walk","walk","Riley Greene walks.",0,1,3,61,"top",9,"2024-04-09T18:31:17.464Z","2024-04-09T18:32:36.361Z",TRUE,FALSE,FALSE,FALSE,0,4,1,0,682985,"Riley Greene","/api/v1/people/682985","L","Left",670280,"David Bednar","/api/v1/people/670280","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Pittsburgh Pirates",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.2,89.3,5,0.9,0.3867,6.5985,30.7312,-12.8201,-5.3576,9.514,0.2402,2.5071,7.1732,-141.3823,-6.917,-1.628,50.0066,5.7998,-10.9031,33.6,3.6,24,2546,206,NA,NA,NA,NA,NA,NA,FALSE,-12.8,16.1,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,682985,"Riley Greene","/api/v1/people/682985",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745517,"2024-04-09",3,"2024-04-09T18:31:34.120Z","2024-04-09T18:31:39.042Z",TRUE,"pitch","be56d50f-d46c-4b77-8e8e-d110733c1889",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,0,NA,NA,3.5028,1.7231,NA,157.9,177.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61","atBat","Walk","walk","Riley Greene walks.",0,1,3,61,"top",9,"2024-04-09T18:31:17.464Z","2024-04-09T18:32:36.361Z",TRUE,FALSE,FALSE,FALSE,0,4,1,0,682985,"Riley Greene","/api/v1/people/682985","L","Left",670280,"David Bednar","/api/v1/people/670280","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Pittsburgh Pirates",NA,NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",77.1,71.7,13,0.91,0.4864,6.3669,19.1318,-39.8825,6.3376,-5.9925,-1.073,2.2551,0.5304,-112.3411,0.9372,-2.1357,50.0035,5.8662,8.152,12,13.2,24,2441,43,NA,NA,NA,NA,NA,NA,FALSE,-56,-10.3,-11.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,682985,"Riley Greene","/api/v1/people/682985",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745517,"2024-04-09",2,"2024-04-09T18:31:19.826Z","2024-04-09T18:31:25.184Z",TRUE,"pitch","a50a67df-bb38-457c-a83b-ef2302ce3be3",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,0,NA,NA,3.656,1.7163,NA,83.32,150.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61","atBat","Walk","walk","Riley Greene walks.",0,1,3,61,"top",9,"2024-04-09T18:31:17.464Z","2024-04-09T18:32:36.361Z",TRUE,FALSE,FALSE,FALSE,0,4,1,0,682985,"Riley Greene","/api/v1/people/682985","L","Left",670280,"David Bednar","/api/v1/people/670280","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Pittsburgh Pirates",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.5,87.4,12,0.88,0.3942,6.9933,30.3294,-12.3023,-4.2537,10.1596,0.8836,3.2518,8.0702,-138.8028,-4.9674,-1.5056,50.004,5.8802,-8.3218,26.4,3.6,24,2536,205,NA,NA,NA,NA,NA,NA,FALSE,-12.5,17.5,6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,682985,"Riley Greene","/api/v1/people/682985",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745517,"2024-04-09",0,"2024-04-09T18:30:30.107Z","2024-04-09T18:30:30.152Z",FALSE,"action",NA,NA,"Defensive Substitution: Connor Joe replaces right fielder Edward Olivares, batting 5th, playing right field.","Defensive Sub",1,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,656582,"/api/v1/people/656582",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"defensive_substitution",NA,"9","Outfielder","Outfielder","RF","501","61","atBat","Walk","walk","Riley Greene walks.",0,1,3,61,"top",9,"2024-04-09T18:31:17.464Z","2024-04-09T18:32:36.361Z",TRUE,FALSE,FALSE,FALSE,0,4,1,0,682985,"Riley Greene","/api/v1/people/682985","L","Left",670280,"David Bednar","/api/v1/people/670280","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Pittsburgh Pirates",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,658668,"/api/v1/people/658668",NA,FALSE,TRUE,682985,"Riley Greene","/api/v1/people/682985",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745517,"2024-04-09",1,"2024-04-09T18:30:30.152Z","2024-04-09T18:31:19.826Z",FALSE,"action",NA,NA,"Pitching Change: David Bednar replaces Martín Pérez.","Pitching Substitution",1,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,670280,"/api/v1/people/670280",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pitching_substitution",NA,"1","Pitcher","Pitcher","P",NA,"61","atBat","Walk","walk","Riley Greene walks.",0,1,3,61,"top",9,"2024-04-09T18:31:17.464Z","2024-04-09T18:32:36.361Z",TRUE,FALSE,FALSE,FALSE,0,4,1,0,682985,"Riley Greene","/api/v1/people/682985","L","Left",670280,"David Bednar","/api/v1/people/670280","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Pittsburgh Pirates",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,TRUE,682985,"Riley Greene","/api/v1/people/682985",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745517,"2024-04-09",4,"2024-04-09T18:28:36.699Z","2024-04-09T18:28:44.723Z",TRUE,"pitch","89e7c014-7736-41b0-867c-2c7bcce7f0a2",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,1,2,NA,NA,3.6,1.73,NA,124.33,158.31,"fly_ball","medium","8",98.84,63.34,NA,NA,NA,NA,NA,NA,NA,NA,"60","atBat","Flyout","field_out","Edward Olivares flies out to center fielder Matt Vierling.",0,1,3,60,"bottom",8,"2024-04-09T18:27:23.661Z","2024-04-09T18:28:44.723Z",TRUE,FALSE,FALSE,TRUE,0,2,1,3,658668,"Edward Olivares","/api/v1/people/658668","R","Right",571946,"Shelby Miller","/api/v1/people/571946","R","Right","vs_RHP","vs_RHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Pittsburgh Pirates","Detroit Tigers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.2,83.5,5,0.85,0.4099,7.0295,32.0252,-15.1601,-2.783,9.4335,-0.1922,2.9803,4.171,-134.2035,-3.3438,-1.4129,50.0059,5.3381,-5.0216,14.4,3.6,24,2385,209,105.5,20,379,NA,NA,NA,TRUE,-16,16.4,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,682985,"Riley Greene","/api/v1/people/682985",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745517,"2024-04-09",1,"2024-04-09T18:28:01.981Z","2024-04-09T18:28:05.851Z",TRUE,"pitch","13891e01-0d4f-47c9-9243-a419eb6ea849",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,2,NA,NA,3.7221,1.7403,NA,112.05,224.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"60","atBat","Flyout","field_out","Edward Olivares flies out to center fielder Matt Vierling.",0,1,3,60,"bottom",8,"2024-04-09T18:27:23.661Z","2024-04-09T18:28:44.723Z",TRUE,FALSE,FALSE,TRUE,0,2,1,3,658668,"Edward Olivares","/api/v1/people/658668","R","Right",571946,"Shelby Miller","/api/v1/people/571946","R","Right","vs_RHP","vs_RHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Pittsburgh Pirates","Detroit Tigers",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.8,80.7,14,2,0.4321,7.0214,23.6857,-27.8713,2.3605,2.6357,0.13,0.5411,3.2359,-126.3512,-6.5134,-1.4698,50.0018,5.3671,3.8478,8.4,7.2,24,2260,168,NA,NA,NA,NA,NA,NA,FALSE,-32.4,3.6,-4.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,682985,"Riley Greene","/api/v1/people/682985",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745517,"2024-04-09",3,"2024-04-09T18:28:16.750Z","2024-04-09T18:28:21.750Z",FALSE,"no_pitch","0dd018ed-5866-4b13-b621-b87d1166e252",2,"Automatic Strike - Batter Pitch Timer Violation",NA,NA,NA,NA,FALSE,"AC",NA,FALSE,TRUE,FALSE,"AC","Automatic Strike - Batter Pitch Timer Violation",2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"60","atBat","Flyout","field_out","Edward Olivares flies out to center fielder Matt Vierling.",0,1,3,60,"bottom",8,"2024-04-09T18:27:23.661Z","2024-04-09T18:28:44.723Z",TRUE,FALSE,FALSE,TRUE,0,2,1,3,658668,"Edward Olivares","/api/v1/people/658668","R","Right",571946,"Shelby Miller","/api/v1/people/571946","R","Right","vs_RHP","vs_RHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Pittsburgh Pirates","Detroit Tigers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,"batter_pitch_timer","Batter Pitch Timer Violation",658668,"Edward Olivares",NA,NA,NA,NA,NA,TRUE,FALSE,682985,"Riley Greene","/api/v1/people/682985",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745517,"2024-04-09",0,"2024-04-09T18:27:44.979Z","2024-04-09T18:27:50.548Z",TRUE,"pitch","9dda6715-22f1-4c44-9e1d-88dec7aa90bb",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.6,1.7333,NA,85.7,225.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"60","atBat","Flyout","field_out","Edward Olivares flies out to center fielder Matt Vierling.",0,1,3,60,"bottom",8,"2024-04-09T18:27:23.661Z","2024-04-09T18:28:44.723Z",TRUE,FALSE,FALSE,TRUE,0,2,1,3,658668,"Edward Olivares","/api/v1/people/658668","R","Right",571946,"Shelby Miller","/api/v1/people/571946","R","Right","vs_RHP","vs_RHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Pittsburgh Pirates","Detroit Tigers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.2,86.5,14,0.89,0.4003,7.1307,29.1587,-12.4268,-5.3261,10.4016,0.8212,0.4933,7.8729,-136.6629,-10.3505,-1.4004,50.0012,5.1755,-10.1094,30,3.6,24,2399,207,NA,NA,NA,NA,NA,NA,FALSE,-14,16.9,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,682985,"Riley Greene","/api/v1/people/682985",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
