"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isSubstitution","details.disengagementNum","base","replacedPlayer.id","replacedPlayer.link","isBaseRunningPlay","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
717907,"2023-06-03",5,"2023-06-03T23:11:24.534Z","2023-06-03T23:11:37.855Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",3,4,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,3,2,1,571448,"/api/v1/people/571448",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"58","atBat","Walk","walk","Nolan Arenado walks.",0,3,4,58,"top",8,"2023-06-03T23:09:28.503Z","2023-06-03T23:12:44.451Z",TRUE,FALSE,FALSE,FALSE,0,4,2,1,571448,"Nolan Arenado","/api/v1/people/571448","R","Right",670059,"Colin Holderman","/api/v1/people/670059","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Pittsburgh Pirates",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717907,"2023-06-03",9,"2023-06-03T23:09:01.476Z","2023-06-03T23:09:27.253Z",TRUE,"pitch","03fc93de-0415-4d67-81c0-3ed59b61ca4e",10,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",3,2,1,NA,NA,3.36,1.6,NA,112.66,162.1,"fly_ball","medium","9",236.83,77.51,NA,NA,NA,NA,NA,NA,NA,NA,"57","atBat","Home Run","home_run","Nolan Gorman homers (14) on a fly ball to right field. Paul Goldschmidt scores.",2,3,4,57,"top",8,"2023-06-03T23:05:28.108Z","2023-06-03T23:09:27.253Z",TRUE,TRUE,FALSE,FALSE,38,3,2,1,669357,"Nolan Gorman","/api/v1/people/669357","L","Left",670059,"Colin Holderman","/api/v1/people/670059","R","Right","vs_RHP","vs_LHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Pittsburgh Pirates","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",98.2,90.4,2,0.9,0.3823,6.7043,30.5922,-19.0367,-7.9144,6.3087,0.1139,2.8398,6.9669,-142.8429,-4.6994,-1.3195,50.0001,5.6905,-16.4753,37.2,4.8,24,2197,214,108.1,27,404,NA,NA,NA,FALSE,-17.5,10.7,13.1,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717907,"2023-06-03",8,"2023-06-03T23:08:35.675Z","2023-06-03T23:08:39.196Z",TRUE,"pitch","a7a6e1cc-2376-43ef-8513-4da792d7fc69",9,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",3,2,1,NA,NA,3.36,1.6,NA,163.16,182.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57","atBat","Home Run","home_run","Nolan Gorman homers (14) on a fly ball to right field. Paul Goldschmidt scores.",2,3,4,57,"top",8,"2023-06-03T23:05:28.108Z","2023-06-03T23:09:27.253Z",TRUE,TRUE,FALSE,FALSE,38,3,2,1,669357,"Nolan Gorman","/api/v1/people/669357","L","Left",670059,"Colin Holderman","/api/v1/people/670059","R","Right","vs_RHP","vs_LHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Pittsburgh Pirates","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",96.9,89.2,13,0.89,0.3875,6.7217,30.8465,-26.4942,-10.4158,2.8043,-1.2111,2.097,5.0869,-141.1126,-4.5896,-1.6798,50.0014,5.4424,-21.0927,36,7.2,24,2154,229,NA,NA,NA,NA,NA,NA,FALSE,-24.6,4.3,17.9,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717907,"2023-06-03",7,"2023-06-03T23:08:17.322Z","2023-06-03T23:08:20.322Z",TRUE,"pitch","4f1f8874-7952-43af-a247-f3a512b67b58",8,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,2,1,NA,NA,3.1275,1.4829,NA,77.59,131.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57","atBat","Home Run","home_run","Nolan Gorman homers (14) on a fly ball to right field. Paul Goldschmidt scores.",2,3,4,57,"top",8,"2023-06-03T23:05:28.108Z","2023-06-03T23:09:27.253Z",TRUE,TRUE,FALSE,FALSE,38,3,2,1,669357,"Nolan Gorman","/api/v1/people/669357","L","Left",670059,"Colin Holderman","/api/v1/people/670059","R","Right","vs_RHP","vs_LHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Pittsburgh Pirates","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",98.6,90.9,12,0.91,0.3804,6.6562,29.752,-19.8448,-8.9444,5.8569,1.0338,3.9893,8.6967,-143.3981,-2.044,-0.8601,50.0052,5.935,-18.8351,39.6,4.8,24,2214,205,NA,NA,NA,NA,NA,NA,FALSE,-17.5,10.4,14.6,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717907,"2023-06-03",6,"2023-06-03T23:07:53.329Z","2023-06-03T23:07:57.990Z",TRUE,"pitch","eb0ac93c-6fbc-47e5-917c-5e66f9f39ef3",7,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,1,NA,NA,3.36,1.6,NA,114.82,155.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57","atBat","Home Run","home_run","Nolan Gorman homers (14) on a fly ball to right field. Paul Goldschmidt scores.",2,3,4,57,"top",8,"2023-06-03T23:05:28.108Z","2023-06-03T23:09:27.253Z",TRUE,TRUE,FALSE,FALSE,38,3,2,1,669357,"Nolan Gorman","/api/v1/people/669357","L","Left",670059,"Colin Holderman","/api/v1/people/670059","R","Right","vs_RHP","vs_LHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Pittsburgh Pirates","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",98.3,90.4,2,0.9,0.3819,6.4525,31.092,-24.0579,-7.3833,3.8921,0.0572,3.0712,7.4259,-143.0952,-2.4359,-1.6045,50.0064,5.4308,-15.4105,28.8,6,24,2256,219,NA,NA,NA,NA,NA,NA,FALSE,-21.4,6.7,12,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717907,"2023-06-03",5,"2023-06-03T23:07:32.403Z","2023-06-03T23:07:36.558Z",TRUE,"pitch","53c9b048-d626-4a8e-b0ff-b360848069a3",6,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,1,NA,NA,3.2559,1.4958,NA,130.64,145.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57","atBat","Home Run","home_run","Nolan Gorman homers (14) on a fly ball to right field. Paul Goldschmidt scores.",2,3,4,57,"top",8,"2023-06-03T23:05:28.108Z","2023-06-03T23:09:27.253Z",TRUE,TRUE,FALSE,FALSE,38,3,2,1,669357,"Nolan Gorman","/api/v1/people/669357","L","Left",670059,"Colin Holderman","/api/v1/people/670059","R","Right","vs_RHP","vs_LHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Pittsburgh Pirates","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",93.7,86.1,11,0.9,0.4007,6.3677,29.4018,-30.4885,-0.6983,0.8899,-0.3578,3.4707,3.2721,-136.5546,-0.2896,-1.4797,50.0026,5.6713,-1.3224,1.2,6,24,2333,182,NA,NA,NA,NA,NA,NA,FALSE,-29.3,1.8,0.6,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717907,"2023-06-03",4,"2023-06-03T23:07:06.133Z","2023-06-03T23:07:10.522Z",TRUE,"pitch","0b2adff4-d355-4c82-bd18-f14a9ffff1b6",5,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,1,NA,NA,3.36,1.6,NA,112.32,168.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57","atBat","Home Run","home_run","Nolan Gorman homers (14) on a fly ball to right field. Paul Goldschmidt scores.",2,3,4,57,"top",8,"2023-06-03T23:05:28.108Z","2023-06-03T23:09:27.253Z",TRUE,TRUE,FALSE,FALSE,38,3,2,1,669357,"Nolan Gorman","/api/v1/people/669357","L","Left",670059,"Colin Holderman","/api/v1/people/670059","R","Right","vs_RHP","vs_LHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Pittsburgh Pirates","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",100,91.4,5,0.91,0.3767,6.6254,34.537,-25.0219,-9.6331,3.3407,0.1226,2.6052,7.5785,-145.4865,-4.2562,-1.2661,50.002,5.6059,-20.6233,36,6,24,2427,216,NA,NA,NA,NA,NA,NA,FALSE,-22.1,5.4,16,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717907,"2023-06-03",3,"2023-06-03T23:06:42.678Z","2023-06-03T23:06:47.887Z",TRUE,"pitch","06b44cb2-7403-4adb-a9cd-4dcc4d0f12b5",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,1,NA,NA,3.36,1.6,NA,127.58,203.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57","atBat","Home Run","home_run","Nolan Gorman homers (14) on a fly ball to right field. Paul Goldschmidt scores.",2,3,4,57,"top",8,"2023-06-03T23:05:28.108Z","2023-06-03T23:09:27.253Z",TRUE,TRUE,FALSE,FALSE,38,3,2,1,669357,"Nolan Gorman","/api/v1/people/669357","L","Left",670059,"Colin Holderman","/api/v1/people/670059","R","Right","vs_RHP","vs_LHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Pittsburgh Pirates","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",99.1,91.3,13,0.91,0.3793,6.6255,31.588,-24.1939,-9.9049,3.7705,-0.2776,1.2951,7.1823,-144.0634,-7.1381,-1.5086,50.0008,5.2868,-20.9422,37.2,6,24,2113,231,NA,NA,NA,NA,NA,NA,FALSE,-22.2,5.6,16.6,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717907,"2023-06-03",2,"2023-06-03T23:06:23.034Z","2023-06-03T23:06:26.982Z",TRUE,"pitch","04070039-40ae-436e-b4c9-db47eb2142ec",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,2,1,NA,NA,3.36,1.6,NA,119.41,178.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57","atBat","Home Run","home_run","Nolan Gorman homers (14) on a fly ball to right field. Paul Goldschmidt scores.",2,3,4,57,"top",8,"2023-06-03T23:05:28.108Z","2023-06-03T23:09:27.253Z",TRUE,TRUE,FALSE,FALSE,38,3,2,1,669357,"Nolan Gorman","/api/v1/people/669357","L","Left",670059,"Colin Holderman","/api/v1/people/670059","R","Right","vs_RHP","vs_LHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Pittsburgh Pirates","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",97.8,89.9,5,0.9,0.3844,6.7804,30.9686,-22.1623,-9.8919,4.865,-0.0631,2.2353,7.7032,-142.1911,-5.2567,-1.5149,50.004,5.5038,-20.3654,38.4,6,24,2143,214,NA,NA,NA,NA,NA,NA,FALSE,-20.5,7.9,16.4,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717907,"2023-06-03",1,"2023-06-03T23:06:05.561Z","2023-06-03T23:06:08.615Z",TRUE,"pitch","6b9da4f3-3b59-41d1-93c2-1c57957697e3",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,1,NA,NA,3.2816,1.5472,NA,89.47,125.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57","atBat","Home Run","home_run","Nolan Gorman homers (14) on a fly ball to right field. Paul Goldschmidt scores.",2,3,4,57,"top",8,"2023-06-03T23:05:28.108Z","2023-06-03T23:09:27.253Z",TRUE,TRUE,FALSE,FALSE,38,3,2,1,669357,"Nolan Gorman","/api/v1/people/669357","L","Left",670059,"Colin Holderman","/api/v1/people/670059","R","Right","vs_RHP","vs_LHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Pittsburgh Pirates","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",98.3,89.8,12,0.91,0.3831,6.426,32.5587,-27.0873,-11.2768,2.4585,0.7221,4.1909,9.6102,-142.8982,0.2281,-1.2174,50.0046,5.8101,-23.3521,38.4,7.2,24,2214,215,NA,NA,NA,NA,NA,NA,FALSE,-23.6,4.7,18.5,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717907,"2023-06-03",0,"2023-06-03T23:05:40.247Z","2023-06-03T23:05:45.220Z",TRUE,"pitch","f71b77b8-e513-4bfb-ad7c-0bdce6b77c21",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,1,NA,NA,3.36,1.6,NA,96.37,183.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57","atBat","Home Run","home_run","Nolan Gorman homers (14) on a fly ball to right field. Paul Goldschmidt scores.",2,3,4,57,"top",8,"2023-06-03T23:05:28.108Z","2023-06-03T23:09:27.253Z",TRUE,TRUE,FALSE,FALSE,38,3,2,1,669357,"Nolan Gorman","/api/v1/people/669357","L","Left",670059,"Colin Holderman","/api/v1/people/670059","R","Right","vs_RHP","vs_LHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Pittsburgh Pirates","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",92.7,84.9,9,0.91,0.4065,6.4833,30.2667,-26.7534,0.8327,2.9538,0.5413,2.0327,4.8404,-134.9025,-4.5611,-1.387,50.0045,5.6389,1.5302,4.8,6,24,2344,177,NA,NA,NA,NA,NA,NA,FALSE,-27.4,4.6,-2.5,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717907,"2023-06-03",4,"2023-06-03T23:05:06.366Z","2023-06-03T23:05:17.788Z",TRUE,"pitch","a536731b-9ebd-4c91-aacd-7a2a02d5799d",5,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",2,2,1,NA,NA,3.38,1.6,NA,127.1,125.37,"ground_ball","medium","7",63.91,121.65,NA,NA,NA,NA,NA,NA,NA,NA,"56","atBat","Single","single","Paul Goldschmidt singles on a ground ball to left fielder Bryan Reynolds.",0,1,4,56,"top",8,"2023-06-03T23:03:38.887Z","2023-06-03T23:05:17.788Z",TRUE,FALSE,FALSE,FALSE,33,2,2,1,502671,"Paul Goldschmidt","/api/v1/people/502671","R","Right",670059,"Colin Holderman","/api/v1/people/670059","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Pittsburgh Pirates","true",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",83.9,77.3,11,0.9,0.4469,6.3762,22.6447,-27.0225,6.0442,3.3788,-0.2649,4.2002,0.9136,-122.2659,1.8099,-1.4284,50.0003,5.7589,9.2088,19.2,7.2,24,2430,83,91.1,-2,46,NA,NA,NA,FALSE,-31.8,6.7,-11.2,NA,NA,NA,NA,NA,NA,FALSE,TRUE,502671,"Paul Goldschmidt","/api/v1/people/502671",NA,NA,NA,NA,NA,NA
717907,"2023-06-03",3,"2023-06-03T23:04:49.130Z","2023-06-03T23:04:52.130Z",TRUE,"pitch","9c12b182-eadd-41f0-9f9c-350c673e3723",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,1,NA,NA,3.3916,1.5729,NA,119.32,125.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56","atBat","Single","single","Paul Goldschmidt singles on a ground ball to left fielder Bryan Reynolds.",0,1,4,56,"top",8,"2023-06-03T23:03:38.887Z","2023-06-03T23:05:17.788Z",TRUE,FALSE,FALSE,FALSE,33,2,2,1,502671,"Paul Goldschmidt","/api/v1/people/502671","R","Right",670059,"Colin Holderman","/api/v1/people/670059","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Pittsburgh Pirates","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",99.2,91.3,11,0.91,0.3781,6.3888,31.1135,-21.5294,-8.3724,5.0006,-0.0608,4.2091,5.7319,-144.4212,-1.3563,-0.9754,50.0043,5.9986,-17.8292,37.2,4.8,24,2149,210,NA,NA,NA,NA,NA,NA,FALSE,-18.6,9,14.2,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717907,"2023-06-03",2,"2023-06-03T23:04:30.900Z","2023-06-03T23:04:33.900Z",TRUE,"pitch","5ee5ebc1-c665-4e45-95b2-979ef8deecea",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,1,NA,NA,3.353,1.5086,NA,48.57,164.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56","atBat","Single","single","Paul Goldschmidt singles on a ground ball to left fielder Bryan Reynolds.",0,1,4,56,"top",8,"2023-06-03T23:03:38.887Z","2023-06-03T23:05:17.788Z",TRUE,FALSE,FALSE,FALSE,33,2,2,1,502671,"Paul Goldschmidt","/api/v1/people/502671","R","Right",670059,"Colin Holderman","/api/v1/people/670059","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Pittsburgh Pirates","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",99,91.4,12,0.9,0.3791,6.68,30.0836,-19.8448,-7.381,5.818,1.7953,2.7558,10.2036,-143.919,-5.3303,-0.8197,50.0063,5.8422,-15.6514,32.4,4.8,24,2166,210,NA,NA,NA,NA,NA,NA,FALSE,-18,9.7,11.6,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717907,"2023-06-03",1,"2023-06-03T23:04:12.728Z","2023-06-03T23:04:15.754Z",TRUE,"pitch","4ee1c77d-0f82-4467-8d0a-2f7b0f5f7e5f",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,1,NA,NA,3.38,1.6,NA,144.52,158.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56","atBat","Single","single","Paul Goldschmidt singles on a ground ball to left fielder Bryan Reynolds.",0,1,4,56,"top",8,"2023-06-03T23:03:38.887Z","2023-06-03T23:05:17.788Z",TRUE,FALSE,FALSE,FALSE,33,2,2,1,502671,"Paul Goldschmidt","/api/v1/people/502671","R","Right",670059,"Colin Holderman","/api/v1/people/670059","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Pittsburgh Pirates","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",94,86.9,1,0.9,0.3985,6.2851,27.6769,-25.0471,0.2057,3.7185,-0.7219,2.9803,1.5078,-136.9819,-2.9635,-1.3042,50.0062,5.7717,0.3942,1.2,6,24,2413,194,NA,NA,NA,NA,NA,NA,FALSE,-24.2,6.4,-0.7,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717907,"2023-06-03",0,"2023-06-03T23:03:55.868Z","2023-06-03T23:03:59.419Z",TRUE,"pitch","9f6103fa-9845-4ed8-babb-887688e1cd5f",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.4545,1.5844,NA,85.14,171.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56","atBat","Single","single","Paul Goldschmidt singles on a ground ball to left fielder Bryan Reynolds.",0,1,4,56,"top",8,"2023-06-03T23:03:38.887Z","2023-06-03T23:05:17.788Z",TRUE,FALSE,FALSE,FALSE,33,2,2,1,502671,"Paul Goldschmidt","/api/v1/people/502671","R","Right",670059,"Colin Holderman","/api/v1/people/670059","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Pittsburgh Pirates","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",99.8,91.5,14,0.91,0.3772,6.4317,32.7217,-20.4483,-8.5632,5.4853,0.8358,2.4842,8.6656,-145.0166,-5.5695,-1.0732,50.0022,5.67,-18.3062,37.2,4.8,24,2289,214,NA,NA,NA,NA,NA,NA,FALSE,-18.5,9,13.9,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
