"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isBaseRunningPlay","isSubstitution","base","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
746063,"2024-05-22",0,"2024-05-23T00:16:07.120Z","2024-05-23T00:16:32.326Z",FALSE,"action",NA,NA,"Offensive Substitution: Pinch-runner Joey Wiemer replaces Gary Sánchez.","Offensive Substitution",0,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,1,686894,"/api/v1/people/686894",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"offensive_substitution",NA,"12","Pinch Runner","Runner","PR","601","50","atBat","Forceout","force_out","Jackson Chourio grounds into a force out, shortstop Tim Anderson to second baseman Otto Lopez. Joey Wiemer out at 2nd. Jackson Chourio to 1st.",0,0,1,50,"top",8,"2024-05-23T00:16:30.148Z","2024-05-23T00:17:29.064Z",TRUE,FALSE,FALSE,TRUE,0,1,1,2,694192,"Jackson Chourio","/api/v1/people/694192","R","Right",666200,"Jesús Luzardo","/api/v1/people/666200","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Miami Marlins",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,1,596142,"/api/v1/people/596142",TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746063,"2024-05-22",3,"2024-05-23T00:17:02.506Z","2024-05-23T00:17:05.634Z",FALSE,"pickoff","805f3a7a-ea0a-456b-96ff-435b246b6404",NA,"Pickoff Attempt 1B",NA,NA,NA,NA,FALSE,"1",NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"50","atBat","Forceout","force_out","Jackson Chourio grounds into a force out, shortstop Tim Anderson to second baseman Otto Lopez. Joey Wiemer out at 2nd. Jackson Chourio to 1st.",0,0,1,50,"top",8,"2024-05-23T00:16:30.148Z","2024-05-23T00:17:29.064Z",TRUE,FALSE,FALSE,TRUE,0,1,1,2,694192,"Jackson Chourio","/api/v1/people/694192","R","Right",666200,"Jesús Luzardo","/api/v1/people/666200","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Miami Marlins",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,1,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746063,"2024-05-22",2,"2024-05-23T00:15:38.340Z","2024-05-23T00:15:48.906Z",TRUE,"pitch","6d648e97-c359-4d5e-9ae8-e124a8eb8ea7",3,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",0,2,1,NA,NA,3.37,1.62,NA,104.72,193.11,"line_drive","hard","7",65.63,121.08,NA,NA,NA,NA,NA,NA,NA,NA,"49","atBat","Single","single","Gary Sánchez singles on a sharp line drive to left fielder Nick Gordon.",0,0,1,49,"top",8,"2024-05-23T00:14:54.816Z","2024-05-23T00:15:48.906Z",TRUE,FALSE,FALSE,FALSE,33,0,2,1,596142,"Gary Sánchez","/api/v1/people/596142","R","Right",666200,"Jesús Luzardo","/api/v1/people/666200","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Miami Marlins","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",82.9,75.9,9,0.92,0.4553,5.6759,24.9547,-29.4036,0.5162,1.8893,0.3221,1.6916,-5.1156,-120.6048,-3.4873,2.4097,50.0005,5.7686,0.7563,0,8.4,24,2382,333,110,9,150,NA,NA,NA,FALSE,-37.2,2.8,0.4,NA,NA,NA,NA,NA,NA,FALSE,TRUE,596142,"Gary Sánchez","/api/v1/people/596142",NA,NA,NA,NA,NA,NA,NA
746063,"2024-05-22",1,"2024-05-23T00:15:22.546Z","2024-05-23T00:15:26.773Z",TRUE,"pitch","1e2a5d5e-a80a-498f-9193-8d2e6fe0fca4",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,2,1,NA,NA,3.4242,1.7391,NA,111.39,166.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"49","atBat","Single","single","Gary Sánchez singles on a sharp line drive to left fielder Nick Gordon.",0,0,1,49,"top",8,"2024-05-23T00:14:54.816Z","2024-05-23T00:15:48.906Z",TRUE,FALSE,FALSE,FALSE,33,0,2,1,596142,"Gary Sánchez","/api/v1/people/596142","R","Right",666200,"Jesús Luzardo","/api/v1/people/666200","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Miami Marlins","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",92.9,84.4,5,2,0.4069,5.4745,31.1705,-19.0826,10.6608,7.1434,0.1471,2.6675,-7.503,-134.9527,-5.0029,1.5876,50.0023,5.9021,19.5342,42,6,24,2104,130,NA,NA,NA,NA,NA,NA,FALSE,-20,12,-17.5,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746063,"2024-05-22",0,"2024-05-23T00:15:08.329Z","2024-05-23T00:15:15.097Z",TRUE,"pitch","37cf9b5c-0272-455e-a3d1-76e21da3e556",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.4353,1.6521,NA,77.08,180.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"49","atBat","Single","single","Gary Sánchez singles on a sharp line drive to left fielder Nick Gordon.",0,0,1,49,"top",8,"2024-05-23T00:14:54.816Z","2024-05-23T00:15:48.906Z",TRUE,FALSE,FALSE,FALSE,33,0,2,1,596142,"Gary Sánchez","/api/v1/people/596142","R","Right",666200,"Jesús Luzardo","/api/v1/people/666200","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Miami Marlins","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",82.2,75.2,14,0.87,0.4591,5.5647,24.724,-30.9553,0.9576,0.8469,1.0472,2.1753,-3.2675,-119.6541,-2.0882,2.3106,50.003,5.8534,1.3784,1.2,8.4,24,2255,116,NA,NA,NA,NA,NA,NA,FALSE,-39.4,1.3,-0.8,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746063,"2024-05-22",3,"2024-05-23T00:14:38.151Z","2024-05-23T00:14:48.038Z",TRUE,"pitch","075b9f52-a9f8-4d5b-a347-6c55c6417eb3",4,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,1,0,NA,NA,3.38,1.47,NA,113.24,166.67,"fly_ball","medium","9",193.2,134.03,NA,NA,NA,NA,NA,NA,NA,NA,"48","atBat","Flyout","field_out","Joey Ortiz flies out to right fielder Jesús Sánchez.",0,0,1,48,"top",8,"2024-05-23T00:13:42.019Z","2024-05-23T00:14:48.038Z",TRUE,FALSE,FALSE,TRUE,0,2,1,1,687401,"Joey Ortiz","/api/v1/people/687401","R","Right",666200,"Jesús Luzardo","/api/v1/people/666200","L","Left","vs_LHP","vs_RHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Miami Marlins","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.3,84.4,5,2,0.4061,5.7703,32.6797,-16.5086,8.7595,8.5257,0.0986,2.6709,-8.2446,-135.4506,-5.1992,2.0604,50.0016,5.7895,16.0932,38.4,4.8,24,2178,132,85.7,53,233,NA,NA,NA,TRUE,-17.5,14.4,-13.8,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746063,"2024-05-22",2,"2024-05-23T00:14:24.569Z","2024-05-23T00:14:28.803Z",TRUE,"pitch","4ee8b9c3-4af7-4723-b9ad-99f873cb77c0",3,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",2,1,0,NA,NA,3.3604,1.5186,NA,115.45,154.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"48","atBat","Flyout","field_out","Joey Ortiz flies out to right fielder Jesús Sánchez.",0,0,1,48,"top",8,"2024-05-23T00:13:42.019Z","2024-05-23T00:14:48.038Z",TRUE,FALSE,FALSE,TRUE,0,2,1,1,687401,"Joey Ortiz","/api/v1/people/687401","R","Right",666200,"Jesús Luzardo","/api/v1/people/666200","L","Left","vs_LHP","vs_RHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Miami Marlins","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",93,84.1,2,2,0.4073,5.7721,32.4802,-18.5507,9.4827,7.4582,0.0407,3.1385,-8.5595,-135.069,-3.809,2.036,50.0057,5.8905,17.329,38.4,6,24,2203,136,NA,NA,NA,NA,NA,NA,FALSE,-19.3,12.7,-15.1,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746063,"2024-05-22",1,"2024-05-23T00:14:12.666Z","2024-05-23T00:14:17.572Z",TRUE,"pitch","080e65cc-7e7b-4c25-a5fd-e35513096199",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,0,NA,NA,3.2945,1.4852,NA,82.77,204.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"48","atBat","Flyout","field_out","Joey Ortiz flies out to right fielder Jesús Sánchez.",0,0,1,48,"top",8,"2024-05-23T00:13:42.019Z","2024-05-23T00:14:48.038Z",TRUE,FALSE,FALSE,TRUE,0,2,1,1,687401,"Joey Ortiz","/api/v1/people/687401","R","Right",666200,"Jesús Luzardo","/api/v1/people/666200","L","Left","vs_LHP","vs_RHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Miami Marlins","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",91.6,83.6,14,2,0.4126,5.4768,29.6964,-21.3792,11.1465,6.0541,0.8979,1.2719,-6.9838,-132.9837,-7.6095,2.116,50.0038,5.7325,19.8769,38.4,7.2,24,2056,132,NA,NA,NA,NA,NA,NA,FALSE,-23.5,9.4,-18.6,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746063,"2024-05-22",0,"2024-05-23T00:14:01.143Z","2024-05-23T00:14:06.963Z",TRUE,"pitch","db570749-c01a-4d12-ab05-12c997544c86",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,0,NA,NA,3.3849,1.6083,NA,74.02,135.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"48","atBat","Flyout","field_out","Joey Ortiz flies out to right fielder Jesús Sánchez.",0,0,1,48,"top",8,"2024-05-23T00:13:42.019Z","2024-05-23T00:14:48.038Z",TRUE,FALSE,FALSE,TRUE,0,2,1,1,687401,"Joey Ortiz","/api/v1/people/687401","R","Right",666200,"Jesús Luzardo","/api/v1/people/666200","L","Left","vs_LHP","vs_RHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Miami Marlins","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",78.9,71.7,12,0.89,0.4792,5.4506,23.4176,-30.6269,0.5669,1.1722,1.1275,3.8379,-3.3165,-114.7928,1.5968,2.5241,50.0031,6.139,0.7487,0,9.6,24,2126,139,NA,NA,NA,NA,NA,NA,FALSE,-41.4,2.9,-0.1,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746063,"2024-05-22",2,"2024-05-23T00:11:43.460Z","2024-05-23T00:11:53.049Z",TRUE,"pitch","d37f8665-28fc-4244-9968-30dfb4ad2c51",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,1,2,NA,NA,3.58,1.61,NA,118.29,185.64,"fly_ball","medium","8",116.08,78.78,NA,NA,NA,NA,NA,NA,NA,NA,"47","atBat","Flyout","field_out","Tim Anderson flies out to center fielder Blake Perkins.",0,0,1,47,"bottom",7,"2024-05-23T00:10:56.078Z","2024-05-23T00:11:53.049Z",TRUE,FALSE,FALSE,TRUE,0,1,1,3,641313,"Tim Anderson","/api/v1/people/641313","R","Right",642547,"Freddy Peralta","/api/v1/people/642547","R","Right","vs_RHP","vs_RHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","Milwaukee Brewers","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",79.1,72.3,8,2,0.4781,6.7887,23.749,-33.3762,7.9442,-0.9071,-0.0339,1.968,4.4755,-115.1011,0.257,-3.0434,50.003,5.1188,10.5305,19.2,10.8,24,2621,64,93.3,44,302,NA,NA,NA,TRUE,-45.4,-1.2,-15.6,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746063,"2024-05-22",1,"2024-05-23T00:11:28.492Z","2024-05-23T00:11:32.614Z",TRUE,"pitch","4768e974-d4a4-4a94-8311-15bd7a91c965",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,2,NA,NA,3.4471,1.6049,NA,28.21,213.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47","atBat","Flyout","field_out","Tim Anderson flies out to center fielder Blake Perkins.",0,0,1,47,"bottom",7,"2024-05-23T00:10:56.078Z","2024-05-23T00:11:53.049Z",TRUE,FALSE,FALSE,TRUE,0,1,1,3,641313,"Tim Anderson","/api/v1/people/641313","R","Right",642547,"Freddy Peralta","/api/v1/people/642547","R","Right","vs_RHP","vs_RHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","Milwaukee Brewers","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",83.5,77.5,14,0.9,0.451,6.6888,21.7727,-27.1874,0.4896,3.3329,2.3294,0.9275,11.8306,-121.0665,-4.0087,-2.6673,50.0053,4.9621,0.7305,4.8,7.2,24,2437,76,NA,NA,NA,NA,NA,NA,FALSE,-34,5.3,-3.5,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746063,"2024-05-22",0,"2024-05-23T00:11:14.016Z","2024-05-23T00:11:18.595Z",TRUE,"pitch","5eaba23e-1c4f-4451-a889-8b1875fa3b8e",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.4208,1.6446,NA,129.21,185.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47","atBat","Flyout","field_out","Tim Anderson flies out to center fielder Blake Perkins.",0,0,1,47,"bottom",7,"2024-05-23T00:10:56.078Z","2024-05-23T00:11:53.049Z",TRUE,FALSE,FALSE,TRUE,0,1,1,3,641313,"Tim Anderson","/api/v1/people/641313","R","Right",642547,"Freddy Peralta","/api/v1/people/642547","R","Right","vs_RHP","vs_RHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","Milwaukee Brewers","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",87.7,80.1,7,0.91,0.4306,6.6374,27.0382,-28.8798,-10.069,2.014,-0.3202,1.9628,9.6458,-127.3648,-2.1201,-2.8548,50.0048,5.0981,-16.4855,26.4,8.4,24,1727,240,NA,NA,NA,NA,NA,NA,FALSE,-32.4,3.4,16,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746063,"2024-05-22",5,"2024-05-23T00:10:45.613Z","2024-05-23T00:10:50.246Z",TRUE,"pitch","72b891b0-1c85-4620-9e79-95fddfc71e29",6,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",3,3,1,NA,NA,3.5899,1.6884,NA,115.09,162.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"46","atBat","Strikeout","strikeout","Nick Gordon called out on strikes.",0,0,1,46,"bottom",7,"2024-05-23T00:09:04.852Z","2024-05-23T00:10:50.246Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,624503,"Nick Gordon","/api/v1/people/624503","L","Left",642547,"Freddy Peralta","/api/v1/people/642547","R","Right","vs_RHP","vs_LHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","Milwaukee Brewers","true",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",86.9,79.2,5,0.9,0.4347,6.4212,26.3413,-27.4267,-8.9874,2.9542,0.05,2.8428,9.9569,-126.1282,-0.0145,-2.7865,50.0016,5.0656,-14.4379,24,7.2,24,1663,247,NA,NA,NA,NA,NA,NA,TRUE,-30.8,5.6,13.9,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746063,"2024-05-22",4,"2024-05-23T00:10:28.032Z","2024-05-23T00:10:33.430Z",TRUE,"pitch","d2d7ec44-ab6e-430b-9ec9-21501619b2e5",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,2,1,NA,NA,3.6284,1.6144,NA,145.17,115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"46","atBat","Strikeout","strikeout","Nick Gordon called out on strikes.",0,0,1,46,"bottom",7,"2024-05-23T00:09:04.852Z","2024-05-23T00:10:50.246Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,624503,"Nick Gordon","/api/v1/people/624503","L","Left",642547,"Freddy Peralta","/api/v1/people/642547","R","Right","vs_RHP","vs_LHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","Milwaukee Brewers","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.6,85.9,11,0.9,0.3989,6.6839,31.7604,-15.326,-3.7006,8.833,-0.7391,4.5846,7.4664,-137.5568,1.3622,-3.0133,50.0067,5.1248,-7.0625,19.2,3.6,24,2536,208,NA,NA,NA,NA,NA,NA,FALSE,-14.2,16.4,5,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746063,"2024-05-22",3,"2024-05-23T00:10:11.572Z","2024-05-23T00:10:15.624Z",TRUE,"pitch","7ebf84cc-6cb4-416e-9971-482237667016",4,"Foul Tip",NA,NA,NA,NA,FALSE,"T","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"T","Foul Tip",2,2,1,NA,NA,3.67,1.69,NA,123.21,152.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"46","atBat","Strikeout","strikeout","Nick Gordon called out on strikes.",0,0,1,46,"bottom",7,"2024-05-23T00:09:04.852Z","2024-05-23T00:10:50.246Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,624503,"Nick Gordon","/api/v1/people/624503","L","Left",642547,"Freddy Peralta","/api/v1/people/642547","R","Right","vs_RHP","vs_LHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","Milwaukee Brewers","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.2,86.6,2,0.9,0.3965,6.7214,31.7842,-14.7016,-6.1921,9.0459,-0.1629,3.2119,9.3818,-138.3315,-2.4266,-2.799,50.0056,5.09,-11.9649,32.4,3.6,24,2526,219,NA,NA,NA,NA,NA,NA,FALSE,-14.3,16.1,9.2,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746063,"2024-05-22",2,"2024-05-23T00:09:55.186Z","2024-05-23T00:10:03.703Z",TRUE,"pitch","702b4646-421b-4f38-98b5-7b8d7bf17e07",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,1,NA,NA,3.6441,1.7283,NA,148.78,123.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"46","atBat","Strikeout","strikeout","Nick Gordon called out on strikes.",0,0,1,46,"bottom",7,"2024-05-23T00:09:04.852Z","2024-05-23T00:10:50.246Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,624503,"Nick Gordon","/api/v1/people/624503","L","Left",642547,"Freddy Peralta","/api/v1/people/642547","R","Right","vs_RHP","vs_LHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","Milwaukee Brewers","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.9,87.1,11,0.91,0.3934,6.6018,32.689,-13.6622,-6.156,9.4387,-0.8338,4.2733,7.7643,-139.4773,-0.1356,-2.8597,50.0043,5.227,-12.0765,37.2,3.6,24,2575,216,NA,NA,NA,NA,NA,NA,FALSE,-12.6,17.3,9.5,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746063,"2024-05-22",1,"2024-05-23T00:09:37.999Z","2024-05-23T00:09:42.325Z",TRUE,"pitch","820a18c5-cb24-4f28-a460-b519c456cbb9",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,1,1,NA,NA,3.6392,1.7564,NA,99.2,190.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"46","atBat","Strikeout","strikeout","Nick Gordon called out on strikes.",0,0,1,46,"bottom",7,"2024-05-23T00:09:04.852Z","2024-05-23T00:10:50.246Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,624503,"Nick Gordon","/api/v1/people/624503","L","Left",642547,"Freddy Peralta","/api/v1/people/642547","R","Right","vs_RHP","vs_LHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","Milwaukee Brewers","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",87.4,79.8,9,0.91,0.4325,6.5574,26.4853,-30.3653,-10.5203,1.1098,0.467,1.7833,11.262,-126.7535,-2.0709,-2.6718,50.0003,5.0412,-17.0764,25.2,8.4,24,1690,243,NA,NA,NA,NA,NA,NA,FALSE,-34.3,1.8,16.4,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
