"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","isSubstitution","details.isOut","replacedPlayer.id","replacedPlayer.link","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","isBaseRunningPlay","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
716655,"2023-09-09",2,"2023-09-10T00:05:13.161Z","2023-09-10T00:05:35.396Z",FALSE,"no_pitch","07166556-0356-1023-000c-f08cd117d70a",0,"Automatic Ball - Intentional",NA,NA,NA,NA,FALSE,"VB",NA,FALSE,FALSE,TRUE,"VB","Automatic Ball - Intentional",3,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34","atBat","Intent Walk","intent_walk","Sam Moll intentionally walks Paul Goldschmidt.",0,4,3,34,"top",4,"2023-09-10T00:05:07.755Z","2023-09-10T00:05:51.755Z",TRUE,FALSE,FALSE,FALSE,0,4,0,2,502671,"Paul Goldschmidt","/api/v1/people/502671","R","Right",594580,"Sam Moll","/api/v1/people/594580","L","Left","vs_LHP","vs_RHB","RISP",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Cincinnati Reds","true",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,502671,"Paul Goldschmidt","/api/v1/people/502671",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716655,"2023-09-09",3,"2023-09-10T00:05:35.396Z","2023-09-10T00:05:51.755Z",FALSE,"no_pitch","07166556-0356-1033-000c-f08cd117d70a",0,"Automatic Ball - Intentional",NA,NA,NA,NA,FALSE,"VB",NA,FALSE,FALSE,TRUE,"VB","Automatic Ball - Intentional",4,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34","atBat","Intent Walk","intent_walk","Sam Moll intentionally walks Paul Goldschmidt.",0,4,3,34,"top",4,"2023-09-10T00:05:07.755Z","2023-09-10T00:05:51.755Z",TRUE,FALSE,FALSE,FALSE,0,4,0,2,502671,"Paul Goldschmidt","/api/v1/people/502671","R","Right",594580,"Sam Moll","/api/v1/people/594580","L","Left","vs_LHP","vs_RHB","RISP",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Cincinnati Reds","true",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,502671,"Paul Goldschmidt","/api/v1/people/502671",663457,"Lars Nootbaar","/api/v1/people/663457",NA,NA,NA,NA,NA,NA,NA
716655,"2023-09-09",7,"2023-09-10T00:03:31.376Z","2023-09-10T00:03:45.853Z",TRUE,"pitch","672eacd3-7ab9-40b3-8d25-b99e969ed081",5,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",3,1,2,NA,NA,3.41,1.69,NA,93.32,165.15,"fly_ball","medium","7",55.21,93.64,NA,NA,NA,NA,NA,NA,NA,NA,"33","atBat","Double","double","Lars Nootbaar doubles (20) on a fly ball to left fielder Nick Senzel. Masyn Winn scores.",1,4,3,33,"top",4,"2023-09-10T00:01:01.297Z","2023-09-10T00:03:45.853Z",TRUE,TRUE,FALSE,FALSE,61,3,1,2,663457,"Lars Nootbaar","/api/v1/people/663457","L","Left",594580,"Sam Moll","/api/v1/people/594580","L","Left","vs_LHP","vs_LHB","RISP",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Cincinnati Reds",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.1,84.9,6,0.86,0.4048,4.7479,30.241,-22.0745,8.2208,5.451,0.6211,2.727,-6.9597,-135.4381,-1.8311,2.159,50.0038,4.9593,15.237,31.2,6,24,2607,101,97.2,25,344,NA,NA,NA,NA,FALSE,NA,NA,-22,9.7,-13.3,NA,NA,NA,NA,NA,NA,FALSE,TRUE,502671,"Paul Goldschmidt","/api/v1/people/502671",663457,"Lars Nootbaar","/api/v1/people/663457",NA,NA,NA,NA,NA,NA,NA
716655,"2023-09-09",5,"2023-09-10T00:02:51.420Z","2023-09-10T00:03:02.920Z",TRUE,"pitch","21e5fbf5-de21-4b91-8893-3d977a6144f5",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,1,2,NA,NA,3.4366,1.611,NA,150.53,148.49,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,"33","atBat","Double","double","Lars Nootbaar doubles (20) on a fly ball to left fielder Nick Senzel. Masyn Winn scores.",1,4,3,33,"top",4,"2023-09-10T00:01:01.297Z","2023-09-10T00:03:45.853Z",TRUE,TRUE,FALSE,FALSE,61,3,1,2,663457,"Lars Nootbaar","/api/v1/people/663457","L","Left",594580,"Sam Moll","/api/v1/people/594580","L","Left","vs_LHP","vs_LHB","RISP",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Cincinnati Reds",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.3,85.8,11,0.9,0.4003,4.7911,30.8293,-19.6271,8.0317,6.6213,-0.8797,3.3439,-9.8508,-136.9459,-1.0846,1.7241,50.0043,5.0903,15.225,33.6,4.8,24,2621,108,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,-19,12,-12.5,2,NA,NA,NA,NA,NA,FALSE,TRUE,502671,"Paul Goldschmidt","/api/v1/people/502671",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716655,"2023-09-09",4,"2023-09-10T00:02:30.107Z","2023-09-10T00:02:35.066Z",TRUE,"pitch","157d7770-6efe-41c0-9769-6e39d21a572a",3,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",2,1,2,NA,NA,3.3062,1.5845,NA,137.14,167.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"33","atBat","Double","double","Lars Nootbaar doubles (20) on a fly ball to left fielder Nick Senzel. Masyn Winn scores.",1,4,3,33,"top",4,"2023-09-10T00:01:01.297Z","2023-09-10T00:03:45.853Z",TRUE,TRUE,FALSE,FALSE,61,3,1,2,663457,"Lars Nootbaar","/api/v1/people/663457","L","Left",594580,"Sam Moll","/api/v1/people/594580","L","Left","vs_LHP","vs_LHB","RISP",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Cincinnati Reds",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.7,85.1,4,0.83,0.4034,4.7208,31.6293,-21.3507,9.1743,5.8042,-0.5284,2.6483,-9.3603,-136.1196,-2.5079,1.7733,50.0019,5.0699,17.1072,34.8,6,24,2547,109,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,-21.2,10.1,-14.5,2,NA,NA,NA,NA,NA,FALSE,TRUE,502671,"Paul Goldschmidt","/api/v1/people/502671",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716655,"2023-09-09",2,"2023-09-10T00:01:46.900Z","2023-09-10T00:01:51.827Z",TRUE,"pitch","d5db20be-12e4-4594-bab5-8be767630873",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,2,NA,NA,3.3062,1.6375,NA,154.82,160.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"33","atBat","Double","double","Lars Nootbaar doubles (20) on a fly ball to left fielder Nick Senzel. Masyn Winn scores.",1,4,3,33,"top",4,"2023-09-10T00:01:01.297Z","2023-09-10T00:03:45.853Z",TRUE,TRUE,FALSE,FALSE,61,3,1,2,663457,"Lars Nootbaar","/api/v1/people/663457","L","Left",594580,"Sam Moll","/api/v1/people/594580","L","Left","vs_LHP","vs_LHB","RISP",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Cincinnati Reds",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.7,86.3,11,0.89,0.3985,4.774,31.3006,-19.8969,8.4664,6.4221,-0.9922,2.9105,-10.246,-137.6013,-2.291,1.6844,50.005,5.1059,16.1935,34.8,4.8,24,2669,106,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,-19.3,11.3,-13.1,1,NA,NA,NA,NA,NA,FALSE,TRUE,502671,"Paul Goldschmidt","/api/v1/people/502671",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716655,"2023-09-09",0,"2023-09-10T00:01:05.832Z","2023-09-10T00:01:09.723Z",TRUE,"pitch","7f189f6d-f0df-4799-b61d-230ae975b10b",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.5409,1.611,NA,65.92,145.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"33","atBat","Double","double","Lars Nootbaar doubles (20) on a fly ball to left fielder Nick Senzel. Masyn Winn scores.",1,4,3,33,"top",4,"2023-09-10T00:01:01.297Z","2023-09-10T00:03:45.853Z",TRUE,TRUE,FALSE,FALSE,61,3,1,2,663457,"Lars Nootbaar","/api/v1/people/663457","L","Left",594580,"Sam Moll","/api/v1/people/594580","L","Left","vs_LHP","vs_LHB","RISP",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Cincinnati Reds",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",94.7,85.7,12,0.9,0.3994,4.6498,33.9572,-34.2857,9.4178,-1.1088,1.34,3.4602,-5.3193,-137.7484,1.6535,2.0845,50.006,5.1901,17.8885,26.4,8.4,24,2441,112,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,-32.2,-1.4,-15.7,NA,NA,NA,NA,NA,NA,FALSE,TRUE,502671,"Paul Goldschmidt","/api/v1/people/502671",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716655,"2023-09-09",1,"2023-09-10T00:01:26.470Z","2023-09-10T00:01:31.253Z",FALSE,"pickoff","1a8fb089-857a-4505-a8c7-6af5b54e1ffd",NA,"Pickoff Attempt 1B",NA,NA,NA,NA,FALSE,"1",NA,NA,NA,NA,NA,NA,1,0,2,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"33","atBat","Double","double","Lars Nootbaar doubles (20) on a fly ball to left fielder Nick Senzel. Masyn Winn scores.",1,4,3,33,"top",4,"2023-09-10T00:01:01.297Z","2023-09-10T00:03:45.853Z",TRUE,TRUE,FALSE,FALSE,61,3,1,2,663457,"Lars Nootbaar","/api/v1/people/663457","L","Left",594580,"Sam Moll","/api/v1/people/594580","L","Left","vs_LHP","vs_LHB","RISP",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Cincinnati Reds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,FALSE,TRUE,502671,"Paul Goldschmidt","/api/v1/people/502671",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716655,"2023-09-09",3,"2023-09-10T00:02:09.755Z","2023-09-10T00:02:14.453Z",FALSE,"pickoff","c620655f-5553-48fc-998b-831b91bde803",NA,"Pickoff Attempt 1B",NA,NA,NA,NA,FALSE,"1",NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"33","atBat","Double","double","Lars Nootbaar doubles (20) on a fly ball to left fielder Nick Senzel. Masyn Winn scores.",1,4,3,33,"top",4,"2023-09-10T00:01:01.297Z","2023-09-10T00:03:45.853Z",TRUE,TRUE,FALSE,FALSE,61,3,1,2,663457,"Lars Nootbaar","/api/v1/people/663457","L","Left",594580,"Sam Moll","/api/v1/people/594580","L","Left","vs_LHP","vs_LHB","RISP",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Cincinnati Reds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,FALSE,TRUE,502671,"Paul Goldschmidt","/api/v1/people/502671",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716655,"2023-09-09",6,"2023-09-10T00:03:02.920Z","2023-09-10T00:03:31.376Z",FALSE,"action",NA,NA,"Masyn Winn steals (2) 2nd base.","Stolen Base 2B",3,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,3,1,2,691026,"/api/v1/people/691026",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21e5fbf5-de21-4b91-8893-3d977a6144f5","stolen_base_2b",NA,NA,NA,NA,NA,NA,"33","atBat","Double","double","Lars Nootbaar doubles (20) on a fly ball to left fielder Nick Senzel. Masyn Winn scores.",1,4,3,33,"top",4,"2023-09-10T00:01:01.297Z","2023-09-10T00:03:45.853Z",TRUE,TRUE,FALSE,FALSE,61,3,1,2,663457,"Lars Nootbaar","/api/v1/people/663457","L","Left",594580,"Sam Moll","/api/v1/people/594580","L","Left","vs_LHP","vs_LHB","RISP",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Cincinnati Reds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,TRUE,502671,"Paul Goldschmidt","/api/v1/people/502671",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716655,"2023-09-09",2,"2023-09-10T00:00:19.345Z","2023-09-10T00:00:26.792Z",TRUE,"pitch","ef9df82d-a064-4bd9-a8e8-e25168751e1c",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,1,1,NA,NA,3.45,1.58,NA,117.12,157.52,"ground_ball","medium","4",143.69,147.58,NA,NA,NA,NA,NA,NA,NA,NA,"32","atBat","Forceout","force_out","Masyn Winn grounds into a force out, second baseman Alejo Lopez to shortstop Elly De La Cruz. Tommy Edman out at 2nd. Masyn Winn to 1st.",0,3,3,32,"top",4,"2023-09-09T23:59:27.422Z","2023-09-10T00:00:26.792Z",TRUE,FALSE,FALSE,TRUE,0,1,1,2,691026,"Masyn Winn","/api/v1/people/691026","R","Right",594580,"Sam Moll","/api/v1/people/594580","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Cincinnati Reds","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95,86.5,2,0.89,0.397,4.7165,31.8348,-20.2182,7.9235,6.2036,-0.0031,3.0095,-7.8543,-138.1738,-2.1413,1.8518,50.0009,5.1584,15.2644,33.6,4.8,24,2561,112,98.1,3,90,NA,NA,NA,NA,TRUE,NA,NA,-19.4,10.9,-12.6,NA,NA,NA,NA,NA,NA,TRUE,TRUE,691026,"Masyn Winn","/api/v1/people/691026",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716655,"2023-09-09",1,"2023-09-09T23:59:58.782Z","2023-09-10T00:00:06.082Z",TRUE,"pitch","9deb56ac-d2e8-41eb-8fd4-c61abc69c750",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,1,NA,NA,3.3723,1.5274,NA,73.37,176.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"32","atBat","Forceout","force_out","Masyn Winn grounds into a force out, second baseman Alejo Lopez to shortstop Elly De La Cruz. Tommy Edman out at 2nd. Masyn Winn to 1st.",0,3,3,32,"top",4,"2023-09-09T23:59:27.422Z","2023-09-10T00:00:26.792Z",TRUE,FALSE,FALSE,TRUE,0,1,1,2,691026,"Masyn Winn","/api/v1/people/691026","R","Right",594580,"Sam Moll","/api/v1/people/594580","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Cincinnati Reds","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",94,85.9,14,0.9,0.401,4.6091,31.3572,-33.4885,9.7675,-0.6959,1.1445,2.2921,-5.7314,-136.8226,-1.1975,2.0019,50.0021,5.0389,18.4415,26.4,8.4,24,2446,113,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,-32.4,-1.3,-16.4,NA,NA,NA,NA,NA,NA,TRUE,TRUE,691026,"Masyn Winn","/api/v1/people/691026",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716655,"2023-09-09",0,"2023-09-09T23:59:43.079Z","2023-09-09T23:59:48.684Z",TRUE,"pitch","504b0482-4cd2-4507-9bdd-3adfcfba0cbb",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.294,1.4744,NA,121.73,159.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"32","atBat","Forceout","force_out","Masyn Winn grounds into a force out, second baseman Alejo Lopez to shortstop Elly De La Cruz. Tommy Edman out at 2nd. Masyn Winn to 1st.",0,3,3,32,"top",4,"2023-09-09T23:59:27.422Z","2023-09-10T00:00:26.792Z",TRUE,FALSE,FALSE,TRUE,0,1,1,2,691026,"Masyn Winn","/api/v1/people/691026","R","Right",594580,"Sam Moll","/api/v1/people/594580","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Cincinnati Reds","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.8,85.6,2,0.9,0.4019,4.7786,30.1737,-20.8456,7.3287,6.0223,-0.124,2.9198,-8.0759,-136.3312,-1.8413,1.9255,50.0033,5.0439,13.7866,30,4.8,24,2577,109,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,-20.5,10.7,-11.5,NA,NA,NA,NA,NA,NA,TRUE,TRUE,691026,"Masyn Winn","/api/v1/people/691026",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716655,"2023-09-09",2,"2023-09-09T23:58:45.965Z","2023-09-09T23:59:00.526Z",TRUE,"pitch","2eeac13b-ac4f-4405-b500-0505362e0712",1,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,0,0,NA,NA,3.35,1.57,NA,89.85,173.48,"fly_ball","medium","8",131.58,98.96,NA,NA,NA,NA,NA,NA,NA,NA,"31","atBat","Flyout","field_out","Richie Palacios flies out to center fielder Harrison Bader.",0,3,3,31,"top",4,"2023-09-09T23:58:43.669Z","2023-09-09T23:59:00.526Z",TRUE,FALSE,FALSE,TRUE,0,0,0,1,680700,"Richie Palacios","/api/v1/people/680700","L","Left",594580,"Sam Moll","/api/v1/people/594580","L","Left","vs_LHP","vs_LHB","Men_On",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Cincinnati Reds",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",92.1,83.8,6,0.9,0.4103,4.8157,30.6627,-30.0486,12.2796,1.1809,0.7123,2.4187,-7.4918,-133.8303,-1.1475,1.9621,50.0042,5.0184,22.1292,33.6,8.4,24,2345,105,74,31,253,NA,NA,NA,NA,TRUE,NA,NA,-30.4,2,-20.5,NA,NA,NA,NA,NA,NA,TRUE,TRUE,669242,"Tommy Edman","/api/v1/people/669242",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716655,"2023-09-09",0,"2023-09-09T23:55:54.156Z","2023-09-09T23:56:15.570Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",3,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"31","atBat","Flyout","field_out","Richie Palacios flies out to center fielder Harrison Bader.",0,3,3,31,"top",4,"2023-09-09T23:58:43.669Z","2023-09-09T23:59:00.526Z",TRUE,FALSE,FALSE,TRUE,0,0,0,1,680700,"Richie Palacios","/api/v1/people/680700","L","Left",594580,"Sam Moll","/api/v1/people/594580","L","Left","vs_LHP","vs_LHB","Men_On",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Cincinnati Reds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,669242,"Tommy Edman","/api/v1/people/669242",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716655,"2023-09-09",1,"2023-09-09T23:56:15.570Z","2023-09-09T23:58:45.965Z",FALSE,"action",NA,NA,"Pitching Change: Sam Moll replaces Carson Spiers.","Pitching Substitution",3,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,594580,"/api/v1/people/594580",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pitching_substitution",NA,"1","Pitcher","Pitcher","P",NA,"31","atBat","Flyout","field_out","Richie Palacios flies out to center fielder Harrison Bader.",0,3,3,31,"top",4,"2023-09-09T23:58:43.669Z","2023-09-09T23:59:00.526Z",TRUE,FALSE,FALSE,TRUE,0,0,0,1,680700,"Richie Palacios","/api/v1/people/680700","L","Left",594580,"Sam Moll","/api/v1/people/594580","L","Left","vs_LHP","vs_LHB","Men_On",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Cincinnati Reds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,669242,"Tommy Edman","/api/v1/people/669242",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
