"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isBaseRunningPlay","isSubstitution","replacedPlayer.id","replacedPlayer.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
718187,"2023-05-14",1,"2023-05-15T01:55:11.891Z","2023-05-15T01:55:15.752Z",TRUE,"pitch","9612207c-3e6c-4399-85ec-763b3bc04c59",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,2,NA,NA,3.3056,1.4722,NA,184.16,171.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Walk","walk","Jarren Duran walks.",0,9,1,73,"bottom",8,"2023-05-15T01:54:47.699Z","2023-05-15T01:55:53.416Z",TRUE,FALSE,FALSE,FALSE,0,4,0,2,680776,"Jarren Duran","/api/v1/people/680776","L","Left",663855,"Jordan Hicks","/api/v1/people/663855","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox","St. Louis Cardinals","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",100.8,90.9,11,0.9,0.3761,6.6997,39.827,-17.7386,-10.83,6.7439,-1.7619,2.4898,3.3794,-146.5458,-6.7034,-1.5348,50.0015,5.8966,-23.1738,49.2,6,24,2055,219,NA,NA,NA,NA,NA,NA,FALSE,-16.4,10.8,18.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718187,"2023-05-14",0,"2023-05-15T01:54:53.874Z","2023-05-15T01:54:57.931Z",TRUE,"pitch","2a961a36-b3b4-40c5-bacb-b556c38b80f0",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.3985,1.5344,NA,91.06,207.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Walk","walk","Jarren Duran walks.",0,9,1,73,"bottom",8,"2023-05-15T01:54:47.699Z","2023-05-15T01:55:53.416Z",TRUE,FALSE,FALSE,FALSE,0,4,0,2,680776,"Jarren Duran","/api/v1/people/680776","L","Left",663855,"Jordan Hicks","/api/v1/people/663855","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox","St. Louis Cardinals","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",101.6,91.7,14,0.9,0.3741,6.872,39.5564,-16.6167,-11.5481,7.1938,0.6806,1.1528,9.9047,-147.1933,-10.3001,-1.2515,50.0045,5.7142,-24.9832,49.2,6,24,2113,221,NA,NA,NA,NA,NA,NA,FALSE,-16.3,10.8,18.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718187,"2023-05-14",2,"2023-05-15T01:54:23.526Z","2023-05-15T01:54:28.278Z",TRUE,"pitch","e8808b41-c942-4e39-a7e4-4087b5b34def",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,3,1,NA,NA,3.29,1.52,NA,128.85,155.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Strikeout","strikeout","Rafael Devers strikes out swinging.",0,9,1,72,"bottom",8,"2023-05-15T01:53:45.143Z","2023-05-15T01:54:28.278Z",TRUE,FALSE,FALSE,TRUE,14,0,3,2,646240,"Rafael Devers","/api/v1/people/646240","L","Left",663855,"Jordan Hicks","/api/v1/people/663855","R","Right","vs_RHP","vs_LHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox","St. Louis Cardinals","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",101.1,90,1,0.91,0.377,6.4259,43.4329,-5.736,-3.8998,12.4458,-0.3109,3.1,4.1894,-146.8084,-7.3076,-1.2685,50.0067,5.9995,-8.2866,42,2.4,24,2433,209,NA,NA,NA,NA,NA,NA,TRUE,-6.7,20.8,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718187,"2023-05-14",1,"2023-05-15T01:54:07.380Z","2023-05-15T01:54:12.354Z",TRUE,"pitch","3f9a7755-d1e8-4d2c-9050-2544a098a90d",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,2,1,NA,NA,3.29,1.52,NA,134.59,216.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Strikeout","strikeout","Rafael Devers strikes out swinging.",0,9,1,72,"bottom",8,"2023-05-15T01:53:45.143Z","2023-05-15T01:54:28.278Z",TRUE,FALSE,FALSE,TRUE,14,0,3,2,646240,"Rafael Devers","/api/v1/people/646240","L","Left",663855,"Jordan Hicks","/api/v1/people/663855","R","Right","vs_RHP","vs_LHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox","St. Louis Cardinals","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",101.1,91.5,13,0.9,0.3757,6.7133,38.8931,-18.4771,-12.5295,6.3805,-0.4614,0.8279,7.3418,-146.5337,-10.8659,-1.3893,50.0006,5.721,-26.8837,49.2,6,24,2129,218,NA,NA,NA,NA,NA,NA,FALSE,-18,9.2,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718187,"2023-05-14",0,"2023-05-15T01:53:50.991Z","2023-05-15T01:53:54.362Z",TRUE,"pitch","790078cd-48bc-47cf-8eba-d983fd39db76",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.3056,1.5033,NA,128.49,168.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Strikeout","strikeout","Rafael Devers strikes out swinging.",0,9,1,72,"bottom",8,"2023-05-15T01:53:45.143Z","2023-05-15T01:54:28.278Z",TRUE,FALSE,FALSE,TRUE,14,0,3,2,646240,"Rafael Devers","/api/v1/people/646240","L","Left",663855,"Jordan Hicks","/api/v1/people/663855","R","Right","vs_RHP","vs_LHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox","St. Louis Cardinals","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",100.8,92.1,4,0.88,0.3738,6.7029,34.8268,-15.6502,-10.4014,7.6016,-0.3013,2.6017,7.2628,-146.5455,-6.3946,-1.4612,50.0022,5.7479,-22.6087,50.4,4.8,24,2121,218,NA,NA,NA,NA,NA,NA,FALSE,-14.3,12.6,17.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718187,"2023-05-14",7,"2023-05-15T01:53:20.426Z","2023-05-15T01:53:25.451Z",TRUE,"pitch","2217c09f-83d9-40bb-96c2-3753e43e0589",7,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",3,3,0,NA,NA,3.1507,1.4722,NA,114.35,178.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Strikeout","strikeout","Justin Turner called out on strikes.",0,9,1,71,"bottom",8,"2023-05-15T01:51:21.870Z","2023-05-15T01:53:25.451Z",TRUE,FALSE,FALSE,TRUE,14,3,3,1,457759,"Justin Turner","/api/v1/people/457759","R","Right",663855,"Jordan Hicks","/api/v1/people/663855","R","Right","vs_RHP","vs_RHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox","St. Louis Cardinals",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",101.1,92.5,5,0.87,0.3727,6.8656,34.5625,-13.8504,-10.8001,8.3757,0.0696,2.2395,8.303,-146.9291,-7.7297,-1.3886,50.0062,5.7263,-23.6363,54,4.8,24,2271,216,NA,NA,NA,NA,NA,NA,TRUE,-13.1,13.8,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718187,"2023-05-14",6,"2023-05-15T01:52:50.079Z","2023-05-15T01:52:55.147Z",TRUE,"pitch","a9d26ef0-de64-4a15-9ce8-9fe2e68f27e8",6,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",3,2,0,NA,NA,3.41,1.56,NA,137.73,178.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Strikeout","strikeout","Justin Turner called out on strikes.",0,9,1,71,"bottom",8,"2023-05-15T01:51:21.870Z","2023-05-15T01:53:25.451Z",TRUE,FALSE,FALSE,TRUE,14,3,3,1,457759,"Justin Turner","/api/v1/people/457759","R","Right",663855,"Jordan Hicks","/api/v1/people/663855","R","Right","vs_RHP","vs_RHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox","St. Louis Cardinals",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",101.9,92.4,4,0.9,0.3714,6.4898,38.6174,-17.0716,-11.7148,6.87,-0.5438,2.2457,7.2337,-148.0553,-7.6052,-1.5095,50.0025,5.866,-25.7492,51.6,6,24,2236,216,NA,NA,NA,NA,NA,NA,FALSE,-15.7,10.9,19.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718187,"2023-05-14",5,"2023-05-15T01:52:33.602Z","2023-05-15T01:52:38.173Z",TRUE,"pitch","ef7d416f-23bc-4f02-ab60-896384b0b783",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,2,0,NA,NA,3.1817,1.4722,NA,97.98,206.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Strikeout","strikeout","Justin Turner called out on strikes.",0,9,1,71,"bottom",8,"2023-05-15T01:51:21.870Z","2023-05-15T01:53:25.451Z",TRUE,FALSE,FALSE,TRUE,14,3,3,1,457759,"Justin Turner","/api/v1/people/457759","R","Right",663855,"Jordan Hicks","/api/v1/people/663855","R","Right","vs_RHP","vs_RHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox","St. Louis Cardinals",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",101.4,92.6,14,0.82,0.3726,6.6704,35.2763,-12.0822,-9.1179,9.179,0.4989,1.2016,8.8705,-147.0849,-11.1224,-1.3732,50.0008,5.7511,-19.952,50.4,4.8,24,2315,212,NA,NA,NA,NA,NA,NA,FALSE,-12.2,14.5,14.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718187,"2023-05-14",4,"2023-05-15T01:52:15.283Z","2023-05-15T01:52:18.925Z",TRUE,"pitch","ea4d29ca-2466-4926-b660-4312c17ac80a",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,0,NA,NA,3.2437,1.5344,NA,81.51,183.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Strikeout","strikeout","Justin Turner called out on strikes.",0,9,1,71,"bottom",8,"2023-05-15T01:51:21.870Z","2023-05-15T01:53:25.451Z",TRUE,FALSE,FALSE,TRUE,14,3,3,1,457759,"Justin Turner","/api/v1/people/457759","R","Right",663855,"Jordan Hicks","/api/v1/people/663855","R","Right","vs_RHP","vs_RHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox","St. Louis Cardinals",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",100.5,91.9,14,0.91,0.3754,6.5295,33.9421,-9.6305,-5.2194,10.4519,0.9311,2.0609,8.2856,-145.859,-9.4757,-1.2668,50.0067,5.9306,-11.262,38.4,2.4,24,2404,213,NA,NA,NA,NA,NA,NA,FALSE,-10,17.2,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718187,"2023-05-14",3,"2023-05-15T01:51:58.866Z","2023-05-15T01:52:02.357Z",TRUE,"pitch","94ff678f-d2e4-4e25-9105-f486ccdf6aea",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,2,0,NA,NA,3.41,1.56,NA,82.23,205.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Strikeout","strikeout","Justin Turner called out on strikes.",0,9,1,71,"bottom",8,"2023-05-15T01:51:21.870Z","2023-05-15T01:53:25.451Z",TRUE,FALSE,FALSE,TRUE,14,3,3,1,457759,"Justin Turner","/api/v1/people/457759","R","Right",663855,"Jordan Hicks","/api/v1/people/663855","R","Right","vs_RHP","vs_RHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox","St. Louis Cardinals",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",87.2,80,14,2,0.4328,6.3728,27.6696,-28.4477,4.3673,2.299,0.9123,1.2415,4.8164,-126.8878,-5.6105,-1.5827,50.0017,5.7679,7.0693,15.6,7.2,24,2705,48,NA,NA,NA,NA,NA,NA,FALSE,-33.1,3,-9.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718187,"2023-05-14",2,"2023-05-15T01:51:39.918Z","2023-05-15T01:51:44.396Z",TRUE,"pitch","2945e831-1e47-4083-b38e-eb5105fee61d",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,0,NA,NA,3.2127,1.4411,NA,71.41,219.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Strikeout","strikeout","Justin Turner called out on strikes.",0,9,1,71,"bottom",8,"2023-05-15T01:51:21.870Z","2023-05-15T01:53:25.451Z",TRUE,FALSE,FALSE,TRUE,14,3,3,1,457759,"Justin Turner","/api/v1/people/457759","R","Right",663855,"Jordan Hicks","/api/v1/people/663855","R","Right","vs_RHP","vs_RHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox","St. Louis Cardinals",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",88.2,81.7,14,2,0.4265,6.3433,25.7697,-28.4524,3.6483,2.2269,1.196,0.7147,6.0351,-128.2573,-7.1316,-1.6587,50.0027,5.741,6.0959,13.2,7.2,24,2532,49,NA,NA,NA,NA,NA,NA,FALSE,-32.4,2.6,-7.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718187,"2023-05-14",1,"2023-05-15T01:51:24.216Z","2023-05-15T01:51:28.505Z",TRUE,"pitch","0b281763-a6b9-4b17-bfcd-bd3509a5f0be",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,0,NA,NA,3.1198,1.5033,NA,123.47,177.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Strikeout","strikeout","Justin Turner called out on strikes.",0,9,1,71,"bottom",8,"2023-05-15T01:51:21.870Z","2023-05-15T01:53:25.451Z",TRUE,FALSE,FALSE,TRUE,14,3,3,1,457759,"Justin Turner","/api/v1/people/457759","R","Right",663855,"Jordan Hicks","/api/v1/people/663855","R","Right","vs_RHP","vs_RHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox","St. Louis Cardinals",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",99.2,90.9,5,0.9,0.3797,6.5152,32.9629,-19.327,-10.0273,6.0949,-0.1697,2.2575,7.1693,-144.1412,-6.8419,-1.3842,50.0046,5.852,-21.1384,43.2,6,24,2108,212,NA,NA,NA,NA,NA,NA,FALSE,-18,9.8,16.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718187,"2023-05-14",0,"2023-05-15T01:49:52.552Z","2023-05-15T01:51:24.216Z",FALSE,"action",NA,NA,"Pitching Change: Jordan Hicks replaces Genesis Cabrera.","Pitching Substitution",9,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,663855,"/api/v1/people/663855",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pitching_substitution",NA,"1","Pitcher","Pitcher","P",NA,"71","atBat","Strikeout","strikeout","Justin Turner called out on strikes.",0,9,1,71,"bottom",8,"2023-05-15T01:51:21.870Z","2023-05-15T01:53:25.451Z",TRUE,FALSE,FALSE,TRUE,14,3,3,1,457759,"Justin Turner","/api/v1/people/457759","R","Right",663855,"Jordan Hicks","/api/v1/people/663855","R","Right","vs_RHP","vs_RHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox","St. Louis Cardinals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718187,"2023-05-14",5,"2023-05-15T01:48:25.252Z","2023-05-15T01:48:35.045Z",TRUE,"pitch","03a8380e-a9cd-4ace-b9b1-a5267e352234",5,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,2,2,NA,NA,3.24,1.63,NA,112.96,186.28,"ground_ball","medium","4",157.07,147.16,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Groundout","field_out","Brendan Donovan grounds out, second baseman Enmanuel Valdez to first baseman Triston Casas.",0,9,1,70,"top",8,"2023-05-15T01:47:03.802Z","2023-05-15T01:48:35.045Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,680977,"Brendan Donovan","/api/v1/people/680977","L","Left",518489,"Ryan Brasier","/api/v1/people/518489","R","Right","vs_RHP","vs_LHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Boston Red Sox",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",81.6,75.3,8,2,0.4605,7.2435,22.2785,-29.3863,6.1581,1.945,0.106,1.9444,1.6262,-118.8408,-2.0911,-1.3869,50.0023,5.4988,8.8287,16.8,8.4,24,2529,75,95,5,80,NA,NA,NA,TRUE,-37.7,3.2,-11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718187,"2023-05-14",3,"2023-05-15T01:48:04.344Z","2023-05-15T01:48:08.408Z",TRUE,"pitch","59d9ba28-221c-449f-bfff-9892c868d0f4",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,2,NA,NA,3.1198,1.3478,NA,91.69,222.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Groundout","field_out","Brendan Donovan grounds out, second baseman Enmanuel Valdez to first baseman Triston Casas.",0,9,1,70,"top",8,"2023-05-15T01:47:03.802Z","2023-05-15T01:48:35.045Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,680977,"Brendan Donovan","/api/v1/people/680977","L","Left",518489,"Ryan Brasier","/api/v1/people/518489","R","Right","vs_RHP","vs_LHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Boston Red Sox",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",82.1,74.6,14,2,0.4628,7.1716,27.8831,-36.6807,5.3734,-3.1917,0.664,0.5893,2.6887,-119.3992,-3.7174,-1.1832,50.0034,5.5463,7.5817,12,10.8,24,2627,67,NA,NA,NA,NA,NA,NA,FALSE,-47.9,-6.5,-10.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718187,"2023-05-14",2,"2023-05-15T01:47:42.307Z","2023-05-15T01:47:45.666Z",TRUE,"pitch","8278c484-420e-4ca9-9354-5759dccb04ef",3,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,2,2,NA,NA,3.1817,1.3478,NA,93.56,166.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Groundout","field_out","Brendan Donovan grounds out, second baseman Enmanuel Valdez to first baseman Triston Casas.",0,9,1,70,"top",8,"2023-05-15T01:47:03.802Z","2023-05-15T01:48:35.045Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,680977,"Brendan Donovan","/api/v1/people/680977","L","Left",518489,"Ryan Brasier","/api/v1/people/518489","R","Right","vs_RHP","vs_LHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Boston Red Sox",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.7,85.1,3,2,0.403,7.0634,31.7413,-12.8869,-4.6594,10.3267,0.6148,2.6646,7.0023,-136.2444,-4.9117,-1.3909,50.004,5.3911,-8.704,26.4,3.6,24,2372,212,NA,NA,NA,NA,NA,NA,FALSE,-13.6,17.8,6.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
