"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isSubstitution","details.disengagementNum","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
717826,"2023-06-10",2,"2023-06-11T00:34:07.684Z","2023-06-11T00:34:12.149Z",TRUE,"pitch","0d4a8ef5-84ab-4731-98a4-e34dc918e755",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,1,NA,NA,2.9517,1.2717,NA,50.75,210.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30","atBat","Walk","walk","Nick Madrigal walks.",0,2,0,30,"top",5,"2023-06-11T00:33:16.318Z","2023-06-11T00:37:06.884Z",TRUE,FALSE,FALSE,FALSE,0,4,2,1,663611,"Nick Madrigal","/api/v1/people/663611","R","Right",596001,"Jakob Junis","/api/v1/people/596001","R","Right","vs_RHP","vs_RHB","Men_On",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","San Francisco Giants",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",85.3,79,14,2,0.4413,6.4609,24.7915,-30.3721,7.1577,1.1583,1.7381,1.0345,5.9606,-124.1167,-5.1534,-1.6246,50.0052,5.6663,11.1712,21.6,8.4,24,2474,47,NA,NA,NA,NA,NA,NA,FALSE,-36.5,1.1,-14.4,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717826,"2023-06-10",1,"2023-06-11T00:33:54.279Z","2023-06-11T00:33:58.211Z",TRUE,"pitch","13e84da9-6817-448d-bd6c-e29b51cb7270",2,"Foul Tip",NA,NA,NA,NA,FALSE,"T","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"T","Foul Tip",0,2,1,NA,NA,2.84,1.24,NA,128.43,203.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30","atBat","Walk","walk","Nick Madrigal walks.",0,2,0,30,"top",5,"2023-06-11T00:33:16.318Z","2023-06-11T00:37:06.884Z",TRUE,FALSE,FALSE,FALSE,0,4,2,1,663611,"Nick Madrigal","/api/v1/people/663611","R","Right",596001,"Jakob Junis","/api/v1/people/596001","R","Right","vs_RHP","vs_RHB","Men_On",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","San Francisco Giants",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",94.7,87.1,7,2,0.3974,6.9976,29.8317,-25.7086,-10.2593,3.3572,-0.2999,1.2916,7.2997,-137.6886,-6.7347,-1.6491,50.0027,5.5026,-19.7493,33.6,7.2,24,2351,219,NA,NA,NA,NA,NA,NA,FALSE,-25.7,4.9,17.2,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717826,"2023-06-10",0,"2023-06-11T00:33:38.673Z","2023-06-11T00:33:42.235Z",TRUE,"pitch","378b0a8c-4c91-4632-96ff-0a79e7c35519",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,1,NA,NA,2.84,1.24,NA,122.56,168.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30","atBat","Walk","walk","Nick Madrigal walks.",0,2,0,30,"top",5,"2023-06-11T00:33:16.318Z","2023-06-11T00:37:06.884Z",TRUE,FALSE,FALSE,FALSE,0,4,2,1,663611,"Nick Madrigal","/api/v1/people/663611","R","Right",596001,"Jakob Junis","/api/v1/people/596001","R","Right","vs_RHP","vs_RHB","Men_On",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","San Francisco Giants",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",93.9,86.2,2,2,0.4006,6.2225,29.3743,-24.7991,-7.3734,3.8907,-0.1458,2.6088,6.56,-136.6099,-3.7249,-1.6173,50.0025,5.6897,-13.9723,26.4,6,24,2267,213,NA,NA,NA,NA,NA,NA,FALSE,-24.5,6.5,12,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717826,"2023-06-10",8,"2023-06-11T00:35:53.668Z","2023-06-11T00:36:07.612Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",2,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,3,2,1,663611,"/api/v1/people/663611",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"30","atBat","Walk","walk","Nick Madrigal walks.",0,2,0,30,"top",5,"2023-06-11T00:33:16.318Z","2023-06-11T00:37:06.884Z",TRUE,FALSE,FALSE,FALSE,0,4,2,1,663611,"Nick Madrigal","/api/v1/people/663611","R","Right",596001,"Jakob Junis","/api/v1/people/596001","R","Right","vs_RHP","vs_RHB","Men_On",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","San Francisco Giants",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717826,"2023-06-10",2,"2023-06-11T00:33:10.960Z","2023-06-11T00:33:16.284Z",TRUE,"pitch","f8e4b02a-b4d3-45ec-9de4-031b7a4ba761",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,3,0,NA,NA,3.2,1.53,NA,63.3,206.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"29","atBat","Strikeout","strikeout","Miguel Amaya strikes out swinging.",0,2,0,29,"top",5,"2023-06-11T00:31:41.993Z","2023-06-11T00:33:16.284Z",TRUE,FALSE,FALSE,TRUE,14,0,3,1,665804,"Miguel Amaya","/api/v1/people/665804","R","Right",596001,"Jakob Junis","/api/v1/people/596001","R","Right","vs_RHP","vs_RHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","San Francisco Giants","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",85,78.9,14,2,0.4419,6.3315,23.4977,-28.2809,6.3939,2.4969,1.4088,1.1821,5.5019,-123.7098,-5.1788,-1.6705,50.0012,5.6587,9.9591,20.4,8.4,24,2423,58,NA,NA,NA,NA,NA,NA,TRUE,-34.1,3.6,-12.8,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717826,"2023-06-10",1,"2023-06-11T00:32:52.229Z","2023-06-11T00:32:55.952Z",TRUE,"pitch","41f6f83a-aac7-409f-a052-b5152e730ab8",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,2,0,NA,NA,3.2,1.53,NA,91.17,195.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"29","atBat","Strikeout","strikeout","Miguel Amaya strikes out swinging.",0,2,0,29,"top",5,"2023-06-11T00:31:41.993Z","2023-06-11T00:33:16.284Z",TRUE,FALSE,FALSE,TRUE,14,0,3,1,665804,"Miguel Amaya","/api/v1/people/665804","R","Right",596001,"Jakob Junis","/api/v1/people/596001","R","Right","vs_RHP","vs_RHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","San Francisco Giants","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",83.4,77.6,9,2,0.4495,6.8441,22.2078,-30.3459,7.1673,1.2115,0.6776,1.5957,3.8201,-121.5265,-3.7147,-1.8422,50.0022,5.7597,10.7957,20.4,8.4,24,2491,56,NA,NA,NA,NA,NA,NA,FALSE,-37.4,1.6,-13.8,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717826,"2023-06-10",0,"2023-06-11T00:32:41.789Z","2023-06-11T00:32:45.963Z",TRUE,"pitch","5649c4ff-44d1-4ef9-90b5-7025acbea1ab",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,0,NA,NA,3.195,1.5602,NA,109.95,174.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"29","atBat","Strikeout","strikeout","Miguel Amaya strikes out swinging.",0,2,0,29,"top",5,"2023-06-11T00:31:41.993Z","2023-06-11T00:33:16.284Z",TRUE,FALSE,FALSE,TRUE,14,0,3,1,665804,"Miguel Amaya","/api/v1/people/665804","R","Right",596001,"Jakob Junis","/api/v1/people/596001","R","Right","vs_RHP","vs_RHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","San Francisco Giants","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",81.7,76,5,2,0.4586,5.9462,21.1978,-33.2152,8.0706,-0.7233,0.185,2.3899,2.5214,-119.0744,-1.2596,-1.9338,50.0007,5.9099,11.6769,20.4,9.6,24,2218,60,NA,NA,NA,NA,NA,NA,FALSE,-42,-1.3,-15.2,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717826,"2023-06-10",1,"2023-06-11T00:29:42.774Z","2023-06-11T00:29:51.269Z",TRUE,"pitch","cb559651-96dd-4f5e-9ab3-4371de7c1da2",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,1,2,NA,NA,3.38,1.61,NA,131.97,164.28,"fly_ball","medium","9",167.03,108.53,NA,NA,NA,NA,NA,NA,NA,NA,"28","atBat","Flyout","field_out","J.D. Davis flies out to right fielder Christopher Morel.",0,2,0,28,"bottom",4,"2023-06-11T00:29:00.989Z","2023-06-11T00:29:51.269Z",TRUE,FALSE,FALSE,TRUE,0,0,1,3,605204,"J.D. Davis","/api/v1/people/605204","R","Right",543294,"Kyle Hendricks","/api/v1/people/543294","R","Right","vs_RHP","vs_RHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Chicago Cubs","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",88.3,82.3,4,0.9,0.4231,5.8491,21.8027,-23.9349,-6.6191,4.8341,-0.3927,2.7592,7.241,-128.5047,-3.5259,-2.3616,50.0029,5.968,-11.2842,22.8,6,24,1991,211,80.3,45,250,NA,NA,NA,TRUE,-26.3,8.3,10.8,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717826,"2023-06-10",0,"2023-06-11T00:29:21.221Z","2023-06-11T00:29:25.455Z",TRUE,"pitch","be15ed93-246e-46f9-a9ba-c2b854de78b7",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,2,NA,NA,3.38,1.61,NA,138.9,162.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"28","atBat","Flyout","field_out","J.D. Davis flies out to right fielder Christopher Morel.",0,2,0,28,"bottom",4,"2023-06-11T00:29:00.989Z","2023-06-11T00:29:51.269Z",TRUE,FALSE,FALSE,TRUE,0,0,1,3,605204,"J.D. Davis","/api/v1/people/605204","R","Right",543294,"Kyle Hendricks","/api/v1/people/543294","R","Right","vs_RHP","vs_RHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Chicago Cubs","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",87,80.1,4,0.91,0.4322,6.0478,24.8475,-26.8632,-8.4352,3.2614,-0.5747,2.819,7.1344,-126.5457,-2.8112,-2.329,50.002,6.0871,-13.7353,24,7.2,24,1958,210,NA,NA,NA,NA,NA,NA,FALSE,-30.6,5.5,13.7,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717826,"2023-06-10",6,"2023-06-11T00:28:50.123Z","2023-06-11T00:28:56.842Z",TRUE,"pitch","fac8cfb9-3b7d-46f7-9286-01e2f20bb954",6,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",3,2,1,NA,NA,3.46,1.76,NA,132.63,178.23,"ground_ball","medium","4",149.36,149.66,NA,NA,NA,NA,NA,NA,NA,NA,"27","atBat","Groundout","field_out","Joc Pederson grounds out, second baseman Nico Hoerner to first baseman Matt Mervis.",0,2,0,27,"bottom",4,"2023-06-11T00:26:47.170Z","2023-06-11T00:28:56.842Z",TRUE,FALSE,FALSE,TRUE,0,3,2,2,592626,"Joc Pederson","/api/v1/people/592626","L","Left",543294,"Kyle Hendricks","/api/v1/people/543294","R","Right","vs_RHP","vs_LHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Chicago Cubs",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",88.3,81.8,7,0.91,0.4243,6.0502,23.7298,-20.2536,-2.7813,7.0464,-0.4099,2.2424,6.4144,-128.5136,-5.3364,-2.5641,50.0037,5.8938,-4.7066,9.6,4.8,24,2067,213,104.6,-13,12,NA,NA,NA,TRUE,-22.8,11.9,3.8,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717826,"2023-06-10",4,"2023-06-11T00:28:15.039Z","2023-06-11T00:28:19.333Z",TRUE,"pitch","d1ff1314-5719-4b4c-9349-38e445964716",5,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",3,2,1,NA,NA,3.3108,1.789,NA,107.44,154.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"27","atBat","Groundout","field_out","Joc Pederson grounds out, second baseman Nico Hoerner to first baseman Matt Mervis.",0,2,0,27,"bottom",4,"2023-06-11T00:26:47.170Z","2023-06-11T00:28:56.842Z",TRUE,FALSE,FALSE,TRUE,0,3,2,2,592626,"Joc Pederson","/api/v1/people/592626","L","Left",543294,"Kyle Hendricks","/api/v1/people/543294","R","Right","vs_RHP","vs_LHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Chicago Cubs",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",86.2,80.1,2,0.88,0.4341,5.9697,21.5453,-23.3815,-7.5403,5.4338,0.2509,3.1387,8.995,-125.4059,-2.5132,-2.3762,50.0032,6.0293,-12.2035,24,6,24,1900,209,NA,NA,NA,NA,NA,NA,FALSE,-26.8,9.6,12,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717826,"2023-06-10",3,"2023-06-11T00:27:58.677Z","2023-06-11T00:28:02.889Z",TRUE,"pitch","bec26bed-726f-4d56-b0b3-9c90ca935da3",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,1,1,NA,NA,3.368,1.789,NA,158.88,211.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"27","atBat","Groundout","field_out","Joc Pederson grounds out, second baseman Nico Hoerner to first baseman Matt Mervis.",0,2,0,27,"bottom",4,"2023-06-11T00:26:47.170Z","2023-06-11T00:28:56.842Z",TRUE,FALSE,FALSE,TRUE,0,3,2,2,592626,"Joc Pederson","/api/v1/people/592626","L","Left",543294,"Kyle Hendricks","/api/v1/people/543294","R","Right","vs_RHP","vs_LHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Chicago Cubs",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",80,74.4,13,0.93,0.469,5.7275,19.9061,-26.097,-8.8802,4.3893,-1.0987,0.9922,5.9384,-116.3588,-5.9178,-2.5182,50.0027,6.0119,-12.2918,22.8,8.4,24,2120,230,NA,NA,NA,NA,NA,NA,FALSE,-35.6,6.8,14.8,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717826,"2023-06-10",2,"2023-06-11T00:27:41.931Z","2023-06-11T00:27:46.258Z",TRUE,"pitch","f9e02e1f-44a8-4d90-ac36-de678427110d",3,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",2,1,1,NA,NA,3.2249,1.789,NA,134.93,173.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"27","atBat","Groundout","field_out","Joc Pederson grounds out, second baseman Nico Hoerner to first baseman Matt Mervis.",0,2,0,27,"bottom",4,"2023-06-11T00:26:47.170Z","2023-06-11T00:28:56.842Z",TRUE,FALSE,FALSE,TRUE,0,3,2,2,592626,"Joc Pederson","/api/v1/people/592626","L","Left",543294,"Kyle Hendricks","/api/v1/people/543294","R","Right","vs_RHP","vs_LHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Chicago Cubs",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",79.9,74.7,4,0.93,0.4675,5.6792,18.1611,-25.7108,-7.6222,4.6293,-0.4703,2.4174,6.8469,-116.3694,-3.2398,-2.4355,50.0024,6.217,-10.6415,20.4,8.4,24,2132,227,NA,NA,NA,NA,NA,NA,FALSE,-34.2,7.9,12.5,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717826,"2023-06-10",1,"2023-06-11T00:27:26.292Z","2023-06-11T00:27:30.662Z",TRUE,"pitch","5295a4cb-611f-4510-9be3-f88791d5cfd9",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,1,NA,NA,3.3108,1.789,NA,103.51,145.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"27","atBat","Groundout","field_out","Joc Pederson grounds out, second baseman Nico Hoerner to first baseman Matt Mervis.",0,2,0,27,"bottom",4,"2023-06-11T00:26:47.170Z","2023-06-11T00:28:56.842Z",TRUE,FALSE,FALSE,TRUE,0,3,2,2,592626,"Joc Pederson","/api/v1/people/592626","L","Left",543294,"Kyle Hendricks","/api/v1/people/543294","R","Right","vs_RHP","vs_LHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Chicago Cubs",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",86.3,80.2,12,0.89,0.4335,5.7562,21.3079,-23.7281,-7.5355,5.2047,0.354,3.4375,8.9755,-125.5346,-1.9743,-2.2603,50.0057,6.133,-12.237,24,6,24,1909,208,NA,NA,NA,NA,NA,NA,FALSE,-27,9.2,12,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717826,"2023-06-10",0,"2023-06-11T00:27:09.613Z","2023-06-11T00:27:14.156Z",TRUE,"pitch","58b7ef50-1d38-4624-8c98-bf5bb4071732",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.3108,1.789,NA,138.61,141.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"27","atBat","Groundout","field_out","Joc Pederson grounds out, second baseman Nico Hoerner to first baseman Matt Mervis.",0,2,0,27,"bottom",4,"2023-06-11T00:26:47.170Z","2023-06-11T00:28:56.842Z",TRUE,FALSE,FALSE,TRUE,0,3,2,2,592626,"Joc Pederson","/api/v1/people/592626","L","Left",543294,"Kyle Hendricks","/api/v1/people/543294","R","Right","vs_RHP","vs_LHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Chicago Cubs",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",86.1,80,11,0.85,0.434,6.0312,21.4526,-23.0704,-6.929,5.622,-0.5669,3.5934,6.7216,-125.4262,-1.6705,-2.3604,50.0026,6.1193,-11.2215,24,6,24,1973,211,NA,NA,NA,NA,NA,NA,FALSE,-26.3,10.1,11.3,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717826,"2023-06-10",5,"2023-06-11T00:28:38.187Z","2023-06-11T00:28:50.123Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",2,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,3,2,1,592626,"/api/v1/people/592626",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"27","atBat","Groundout","field_out","Joc Pederson grounds out, second baseman Nico Hoerner to first baseman Matt Mervis.",0,2,0,27,"bottom",4,"2023-06-11T00:26:47.170Z","2023-06-11T00:28:56.842Z",TRUE,FALSE,FALSE,TRUE,0,3,2,2,592626,"Joc Pederson","/api/v1/people/592626","L","Left",543294,"Kyle Hendricks","/api/v1/people/543294","R","Right","vs_RHP","vs_LHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Chicago Cubs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717826,"2023-06-10",0,"2023-06-11T00:26:35.265Z","2023-06-11T00:26:40.898Z",TRUE,"pitch","39870958-bf2e-4a3c-8cc4-665f86db33d1",1,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,0,0,NA,NA,3.31,1.61,NA,93.78,176.5,"bunt_grounder","soft","1",120.74,183.59,NA,NA,NA,NA,NA,NA,NA,NA,"26","atBat","Bunt Groundout","field_out","Thairo Estrada bunt grounds out softly, pitcher Kyle Hendricks to first baseman Matt Mervis.",0,2,0,26,"bottom",4,"2023-06-11T00:26:00.103Z","2023-06-11T00:26:40.898Z",TRUE,FALSE,FALSE,TRUE,0,0,0,1,642731,"Thairo Estrada","/api/v1/people/642731","R","Right",543294,"Kyle Hendricks","/api/v1/people/543294","R","Right","vs_RHP","vs_RHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Chicago Cubs","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",85.3,78.2,6,0.81,0.4423,5.8182,24.7614,-26.1672,-9.461,3.866,0.6091,2.3067,9.8682,-123.8442,-3.9941,-2.1982,50.0021,6.1294,-14.6944,25.2,7.2,24,2046,208,30,16,41,NA,NA,NA,TRUE,-31.4,6.2,14.9,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
