"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","details.disengagementNum","isSubstitution","replacedPlayer.id","replacedPlayer.link","isBaseRunningPlay","base","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
717218,"2023-07-29",0,"2023-07-29T21:31:05.879Z","2023-07-29T21:31:16.560Z",TRUE,"pitch","96584ddb-2f18-4c8b-869b-dce5468a2d51",1,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",0,0,1,NA,NA,3.47,1.68,NA,96.82,172.64,"line_drive","medium","9",169.93,115.71,NA,NA,NA,NA,NA,NA,NA,NA,"38","atBat","Single","single","Jorge Soler singles on a line drive to right fielder Kerry Carpenter.",0,3,0,38,"bottom",5,"2023-07-29T21:30:49.354Z","2023-07-29T21:31:16.560Z",TRUE,FALSE,FALSE,FALSE,33,0,0,1,624585,"Jorge Soler","/api/v1/people/624585","R","Right",666214,"Joey Wentz","/api/v1/people/666214","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Miami Marlins","Detroit Tigers","true",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",83.9,76.4,6,0.91,0.4498,6.5298,25.8787,-23.262,10.3496,5.9457,0.5294,2.4497,-4.0593,-122.1378,-3.0346,0.8759,50.002,5.7266,15.5085,31.2,7.2,24,2158,114,72.4,23,185,NA,NA,NA,FALSE,-28.8,10.2,-17.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,624585,"Jorge Soler","/api/v1/people/624585",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717218,"2023-07-29",5,"2023-07-29T21:30:37.836Z","2023-07-29T21:30:43.045Z",TRUE,"pitch","47cba228-5dc9-42a5-a3fd-bade40e682b0",6,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",3,3,0,NA,NA,3.13,1.46,NA,93.27,127.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"37","atBat","Strikeout","strikeout","Luis Arraez strikes out swinging.",0,3,0,37,"bottom",5,"2023-07-29T21:28:51.022Z","2023-07-29T21:30:43.045Z",TRUE,FALSE,FALSE,TRUE,14,3,3,1,650333,"Luis Arraez","/api/v1/people/650333","L","Left",666214,"Joey Wentz","/api/v1/people/666214","L","Left","vs_LHP","vs_LHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Miami Marlins","Detroit Tigers","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.4,84.5,12,0.91,0.4045,6.3523,32.5082,-14.3666,7.1573,9.6116,0.6225,4.1197,-3.059,-135.9108,-2.2827,0.839,50.0006,5.9799,13.2567,39.6,4.8,24,2258,140,NA,NA,NA,NA,NA,NA,TRUE,-14.5,17,-12.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717218,"2023-07-29",4,"2023-07-29T21:30:19.740Z","2023-07-29T21:30:24.289Z",TRUE,"pitch","8a86c65a-22ff-487a-98fe-fdc89c28eb7b",5,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",3,2,0,NA,NA,3.1306,1.4402,NA,116.37,195.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"37","atBat","Strikeout","strikeout","Luis Arraez strikes out swinging.",0,3,0,37,"bottom",5,"2023-07-29T21:28:51.022Z","2023-07-29T21:30:43.045Z",TRUE,FALSE,FALSE,TRUE,14,3,3,1,650333,"Luis Arraez","/api/v1/people/650333","L","Left",666214,"Joey Wentz","/api/v1/people/666214","L","Left","vs_LHP","vs_LHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Miami Marlins","Detroit Tigers","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",91.1,83,8,0.81,0.4149,6.5193,29.8396,-14.8541,8.8006,9.8262,0.0165,1.5941,-4.9056,-132.3326,-8.068,0.7568,50.0034,5.7839,15.5145,40.8,4.8,24,2222,130,NA,NA,NA,NA,NA,NA,FALSE,-17.2,16.1,-14.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717218,"2023-07-29",3,"2023-07-29T21:30:03.058Z","2023-07-29T21:30:06.574Z",TRUE,"pitch","ad92748e-d5af-4084-8b28-9f4aa9e93acd",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,1,0,NA,NA,3.0292,1.543,NA,121.77,126.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"37","atBat","Strikeout","strikeout","Luis Arraez strikes out swinging.",0,3,0,37,"bottom",5,"2023-07-29T21:28:51.022Z","2023-07-29T21:30:43.045Z",TRUE,FALSE,FALSE,TRUE,14,3,3,1,650333,"Luis Arraez","/api/v1/people/650333","L","Left",666214,"Joey Wentz","/api/v1/people/666214","L","Left","vs_LHP","vs_LHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Miami Marlins","Detroit Tigers","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.6,84,11,0.9,0.4076,6.3954,31.3099,-14.9685,8.4819,9.4224,-0.1252,4.1652,-5.1753,-134.7697,-2.0952,0.7254,50.0019,6.0189,15.4864,43.2,4.8,24,2326,137,NA,NA,NA,NA,NA,NA,FALSE,-15.4,16.8,-14.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717218,"2023-07-29",2,"2023-07-29T21:29:42.214Z","2023-07-29T21:29:45.214Z",TRUE,"pitch","6b2a2125-9257-45b9-96c7-d62496b39135",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,1,0,NA,NA,3.13,1.46,NA,115.89,162.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"37","atBat","Strikeout","strikeout","Luis Arraez strikes out swinging.",0,3,0,37,"bottom",5,"2023-07-29T21:28:51.022Z","2023-07-29T21:30:43.045Z",TRUE,FALSE,FALSE,TRUE,14,3,3,1,650333,"Luis Arraez","/api/v1/people/650333","L","Left",666214,"Joey Wentz","/api/v1/people/666214","L","Left","vs_LHP","vs_LHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Miami Marlins","Detroit Tigers","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",91.8,83.4,2,0.89,0.4112,6.3878,30.6649,-13.5642,8.109,10.3764,0.0291,2.8323,-4.6383,-133.5557,-5.227,0.7412,50.005,5.802,14.5472,42,4.8,24,2251,138,NA,NA,NA,NA,NA,NA,FALSE,-14.9,17.8,-13.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717218,"2023-07-29",1,"2023-07-29T21:29:26.399Z","2023-07-29T21:29:30.365Z",TRUE,"pitch","796e30e0-9266-4ea9-bade-54c12ff4f0cb",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,0,NA,NA,3.0495,1.3579,NA,74.41,141.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"37","atBat","Strikeout","strikeout","Luis Arraez strikes out swinging.",0,3,0,37,"bottom",5,"2023-07-29T21:28:51.022Z","2023-07-29T21:30:43.045Z",TRUE,FALSE,FALSE,TRUE,14,3,3,1,650333,"Luis Arraez","/api/v1/people/650333","L","Left",666214,"Joey Wentz","/api/v1/people/666214","L","Left","vs_LHP","vs_LHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Miami Marlins","Detroit Tigers","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",84.1,77.8,12,0.91,0.445,6.4213,21.7628,-27.2191,-0.4397,3.222,1.1174,3.5905,-0.3838,-122.5685,0.1988,1.3326,50.0037,5.8123,-0.6762,1.2,7.2,24,2366,153,NA,NA,NA,NA,NA,NA,FALSE,-32.2,6.1,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717218,"2023-07-29",0,"2023-07-29T21:29:11.177Z","2023-07-29T21:29:15.772Z",TRUE,"pitch","ee037f4b-253e-4962-82a8-df2d9284a0db",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,0,NA,NA,3.0089,1.3784,NA,81.4,158.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"37","atBat","Strikeout","strikeout","Luis Arraez strikes out swinging.",0,3,0,37,"bottom",5,"2023-07-29T21:28:51.022Z","2023-07-29T21:30:43.045Z",TRUE,FALSE,FALSE,TRUE,14,3,3,1,650333,"Luis Arraez","/api/v1/people/650333","L","Left",666214,"Joey Wentz","/api/v1/people/666214","L","Left","vs_LHP","vs_LHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Miami Marlins","Detroit Tigers","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",83.9,77.6,12,0.91,0.4463,6.4624,22.206,-27.3895,-0.8851,3.1334,0.934,2.9842,-0.7816,-122.3423,-1.0279,1.3717,50.0056,5.7392,-1.3534,3.6,7.2,24,2352,156,NA,NA,NA,NA,NA,NA,FALSE,-32.8,5.6,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717218,"2023-07-29",2,"2023-07-29T21:26:48.042Z","2023-07-29T21:26:57.183Z",TRUE,"pitch","5e1fb58c-88ec-45d5-827c-6ce58d858a8c",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,1,2,NA,NA,3.25,1.54,NA,107.3,155.5,"fly_ball","medium","9",187.08,66.12,NA,NA,NA,NA,NA,NA,NA,NA,"36","atBat","Flyout","field_out","Zach McKinstry flies out to right fielder Bryan De La Cruz.",0,3,0,36,"top",5,"2023-07-29T21:25:24.101Z","2023-07-29T21:26:57.183Z",TRUE,FALSE,FALSE,TRUE,0,1,1,3,656716,"Zach McKinstry","/api/v1/people/656716","L","Left",456501,"Johnny Cueto","/api/v1/people/456501","R","Right","vs_RHP","vs_LHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Miami Marlins","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.5,84.5,2,0.92,0.4072,6.0195,29.2906,-15.7902,-7.2486,8.9391,0.2544,3.0843,7.0091,-134.5469,-3.2663,-1.4431,50.0028,5.4336,-13.2854,36,4.8,24,2200,225,92.3,35,362,NA,NA,NA,TRUE,-16.3,15.7,11.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717218,"2023-07-29",1,"2023-07-29T21:26:00.921Z","2023-07-29T21:26:04.561Z",TRUE,"pitch","8f80d677-d4ca-4b09-a42a-f5c3973ecb62",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,1,2,NA,NA,3.25,1.54,NA,125.1,158.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"36","atBat","Flyout","field_out","Zach McKinstry flies out to right fielder Bryan De La Cruz.",0,3,0,36,"top",5,"2023-07-29T21:25:24.101Z","2023-07-29T21:26:57.183Z",TRUE,FALSE,FALSE,TRUE,0,1,1,3,656716,"Zach McKinstry","/api/v1/people/656716","L","Left",456501,"Johnny Cueto","/api/v1/people/456501","R","Right","vs_RHP","vs_LHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Miami Marlins","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",92.7,84.4,2,0.9,0.4071,5.913,30.2027,-23.4076,-11.0717,4.787,-0.2125,2.9914,7.298,-134.7292,-2.0338,-1.5226,50.0045,5.4161,-20.2869,38.4,7.2,24,2064,225,NA,NA,NA,NA,NA,NA,FALSE,-23.5,8.4,18.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717218,"2023-07-29",0,"2023-07-29T21:25:39.643Z","2023-07-29T21:25:43.192Z",TRUE,"pitch","07731d1b-4a58-485d-bfcf-3158a54376e1",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.2303,1.6024,NA,76.86,147.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"36","atBat","Flyout","field_out","Zach McKinstry flies out to right fielder Bryan De La Cruz.",0,3,0,36,"top",5,"2023-07-29T21:25:24.101Z","2023-07-29T21:26:57.183Z",TRUE,FALSE,FALSE,TRUE,0,1,1,3,656716,"Zach McKinstry","/api/v1/people/656716","L","Left",456501,"Johnny Cueto","/api/v1/people/456501","R","Right","vs_RHP","vs_LHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Miami Marlins","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.3,84.5,12,0.92,0.4055,6.1835,31.6748,-15.987,-8.1053,8.7765,1.0531,3.3975,9.5998,-135.4626,-2.1972,-1.4962,50.0022,5.3464,-14.9493,37.2,4.8,24,2243,233,NA,NA,NA,NA,NA,NA,FALSE,-16.2,15.6,12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717218,"2023-07-29",5,"2023-07-29T21:25:12.584Z","2023-07-29T21:25:19.232Z",TRUE,"pitch","61b513f0-04a2-48c5-83ec-34cbf2396147",6,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,3,1,NA,NA,3.3,1.5,NA,141.83,201.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35","atBat","Strikeout","strikeout","Eric Haase strikes out swinging.",0,3,0,35,"top",5,"2023-07-29T21:23:05.540Z","2023-07-29T21:25:19.232Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,606992,"Eric Haase","/api/v1/people/606992","R","Right",456501,"Johnny Cueto","/api/v1/people/456501","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Miami Marlins","true",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",85.7,78.7,13,0.89,0.4397,5.9699,25.1364,-26.6974,-7.3022,3.4854,-0.6514,1.3666,5.8475,-124.5901,-4.2613,-2.0806,50.003,5.3067,-11.475,20.4,7.2,24,1362,230,NA,NA,NA,NA,NA,NA,TRUE,-31.8,5.5,11.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,665155,"Nick Maton","/api/v1/people/665155",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717218,"2023-07-29",4,"2023-07-29T21:24:45.419Z","2023-07-29T21:24:48.580Z",TRUE,"pitch","a04dd779-6e6a-4fe6-8b0b-b19f74e4ac79",5,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,1,NA,NA,3.3,1.5,NA,135.22,188.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35","atBat","Strikeout","strikeout","Eric Haase strikes out swinging.",0,3,0,35,"top",5,"2023-07-29T21:23:05.540Z","2023-07-29T21:25:19.232Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,606992,"Eric Haase","/api/v1/people/606992","R","Right",456501,"Johnny Cueto","/api/v1/people/456501","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Miami Marlins","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",84.7,77.5,7,0.91,0.4454,6.0808,25.6952,-30.3338,-6.889,1.2044,-0.4781,1.8604,6.1837,-123.2151,-2.4327,-2.1316,50.0038,5.4373,-10.5372,16.8,8.4,24,1331,236,NA,NA,NA,NA,NA,NA,FALSE,-36.5,1.8,10.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717218,"2023-07-29",3,"2023-07-29T21:24:26.670Z","2023-07-29T21:24:31.388Z",TRUE,"pitch","4e9d1a75-a290-44b2-b183-e7638064f185",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,1,NA,NA,3.2197,1.4802,NA,93.24,141.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35","atBat","Strikeout","strikeout","Eric Haase strikes out swinging.",0,3,0,35,"top",5,"2023-07-29T21:23:05.540Z","2023-07-29T21:25:19.232Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,606992,"Eric Haase","/api/v1/people/606992","R","Right",456501,"Johnny Cueto","/api/v1/people/456501","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Miami Marlins","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",91.1,82.6,12,0.91,0.4149,6.0855,29.656,-14.7818,-7.6091,9.8688,0.6233,3.6097,8.9566,-132.284,-1.9289,-1.8265,50.0052,5.4387,-13.4143,37.2,4.8,24,2255,228,NA,NA,NA,NA,NA,NA,FALSE,-15.6,17.6,11.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717218,"2023-07-29",2,"2023-07-29T21:24:03.071Z","2023-07-29T21:24:06.885Z",TRUE,"pitch","492da3b5-a1be-44ef-9103-92d0281e1176",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,1,NA,NA,3.3,1.5,NA,123.87,139.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35","atBat","Strikeout","strikeout","Eric Haase strikes out swinging.",0,3,0,35,"top",5,"2023-07-29T21:23:05.540Z","2023-07-29T21:25:19.232Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,606992,"Eric Haase","/api/v1/people/606992","R","Right",456501,"Johnny Cueto","/api/v1/people/456501","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Miami Marlins","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.8,84.2,11,0.92,0.4069,5.885,31.0351,-16.3013,-7.1769,8.664,-0.1803,3.6693,7.3411,-134.9179,-1.5861,-2.0122,50.0048,5.4211,-13.1518,34.8,4.8,24,2221,225,NA,NA,NA,NA,NA,NA,FALSE,-16.4,15.5,11.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717218,"2023-07-29",1,"2023-07-29T21:23:44.378Z","2023-07-29T21:23:47.752Z",TRUE,"pitch","026a4774-2b5c-499b-9d05-39cbaa5fbec7",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,1,NA,NA,3.2197,1.3979,NA,64.7,203.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35","atBat","Strikeout","strikeout","Eric Haase strikes out swinging.",0,3,0,35,"top",5,"2023-07-29T21:23:05.540Z","2023-07-29T21:25:19.232Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,606992,"Eric Haase","/api/v1/people/606992","R","Right",456501,"Johnny Cueto","/api/v1/people/456501","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Miami Marlins","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.5,79.6,14,2,0.4356,5.6177,25.5288,-25.8118,-0.3067,3.9752,1.372,1.2898,8.3474,-125.7364,-4.7762,-1.9512,50.0027,5.3086,-0.4908,2.4,7.2,24,2231,216,NA,NA,NA,NA,NA,NA,FALSE,-30.4,6.2,-1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717218,"2023-07-29",0,"2023-07-29T21:23:22.282Z","2023-07-29T21:23:26.083Z",TRUE,"pitch","57fde6c7-90d2-406e-94f3-7385138e8e6a",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,1,NA,NA,3.3,1.5,NA,128.5,169.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35","atBat","Strikeout","strikeout","Eric Haase strikes out swinging.",0,3,0,35,"top",5,"2023-07-29T21:23:05.540Z","2023-07-29T21:25:19.232Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,606992,"Eric Haase","/api/v1/people/606992","R","Right",456501,"Johnny Cueto","/api/v1/people/456501","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Miami Marlins","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",83.5,77.1,4,0.91,0.4493,5.6607,22.3703,-27.5951,0.864,3.0403,-0.3018,2.5572,4.8474,-121.6085,-1.0572,-2.4279,50.0054,5.377,1.3023,4.8,7.2,24,2204,214,NA,NA,NA,NA,NA,NA,FALSE,-33.5,5.5,-2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
